"DEP","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"25","ESS","Ensemble","1 - Micro entreprise","1475","1075","s","s","s"
"25","ESS","Ensemble","2 - Petites entreprises","509","293","9251","7708","232523839"
"25","ESS","Ensemble","3 - Moyennes entreprises","68","29","5729","4746","134896593"
"25","ESS","Ensemble","4 - Grandes entreprises","7","2","s","s","s"
"25","Hors ESS","Ensemble","1 - Micro entreprise","12283","10002","s","s","s"
"25","Hors ESS","Ensemble","2 - Petites entreprises","2061","1352","38442","35250","1142168685"
"25","Hors ESS","Ensemble","3 - Moyennes entreprises","445","284","41028","37304","1256015075"
"25","Hors ESS","Ensemble","4 - Grandes entreprises","72","48","s","s","s"
"26","ESS","Ensemble","1 - Micro entreprise","1761","1437","s","s","s"
"26","ESS","Ensemble","2 - Petites entreprises","383","216","7781","6715","197550631"
"26","ESS","Ensemble","3 - Moyennes entreprises","109","57","8917","7597","225331167"
"26","ESS","Ensemble","4 - Grandes entreprises","3","1","s","s","s"
"26","Hors ESS","Ensemble","1 - Micro entreprise","14447","12041","s","s","s"
"26","Hors ESS","Ensemble","2 - Petites entreprises","2398","1603","44302","41052","1342035019"
"26","Hors ESS","Ensemble","3 - Moyennes entreprises","454","278","41466","38095","1329195628"
"26","Hors ESS","Ensemble","4 - Grandes entreprises","67","47","s","s","s"
"27","ESS","Ensemble","1 - Micro entreprise","1137","886","2003","2270","66650154"
"27","ESS","Ensemble","2 - Petites entreprises","233","129","4559","3826","116361024"
"27","ESS","Ensemble","3 - Moyennes entreprises","70","34","5619","4581","113665079"
"27","ESS","Ensemble","4 - Grandes entreprises","4","3","2023","1895","63802780"
"27","Hors ESS","Ensemble","1 - Micro entreprise","12561","10413","30101","28875","811513711"
"27","Hors ESS","Ensemble","2 - Petites entreprises","1942","1350","35980","33044","1029127117"
"27","Hors ESS","Ensemble","3 - Moyennes entreprises","449","298","42337","39028","1307725791"
"27","Hors ESS","Ensemble","4 - Grandes entreprises","69","40","34018","31796","1221034808"
"28","ESS","Ensemble","1 - Micro entreprise","1109","838","1961","1866","59388203"
"28","ESS","Ensemble","2 - Petites entreprises","190","89","3846","3337","102088634"
"28","ESS","Ensemble","3 - Moyennes entreprises","58","26","4408","3842","105509016"
"28","ESS","Ensemble","4 - Grandes entreprises","5","3","2931","2781","107977581"
"28","Hors ESS","Ensemble","1 - Micro entreprise","9210","7510","22883","22121","644646192"
"28","Hors ESS","Ensemble","2 - Petites entreprises","1596","1054","30184","28044","897932805"
"28","Hors ESS","Ensemble","3 - Moyennes entreprises","354","237","30949","28553","958037466"
"28","Hors ESS","Ensemble","4 - Grandes entreprises","47","34","26008","24489","893411997"
"29","ESS","Ensemble","1 - Micro entreprise","2480","1950","4965","5095","146222020"
"29","ESS","Ensemble","2 - Petites entreprises","677","415","13473","11810","349628422"
"29","ESS","Ensemble","3 - Moyennes entreprises","200","77","16476","14142","391627573"
"29","ESS","Ensemble","4 - Grandes entreprises","13","8","7334","6944","292512072"
"29","Hors ESS","Ensemble","1 - Micro entreprise","21560","17951","50257","49898","1395840321"
"29","Hors ESS","Ensemble","2 - Petites entreprises","3286","2220","60841","56776","1765988578"
"29","Hors ESS","Ensemble","3 - Moyennes entreprises","664","428","59782","54300","1786947932"
"29","Hors ESS","Ensemble","4 - Grandes entreprises","106","69","63133","57505","2036975830"
"2A","ESS","Ensemble","1 - Micro entreprise","318","252","s","s","20098566"
"2A","ESS","Ensemble","2 - Petites entreprises","93","56","1691","1425","41622741"
"2A","ESS","Ensemble","3 - Moyennes entreprises","13","4","s","772","s"
"2A","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"2A","Hors ESS","Ensemble","1 - Micro entreprise","6963","6219","s","s","453269351"
"2A","Hors ESS","Ensemble","2 - Petites entreprises","772","572","13981","13798","451198843"
"2A","Hors ESS","Ensemble","3 - Moyennes entreprises","124","87","s","10374","s"
"2A","Hors ESS","Ensemble","4 - Grandes entreprises","13","11","s","s","s"
"2B","ESS","Ensemble","1 - Micro entreprise","472","380","864","927","27840904"
"2B","ESS","Ensemble","2 - Petites entreprises","118","80","2214","1821","56204799"
"2B","ESS","Ensemble","3 - Moyennes entreprises","15","10","1079","888","23018573"
"2B","Hors ESS","Ensemble","1 - Micro entreprise","7030","6222","15396","16209","445377092"
"2B","Hors ESS","Ensemble","2 - Petites entreprises","790","639","14456","13397","431721773"
"2B","Hors ESS","Ensemble","3 - Moyennes entreprises","112","82","10622","9996","351940956"
"2B","Hors ESS","Ensemble","4 - Grandes entreprises","9","9","5503","5189","182135357"
"30","ESS","Ensemble","1 - Micro entreprise","2052","1692","3568","3565","106114764"
"30","ESS","Ensemble","2 - Petites entreprises","386","227","7505","6270","186715958"
"30","ESS","Ensemble","3 - Moyennes entreprises","108","64","8021","6822","192906883"
"30","ESS","Ensemble","4 - Grandes entreprises","6","5","2765","2569","79466874"
"30","Hors ESS","Ensemble","1 - Micro entreprise","19665","16926","43059","42343","1155205905"
"30","Hors ESS","Ensemble","2 - Petites entreprises","2438","1596","43839","40270","1250253368"
"30","Hors ESS","Ensemble","3 - Moyennes entreprises","472","273","42490","38932","1295319018"
"30","Hors ESS","Ensemble","4 - Grandes entreprises","64","40","41522","38387","1413497853"
"31","ESS","Ensemble","1 - Micro entreprise","3614","2993","6472","6207","192848187"
"31","ESS","Ensemble","2 - Petites entreprises","749","467","13553","11310","349639834"
"31","ESS","Ensemble","3 - Moyennes entreprises","224","106","17695","15258","459190443"
"31","ESS","Ensemble","4 - Grandes entreprises","13","7","7498","6081","219615556"
"31","Hors ESS","Ensemble","1 - Micro entreprise","33743","27220","80840","78256","2399611660"
"31","Hors ESS","Ensemble","2 - Petites entreprises","5948","3644","110586","100254","3451293087"
"31","Hors ESS","Ensemble","3 - Moyennes entreprises","1337","757","122069","111724","4214604630"
"31","Hors ESS","Ensemble","4 - Grandes entreprises","256","117","190666","178035","7527421359"
"32","ESS","Ensemble","1 - Micro entreprise","623","523","s","s","s"
"32","ESS","Ensemble","2 - Petites entreprises","161","109","2830","2357","64421126"
"32","ESS","Ensemble","3 - Moyennes entreprises","35","25","3089","2765","79299275"
"32","ESS","Ensemble","4 - Grandes entreprises","1","0","s","s","s"
"32","Hors ESS","Ensemble","1 - Micro entreprise","6023","5105","s","s","s"
"32","Hors ESS","Ensemble","2 - Petites entreprises","658","476","12356","11454","337892908"
"32","Hors ESS","Ensemble","3 - Moyennes entreprises","150","113","13637","12101","378265006"
"32","Hors ESS","Ensemble","4 - Grandes entreprises","9","9","s","s","s"
"33","ESS","Ensemble","1 - Micro entreprise","3908","3262","6973","7100","216354871"
"33","ESS","Ensemble","2 - Petites entreprises","831","472","15858","13847","423646783"
"33","ESS","Ensemble","3 - Moyennes entreprises","274","142","23200","19487","554932005"
"33","ESS","Ensemble","4 - Grandes entreprises","16","11","8554","7836","324112290"
"33","Hors ESS","Ensemble","1 - Micro entreprise","44205","36147","103979","102740","3037096765"
"33","Hors ESS","Ensemble","2 - Petites entreprises","7191","4658","132969","122638","4074838446"
"33","Hors ESS","Ensemble","3 - Moyennes entreprises","1402","816","126511","116615","4155788843"
"33","Hors ESS","Ensemble","4 - Grandes entreprises","196","100","143743","131632","5062711605"
"34","ESS","Ensemble","1 - Micro entreprise","3543","2966","6149","6235","190036628"
"34","ESS","Ensemble","2 - Petites entreprises","574","377","11165","9613","295058852"
"34","ESS","Ensemble","3 - Moyennes entreprises","188","83","13838","11485","315965255"
"34","ESS","Ensemble","4 - Grandes entreprises","13","9","6892","6056","227323372"
"34","Hors ESS","Ensemble","1 - Micro entreprise","32931","27794","71525","72203","2065698430"
"34","Hors ESS","Ensemble","2 - Petites entreprises","4478","2912","81787","74589","2425819846"
"34","Hors ESS","Ensemble","3 - Moyennes entreprises","892","509","80587","72441","2510486060"
"34","Hors ESS","Ensemble","4 - Grandes entreprises","128","68","85429","78724","2747224132"
"35","ESS","Ensemble","1 - Micro entreprise","3069","2571","5484","5488","165038476"
"35","ESS","Ensemble","2 - Petites entreprises","735","496","14806","12664","379239588"
"35","ESS","Ensemble","3 - Moyennes entreprises","242","142","19939","16836","495216580"
"35","ESS","Ensemble","4 - Grandes entreprises","15","8","8448","7874","312523139"
"35","Hors ESS","Ensemble","1 - Micro entreprise","24144","19604","59316","57851","1700085402"
"35","Hors ESS","Ensemble","2 - Petites entreprises","4589","2959","86003","79016","2637305773"
"35","Hors ESS","Ensemble","3 - Moyennes entreprises","1081","625","100380","92076","3206543001"
"35","Hors ESS","Ensemble","4 - Grandes entreprises","174","94","101274","94036","3248688543"
"36","ESS","Ensemble","1 - Micro entreprise","729","576","s","s","s"
"36","ESS","Ensemble","2 - Petites entreprises","160","101","3174","2606","73781511"
"36","ESS","Ensemble","3 - Moyennes entreprises","26","11","1864","1609","39473447"
"36","ESS","Ensemble","4 - Grandes entreprises","2","1","s","s","s"
"36","Hors ESS","Ensemble","1 - Micro entreprise","5552","4556","s","s","s"
"36","Hors ESS","Ensemble","2 - Petites entreprises","813","532","15295","14117","421739756"
"36","Hors ESS","Ensemble","3 - Moyennes entreprises","188","133","17987","16808","534982514"
"36","Hors ESS","Ensemble","4 - Grandes entreprises","21","14","s","s","s"
"37","ESS","Ensemble","1 - Micro entreprise","1702","1347","s","s","s"
"37","ESS","Ensemble","2 - Petites entreprises","432","250","8430","6938","209406725"
"37","ESS","Ensemble","3 - Moyennes entreprises","96","40","8453","7308","215005903"
"37","ESS","Ensemble","4 - Grandes entreprises","6","2","s","s","s"
"37","Hors ESS","Ensemble","1 - Micro entreprise","14044","11242","s","s","s"
"37","Hors ESS","Ensemble","2 - Petites entreprises","2416","1528","46311","42799","1364534272"
"37","Hors ESS","Ensemble","3 - Moyennes entreprises","496","279","45015","41290","1402727365"
"37","Hors ESS","Ensemble","4 - Grandes entreprises","85","40","s","s","s"
"38","ESS","Ensemble","1 - Micro entreprise","3120","2597","5852","5673","176000092"
"38","ESS","Ensemble","2 - Petites entreprises","726","466","13085","10673","321526515"
"38","ESS","Ensemble","3 - Moyennes entreprises","189","80","14692","12257","372410603"
"38","ESS","Ensemble","4 - Grandes entreprises","16","9","7016","6184","204922304"
"38","Hors ESS","Ensemble","1 - Micro entreprise","30411","25199","72934","69447","2128248593"
"38","Hors ESS","Ensemble","2 - Petites entreprises","5106","3336","94374","86189","2967577572"
"38","Hors ESS","Ensemble","3 - Moyennes entreprises","1145","704","103099","94174","3600938013"
"38","Hors ESS","Ensemble","4 - Grandes entreprises","176","105","109650","100792","4210398309"
"39","ESS","Ensemble","1 - Micro entreprise","720","510","s","s","s"
"39","ESS","Ensemble","2 - Petites entreprises","212","118","4135","3397","99602507"
"39","ESS","Ensemble","3 - Moyennes entreprises","37","18","2840","2470","64148098"
"39","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"39","Hors ESS","Ensemble","1 - Micro entreprise","7134","5969","s","s","s"
"39","Hors ESS","Ensemble","2 - Petites entreprises","1064","735","19861","18363","578542871"
"39","Hors ESS","Ensemble","3 - Moyennes entreprises","219","164","19803","18014","582081028"
"39","Hors ESS","Ensemble","4 - Grandes entreprises","23","16","s","s","s"
"40","ESS","Ensemble","1 - Micro entreprise","1100","887","2010","1987","58840876"
"40","ESS","Ensemble","2 - Petites entreprises","307","226","4303","3979","116018108"
"40","ESS","Ensemble","3 - Moyennes entreprises","46","28","3790","3298","90498713"
"40","ESS","Ensemble","4 - Grandes entreprises","4","3","1641","1575","57540245"
"40","Hors ESS","Ensemble","1 - Micro entreprise","11689","9540","25022","26210","707496924"
"40","Hors ESS","Ensemble","2 - Petites entreprises","1505","1017","27490","26133","797163284"
"40","Hors ESS","Ensemble","3 - Moyennes entreprises","325","219","28187","26448","818712394"
"40","Hors ESS","Ensemble","4 - Grandes entreprises","35","27","19036","17857","606788581"
"41","ESS","Ensemble","1 - Micro entreprise","943","743","s","s","s"
"41","ESS","Ensemble","2 - Petites entreprises","191","105","3728","3120","91168698"
"41","ESS","Ensemble","3 - Moyennes entreprises","47","23","3478","2909","77004451"
"41","ESS","Ensemble","4 - Grandes entreprises","2","1","s","s","s"
"41","Hors ESS","Ensemble","1 - Micro entreprise","7898","6493","s","s","s"
"41","Hors ESS","Ensemble","2 - Petites entreprises","1243","828","23320","21885","676203903"
"41","Hors ESS","Ensemble","3 - Moyennes entreprises","294","203","27092","25436","819464889"
"41","Hors ESS","Ensemble","4 - Grandes entreprises","38","20","s","s","s"
"42","ESS","Ensemble","1 - Micro entreprise","1910","1544","s","s","s"
"42","ESS","Ensemble","2 - Petites entreprises","572","346","11186","9103","270337944"
"42","ESS","Ensemble","3 - Moyennes entreprises","157","76","11830","9795","276466645"
"42","ESS","Ensemble","4 - Grandes entreprises","6","2","s","s","s"
"42","Hors ESS","Ensemble","1 - Micro entreprise","17913","14946","s","s","s"
"42","Hors ESS","Ensemble","2 - Petites entreprises","3051","2151","56590","51440","1651722664"
"42","Hors ESS","Ensemble","3 - Moyennes entreprises","651","426","58778","53940","1896773663"
"42","Hors ESS","Ensemble","4 - Grandes entreprises","85","51","s","s","s"
"43","ESS","Ensemble","1 - Micro entreprise","794","649","s","s","s"
"43","ESS","Ensemble","2 - Petites entreprises","231","155","4612","3660","101262502"
"43","ESS","Ensemble","3 - Moyennes entreprises","56","37","3983","3378","91742376"
"43","ESS","Ensemble","4 - Grandes entreprises","2","0","s","s","s"
"43","Hors ESS","Ensemble","1 - Micro entreprise","6000","5047","s","s","s"
"43","Hors ESS","Ensemble","2 - Petites entreprises","890","655","17189","15764","470665821"
"43","Hors ESS","Ensemble","3 - Moyennes entreprises","170","133","14398","12980","409712802"
"43","Hors ESS","Ensemble","4 - Grandes entreprises","13","9","s","s","s"
"44","ESS","Ensemble","1 - Micro entreprise","4227","3279","8818","8784","266241381"
"44","ESS","Ensemble","2 - Petites entreprises","1040","540","19710","16916","532490603"
"44","ESS","Ensemble","3 - Moyennes entreprises","318","174","24897","21388","620061261"
"44","ESS","Ensemble","4 - Grandes entreprises","22","12","11031","8882","352702316"
"44","Hors ESS","Ensemble","1 - Micro entreprise","31280","25196","77646","77070","2315853896"
"44","Hors ESS","Ensemble","2 - Petites entreprises","5921","3705","111913","102738","3475501662"
"44","Hors ESS","Ensemble","3 - Moyennes entreprises","1447","830","135557","123574","4484104854"
"44","Hors ESS","Ensemble","4 - Grandes entreprises","236","118","136242","126171","4649565745"
"45","ESS","Ensemble","1 - Micro entreprise","1664","1294","3086","3037","95033031"
"45","ESS","Ensemble","2 - Petites entreprises","340","193","6495","5496","169665646"
"45","ESS","Ensemble","3 - Moyennes entreprises","102","49","8640","7415","212972303"
"45","ESS","Ensemble","4 - Grandes entreprises","8","4","3622","3476","161587796"
"45","Hors ESS","Ensemble","1 - Micro entreprise","14219","11530","35351","34576","1011954267"
"45","Hors ESS","Ensemble","2 - Petites entreprises","2650","1684","50286","46576","1520157486"
"45","Hors ESS","Ensemble","3 - Moyennes entreprises","622","369","58896","54838","1924182074"
"45","Hors ESS","Ensemble","4 - Grandes entreprises","116","62","63145","59441","2176393419"
"46","ESS","Ensemble","1 - Micro entreprise","549","427","s","s","s"
"46","ESS","Ensemble","2 - Petites entreprises","134","81","2610","2224","64752041"
"46","ESS","Ensemble","3 - Moyennes entreprises","37","22","2850","2372","65916255"
"46","ESS","Ensemble","4 - Grandes entreprises","3","2","s","s","s"
"46","Hors ESS","Ensemble","1 - Micro entreprise","5217","4273","s","s","s"
"46","Hors ESS","Ensemble","2 - Petites entreprises","638","446","11530","10582","317479975"
"46","Hors ESS","Ensemble","3 - Moyennes entreprises","100","73","8443","7791","243855702"
"46","Hors ESS","Ensemble","4 - Grandes entreprises","16","14","s","s","s"
"47","ESS","Ensemble","1 - Micro entreprise","993","781","s","s","s"
"47","ESS","Ensemble","2 - Petites entreprises","303","197","6149","5386","148900991"
"47","ESS","Ensemble","3 - Moyennes entreprises","52","34","3841","3365","92678324"
"47","ESS","Ensemble","4 - Grandes entreprises","2","1","s","s","s"
"47","Hors ESS","Ensemble","1 - Micro entreprise","9329","7748","s","s","s"
"47","Hors ESS","Ensemble","2 - Petites entreprises","1292","900","24027","22517","684332594"
"47","Hors ESS","Ensemble","3 - Moyennes entreprises","243","169","21540","20027","644655578"
"47","Hors ESS","Ensemble","4 - Grandes entreprises","25","19","s","s","s"
"48","ESS","Ensemble","1 - Micro entreprise","437","353","s","s","s"
"48","ESS","Ensemble","2 - Petites entreprises","101","62","2035","1777","51308593"
"48","ESS","Ensemble","3 - Moyennes entreprises","41","19","s","s","s"
"48","Hors ESS","Ensemble","1 - Micro entreprise","2580","2160","5588","5536","147439256"
"48","Hors ESS","Ensemble","2 - Petites entreprises","317","228","6031","5579","164663725"
"48","Hors ESS","Ensemble","3 - Moyennes entreprises","53","37","s","s","s"
"48","Hors ESS","Ensemble","4 - Grandes entreprises","2","2","s","s","s"
"49","ESS","Ensemble","1 - Micro entreprise","2569","2055","5143","5029","149958935"
"49","ESS","Ensemble","2 - Petites entreprises","707","431","14100","11917","347789261"
"49","ESS","Ensemble","3 - Moyennes entreprises","200","119","16109","14023","409466560"
"49","ESS","Ensemble","4 - Grandes entreprises","11","7","4048","3459","133046519"
"49","Hors ESS","Ensemble","1 - Micro entreprise","17355","14281","42593","41573","1145420077"
"49","Hors ESS","Ensemble","2 - Petites entreprises","3192","2208","60911","56727","1754028451"
"49","Hors ESS","Ensemble","3 - Moyennes entreprises","747","514","67371","61738","2021312124"
"49","Hors ESS","Ensemble","4 - Grandes entreprises","96","65","56495","52750","1784812907"
"50","ESS","Ensemble","1 - Micro entreprise","1133","901","2077","2106","59220480"
"50","ESS","Ensemble","2 - Petites entreprises","282","160","5391","4617","137249883"
"50","ESS","Ensemble","3 - Moyennes entreprises","69","47","6138","5127","132081738"
"50","ESS","Ensemble","4 - Grandes entreprises","8","4","6008","5024","163222574"
"50","Hors ESS","Ensemble","1 - Micro entreprise","12572","10585","29111","27977","735248026"
"50","Hors ESS","Ensemble","2 - Petites entreprises","1893","1297","36342","33568","1004185135"
"50","Hors ESS","Ensemble","3 - Moyennes entreprises","347","250","31931","29360","948180516"
"50","Hors ESS","Ensemble","4 - Grandes entreprises","57","35","33418","31037","1133529784"
"51","ESS","Ensemble","1 - Micro entreprise","1454","1144","2845","2813","91173891"
"51","ESS","Ensemble","2 - Petites entreprises","373","234","7419","6315","194625289"
"51","ESS","Ensemble","3 - Moyennes entreprises","105","49","9380","8466","283091927"
"51","ESS","Ensemble","4 - Grandes entreprises","9","6","4022","3634","157265557"
"51","Hors ESS","Ensemble","1 - Micro entreprise","16250","13684","37194","35818","1023415557"
"51","Hors ESS","Ensemble","2 - Petites entreprises","2372","1459","44046","40860","1345735620"
"51","Hors ESS","Ensemble","3 - Moyennes entreprises","548","318","51263","47253","1725939006"
"51","Hors ESS","Ensemble","4 - Grandes entreprises","76","39","41569","38302","1295413934"
"52","ESS","Ensemble","1 - Micro entreprise","442","313","s","s","s"
"52","ESS","Ensemble","2 - Petites entreprises","103","57","1996","1599","44851819"
"52","ESS","Ensemble","3 - Moyennes entreprises","24","9","1775","1521","42839310"
"52","ESS","Ensemble","4 - Grandes entreprises","2","2","s","s","s"
"52","Hors ESS","Ensemble","1 - Micro entreprise","4418","3574","s","s","s"
"52","Hors ESS","Ensemble","2 - Petites entreprises","725","446","13325","12397","387095430"
"52","Hors ESS","Ensemble","3 - Moyennes entreprises","141","101","13394","12380","392294420"
"52","Hors ESS","Ensemble","4 - Grandes entreprises","22","17","s","s","s"
"53","ESS","Ensemble","1 - Micro entreprise","890","721","s","s","s"
"53","ESS","Ensemble","2 - Petites entreprises","274","147","5266","4513","140148411"
"53","ESS","Ensemble","3 - Moyennes entreprises","46","27","3729","3117","81881833"
"53","ESS","Ensemble","4 - Grandes entreprises","4","2","s","s","s"
"53","Hors ESS","Ensemble","1 - Micro entreprise","7103","5925","s","s","s"
"53","Hors ESS","Ensemble","2 - Petites entreprises","1246","910","23295","21578","680305140"
"53","Hors ESS","Ensemble","3 - Moyennes entreprises","294","221","27984","25993","829618941"
"53","Hors ESS","Ensemble","4 - Grandes entreprises","42","29","s","s","s"
"54","ESS","Ensemble","1 - Micro entreprise","1541","1220","3383","3325","105864441"
"54","ESS","Ensemble","2 - Petites entreprises","418","248","8302","6960","215250153"
"54","ESS","Ensemble","3 - Moyennes entreprises","133","59","11152","9570","265735943"
"54","ESS","Ensemble","4 - Grandes entreprises","10","6","4381","3916","129982812"
"54","Hors ESS","Ensemble","1 - Micro entreprise","14340","11250","35779","33849","988682848"
"54","Hors ESS","Ensemble","2 - Petites entreprises","2530","1471","48274","44334","1455488655"
"54","Hors ESS","Ensemble","3 - Moyennes entreprises","570","301","51487","47008","1683925475"
"54","Hors ESS","Ensemble","4 - Grandes entreprises","94","48","59232","58644","1945645763"
"55","ESS","Ensemble","1 - Micro entreprise","414","307","s","s","s"
"55","ESS","Ensemble","2 - Petites entreprises","138","87","2691","2180","60120320"
"55","ESS","Ensemble","3 - Moyennes entreprises","27","13","2113","1753","45929273"
"55","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"55","Hors ESS","Ensemble","1 - Micro entreprise","4220","3520","s","s","s"
"55","Hors ESS","Ensemble","2 - Petites entreprises","610","373","11696","10912","336822228"
"55","Hors ESS","Ensemble","3 - Moyennes entreprises","143","101","14851","13341","440307579"
"55","Hors ESS","Ensemble","4 - Grandes entreprises","10","7","s","s","s"
"56","ESS","Ensemble","1 - Micro entreprise","2054","1673","3884","3733","110182542"
"56","ESS","Ensemble","2 - Petites entreprises","536","348","10482","8914","270333147"
"56","ESS","Ensemble","3 - Moyennes entreprises","124","65","9882","8616","243516230"
"56","ESS","Ensemble","4 - Grandes entreprises","10","8","4985","4707","179491486"
"56","Hors ESS","Ensemble","1 - Micro entreprise","19025","15945","43522","43003","1192505847"
"56","Hors ESS","Ensemble","2 - Petites entreprises","2796","1908","51977","48079","1474303937"
"56","Hors ESS","Ensemble","3 - Moyennes entreprises","584","402","53827","49234","1564924464"
"56","Hors ESS","Ensemble","4 - Grandes entreprises","72","51","41861","38028","1267790545"
"57","ESS","Ensemble","1 - Micro entreprise","1587","1122","3419","3398","108335378"
"57","ESS","Ensemble","2 - Petites entreprises","513","245","10413","8820","273395349"
"57","ESS","Ensemble","3 - Moyennes entreprises","175","81","14563","12481","344453230"
"57","ESS","Ensemble","4 - Grandes entreprises","14","8","6782","5866","212964874"
"57","Hors ESS","Ensemble","1 - Micro entreprise","20974","16638","52200","48844","1431808540"
"57","Hors ESS","Ensemble","2 - Petites entreprises","3634","2297","67700","61721","2004163218"
"57","Hors ESS","Ensemble","3 - Moyennes entreprises","742","440","68183","61723","2169240697"
"57","Hors ESS","Ensemble","4 - Grandes entreprises","124","73","69111","64211","2305748939"
"58","ESS","Ensemble","1 - Micro entreprise","551","391","s","s","s"
"58","ESS","Ensemble","2 - Petites entreprises","151","96","3054","2604","74364361"
"58","ESS","Ensemble","3 - Moyennes entreprises","38","25","2810","2373","62239485"
"58","ESS","Ensemble","4 - Grandes entreprises","1","0","s","s","s"
"58","Hors ESS","Ensemble","1 - Micro entreprise","5156","4166","s","s","s"
"58","Hors ESS","Ensemble","2 - Petites entreprises","757","467","14138","13047","391577849"
"58","Hors ESS","Ensemble","3 - Moyennes entreprises","171","112","15748","14672","457915134"
"58","Hors ESS","Ensemble","4 - Grandes entreprises","16","12","s","s","s"
"59","ESS","Ensemble","1 - Micro entreprise","4694","3637","9226","9794","315960569"
"59","ESS","Ensemble","2 - Petites entreprises","1455","800","29209","25108","784450534"
"59","ESS","Ensemble","3 - Moyennes entreprises","454","250","37759","31867","916640625"
"59","ESS","Ensemble","4 - Grandes entreprises","48","26","16333","13479","393264936"
"59","Hors ESS","Ensemble","1 - Micro entreprise","48448","39058","120954","117363","3531861281"
"59","Hors ESS","Ensemble","2 - Petites entreprises","9472","6019","180833","164685","5456278857"
"59","Hors ESS","Ensemble","3 - Moyennes entreprises","2323","1299","216324","197946","7037986816"
"59","Hors ESS","Ensemble","4 - Grandes entreprises","436","237","281577","259668","9400215313"
"60","ESS","Ensemble","1 - Micro entreprise","1403","1093","s","s","s"
"60","ESS","Ensemble","2 - Petites entreprises","332","184","6879","5931","183599608"
"60","ESS","Ensemble","3 - Moyennes entreprises","132","61","12470","10525","320999489"
"60","ESS","Ensemble","4 - Grandes entreprises","3","1","s","s","s"
"60","Hors ESS","Ensemble","1 - Micro entreprise","16440","13419","s","s","s"
"60","Hors ESS","Ensemble","2 - Petites entreprises","2679","1751","50736","46663","1510778058"
"60","Hors ESS","Ensemble","3 - Moyennes entreprises","615","400","56688","52707","1828914887"
"60","Hors ESS","Ensemble","4 - Grandes entreprises","107","60","s","s","s"
"61","ESS","Ensemble","1 - Micro entreprise","807","636","1387","1376","39955363"
"61","ESS","Ensemble","2 - Petites entreprises","217","116","4505","3891","113943354"
"61","ESS","Ensemble","3 - Moyennes entreprises","71","39","5407","4716","124093307"
"61","ESS","Ensemble","4 - Grandes entreprises","5","4","1442","1244","35590238"
"61","Hors ESS","Ensemble","1 - Micro entreprise","7323","6223","16162","14993","400712497"
"61","Hors ESS","Ensemble","2 - Petites entreprises","1028","702","19921","18844","570282970"
"61","Hors ESS","Ensemble","3 - Moyennes entreprises","215","158","20353","18798","596108033"
"61","Hors ESS","Ensemble","4 - Grandes entreprises","30","20","15125","14321","478548105"
"62","ESS","Ensemble","1 - Micro entreprise","2247","1642","4614","4865","154613522"
"62","ESS","Ensemble","2 - Petites entreprises","654","339","13160","11204","331649370"
"62","ESS","Ensemble","3 - Moyennes entreprises","277","149","23472","19216","531934117"
"62","ESS","Ensemble","4 - Grandes entreprises","15","5","7790","6831","204113880"
"62","Hors ESS","Ensemble","1 - Micro entreprise","27278","22004","67263","62812","1751340948"
"62","Hors ESS","Ensemble","2 - Petites entreprises","4863","3133","92568","84757","2605298457"
"62","Hors ESS","Ensemble","3 - Moyennes entreprises","1121","715","103465","95537","3123967894"
"62","Hors ESS","Ensemble","4 - Grandes entreprises","153","101","97227","88941","2952340648"
"63","ESS","Ensemble","1 - Micro entreprise","1680","1322","3056","2981","92323473"
"63","ESS","Ensemble","2 - Petites entreprises","348","194","7102","6083","187304023"
"63","ESS","Ensemble","3 - Moyennes entreprises","101","55","8742","7441","211793924"
"63","ESS","Ensemble","4 - Grandes entreprises","9","4","3964","3798","153809235"
"63","Hors ESS","Ensemble","1 - Micro entreprise","15836","12919","37752","36177","1014660655"
"63","Hors ESS","Ensemble","2 - Petites entreprises","2586","1715","48453","44235","1395074421"
"63","Hors ESS","Ensemble","3 - Moyennes entreprises","565","318","51021","46827","1623222351"
"63","Hors ESS","Ensemble","4 - Grandes entreprises","97","52","64050","60006","2318969358"
"64","ESS","Ensemble","1 - Micro entreprise","2061","1661","4106","4108","122617766"
"64","ESS","Ensemble","2 - Petites entreprises","493","303","9867","8327","252840122"
"64","ESS","Ensemble","3 - Moyennes entreprises","148","88","11516","9798","265797732"
"64","ESS","Ensemble","4 - Grandes entreprises","5","3","2191","2059","85720211"
"64","Hors ESS","Ensemble","1 - Micro entreprise","20537","16713","47613","46416","1329959074"
"64","Hors ESS","Ensemble","2 - Petites entreprises","2958","1954","53607","49722","1610122800"
"64","Hors ESS","Ensemble","3 - Moyennes entreprises","531","321","47034","42725","1514655821"
"64","Hors ESS","Ensemble","4 - Grandes entreprises","69","41","43105","40351","1560349863"
"65","ESS","Ensemble","1 - Micro entreprise","696","567","s","s","s"
"65","ESS","Ensemble","2 - Petites entreprises","156","94","3094","2671","75333460"
"65","ESS","Ensemble","3 - Moyennes entreprises","54","23","4064","3418","88003754"
"65","ESS","Ensemble","4 - Grandes entreprises","2","1","s","s","s"
