"REG","typo_Asso","typo_Asso_det","sexe","type_emploi","nb_poste"
"Occitanie","Ensemble","Ensemble","Femmes","Ensemble","115964"
"Occitanie","Ensemble","Ensemble","Hommes","Ensemble","48330"
"Pays de la Loire","Ensemble","Ensemble","Femmes","Ensemble","90294"
"Pays de la Loire","Ensemble","Ensemble","Hommes","Ensemble","35221"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Femmes","Ensemble","89777"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Hommes","Ensemble","39214"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Femmes","Aides","10867"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Femmes","Apprentis","548"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Femmes","Ordinaires","152240"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Femmes","Stagiaires","494"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Hommes","Aides","8876"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Hommes","Apprentis","658"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Hommes","Ordinaires","58231"
"Auvergne-Rhône-Alpes","Ensemble","Ensemble","Hommes","Stagiaires","328"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Femmes","Aides","3839"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Femmes","Apprentis","156"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Femmes","Ordinaires","49867"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Femmes","Stagiaires","110"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Hommes","Aides","2953"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Hommes","Apprentis","284"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Hommes","Ordinaires","19052"
"Bourgogne-Franche-Comté","Ensemble","Ensemble","Hommes","Stagiaires","39"
"Bretagne","Ensemble","Ensemble","Femmes","Aides","4849"
"Bretagne","Ensemble","Ensemble","Femmes","Apprentis","96"
"Bretagne","Ensemble","Ensemble","Femmes","Ordinaires","70217"
"Bretagne","Ensemble","Ensemble","Femmes","Stagiaires","255"
"Bretagne","Ensemble","Ensemble","Hommes","Aides","3602"
"Bretagne","Ensemble","Ensemble","Hommes","Apprentis","144"
"Bretagne","Ensemble","Ensemble","Hommes","Ordinaires","28022"
"Bretagne","Ensemble","Ensemble","Hommes","Stagiaires","58"
"Centre-Val de Loire","Ensemble","Ensemble","Femmes","Aides","3253"
"Centre-Val de Loire","Ensemble","Ensemble","Femmes","Apprentis","216"
"Centre-Val de Loire","Ensemble","Ensemble","Femmes","Ordinaires","38861"
"Centre-Val de Loire","Ensemble","Ensemble","Femmes","Stagiaires","123"
"Centre-Val de Loire","Ensemble","Ensemble","Hommes","Aides","3079"
"Centre-Val de Loire","Ensemble","Ensemble","Hommes","Apprentis","229"
"Centre-Val de Loire","Ensemble","Ensemble","Hommes","Ordinaires","15712"
"Centre-Val de Loire","Ensemble","Ensemble","Hommes","Stagiaires","36"
"Corse","Ensemble","Ensemble","Femmes","Aides","272"
"Corse","Ensemble","Ensemble","Femmes","Apprentis","s"
"Corse","Ensemble","Ensemble","Femmes","Ordinaires","4308"
"Corse","Ensemble","Ensemble","Femmes","Stagiaires","s"
"Corse","Ensemble","Ensemble","Hommes","Aides","308"
"Corse","Ensemble","Ensemble","Hommes","Apprentis","s"
"Corse","Ensemble","Ensemble","Hommes","Ordinaires","1452"
"Corse","Ensemble","Ensemble","Hommes","Stagiaires","s"
"Grand-Est","Ensemble","Ensemble","Femmes","Aides","8688"
"Grand-Est","Ensemble","Ensemble","Femmes","Apprentis","381"
"Grand-Est","Ensemble","Ensemble","Femmes","Ordinaires","97634"
"Grand-Est","Ensemble","Ensemble","Femmes","Stagiaires","257"
"Grand-Est","Ensemble","Ensemble","Hommes","Aides","7888"
"Grand-Est","Ensemble","Ensemble","Hommes","Apprentis","428"
"Grand-Est","Ensemble","Ensemble","Hommes","Ordinaires","34638"
"Grand-Est","Ensemble","Ensemble","Hommes","Stagiaires","90"
"Guadeloupe","Ensemble","Ensemble","Femmes","Aides","709"
"Guadeloupe","Ensemble","Ensemble","Femmes","Apprentis","35"
"Guadeloupe","Ensemble","Ensemble","Femmes","Ordinaires","5830"
"Guadeloupe","Ensemble","Ensemble","Femmes","Stagiaires","31"
"Guadeloupe","Ensemble","Ensemble","Hommes","Aides","406"
"Guadeloupe","Ensemble","Ensemble","Hommes","Apprentis","27"
"Guadeloupe","Ensemble","Ensemble","Hommes","Ordinaires","2223"
"Guadeloupe","Ensemble","Ensemble","Hommes","Stagiaires","19"
"Guyane","Ensemble","Ensemble","Femmes","Aides","330"
"Guyane","Ensemble","Ensemble","Femmes","Apprentis","14"
"Guyane","Ensemble","Ensemble","Femmes","Ordinaires","2287"
"Guyane","Ensemble","Ensemble","Femmes","Stagiaires","9"
"Guyane","Ensemble","Ensemble","Hommes","Aides","386"
"Guyane","Ensemble","Ensemble","Hommes","Apprentis","13"
"Guyane","Ensemble","Ensemble","Hommes","Ordinaires","1012"
"Hauts-de-France","Ensemble","Ensemble","Femmes","Aides","10219"
"Hauts-de-France","Ensemble","Ensemble","Femmes","Apprentis","389"
"Hauts-de-France","Ensemble","Ensemble","Femmes","Ordinaires","101100"
"Hauts-de-France","Ensemble","Ensemble","Femmes","Stagiaires","274"
"Hauts-de-France","Ensemble","Ensemble","Hommes","Aides","11106"
"Hauts-de-France","Ensemble","Ensemble","Hommes","Apprentis","330"
"Hauts-de-France","Ensemble","Ensemble","Hommes","Ordinaires","44181"
"Hauts-de-France","Ensemble","Ensemble","Hommes","Stagiaires","110"
"Ile-de-France","Ensemble","Ensemble","Femmes","Aides","9253"
"Ile-de-France","Ensemble","Ensemble","Femmes","Apprentis","1005"
"Ile-de-France","Ensemble","Ensemble","Femmes","Ordinaires","189050"
"Ile-de-France","Ensemble","Ensemble","Femmes","Stagiaires","1890"
"Ile-de-France","Ensemble","Ensemble","Hommes","Aides","8417"
"Ile-de-France","Ensemble","Ensemble","Hommes","Apprentis","637"
"Ile-de-France","Ensemble","Ensemble","Hommes","Ordinaires","92574"
"Ile-de-France","Ensemble","Ensemble","Hommes","Stagiaires","907"
"La Réunion","Ensemble","Ensemble","Femmes","Aides","2002"
"La Réunion","Ensemble","Ensemble","Femmes","Apprentis","s"
"La Réunion","Ensemble","Ensemble","Femmes","Ordinaires","8578"
"La Réunion","Ensemble","Ensemble","Femmes","Stagiaires","s"
"La Réunion","Ensemble","Ensemble","Hommes","Aides","3098"
"La Réunion","Ensemble","Ensemble","Hommes","Apprentis","s"
"La Réunion","Ensemble","Ensemble","Hommes","Ordinaires","5043"
"La Réunion","Ensemble","Ensemble","Hommes","Stagiaires","s"
"Martinique","Ensemble","Ensemble","Femmes","Aides","923"
"Martinique","Ensemble","Ensemble","Femmes","Apprentis","s"
"Martinique","Ensemble","Ensemble","Femmes","Ordinaires","5787"
"Martinique","Ensemble","Ensemble","Femmes","Stagiaires","s"
"Martinique","Ensemble","Ensemble","Hommes","Aides","576"
"Martinique","Ensemble","Ensemble","Hommes","Apprentis","s"
"Martinique","Ensemble","Ensemble","Hommes","Ordinaires","2374"
"Martinique","Ensemble","Ensemble","Hommes","Stagiaires","s"
"Normandie","Ensemble","Ensemble","Femmes","Aides","5180"
"Normandie","Ensemble","Ensemble","Femmes","Apprentis","123"
"Normandie","Ensemble","Ensemble","Femmes","Ordinaires","55593"
"Normandie","Ensemble","Ensemble","Femmes","Stagiaires","126"
"Normandie","Ensemble","Ensemble","Hommes","Aides","4498"
"Normandie","Ensemble","Ensemble","Hommes","Apprentis","151"
"Normandie","Ensemble","Ensemble","Hommes","Ordinaires","23144"
"Normandie","Ensemble","Ensemble","Hommes","Stagiaires","70"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Femmes","Aides","8291"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Femmes","Apprentis","335"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Femmes","Ordinaires","100666"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Femmes","Stagiaires","257"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Hommes","Aides","7593"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Hommes","Apprentis","351"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Hommes","Ordinaires","42006"
"Nouvelle-Aquitaine","Ensemble","Ensemble","Hommes","Stagiaires","90"
"Occitanie","Ensemble","Ensemble","Femmes","Aides","8637"
"Occitanie","Ensemble","Ensemble","Femmes","Apprentis","328"
"Occitanie","Ensemble","Ensemble","Femmes","Ordinaires","106866"
"Occitanie","Ensemble","Ensemble","Femmes","Stagiaires","133"
"Occitanie","Ensemble","Ensemble","Hommes","Aides","6986"
"Occitanie","Ensemble","Ensemble","Hommes","Apprentis","334"
"Occitanie","Ensemble","Ensemble","Hommes","Ordinaires","40946"
"Occitanie","Ensemble","Ensemble","Hommes","Stagiaires","64"
"Pays de la Loire","Ensemble","Ensemble","Femmes","Aides","4646"
"Pays de la Loire","Ensemble","Ensemble","Femmes","Apprentis","182"
"Pays de la Loire","Ensemble","Ensemble","Femmes","Ordinaires","85325"
"Pays de la Loire","Ensemble","Ensemble","Femmes","Stagiaires","141"
"Pays de la Loire","Ensemble","Ensemble","Hommes","Aides","4064"
"Pays de la Loire","Ensemble","Ensemble","Hommes","Apprentis","192"
"Pays de la Loire","Ensemble","Ensemble","Hommes","Ordinaires","30924"
"Pays de la Loire","Ensemble","Ensemble","Hommes","Stagiaires","41"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Femmes","Aides","6210"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Femmes","Apprentis","438"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Femmes","Ordinaires","82944"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Femmes","Stagiaires","185"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Hommes","Aides","5601"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Hommes","Apprentis","267"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Hommes","Ordinaires","33250"
"Provence-Alpes-Côte d'Azur","Ensemble","Ensemble","Hommes","Stagiaires","96"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","1276"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","1256"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","2423"
"Auvergne-Rhône-Alpes","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","6489"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale NCA","Ensemble","Ensemble","16239"
"Auvergne-Rhône-Alpes","Ensemble","Aide a domicile","Ensemble","Ensemble","19946"
"Auvergne-Rhône-Alpes","Ensemble","Aide par le travail","Ensemble","Ensemble","19412"
"Auvergne-Rhône-Alpes","Ensemble","Autres enseignements","Ensemble","Ensemble","3565"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement culturel","Ensemble","Ensemble","1486"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","33711"
"Auvergne-Rhône-Alpes","Ensemble","Formation continue d adultes","Ensemble","Ensemble","3119"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","13285"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","9197"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","22639"
"Auvergne-Rhône-Alpes","Ensemble","Loisirs","Ensemble","Ensemble","2152"
"Auvergne-Rhône-Alpes","Ensemble","NC","Ensemble","Ensemble","67790"
"Auvergne-Rhône-Alpes","Ensemble","Sports","Ensemble","Ensemble","8257"
"Bourgogne-Franche-Comté","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","650"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","631"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","1109"
"Bourgogne-Franche-Comté","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","846"
"Bourgogne-Franche-Comté","Ensemble","Action sociale NCA","Ensemble","Ensemble","5050"
"Bourgogne-Franche-Comté","Ensemble","Aide a domicile","Ensemble","Ensemble","8411"
"Bourgogne-Franche-Comté","Ensemble","Aide par le travail","Ensemble","Ensemble","7201"
"Bourgogne-Franche-Comté","Ensemble","Autres enseignements","Ensemble","Ensemble","818"
"Bourgogne-Franche-Comté","Ensemble","Enseignement culturel","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","7453"
"Bourgogne-Franche-Comté","Ensemble","Formation continue d adultes","Ensemble","Ensemble","917"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","4526"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","4083"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","8112"
"Bourgogne-Franche-Comté","Ensemble","Loisirs","Ensemble","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Ensemble","Ensemble","23827"
"Bourgogne-Franche-Comté","Ensemble","Sports","Ensemble","Ensemble","s"
"Bretagne","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","333"
"Bretagne","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","531"
"Bretagne","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","1077"
"Bretagne","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","1316"
"Bretagne","Ensemble","Action sociale NCA","Ensemble","Ensemble","4662"
"Bretagne","Ensemble","Aide a domicile","Ensemble","Ensemble","9260"
"Bretagne","Ensemble","Aide par le travail","Ensemble","Ensemble","9145"
"Bretagne","Ensemble","Autres enseignements","Ensemble","Ensemble","788"
"Bretagne","Ensemble","Enseignement culturel","Ensemble","Ensemble","567"
"Bretagne","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","24908"
"Bretagne","Ensemble","Formation continue d adultes","Ensemble","Ensemble","1444"
"Bretagne","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","6617"
"Bretagne","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","2628"
"Bretagne","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","8937"
"Bretagne","Ensemble","Loisirs","Ensemble","Ensemble","699"
"Bretagne","Ensemble","NC","Ensemble","Ensemble","30969"
"Bretagne","Ensemble","Sports","Ensemble","Ensemble","3362"
"Centre-Val de Loire","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","524"
"Centre-Val de Loire","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","404"
"Centre-Val de Loire","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","1041"
"Centre-Val de Loire","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","476"
"Centre-Val de Loire","Ensemble","Action sociale NCA","Ensemble","Ensemble","5261"
"Centre-Val de Loire","Ensemble","Aide a domicile","Ensemble","Ensemble","7197"
"Centre-Val de Loire","Ensemble","Aide par le travail","Ensemble","Ensemble","7062"
"Centre-Val de Loire","Ensemble","Autres enseignements","Ensemble","Ensemble","652"
"Centre-Val de Loire","Ensemble","Enseignement culturel","Ensemble","Ensemble","346"
"Centre-Val de Loire","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","6763"
"Centre-Val de Loire","Ensemble","Formation continue d adultes","Ensemble","Ensemble","851"
"Centre-Val de Loire","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","2477"
"Centre-Val de Loire","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","2089"
"Centre-Val de Loire","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","7398"
"Centre-Val de Loire","Ensemble","Loisirs","Ensemble","Ensemble","366"
"Centre-Val de Loire","Ensemble","NC","Ensemble","Ensemble","16222"
"Centre-Val de Loire","Ensemble","Sports","Ensemble","Ensemble","2380"
"Corse","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","199"
"Corse","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","181"
"Corse","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","148"
"Corse","Ensemble","Action sociale NCA","Ensemble","Ensemble","340"
"Corse","Ensemble","Aide a domicile","Ensemble","Ensemble","1700"
"Corse","Ensemble","Aide par le travail","Ensemble","Ensemble","384"
"Corse","Ensemble","Autres enseignements","Ensemble","Ensemble","s"
"Corse","Ensemble","Enseignement culturel","Ensemble","Ensemble","s"
"Corse","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","311"
"Corse","Ensemble","Formation continue d adultes","Ensemble","Ensemble","55"
"Corse","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","379"
"Corse","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","298"
"Corse","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","429"
"Corse","Ensemble","Loisirs","Ensemble","Ensemble","75"
"Corse","Ensemble","NC","Ensemble","Ensemble","1563"
"Corse","Ensemble","Sports","Ensemble","Ensemble","254"
"Grand-Est","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","474"
"Grand-Est","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","1056"
"Grand-Est","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","2411"
"Grand-Est","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","5298"
"Grand-Est","Ensemble","Action sociale NCA","Ensemble","Ensemble","13051"
"Grand-Est","Ensemble","Aide a domicile","Ensemble","Ensemble","15653"
"Grand-Est","Ensemble","Aide par le travail","Ensemble","Ensemble","14587"
"Grand-Est","Ensemble","Autres enseignements","Ensemble","Ensemble","2245"
"Grand-Est","Ensemble","Enseignement culturel","Ensemble","Ensemble","700"
"Grand-Est","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","11918"
"Grand-Est","Ensemble","Formation continue d adultes","Ensemble","Ensemble","1447"
"Grand-Est","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","11808"
"Grand-Est","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","7442"
"Grand-Est","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","14151"
"Grand-Est","Ensemble","Loisirs","Ensemble","Ensemble","1356"
"Grand-Est","Ensemble","NC","Ensemble","Ensemble","43122"
"Grand-Est","Ensemble","Sports","Ensemble","Ensemble","3285"
"Guadeloupe","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","100"
"Guadeloupe","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","s"
"Guadeloupe","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","s"
"Guadeloupe","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","572"
"Guadeloupe","Ensemble","Action sociale NCA","Ensemble","Ensemble","953"
"Guadeloupe","Ensemble","Aide a domicile","Ensemble","Ensemble","1305"
"Guadeloupe","Ensemble","Aide par le travail","Ensemble","Ensemble","368"
"Guadeloupe","Ensemble","Autres enseignements","Ensemble","Ensemble","77"
"Guadeloupe","Ensemble","Enseignement culturel","Ensemble","Ensemble","s"
"Guadeloupe","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","827"
"Guadeloupe","Ensemble","Formation continue d adultes","Ensemble","Ensemble","447"
"Guadeloupe","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","s"
"Guadeloupe","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","247"
"Guadeloupe","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","812"
"Guadeloupe","Ensemble","Loisirs","Ensemble","Ensemble","s"
"Guadeloupe","Ensemble","NC","Ensemble","Ensemble","3069"
"Guadeloupe","Ensemble","Sports","Ensemble","Ensemble","s"
"Guyane","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","s"
"Guyane","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","s"
"Guyane","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","77"
"Guyane","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","256"
"Guyane","Ensemble","Action sociale NCA","Ensemble","Ensemble","257"
"Guyane","Ensemble","Aide a domicile","Ensemble","Ensemble","55"
"Guyane","Ensemble","Aide par le travail","Ensemble","Ensemble","155"
"Guyane","Ensemble","Autres enseignements","Ensemble","Ensemble","s"
"Guyane","Ensemble","Enseignement culturel","Ensemble","Ensemble","s"
"Guyane","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","363"
"Guyane","Ensemble","Formation continue d adultes","Ensemble","Ensemble","137"
"Guyane","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","s"
"Guyane","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","323"
"Guyane","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","312"
"Guyane","Ensemble","Loisirs","Ensemble","Ensemble","s"
"Guyane","Ensemble","NC","Ensemble","Ensemble","1830"
"Guyane","Ensemble","Sports","Ensemble","Ensemble","s"
"Hauts-de-France","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","943"
"Hauts-de-France","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","1639"
"Hauts-de-France","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","2436"
"Hauts-de-France","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","2270"
"Hauts-de-France","Ensemble","Action sociale NCA","Ensemble","Ensemble","15286"
"Hauts-de-France","Ensemble","Aide a domicile","Ensemble","Ensemble","16420"
"Hauts-de-France","Ensemble","Aide par le travail","Ensemble","Ensemble","17009"
"Hauts-de-France","Ensemble","Autres enseignements","Ensemble","Ensemble","1834"
"Hauts-de-France","Ensemble","Enseignement culturel","Ensemble","Ensemble","338"
"Hauts-de-France","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","27271"
"Hauts-de-France","Ensemble","Formation continue d adultes","Ensemble","Ensemble","3321"
"Hauts-de-France","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","8038"
"Hauts-de-France","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","7873"
"Hauts-de-France","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","18581"
"Hauts-de-France","Ensemble","Loisirs","Ensemble","Ensemble","936"
"Hauts-de-France","Ensemble","NC","Ensemble","Ensemble","39890"
"Hauts-de-France","Ensemble","Sports","Ensemble","Ensemble","3624"
"Ile-de-France","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","1430"
"Ile-de-France","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","2723"
"Ile-de-France","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","5480"
"Ile-de-France","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","5469"
"Ile-de-France","Ensemble","Action sociale NCA","Ensemble","Ensemble","24700"
"Ile-de-France","Ensemble","Aide a domicile","Ensemble","Ensemble","8992"
"Ile-de-France","Ensemble","Aide par le travail","Ensemble","Ensemble","18770"
"Ile-de-France","Ensemble","Autres enseignements","Ensemble","Ensemble","6999"
"Ile-de-France","Ensemble","Enseignement culturel","Ensemble","Ensemble","1771"
"Ile-de-France","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","38021"
"Ile-de-France","Ensemble","Formation continue d adultes","Ensemble","Ensemble","7204"
"Ile-de-France","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","11226"
"Ile-de-France","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","14703"
"Ile-de-France","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","23313"
"Ile-de-France","Ensemble","Loisirs","Ensemble","Ensemble","3392"
"Ile-de-France","Ensemble","NC","Ensemble","Ensemble","113354"
"Ile-de-France","Ensemble","Sports","Ensemble","Ensemble","16186"
"La Réunion","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","215"
"La Réunion","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","226"
"La Réunion","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","280"
"La Réunion","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","1046"
"La Réunion","Ensemble","Action sociale NCA","Ensemble","Ensemble","1851"
"La Réunion","Ensemble","Aide a domicile","Ensemble","Ensemble","1030"
"La Réunion","Ensemble","Aide par le travail","Ensemble","Ensemble","610"
"La Réunion","Ensemble","Autres enseignements","Ensemble","Ensemble","630"
"La Réunion","Ensemble","Enseignement culturel","Ensemble","Ensemble","57"
"La Réunion","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","1096"
"La Réunion","Ensemble","Formation continue d adultes","Ensemble","Ensemble","146"
"La Réunion","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","681"
"La Réunion","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","662"
"La Réunion","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","1277"
"La Réunion","Ensemble","Loisirs","Ensemble","Ensemble","441"
"La Réunion","Ensemble","NC","Ensemble","Ensemble","7897"
"La Réunion","Ensemble","Sports","Ensemble","Ensemble","635"
"Martinique","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","s"
"Martinique","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","186"
"Martinique","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","s"
"Martinique","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","358"
"Martinique","Ensemble","Action sociale NCA","Ensemble","Ensemble","707"
"Martinique","Ensemble","Aide a domicile","Ensemble","Ensemble","837"
"Martinique","Ensemble","Aide par le travail","Ensemble","Ensemble","577"
"Martinique","Ensemble","Autres enseignements","Ensemble","Ensemble","96"
"Martinique","Ensemble","Enseignement culturel","Ensemble","Ensemble","s"
"Martinique","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ensemble","891"
"Martinique","Ensemble","Formation continue d adultes","Ensemble","Ensemble","216"
"Martinique","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ensemble","222"
"Martinique","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ensemble","352"
"Martinique","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ensemble","536"
"Martinique","Ensemble","Loisirs","Ensemble","Ensemble","90"
"Martinique","Ensemble","NC","Ensemble","Ensemble","4097"
"Martinique","Ensemble","Sports","Ensemble","Ensemble","342"
"Normandie","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ensemble","341"
"Normandie","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ensemble","790"
"Normandie","Ensemble","Accueil d enfants handicapes","Ensemble","Ensemble","1151"
"Normandie","Ensemble","Accueil des jeunes enfants","Ensemble","Ensemble","1128"
