"REG","ESS_simp","typo_B","typo_B_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","398","245","251316","232308","8169070692"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","65853","53160","160454","154987","4424161237"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","10640","6592","216531","197989","6234488852"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","2388","1421","228542","210277","6950010433"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","338","191","198425","187139","6830454000"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","14902","13162","32092","34903","968193715"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1671","1270","32098","30146","974668054"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","251","175","23972","22129","777368094"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","19","17","14598","14001","495740574"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","144190","117501","349708","328327","9599224510"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","23481","14878","471685","426325","13813959637"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5109","3010","493752","448017","15411529860"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","669","411","420785","395077","14218831360"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","9640","8270","26368","25326","742040265"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1608","1105","30375","27662","982380897"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","274","201","27023","25006","1053392806"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","39","31","23775","22938","875390645"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","3755","3086","10363","9947","301173751"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","748","459","14831","13545","508403243"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","151","117","14930","13833","600967484"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","17","13","13242","12538","492222250"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","127830","103070","317248","304202","8850600541"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","22511","13971","462719","418394","13318385663"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5601","3264","545566","493098","16528381781"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","805","460","518805","479213","16937912865"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","378580","325177","889561","875875","31590922144"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","59485","38481","1194143","1091611","44647124900"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","13645","7780","1348792","1243259","57035707554"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","2899","1439","2083576","1950095","96352201525"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","20830","17773","49052","48907","1327768878"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","3080","2062","58304","53757","1827818275"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","592","415","59164","53668","2120909817"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","77","65","64097","59339","2096940203"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","9605","8254","25341","25086","748045824"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1589","1105","30638","27952","977253166"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","332","255","31635","28489","1108483248"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","39","34","26205","24835","972797318"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","85962","70047","206859","197368","5553860173"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","13592","8715","277083","253514","7970178431"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","3053","1872","293875","267089","8805657885"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","437","284","276683","257504","9387511961"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","181046","148372","421004","413638","11584349294"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","26311","17087","529045","484501","15085628108"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5337","3269","497574","454177","14951270681"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","654","397","447145","409184","14712637699"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","179385","149162","403237","393322","11108053202"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","24431","15587","484343","438342","13869635245"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5138","3025","478934","431825","14554809751"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","605","340","431188","401301","15315236455"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","96832","78668","237132","232946","6633823611"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","17121","11051","346347","314809","9992370958"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","4068","2560","391607","356341","11807320628"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","527","312","310308","287366","10268150191"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","171156","144001","384400","381266","11289780184"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","22019","13634","430414","394035","13188686910"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","4393","2552","413839","376534","13317113438"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","547","321","409586","382932","14503392121"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","1322","829","12345","10259","245422756"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1087","841","30896","22106","491718425"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","304","67","20911","17886","313665985"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1879","1039","34483","28943","809669816"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","1778","1634","8644","6541","210595281"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","7979","2056","175166","161114","5663466062"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","2587","1927","13792","12683","397329322"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","2198","886","92000","80503","2258232355"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","256","160","2016","1567","35437028"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","470","382","11940","8620","195874382"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","107","17","9659","7967","142946367"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","796","415","11772","9839","268776092"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","375","341","1911","1641","50819423"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","3644","669","57737","53921","1891193472"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","723","508","4599","4109","120615908"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","935","349","38823","34459","971113337"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","278","174","2680","2259","52425972"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","508","363","14633","10813","244795348"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","134","30","10000","8321","147143505"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","729","435","15266","13035","373485784"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","736","656","2974","2290","72750725"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","3188","1438","71801","66504","2305460306"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","958","685","6459","5597","174100932"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","894","338","41755","36644","1004491615"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","205","121","1502","1266","28818671"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","330","279","9267","6768","151709197"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","125","20","7759","6836","121661705"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","569","315","10294","8685","228345244"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","494","447","1626","1249","36571990"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","2743","611","47902","45002","1583800877"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","695","502","4294","3821","117664975"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","688","297","28932","25954","712118276"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","39","28","s","s","s"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","92","62","1916","1520","34780760"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","7","2","s","s","s"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","104","43","1450","1249","37610844"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","90","85","244","250","7107439"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","321","64","5676","5494","203111001"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","93","67","499","428","14001225"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","62","33","2336","2095","63359078"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","918","479","8171","6839","159546794"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","615","490","21738","15506","341884255"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","212","48","16222","13940","236614424"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1389","832","23728","19711","530301072"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","1303","1200","5510","4273","140756872"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","6025","1196","113369","105032","3777965871"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1582","1134","9218","8218","256280934"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1381","525","59268","52276","1445712649"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","77","60","657","639","14787432"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","61","45","1573","1224","26875651"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","26","11","370","325","6997999"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","173","129","2708","2377","70923079"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","69","63","273","265","8557641"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","342","95","9570","9157","421361805"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","178","148","1032","837","24670977"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","69","25","2310","2070","70597650"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","25","17","482","449","15105833"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","14","9","134","102","2396227"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","4","4","156","145","2348363"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","53","28","885","800","24536984"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","13","11","110","89","3208891"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","204","53","8752","7962","344835208"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","72","60","465","392","13869372"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","24","9","749","683","22362138"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","584","345","4850","4001","92108362"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","499","361","22204","15483","347251374"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","200","41","18897","16126","268962821"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1736","1090","34974","29669","830905017"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","701","639","3829","3082","96929297"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","6578","1505","136790","127499","4471812310"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1689","1258","13315","11356","355785958"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1489","471","61866","54206","1505307807"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","2133","811","27350","24268","623871422"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","1037","812","24452","18039","413391619"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","314","86","20901","18065","331294423"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","2666","1536","59833","52249","1646888102"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","2572","2319","18551","14684","527621023"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","9444","2427","301417","277329","9976154828"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","4621","3922","31378","27990","1069702580"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","2359","681","92638","83205","2447959900"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","237","175","s","s","s"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","24","16","2429","1777","37079011"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","10","1","s","s","s"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","244","165","8959","7545","179586841"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","148","135","917","841","28980185"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","698","166","23184","21197","1056508810"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","436","356","1563","1424","43749766"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","100","22","4027","3659","121155085"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","68","60","479","437","10379677"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","57","50","1176","824","17979982"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","14","4","577","535","10731957"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","148","122","3744","3157","90873749"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","76","67","262","228","7399591"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","345","96","9873","8937","407274649"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","122","97","828","648","21856976"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","57","28","1815","1653","55674665"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","296","188","2326","1927","44429125"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","403","289","14126","9793","215879234"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","125","30","10148","8582","150196662"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","801","480","18336","15736","430254895"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","581","536","2450","1953","56230322"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","3560","818","67863","63665","2247918678"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","890","638","6617","5892","178691372"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","868","390","40124","35491","981926632"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","531","339","6926","5853","144985501"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","929","716","25998","19183","421846634"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","272","67","17140","14464","256046053"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1852","1196","32353","27432","733574434"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","1493","1384","5686","4678","146321006"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","6331","1428","117067","109563","3826344840"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1667","1202","11248","9789","303136320"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1777","887","75337","67143","1837344992"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","662","426","7438","6254","146281561"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","993","783","30445","22243","484959899"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","218","53","12628","10845","189830845"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1300","820","24659","21057","566267356"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","1444","1329","6169","5072","172922796"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","5910","1314","122949","112662","3983337304"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1982","1529","12095","10119","317134063"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1705","771","74870","66302","1850828211"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","460","302","3787","3176","73235463"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","534","437","13022","9370","209664636"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","147","40","11243","9370","166834626"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","776","469","15696","12681","342868845"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","752","703","2854","2267","64953961"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","4041","1588","82590","75178","2611912719"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1115","791","7221","6500","207691054"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1188","533","48580","41873","1139125713"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","Tous établissements","682","367","7183","6187","146980583"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","Tous établissements","783","587","22890","15932","344826970"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","Tous établissements","134","46","8456","7383","136821315"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","Tous établissements","1138","682","21846","19172","515078193"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Tous établissements","1207","1123","4347","3659","110913537"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Tous établissements","4097","956","102673","94286","3369012772"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Tous établissements","1960","1558","9942","8684","269937867"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Tous établissements","1210","607","49905","44280","1245452262"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","1 - Micro entreprise","936","589","3979","3398","76263644"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","2 - Petites entreprises","360","224","6102","5045","123040132"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3 - Moyennes entreprises","25","16","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","1 - Micro entreprise","330","251","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","2 - Petites entreprises","619","490","14838","10194","223479186"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3 - Moyennes entreprises","131","95","11522","8236","s"
