"REG","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1322","14174","12456","357682611"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Ensemble","5030","10409","8146","210175412"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","1597","40619","33178","830816899"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","23","s","301","6581913"
"Bourgogne-Franche-Comté","ARTS SPECTACLES (RZ1)","Ensemble","948","1469","1558","45393458"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","422","2809","2326","61993595"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Ensemble","622","9449","8423","272726606"
"Bourgogne-Franche-Comté","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","213","s","1147","28690541"
"Bourgogne-Franche-Comté","NON-CLASSES (94.99Z)","Ensemble","1742","6424","5454","143887539"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","248","6100","5150","195516651"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","632","5408","4638","131146234"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Ensemble","1369","2429","2090","49361111"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","1363","44506","36951","913967646"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","30","305","253","5232252"
"Bretagne","ARTS SPECTACLES (RZ1)","Ensemble","986","1389","1673","51765043"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","456","4323","3524","93226054"
"Bretagne","ENSEIGNEMENT (PZ)","Ensemble","1850","27977","25246","824084086"
"Bretagne","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","178","1344","1509","39631232"
"Bretagne","NON-CLASSES (94.99Z)","Ensemble","2328","6998","5892","167439590"
"Bretagne","SANTE HUMAINE (QA)","Ensemble","195","6859","5751","213066807"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","885","9481","8991","267098494"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Ensemble","2312","4061","3306","83925946"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","1245","33929","28195","685194390"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","25","273","242","4919291"
"Centre-Val de Loire","ARTS SPECTACLES (RZ1)","Ensemble","731","860","1018","31198162"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","280","1654","1349","36788517"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Ensemble","691","8722","7365","246809904"
"Centre-Val de Loire","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","121","637","567","14808619"
"Centre-Val de Loire","NON-CLASSES (94.99Z)","Ensemble","1565","4947","4133","111707397"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","125","2256","1903","71150003"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","799","5485","4988","137598760"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Ensemble","1800","2746","2272","56843450"
"Corse","ACTION SOCIALE (QB)","Ensemble","216","4058","3401","86408418"
"Corse","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"Corse","ARTS SPECTACLES (RZ1)","Ensemble","71","85","90","2940311"
"Corse","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","48","194","162","4171840"
"Corse","ENSEIGNEMENT (PZ)","Ensemble","69","423","384","12366993"
"Corse","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12","s","s","s"
"Corse","NON-CLASSES (94.99Z)","Ensemble","239","779","677","17904525"
"Corse","SANTE HUMAINE (QA)","Ensemble","14","189","162","6689297"
"Corse","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","54","272","242","7660957"
"Corse","SPORTS ET LOISIRS (RZ2)","Ensemble","183","329","332","8114642"
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","2973","85931","71383","1741551583"
"Grand-Est","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","32","312","254","5745991"
"Grand-Est","ARTS SPECTACLES (RZ1)","Ensemble","1181","2253","2384","71137921"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","664","3661","3126","89777452"
"Grand-Est","ENSEIGNEMENT (PZ)","Ensemble","1552","16353","14332","476297772"
"Grand-Est","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","231","1961","1807","49713591"
"Grand-Est","NON-CLASSES (94.99Z)","Ensemble","3145","11647","9738","267141960"
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","349","11890","10357","377950573"
"Grand-Est","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","870","11355","9786","298562680"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Ensemble","1809","4641","3764","93373083"
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","290","4593","3949","107309920"
"Guadeloupe","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","s","s","s"
"Guadeloupe","ARTS SPECTACLES (RZ1)","Ensemble","31","s","s","s"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","83","440","378","9721684"
"Guadeloupe","ENSEIGNEMENT (PZ)","Ensemble","100","1382","1261","44209907"
"Guadeloupe","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10","160","130","3366441"
"Guadeloupe","NON-CLASSES (94.99Z)","Ensemble","241","1409","1218","32403657"
"Guadeloupe","SANTE HUMAINE (QA)","Ensemble","24","537","462","18639435"
"Guadeloupe","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","43","369","360","10217165"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Ensemble","93","251","241","5851567"
"Guyane","ACTION SOCIALE (QB)","Ensemble","88","1567","1439","43044556"
"Guyane","ARTS SPECTACLES (RZ1)","Ensemble","19","s","s","s"
"Guyane","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","32","104","92","2937723"
"Guyane","ENSEIGNEMENT (PZ)","Ensemble","24","527","465","16461930"
"Guyane","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1","s","s","s"
"Guyane","NON-CLASSES (94.99Z)","Ensemble","144","941","825","22641696"
"Guyane","SANTE HUMAINE (QA)","Ensemble","11","545","553","26725251"
"Guyane","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","24","210","180","7744316"
"Guyane","SPORTS ET LOISIRS (RZ2)","Ensemble","37","127","124","2940756"
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","2696","90495","74467","1818463660"
"Hauts-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","29","322","285","7854507"
"Hauts-de-France","ARTS SPECTACLES (RZ1)","Ensemble","1213","2366","2642","87154239"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","530","4202","3411","94180206"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Ensemble","1424","32814","29297","991222701"
"Hauts-de-France","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","120","1145","1079","29633981"
"Hauts-de-France","NON-CLASSES (94.99Z)","Ensemble","2774","10852","9254","253479993"
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","293","9834","8376","300444482"
"Hauts-de-France","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","796","11119","10170","299251147"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Ensemble","2709","4560","3868","98505599"
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","4349","116806","101520","2840244024"
"Ile-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","19","114","103","3367677"
"Ile-de-France","ARTS SPECTACLES (RZ1)","Ensemble","4931","7060","8061","287036353"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","1905","18678","17203","753329310"
"Ile-de-France","ENSEIGNEMENT (PZ)","Ensemble","2837","54194","46432","1711594908"
"Ile-de-France","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","373","3737","3699","118996483"
"Ile-de-France","NON-CLASSES (94.99Z)","Ensemble","8952","39001","34598","1250330275"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","649","31476","27569","1163217876"
"Ile-de-France","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1312","13089","11928","487206873"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Ensemble","4536","19578","14813","521527348"
"La Réunion","ACTION SOCIALE (QB)","Ensemble","384","7878","6813","181654277"
"La Réunion","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","s","s"
"La Réunion","ARTS SPECTACLES (RZ1)","Ensemble","141","267","296","8618003"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","174","800","674","16978607"
"La Réunion","ENSEIGNEMENT (PZ)","Ensemble","127","1929","1793","72980948"
"La Réunion","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12","s","s","s"
"La Réunion","NON-CLASSES (94.99Z)","Ensemble","598","3679","3175","73201618"
"La Réunion","SANTE HUMAINE (QA)","Ensemble","30","941","863","37374286"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","103","1972","1743","45299603"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Ensemble","315","1076","1046","23389800"
"Martinique","ACTION SOCIALE (QB)","Ensemble","209","3932","3302","90496654"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"Martinique","ARTS SPECTACLES (RZ1)","Ensemble","48","251","194","5185192"
"Martinique","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","91","415","379","9427099"
"Martinique","ENSEIGNEMENT (PZ)","Ensemble","72","1213","1069","40954768"
"Martinique","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","7","s","s","s"
"Martinique","NON-CLASSES (94.99Z)","Ensemble","306","2450","1928","49305440"
"Martinique","SANTE HUMAINE (QA)","Ensemble","21","402","358","14114373"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39","476","404","18791552"
"Martinique","SPORTS ET LOISIRS (RZ2)","Ensemble","119","432","421","10542615"
"Normandie","ACTION SOCIALE (QB)","Ensemble","1509","47238","39122","952003201"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","40","288","234","5633505"
"Normandie","ARTS SPECTACLES (RZ1)","Ensemble","763","1293","1399","42065927"
"Normandie","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","449","4188","3055","79750528"
"Normandie","ENSEIGNEMENT (PZ)","Ensemble","856","14952","13352","440270812"
"Normandie","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","122","826","788","20308039"
"Normandie","NON-CLASSES (94.99Z)","Ensemble","1920","7044","5985","157182179"
"Normandie","SANTE HUMAINE (QA)","Ensemble","173","3467","2973","107040623"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","651","5807","5029","150379225"
"Normandie","SPORTS ET LOISIRS (RZ2)","Ensemble","2036","3782","3138","78440281"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","3222","84888","70568","1753610212"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","58","584","480","10974217"
"Nouvelle-Aquitaine","ARTS SPECTACLES (RZ1)","Ensemble","2090","2899","3228","94929139"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","971","4783","4111","112040369"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Ensemble","1859","22197","19495","632317275"
"Nouvelle-Aquitaine","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","293","1544","1932","49758859"
"Nouvelle-Aquitaine","NON-CLASSES (94.99Z)","Ensemble","3410","10192","8789","242495587"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","302","8858","7726","284748400"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1698","15531","15231","422827244"
"Nouvelle-Aquitaine","SPORTS ET LOISIRS (RZ2)","Ensemble","3952","8113","6890","166262171"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","3025","90589","75406","1899165017"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","109","641","496","12424984"
"Occitanie","ARTS SPECTACLES (RZ1)","Ensemble","2462","3038","3456","105541293"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","961","4301","3689","97735915"
"Occitanie","ENSEIGNEMENT (PZ)","Ensemble","1840","21694","19040","617972855"
"Occitanie","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","279","1493","1877","47502074"
"Occitanie","NON-CLASSES (94.99Z)","Ensemble","4724","14456","11836","312505160"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","351","10080","8546","311849527"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1349","9857","10310","298235093"
"Occitanie","SPORTS ET LOISIRS (RZ2)","Ensemble","3521","8145","6274","154998772"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","1956","56048","45295","1129840536"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","21","203","180","4070535"
"Pays de la Loire","ARTS SPECTACLES (RZ1)","Ensemble","1186","1439","1754","52484906"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","382","3515","2772","81966189"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Ensemble","2136","32800","29005","964545201"
"Pays de la Loire","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","311","1954","1710","44372607"
"Pays de la Loire","NON-CLASSES (94.99Z)","Ensemble","2816","8058","6966","188195201"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","236","6177","5043","183459315"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","872","9761","9140","260299786"
"Pays de la Loire","SPORTS ET LOISIRS (RZ2)","Ensemble","2702","5560","4325","114496795"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","2332","61076","50822","1288497245"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","115","s","s","s"
"Provence-Alpes-Côte d'Azur","ARTS SPECTACLES (RZ1)","Ensemble","1750","2694","3322","106751429"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","808","3933","3498","99323970"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Ensemble","1333","19293","17250","583156782"
"Provence-Alpes-Côte d'Azur","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","258","s","s","s"
"Provence-Alpes-Côte d'Azur","NON-CLASSES (94.99Z)","Ensemble","3942","15315","13142","365686515"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","283","12357","10882","406099671"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","613","6457","6878","235817370"
"Provence-Alpes-Côte d'Azur","SPORTS ET LOISIRS (RZ2)","Ensemble","2501","6083","5061","130170029"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","128","1276","1005","29125428"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","80","1256","1041","31729255"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d enfants handicapes","118","2423","1852","57639877"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil des jeunes enfants","633","6489","5460","134415053"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Action sociale NCA","1064","16239","13228","356282507"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Aide a domicile","625","19946","14358","325311516"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Aide par le travail","281","19412","16746","286871814"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","292","13285","11316","312647463"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","472","9197","7774","227918599"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","547","22639","19534","551831635"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Autres enseignements","566","3565","2856","91154287"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Enseignement culturel","403","1486","815","21730856"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1244","33711","29684","997948219"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Formation continue d adultes","345","3119","2804","93011470"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Loisirs","491","2152","1803","42901504"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Sports","4539","8257","6343","167273908"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","66","650","510","13967195"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","33","631","537","15913602"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d enfants handicapes","55","1109","898","29295195"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil des jeunes enfants","109","846","663","15859861"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Action sociale NCA","420","5050","4033","104391225"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Aide a domicile","330","8411","6082","141455728"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Aide par le travail","81","7201","6133","105451327"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","110","4526","3890","106039191"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","168","4083","3504","101897843"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","225","8112","6927","196545732"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Autres enseignements","126","818","697","21931458"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement culturel","81","s","181","4992448"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","289","7453","6671","219929409"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Formation continue d adultes","121","917","853","25269751"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Loisirs","143","s","442","10296101"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Sports","1226","s","1649","39065010"
"Bretagne","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","37","333","298","9357826"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","21","531","442","12538997"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants handicapes","50","1077","885","28530773"
"Bretagne","ACTION SOCIALE (QB)","Accueil des jeunes enfants","131","1316","1123","27047005"
"Bretagne","ACTION SOCIALE (QB)","Action sociale NCA","292","4662","3813","104783470"
"Bretagne","ACTION SOCIALE (QB)","Aide a domicile","266","9260","6963","163017192"
"Bretagne","ACTION SOCIALE (QB)","Aide par le travail","116","9145","7748","133253593"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","130","6617","5631","151482367"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","99","2628","2264","66959275"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","221","8937","7783","216997148"
"Bretagne","ENSEIGNEMENT (PZ)","Autres enseignements","260","788","646","19294003"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement culturel","175","567","333","9241226"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1216","24908","22782","747951607"
"Bretagne","ENSEIGNEMENT (PZ)","Formation continue d adultes","178","1444","1233","40207569"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Loisirs","164","699","614","14871276"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Sports","2148","3362","2692","69054670"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","36","524","453","12696073"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","26","404","366","11097500"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants handicapes","52","1041","848","27825816"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil des jeunes enfants","81","476","415","9868880"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Action sociale NCA","311","5261","4210","102531745"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide a domicile","228","7197","5249","120250536"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide par le travail","116","7062","6214","109530646"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","80","2477","2149","59179851"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","112","2089","1769","48394368"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","203","7398","6522","183818975"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Autres enseignements","178","652","512","14947617"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement culturel","120","346","169","4501266"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","286","6763","5828","199345962"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Formation continue d adultes","102","851","754","24672565"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Loisirs","177","366","330","7082396"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Sports","1623","2380","1943","49761054"
"Corse","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","9","199","164","s"
"Corse","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"Corse","ACTION SOCIALE (QB)","Accueil d enfants handicapes","12","181","148","5199315"
"Corse","ACTION SOCIALE (QB)","Accueil des jeunes enfants","18","s","s","3153472"
"Corse","ACTION SOCIALE (QB)","Action sociale NCA","50","340","267","7589425"
"Corse","ACTION SOCIALE (QB)","Aide a domicile","84","1700","1359","31454100"
"Corse","ACTION SOCIALE (QB)","Aide par le travail","6","384","331","5767376"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","9","379","332","9999937"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","15","298","315","9920461"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","12","429","358","10496652"
"Corse","ENSEIGNEMENT (PZ)","Autres enseignements","26","s","s","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement culturel","10","s","s","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","14","311","286","9770985"
"Corse","ENSEIGNEMENT (PZ)","Formation continue d adultes","19","s","s","1453799"
"Corse","SPORTS ET LOISIRS (RZ2)","Loisirs","21","75","68","1542780"
"Corse","SPORTS ET LOISIRS (RZ2)","Sports","162","254","264","6571862"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","39","474","402","10514207"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","66","1056","898","25846906"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants handicapes","95","2411","2002","59167059"
"Grand-Est","ACTION SOCIALE (QB)","Accueil des jeunes enfants","481","5298","4459","106387140"
"Grand-Est","ACTION SOCIALE (QB)","Action sociale NCA","866","13051","10435","266214034"
"Grand-Est","ACTION SOCIALE (QB)","Aide a domicile","342","15653","11473","256321208"
"Grand-Est","ACTION SOCIALE (QB)","Aide par le travail","173","14587","12737","211024667"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","276","11808","10180","275457526"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","287","7442","6440","185003268"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","348","14151","12356","345615568"
"Grand-Est","ENSEIGNEMENT (PZ)","Autres enseignements","783","2245","1864","53394899"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement culturel","152","700","321","8226189"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","405","11918","10768","370092526"
"Grand-Est","ENSEIGNEMENT (PZ)","Formation continue d adultes","206","1447","1344","43675002"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Loisirs","226","1356","1073","25531642"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Sports","1583","3285","2692","67841441"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","8","100","83","2408917"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","27","26","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3","s","s","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil des jeunes enfants","63","572","552","12579361"
"Guadeloupe","ACTION SOCIALE (QB)","Action sociale NCA","94","953","848","25667102"
"Guadeloupe","ACTION SOCIALE (QB)","Aide a domicile","41","1305","1042","23229376"
"Guadeloupe","ACTION SOCIALE (QB)","Aide par le travail","25","368","324","6973271"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","4","s","s","2719353"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","24","247","219","7302770"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","24","812","692","23677668"
"Guadeloupe","ENSEIGNEMENT (PZ)","Autres enseignements","21","77","88","2337393"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement culturel","9","s","s","s"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","23","827","789","31461649"
"Guadeloupe","ENSEIGNEMENT (PZ)","Formation continue d adultes","44","447","355","9746400"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Loisirs","10","s","s","s"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Sports","83","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants handicapes","4","77","71","2736578"
"Guyane","ACTION SOCIALE (QB)","Accueil des jeunes enfants","20","s","s","6050070"
"Guyane","ACTION SOCIALE (QB)","Action sociale NCA","31","257","241","7812258"
"Guyane","ACTION SOCIALE (QB)","Aide a domicile","7","55","47","1260840"
"Guyane","ACTION SOCIALE (QB)","Aide par le travail","3","155","145","2346813"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","2","s","s","s"
