"","EPCI","jurid2","typo2","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"2560",200058477,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",15,"434","341.83","11438229","419","91","CA Val d'Yerres Val de Seine"
"2561",200058477,"1-TOTAL-ESS","6-ARTS, SPECTACLES",34,"25","13.98","571073","16","91","CA Val d'Yerres Val de Seine"
"2562",200058477,"1-TOTAL-ESS","7-SPORT ET LOISIRS",86,"279","81.99","1985544","119","91","CA Val d'Yerres Val de Seine"
"2563",200058477,"1-TOTAL-ESS","8-NON-CLASSES",50,"161","82.41","2119076","109","91","CA Val d'Yerres Val de Seine"
"2564",200058477,"1-TOTAL-ESS","9-SERVICES DIVERS",15,"245","221.06","4952636","217","91","CA Val d'Yerres Val de Seine"
"2565",200058477,"1-TOTAL-ESS","TOUS SECTEURS",295,"3608","2721.99","83205100","3166","91","CA Val d'Yerres Val de Seine"
"2566",200058477,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","91","CA Val d'Yerres Val de Seine"
"2567",200058477,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",32,"686","500.11","16588032","598","91","CA Val d'Yerres Val de Seine"
"2568",200058477,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",6,"s","s","s","s","91","CA Val d'Yerres Val de Seine"
"2569",200058477,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",48,"1816","1496.17","42987669","1729","91","CA Val d'Yerres Val de Seine"
"2570",200058477,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",27,"1044","902.9","26339485","1007","91","CA Val d'Yerres Val de Seine"
"2571",200058477,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",4,"219","128.02","3412274","184","91","CA Val d'Yerres Val de Seine"
"2572",200058477,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","s","91","CA Val d'Yerres Val de Seine"
"2573",200058477,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",1,"s","s","s","s","91","CA Val d'Yerres Val de Seine"
"2574",200058477,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",14,"387","328.55","11080418","377","91","CA Val d'Yerres Val de Seine"
"2575",200058477,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",34,"25","13.98","571073","16","91","CA Val d'Yerres Val de Seine"
"2576",200058477,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",86,"279","81.99","1985544","119","91","CA Val d'Yerres Val de Seine"
"2577",200058477,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",50,"161","82.41","2119076","109","91","CA Val d'Yerres Val de Seine"
"2578",200058477,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",14,"235","211.14","4675607","208","91","CA Val d'Yerres Val de Seine"
"2579",200058477,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",271,"3391","2545.13","74950648","2960","91","CA Val d'Yerres Val de Seine"
"2580",200058477,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",690,"4375","4084.97","139544438","4193","91","CA Val d'Yerres Val de Seine"
"2581",200058477,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",108,"809","765.31","39150506","793","91","CA Val d'Yerres Val de Seine"
"2582",200058477,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",167,"2691","2511.83","87401849","2663","91","CA Val d'Yerres Val de Seine"
"2583",200058477,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",157,"2618","2338.19","74319697","2479","91","CA Val d'Yerres Val de Seine"
"2584",200058477,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",41,"1356","1036.32","27656611","1204","91","CA Val d'Yerres Val de Seine"
"2585",200058477,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",14,"833","697.95","19652670","763","91","CA Val d'Yerres Val de Seine"
"2586",200058477,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",11,"261","152.24","3060073","218","91","CA Val d'Yerres Val de Seine"
"2587",200058477,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",6,"112","62.42","1410569","85","91","CA Val d'Yerres Val de Seine"
"2588",200058477,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",10,"150","123.71","3533299","138","91","CA Val d'Yerres Val de Seine"
"2589",200058477,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",13,"92","72.96","2311449","57","91","CA Val d'Yerres Val de Seine"
"2590",200058477,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",27,"237","198.36","4957929","208","91","CA Val d'Yerres Val de Seine"
"2591",200058477,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",1802,"14245","11362.48","336362799","12548","91","CA Val d'Yerres Val de Seine"
"2592",200058477,"3-TOTAL-HORS ESS","TOUS SECTEURS",3005,"26423","22370.42","711705278","24145","91","CA Val d'Yerres Val de Seine"
"2593",200058485,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","95","CA Val Parisis"
"2594",200058485,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",25,"156","143.51","6954899","149","95","CA Val Parisis"
"2595",200058485,"1-TOTAL-ESS","3-ENSEIGNEMENT",57,"857","621.42","20718852","742","95","CA Val Parisis"
"2596",200058485,"1-TOTAL-ESS","4-SANTÉ HUMAINE",4,"67","45.58","2346618","64","95","CA Val Parisis"
"2597",200058485,"1-TOTAL-ESS","5-ACTION SOCIALE",65,"2589","2169.37","55358080","2471","95","CA Val Parisis"
"2598",200058485,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",33,"1476","1258.73","36883524","1401","95","CA Val Parisis"
"2599",200058485,"1-TOTAL-ESS","5B-AIDE A DOMICILE",1,"s","s","s","s","95","CA Val Parisis"
"2600",200058485,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",8,"617","525.6","8526256","609","95","CA Val Parisis"
"2601",200058485,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",3,"s","s","s","s","95","CA Val Parisis"
"2602",200058485,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",20,"424","328.19","8657421","392","95","CA Val Parisis"
"2603",200058485,"1-TOTAL-ESS","6-ARTS, SPECTACLES",54,"79","40.73","1338004","42","95","CA Val Parisis"
"2604",200058485,"1-TOTAL-ESS","7-SPORT ET LOISIRS",117,"548","198.42","5544374","315","95","CA Val Parisis"
"2605",200058485,"1-TOTAL-ESS","8-NON-CLASSES",89,"516","238.86","6386907","325","95","CA Val Parisis"
"2606",200058485,"1-TOTAL-ESS","9-SERVICES DIVERS",22,"s","s","s","s","95","CA Val Parisis"
"2607",200058485,"1-TOTAL-ESS","TOUS SECTEURS",434,"4924","3535.64","101092048","4193","95","CA Val Parisis"
"2608",200058485,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",56,"694","489.18","16367693","591","95","CA Val Parisis"
"2609",200058485,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",4,"67","45.58","2346618","64","95","CA Val Parisis"
"2610",200058485,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",62,"2353","1975.73","49461476","2252","95","CA Val Parisis"
"2611",200058485,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",30,"1240","1065.09","30986920","1182","95","CA Val Parisis"
"2612",200058485,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",1,"s","s","s","s","95","CA Val Parisis"
"2613",200058485,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",8,"617","525.6","8526256","609","95","CA Val Parisis"
"2614",200058485,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",3,"s","s","s","s","95","CA Val Parisis"
"2615",200058485,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",20,"424","328.19","8657421","392","95","CA Val Parisis"
"2616",200058485,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",54,"79","40.73","1338004","42","95","CA Val Parisis"
"2617",200058485,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",117,"548","198.42","5544374","315","95","CA Val Parisis"
"2618",200058485,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",89,"516","238.86","6386907","325","95","CA Val Parisis"
"2619",200058485,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",19,"88","54.89","1634508","62","95","CA Val Parisis"
"2620",200058485,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",401,"4345","3043.39","83079580","3651","95","CA Val Parisis"
"2621",200058485,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1282,"10168","9422.41","354336895","9804","95","CA Val Parisis"
"2622",200058485,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",198,"1148","1035.29","50195887","1119","95","CA Val Parisis"
"2623",200058485,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",242,"4110","3866.61","136749235","4074","95","CA Val Parisis"
"2624",200058485,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",206,"4278","3647.73","126164776","4016","95","CA Val Parisis"
"2625",200058485,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",50,"1466","1118.68","29040316","1262","95","CA Val Parisis"
"2626",200058485,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",14,"781","660.97","18218404","721","95","CA Val Parisis"
"2627",200058485,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",10,"208","108.17","2292066","141","95","CA Val Parisis"
"2628",200058485,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",14,"185","95.45","1990152","131","95","CA Val Parisis"
"2629",200058485,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",12,"292","254.09","6539694","269","95","CA Val Parisis"
"2630",200058485,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",15,"31","41.27","1599184","27","95","CA Val Parisis"
"2631",200058485,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",31,"189","107.28","2898964","142","95","CA Val Parisis"
"2632",200058485,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",3600,"33552","27032.63","839861123","30263","95","CA Val Parisis"
"2633",200058485,"3-TOTAL-HORS ESS","TOUS SECTEURS",5624,"54942","46271.9","1540846380","50707","95","CA Val Parisis"
"2634",200058519,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","78","CA Saint Germain Boucles de Seine"
"2635",200058519,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",44,"377","358.21","16257261","363","78","CA Saint Germain Boucles de Seine"
"2636",200058519,"1-TOTAL-ESS","3-ENSEIGNEMENT",80,"2064","1464.59","55830037","1786","78","CA Saint Germain Boucles de Seine"
"2637",200058519,"1-TOTAL-ESS","4-SANTÉ HUMAINE",8,"s","s","s","s","78","CA Saint Germain Boucles de Seine"
"2638",200058519,"1-TOTAL-ESS","5-ACTION SOCIALE",84,"2667","2244.19","54582609","2512","78","CA Saint Germain Boucles de Seine"
"2639",200058519,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",37,"1443","1217.32","32913747","1355","78","CA Saint Germain Boucles de Seine"
"2640",200058519,"1-TOTAL-ESS","5B-AIDE A DOMICILE",7,"261","172.48","3877653","231","78","CA Saint Germain Boucles de Seine"
"2641",200058519,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",11,"613","575.06","9985827","600","78","CA Saint Germain Boucles de Seine"
"2642",200058519,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",8,"63","53.48","1388040","58","78","CA Saint Germain Boucles de Seine"
"2643",200058519,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",21,"287","225.85","6417342","268","78","CA Saint Germain Boucles de Seine"
"2644",200058519,"1-TOTAL-ESS","6-ARTS, SPECTACLES",53,"68","36.67","1171309","30","78","CA Saint Germain Boucles de Seine"
"2645",200058519,"1-TOTAL-ESS","7-SPORT ET LOISIRS",117,"992","509.01","15989318","680","78","CA Saint Germain Boucles de Seine"
"2646",200058519,"1-TOTAL-ESS","8-NON-CLASSES",157,"685","347.32","9917728","476","78","CA Saint Germain Boucles de Seine"
"2647",200058519,"1-TOTAL-ESS","9-SERVICES DIVERS",38,"442","449.42","15796045","419","78","CA Saint Germain Boucles de Seine"
"2648",200058519,"1-TOTAL-ESS","TOUS SECTEURS",582,"7661","5728.57","182512354","6621","78","CA Saint Germain Boucles de Seine"
"2649",200058519,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",79,"1995","1393.74","53479775","1719","78","CA Saint Germain Boucles de Seine"
"2650",200058519,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",6,"126","113.5","4964783","125","78","CA Saint Germain Boucles de Seine"
"2651",200058519,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",78,"2303","1928.33","48242716","2154","78","CA Saint Germain Boucles de Seine"
"2652",200058519,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",32,"1184","998.47","28026125","1101","78","CA Saint Germain Boucles de Seine"
"2653",200058519,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",7,"261","172.48","3877653","231","78","CA Saint Germain Boucles de Seine"
"2654",200058519,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",10,"508","478.05","8533556","496","78","CA Saint Germain Boucles de Seine"
"2655",200058519,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",8,"63","53.48","1388040","58","78","CA Saint Germain Boucles de Seine"
"2656",200058519,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",21,"287","225.85","6417342","268","78","CA Saint Germain Boucles de Seine"
"2657",200058519,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",53,"68","36.67","1171309","30","78","CA Saint Germain Boucles de Seine"
"2658",200058519,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",117,"992","509.01","15989318","680","78","CA Saint Germain Boucles de Seine"
"2659",200058519,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",156,"666","328.22","9474258","457","78","CA Saint Germain Boucles de Seine"
"2660",200058519,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",34,"162","181.1","5874648","143","78","CA Saint Germain Boucles de Seine"
"2661",200058519,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",523,"6312","4490.57","139196807","5308","78","CA Saint Germain Boucles de Seine"
"2662",200058519,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1460,"12920","12225.02","505990701","12522","78","CA Saint Germain Boucles de Seine"
"2663",200058519,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",379,"2952","2771.35","153249372","2877","78","CA Saint Germain Boucles de Seine"
"2664",200058519,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",343,"6617","5642.2","192595571","6424","78","CA Saint Germain Boucles de Seine"
"2665",200058519,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",365,"4825","3821.93","132359507","4210","78","CA Saint Germain Boucles de Seine"
"2666",200058519,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",119,"3048","2174.62","56270999","2434","78","CA Saint Germain Boucles de Seine"
"2667",200058519,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",22,"1199","1053.35","30151260","1084","78","CA Saint Germain Boucles de Seine"
"2668",200058519,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",26,"577","372.27","8374322","500","78","CA Saint Germain Boucles de Seine"
"2669",200058519,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",50,"476","363.53","7831766","410","78","CA Saint Germain Boucles de Seine"
"2670",200058519,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",21,"796","385.47","9913651","440","78","CA Saint Germain Boucles de Seine"
"2671",200058519,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",34,"269","242.96","8505300","225","78","CA Saint Germain Boucles de Seine"
"2672",200058519,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",69,"622","534.95","250232550","554","78","CA Saint Germain Boucles de Seine"
"2673",200058519,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",5815,"57894","48706.07","2032308477","52989","78","CA Saint Germain Boucles de Seine"
"2674",200058519,"3-TOTAL-HORS ESS","TOUS SECTEURS",8584,"89147","76119.1","3331512477","82235","78","CA Saint Germain Boucles de Seine"
"2675",200058782,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2676",200058782,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",43,"1437","1334.59","61651531","1395","78","CA de Saint Quentin en Yvelines"
"2677",200058782,"1-TOTAL-ESS","3-ENSEIGNEMENT",41,"899","645.24","23899481","782","78","CA de Saint Quentin en Yvelines"
"2678",200058782,"1-TOTAL-ESS","4-SANTÉ HUMAINE",5,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2679",200058782,"1-TOTAL-ESS","5-ACTION SOCIALE",56,"1637","1334.61","36423538","1560","78","CA de Saint Quentin en Yvelines"
"2680",200058782,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",19,"869","720.97","20285298","832","78","CA de Saint Quentin en Yvelines"
"2681",200058782,"1-TOTAL-ESS","5B-AIDE A DOMICILE",1,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2682",200058782,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2683",200058782,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",3,"42","35.65","973876","40","78","CA de Saint Quentin en Yvelines"
"2684",200058782,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",31,"501","386.18","11896905","469","78","CA de Saint Quentin en Yvelines"
"2685",200058782,"1-TOTAL-ESS","6-ARTS, SPECTACLES",43,"179","100.11","3361065","119","78","CA de Saint Quentin en Yvelines"
"2686",200058782,"1-TOTAL-ESS","7-SPORT ET LOISIRS",114,"674","349.56","9475013","335","78","CA de Saint Quentin en Yvelines"
"2687",200058782,"1-TOTAL-ESS","8-NON-CLASSES",112,"574","312.79","9280665","416","78","CA de Saint Quentin en Yvelines"
"2688",200058782,"1-TOTAL-ESS","9-SERVICES DIVERS",30,"421","371.72","16374294","408","78","CA de Saint Quentin en Yvelines"
"2689",200058782,"1-TOTAL-ESS","TOUS SECTEURS",446,"6355","4955.99","180926744","5539","78","CA de Saint Quentin en Yvelines"
"2690",200058782,"2-TOTAL-ASSOCIATIONS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",3,"418","421.99","17203404","414","78","CA de Saint Quentin en Yvelines"
"2691",200058782,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",40,"878","627.98","23142357","762","78","CA de Saint Quentin en Yvelines"
"2692",200058782,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",4,"33","31.79","1417927","32","78","CA de Saint Quentin en Yvelines"
"2693",200058782,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",54,"1383","1120.6","29838000","1316","78","CA de Saint Quentin en Yvelines"
"2694",200058782,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",17,"615","506.96","13699760","588","78","CA de Saint Quentin en Yvelines"
"2695",200058782,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",1,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2696",200058782,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2697",200058782,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",3,"42","35.65","973876","40","78","CA de Saint Quentin en Yvelines"
"2698",200058782,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",31,"501","386.18","11896905","469","78","CA de Saint Quentin en Yvelines"
"2699",200058782,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",43,"179","100.11","3361065","119","78","CA de Saint Quentin en Yvelines"
"2700",200058782,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",114,"674","349.56","9475013","335","78","CA de Saint Quentin en Yvelines"
"2701",200058782,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",112,"574","312.79","9280665","416","78","CA de Saint Quentin en Yvelines"
"2702",200058782,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",27,"402","358.58","15836441","391","78","CA de Saint Quentin en Yvelines"
"2703",200058782,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",397,"4541","3323.4","109554872","3785","78","CA de Saint Quentin en Yvelines"
"2704",200058782,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",893,"40937","39129.49","2274894839","40415","78","CA de Saint Quentin en Yvelines"
"2705",200058782,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",229,"6138","4694.15","306569405","4999","78","CA de Saint Quentin en Yvelines"
"2706",200058782,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",335,"6372","4498.75","162857339","4943","78","CA de Saint Quentin en Yvelines"
"2707",200058782,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",196,"2856","2678.71","89899113","2751","78","CA de Saint Quentin en Yvelines"
"2708",200058782,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",61,"1207","925.29","23736523","1077","78","CA de Saint Quentin en Yvelines"
"2709",200058782,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",10,"413","355.25","10404017","391","78","CA de Saint Quentin en Yvelines"
"2710",200058782,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",13,"233","140.79","2861040","193","78","CA de Saint Quentin en Yvelines"
"2711",200058782,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",23,"297","215.61","4859349","259","78","CA de Saint Quentin en Yvelines"
"2712",200058782,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",15,"264","213.64","5612117","234","78","CA de Saint Quentin en Yvelines"
"2713",200058782,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",19,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2714",200058782,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",39,"241","152.89","3706096","182","78","CA de Saint Quentin en Yvelines"
"2715",200058782,"3-TOTAL-HORS ESS","8-NON-CLASSES",1,"s","s","s","s","78","CA de Saint Quentin en Yvelines"
"2716",200058782,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",4074,"83082","75172.57","3260196049","78113","78","CA de Saint Quentin en Yvelines"
"2717",200058782,"3-TOTAL-HORS ESS","TOUS SECTEURS",5847,"140975","127406.3","6127778869","132602","78","CA de Saint Quentin en Yvelines"
"2718",200059228,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",6,"134","136.84","6516771","133","91","CA Grand Paris Sud Seine Essonne Sénart"
"2719",200059228,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",64,"699","620.42","28325708","681","91","CA Grand Paris Sud Seine Essonne Sénart"
"2720",200059228,"1-TOTAL-ESS","3-ENSEIGNEMENT",54,"1138","821.19","28375154","934","91","CA Grand Paris Sud Seine Essonne Sénart"
"2721",200059228,"1-TOTAL-ESS","4-SANTÉ HUMAINE",13,"774","626.73","21190606","714","91","CA Grand Paris Sud Seine Essonne Sénart"
"2722",200059228,"1-TOTAL-ESS","5-ACTION SOCIALE",156,"5283","4335.48","120476220","5019","91","CA Grand Paris Sud Seine Essonne Sénart"
"2723",200059228,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",64,"2763","2346.17","67344846","2617","91","CA Grand Paris Sud Seine Essonne Sénart"
"2724",200059228,"1-TOTAL-ESS","5B-AIDE A DOMICILE",10,"442","312.9","8033365","404","91","CA Grand Paris Sud Seine Essonne Sénart"
"2725",200059228,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",9,"801","624","11008438","773","91","CA Grand Paris Sud Seine Essonne Sénart"
"2726",200059228,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",5,"26","23.21","510539","26","91","CA Grand Paris Sud Seine Essonne Sénart"
"2727",200059228,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",68,"1251","1029.2","33579032","1199","91","CA Grand Paris Sud Seine Essonne Sénart"
"2728",200059228,"1-TOTAL-ESS","6-ARTS, SPECTACLES",60,"199","125.66","4114037","134","91","CA Grand Paris Sud Seine Essonne Sénart"
"2729",200059228,"1-TOTAL-ESS","7-SPORT ET LOISIRS",134,"621","209.85","5829331","317","91","CA Grand Paris Sud Seine Essonne Sénart"
"2730",200059228,"1-TOTAL-ESS","8-NON-CLASSES",162,"763","498.45","16417397","588","91","CA Grand Paris Sud Seine Essonne Sénart"
"2731",200059228,"1-TOTAL-ESS","9-SERVICES DIVERS",74,"1512","1388.81","51511698","1469","91","CA Grand Paris Sud Seine Essonne Sénart"
"2732",200059228,"1-TOTAL-ESS","TOUS SECTEURS",723,"11123","8763.43","282756922","9989","91","CA Grand Paris Sud Seine Essonne Sénart"
"2733",200059228,"2-TOTAL-ASSOCIATIONS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",3,"11","14.21","737119","11","91","CA Grand Paris Sud Seine Essonne Sénart"
"2734",200059228,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",54,"1138","821.19","28375154","934","91","CA Grand Paris Sud Seine Essonne Sénart"
"2735",200059228,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",10,"709","568.59","19359524","651","91","CA Grand Paris Sud Seine Essonne Sénart"
"2736",200059228,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",148,"5023","4151","116271864","4766","91","CA Grand Paris Sud Seine Essonne Sénart"
"2737",200059228,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",61,"2709","2303.1","65916802","2564","91","CA Grand Paris Sud Seine Essonne Sénart"
"2738",200059228,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",10,"442","312.9","8033365","404","91","CA Grand Paris Sud Seine Essonne Sénart"
"2739",200059228,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",8,"671","517.21","9310884","646","91","CA Grand Paris Sud Seine Essonne Sénart"
