"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Ile-de-France","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","2572","2319","18551","14684","527621023"
"Ile-de-France","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","9444","2427","301417","277329","9976154828"
"Ile-de-France","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","4621","3922","31378","27990","1069702580"
"Ile-de-France","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","2359","681","92638","83205","2447959900"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","237","175","s","s","s"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","24","16","2429","1777","37079011"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","10","1","s","s","s"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","244","165","8959","7545","179586841"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","148","135","917","841","28980185"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","698","166","23184","21197","1056508810"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","436","356","1563","1424","43749766"
"La Réunion","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","100","22","4027","3659","121155085"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","68","60","479","437","s"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","57","50","1176","824","17979982"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","14","4","577","535","s"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","148","122","3744","3157","90873749"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","76","67","262","228","7399591"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","345","96","9873","8937","407274649"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","122","97","828","648","21856976"
"Martinique","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","57","28","1815","1653","55674665"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","296","188","2326","1927","44429125"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","403","289","14126","9793","215879234"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","125","30","10148","8582","150196662"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","801","480","18336","15736","430254895"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","581","536","2450","1953","56230322"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3560","818","67863","63665","2247918678"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","890","638","6617","5892","178691372"
"Normandie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","868","390","40124","35491","981926632"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","531","339","6926","5853","144985501"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","929","716","25998","19183","421846634"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","272","67","17140","14464","256046053"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","1852","1196","32353","27432","733574434"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","1493","1384","5686","4678","146321006"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","6331","1428","117067","109563","3826344840"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","1667","1202","11248","9789","303136320"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1777","887","75337","67143","1837344992"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","662","426","7438","6254","146281561"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","993","783","30445","22243","484959899"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","218","53","12628","10845","189830845"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","1300","820","24659","21057","566267356"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","1444","1329","6169","5072","172922796"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","5910","1314","122949","112662","3983337304"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","1982","1529","12095","10119","317134063"
"Occitanie","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1705","771","74870","66302","1850828211"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","460","302","3787","3176","73235463"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","534","437","13022","9370","209664636"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","147","40","11243","9370","166834626"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","776","469","15696","12681","342868845"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","752","703","2854","2267","64953961"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4041","1588","82590","75178","2611912719"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","1115","791","7221","6500","207691054"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1188","533","48580","41873","1139125713"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Accueil des jeunes enfants","682","367","7183","6187","146980583"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide a domicile","783","587","22890","15932","344826970"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Aide par le travail","134","46","8456","7383","136821315"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres actions sociales","1138","682","21846","19172","515078193"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","1207","1123","4347","3659","110913537"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4097","956","102673","94286","3369012772"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adulte","1960","1558","9942","8684","269937867"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1210","607","49905","44280","1245452262"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","6790","3662","190635","159697","4118709337"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","12787","8333","83315","78847","3830344949"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","7754","7583","16777","18054","467109299"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","3469","3213","9991","11073","362993729"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","56946","41235","367583","336464","10954686261"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","12344","5617","197602","180338","6271390665"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","26082","22849","112876","105774","2673627481"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","55711","48558","659226","635693","24731079961"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","5647","5173","20791","17347","499252423"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","9986","8436","187594","169049","5614128022"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","37837","29355","580298","535154","17938848473"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","41338","34100","293062","262576","9819273764"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","6776","6403","17590","14821","523712208"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","2564","1323","74210","62452","1614147206"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3783","2242","22033","20965","955488155"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","6382","6236","14603","13485","352529138"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","1167","1009","3336","3546","108315380"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","17964","12619","119962","109819","3243363864"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","4742","1518","64247","59672","2062628803"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","6827","6111","28494","25867","615984199"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17498","15228","220768","212670","7468263114"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","1761","1550","6518","5556","147520679"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","3619","3020","70740","63775","2099859643"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","14299","11402","179930","165630","5135793477"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9869","7867","65633","57679","1922998989"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","1868","1743","4275","3776","117697706"
"Bretagne","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","2543","1340","84334","71072","1822342224"
"Bretagne","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4518","2974","34942","33435","1491946348"
"Bretagne","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","8132","8000","20708","21122","569217397"
"Bretagne","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","1259","1165","3367","3602","119027107"
"Bretagne","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","21302","15044","147286","135619","4001577295"
"Bretagne","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","4882","2779","81234","74391","2552311963"
"Bretagne","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","10345","9263","38744","38606","934019891"
"Bretagne","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19309","16794","238963","229500","7524127612"
"Bretagne","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","2365","2143","7172","6050","173842027"
"Bretagne","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","3865","3326","83213","74463","2435508739"
"Bretagne","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","13083","9841","224426","209185","6857846993"
"Bretagne","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13592","10833","92321","83241","2829038439"
"Bretagne","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2979","2771","6822","5857","192362046"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","1917","1032","57754","49508","1242653093"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3614","2145","29098","27871","1260721145"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","5186","5074","11253","11430","280305623"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","986","898","2800","3287","103217662"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","14782","10222","107229","99631","2994043581"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","3932","1560","53822","50071","1738037842"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","5909","5039","26515","23955","573594628"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","15462","13350","198382","192311","7015002937"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","1586","1447","5070","4253","116235909"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","2971","2591","60818","55832","1826765249"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","11337","8656","174954","163232","5104584239"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9286","7278","71874","65224","2084678716"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2251","2072","4383","3788","99273898"
"Corse","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","304","168","6452","5514","149550886"
"Corse","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","489","344","2459","2295","108390281"
"Corse","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","598","585","2257","1845","42575599"
"Corse","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","98","90","s","340","11473076"
"Corse","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","3482","2959","16725","15784","452305094"
"Corse","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","504","216","6419","6172","224219665"
"Corse","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2762","2599","5613","9953","256008499"
"Corse","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3241","3025","16606","15918","483596900"
"Corse","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","245","214","789","686","18175302"
"Corse","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","449","386","7506","6853","247439363"
"Corse","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","2272","1849","29033","27980","978932536"
"Corse","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2072","1885","7827","7004","208267105"
"Corse","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","327","304","s","837","35036131"
"Grand-Est","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","4515","2374","129127","108271","2714059194"
"Grand-Est","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","7349","4480","50084","47870","2224843638"
"Grand-Est","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","12310","12059","23738","22617","597646439"
"Grand-Est","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","1537","1387","6232","6570","214165018"
"Grand-Est","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","34189","23823","243374","222366","6947461458"
"Grand-Est","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","8910","3530","128097","117523","4175003677"
"Grand-Est","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","13153","11594","69329","59588","1449044048"
"Grand-Est","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","31434","27408","419853","404785","14963411490"
"Grand-Est","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","3193","2832","12052","10064","279843022"
"Grand-Est","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","8302","7191","146330","132172","4369399985"
"Grand-Est","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","26148","20751","353422","331999","10703860686"
"Grand-Est","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19800","15959","146427","126988","4200716838"
"Grand-Est","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2609","2412","7865","6932","204089874"
"Guadeloupe","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","406","270","7618","6635","190181811"
"Guadeloupe","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","479","250","3147","3091","160419179"
"Guadeloupe","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","265","251","1414","1367","33143379"
"Guadeloupe","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","79","70","507","499","17835476"
"Guadeloupe","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","2691","2284","14423","13556","417356179"
"Guadeloupe","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","589","306","10875","10259","454590423"
"Guadeloupe","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","761","709","s","4025","100617712"
"Guadeloupe","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2142","1967","13388","12944","436547760"
"Guadeloupe","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","246","225","1434","1248","33706589"
"Guadeloupe","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","469","430","9877","9299","381849283"
"Guadeloupe","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","1616","1253","31104","29802","1168425768"
"Guadeloupe","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1689","1471","8709","7800","248074117"
"Guadeloupe","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","129","121","s","408","10456937"
"Guyane","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","120","67","2406","2180","66749545"
"Guyane","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","161","89","743","705","34058153"
"Guyane","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","83","79","338","303","8769759"
"Guyane","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","27","25","s","160","6218679"
"Guyane","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","1059","889","4924","4574","138961545"
"Guyane","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","289","124","9327","8443","361913471"
"Guyane","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","309","276","s","1408","35377807"
"Guyane","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","971","839","7332","6951","264420844"
"Guyane","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","147","120","944","827","22684199"
"Guyane","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","129","106","4592","4448","194716333"
"Guyane","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","674","495","16720","15800","619695716"
"Guyane","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","639","510","4144","3883","144837412"
"Guyane","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","63","56","187","179","4363265"
"Hauts-de-France","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","4508","2308","142791","119484","3044535381"
"Hauts-de-France","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","7096","4156","54618","51608","2410232401"
"Hauts-de-France","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","8319","8188","18378","17256","443100642"
"Hauts-de-France","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","1568","1431","6151","6591","212561194"
"Hauts-de-France","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","32002","22093","253242","230260","7072993795"
"Hauts-de-France","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","8968","3402","153934","141937","4924527565"
"Hauts-de-France","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","12029","10646","59713","51195","1224310462"
"Hauts-de-France","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","26756","23318","392712","380786","13671015331"
"Hauts-de-France","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","2822","2538","11435","9764","270825713"
"Hauts-de-France","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","6978","6006","152115","137404","4537149986"
"Hauts-de-France","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","23190","17986","412098","382319","12180999166"
"Hauts-de-France","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18853","15247","177324","156994","5338072889"
"Hauts-de-France","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","3658","3446","9827","9310","304956325"
"Ile-de-France","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","8509","3926","225174","195825","5463405466"
"Ile-de-France","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","20174","13386","338897","328068","23852055349"
"Ile-de-France","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","1765","1718","4890","4981","148630110"
"Ile-de-France","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","7568","7010","50205","51765","2101977811"
"Ile-de-France","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","83091","61662","700554","652780","27795047234"
"Ile-de-France","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","16637","8668","351346","320004","11573478431"
"Ile-de-France","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","39816","34175","284771","254755","7123826463"
"Ile-de-France","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","59218","52771","705162","681150","32525484496"
"Ile-de-France","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","10179","8172","45461","40754","1514057860"
"Ile-de-France","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","12596","10930","290054","262928","9295917670"
"Ile-de-France","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","80337","66935","1486657","1421072","61914965608"
"Ile-de-France","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","107977","97515","982841","904066","44638748263"
"Ile-de-France","ESS + Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","6742","6009","50060","42690","1678361362"
"La Réunion","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","615","379","17805","15108","381041007"
"La Réunion","ESS + Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1044","682","6101","5831","270861550"
"La Réunion","ESS + Hors ESS","Ensemble","AGRICULTURE, SYLVICULTURE ET PECHE (AZ)","Ensemble","1139","1104","2861","2601","81257737"
"La Réunion","ESS + Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","232","207","1098","1089","34911565"
"La Réunion","ESS + Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","5106","3927","29766","28080","797226868"
"La Réunion","ESS + Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","1282","657","25664","23462","1129238761"
"La Réunion","ESS + Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1528","1379","8187","7300","171274761"
"La Réunion","ESS + Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4567","4185","31407","31428","994564466"
"La Réunion","ESS + Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","602","562","3695","3189","73760557"
"La Réunion","ESS + Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","1719","1578","16714","15711","656987625"
"La Réunion","ESS + Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","3261","2666","67199","63619","2240641336"
"La Réunion","ESS + Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3022","2551","18552","16766","507815981"
