"REG","typo_Mut","typo_Mut_det","sexe","type_emploi","nb_poste"
"Guyane","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Guyane","Ensemble","Assurances","Ensemble","Ordinaires",NA
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires",NA
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires","27"
"Hauts-de-France","Ensemble","Assurances","Ensemble","Aides","71"
"Hauts-de-France","Ensemble","Assurances","Ensemble","Apprentis",NA
"Hauts-de-France","Ensemble","Assurances","Ensemble","Ordinaires","5133"
"Hauts-de-France","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires",NA
"Ile-de-France","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Ile-de-France","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires","358"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Ensemble","Stagiaires",NA
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Ensemble","Apprentis",NA
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Ordinaires",NA
"Ile-de-France","Ensemble","Assurances","Ensemble","Aides",NA
"Ile-de-France","Ensemble","Assurances","Ensemble","Apprentis",NA
"Ile-de-France","Ensemble","Assurances","Ensemble","Ordinaires","16388"
"Ile-de-France","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Ile-de-France","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Ile-de-France","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires","940"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Ensemble","Stagiaires",NA
"La Réunion","Ensemble","Assurances","Ensemble","Aides",NA
"La Réunion","Ensemble","Assurances","Ensemble","Apprentis",NA
"La Réunion","Ensemble","Assurances","Ensemble","Ordinaires",NA
"La Réunion","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Martinique","Ensemble","Assurances","Ensemble","Aides",NA
"Martinique","Ensemble","Assurances","Ensemble","Apprentis",NA
"Martinique","Ensemble","Assurances","Ensemble","Ordinaires",NA
"Normandie","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Normandie","Ensemble","Action sociale sans hebergement","Ensemble","Apprentis",NA
"Normandie","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires",NA
"Normandie","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Normandie","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Ordinaires",NA
"Normandie","Ensemble","Assurances","Ensemble","Aides",NA
"Normandie","Ensemble","Assurances","Ensemble","Apprentis",NA
"Normandie","Ensemble","Assurances","Ensemble","Ordinaires","4116"
"Normandie","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Normandie","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Normandie","Ensemble","Hebergement medico-social et social","Ensemble","Apprentis",NA
"Normandie","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires",NA
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Ensemble","Apprentis",NA
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires","586"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Ensemble","Aides",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Ensemble","Apprentis",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Ensemble","Ordinaires",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Ensemble","Apprentis",NA
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires","859"
"Occitanie","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Occitanie","Ensemble","Action sociale sans hebergement","Ensemble","Apprentis",NA
"Occitanie","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires","392"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Occitanie","Ensemble","Activites de services financiers et d assurances","Ensemble","Apprentis",NA
"Occitanie","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires","325"
"Occitanie","Ensemble","Assurances","Ensemble","Aides",NA
"Occitanie","Ensemble","Assurances","Ensemble","Apprentis",NA
"Occitanie","Ensemble","Assurances","Ensemble","Ordinaires","6624"
"Occitanie","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Occitanie","Ensemble","Hebergement medico-social et social","Ensemble","Aides","53"
"Occitanie","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires","1298"
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires","701"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Pays de la Loire","Ensemble","Assurances","Ensemble","Aides",NA
"Pays de la Loire","Ensemble","Assurances","Ensemble","Apprentis",NA
"Pays de la Loire","Ensemble","Assurances","Ensemble","Ordinaires",NA
"Pays de la Loire","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Ensemble","Apprentis",NA
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires","1770"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Ensemble","Apprentis",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Ensemble","Ordinaires","422"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Ensemble","Apprentis",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Ensemble","Ordinaires",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Ensemble","Stagiaires",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Ensemble","Aides",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Ensemble","Ordinaires","418"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Ensemble","Stagiaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","1245"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","163"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Ensemble",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Ensemble",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","2972"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","444"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","1883"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","683"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ensemble",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ensemble",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","1735"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","292"
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","428"
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","83"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","65"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","27"
"Bretagne","Ensemble","Assurances","Femmes","Ensemble","2892"
"Bretagne","Ensemble","Assurances","Hommes","Ensemble","1054"
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","1247"
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","157"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","113"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","5"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ensemble",NA
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ensemble",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","683"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","88"
"Corse","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Corse","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Corse","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Corse","Ensemble","Assurances","Femmes","Ensemble",NA
"Corse","Ensemble","Assurances","Hommes","Ensemble",NA
"Corse","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Corse","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Grand-Est","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","76"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","29"
"Grand-Est","Ensemble","Assurances","Femmes","Ensemble","3696"
"Grand-Est","Ensemble","Assurances","Hommes","Ensemble","1508"
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Guadeloupe","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Guadeloupe","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Guadeloupe","Ensemble","Assurances","Femmes","Ensemble","220"
"Guadeloupe","Ensemble","Assurances","Hommes","Ensemble","67"
"Guyane","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Guyane","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Guyane","Ensemble","Assurances","Femmes","Ensemble",NA
"Guyane","Ensemble","Assurances","Hommes","Ensemble",NA
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","20"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","7"
"Hauts-de-France","Ensemble","Assurances","Femmes","Ensemble","3696"
"Hauts-de-France","Ensemble","Assurances","Hommes","Ensemble","1542"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","199"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","164"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble",NA
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble",NA
"Ile-de-France","Ensemble","Assurances","Femmes","Ensemble","10798"
"Ile-de-France","Ensemble","Assurances","Hommes","Ensemble","6220"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","742"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","323"
"La Réunion","Ensemble","Assurances","Femmes","Ensemble","456"
"La Réunion","Ensemble","Assurances","Hommes","Ensemble","212"
"Martinique","Ensemble","Assurances","Femmes","Ensemble",NA
"Martinique","Ensemble","Assurances","Hommes","Ensemble",NA
"Normandie","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Normandie","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble",NA
"Normandie","Ensemble","Assurances","Femmes","Ensemble","2904"
"Normandie","Ensemble","Assurances","Hommes","Ensemble","1309"
"Normandie","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Normandie","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Assurances","Hommes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Occitanie","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","447"
"Occitanie","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","14"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","238"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","93"
"Occitanie","Ensemble","Assurances","Femmes","Ensemble","4753"
"Occitanie","Ensemble","Assurances","Hommes","Ensemble","2011"
"Occitanie","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","1178"
"Occitanie","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","173"
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Femmes","Ensemble",NA
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Hommes","Ensemble",NA
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble",NA
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble",NA
"Pays de la Loire","Ensemble","Assurances","Femmes","Ensemble",NA
"Pays de la Loire","Ensemble","Assurances","Hommes","Ensemble",NA
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Femmes","Ensemble",NA
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Hommes","Ensemble",NA
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","402"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","33"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","134"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","76"
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Femmes","Ensemble","3531"
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Hommes","Ensemble","1326"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","368"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","73"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis",NA
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Apprentis",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Stagiaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Apprentis",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Aides",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires",NA
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires",NA
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","1840"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Stagiaires",NA
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","675"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ordinaires",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Apprentis",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ordinaires",NA
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Stagiaires",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Apprentis",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","1662"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Aides",NA
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","278"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires",NA
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Aides",NA
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Apprentis",NA
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires",NA
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Aides",NA
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Aides",NA
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires",NA
"Bretagne","Ensemble","Assurances","Femmes","Aides",NA
"Bretagne","Ensemble","Assurances","Femmes","Apprentis",NA
"Bretagne","Ensemble","Assurances","Femmes","Ordinaires",NA
"Bretagne","Ensemble","Assurances","Femmes","Stagiaires",NA
"Bretagne","Ensemble","Assurances","Hommes","Aides",NA
"Bretagne","Ensemble","Assurances","Hommes","Apprentis",NA
"Bretagne","Ensemble","Assurances","Hommes","Ordinaires",NA
"Bretagne","Ensemble","Assurances","Hommes","Stagiaires",NA
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Aides",NA
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Apprentis",NA
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires",NA
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Aides",NA
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Aides",NA
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Hommes","Aides",NA
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Aides",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Aides",NA
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Aides",NA
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Apprentis",NA
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Stagiaires",NA
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Aides",NA
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Apprentis",NA
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Stagiaires",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Aides",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Apprentis",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Aides",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires",NA
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires",NA
"Corse","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Corse","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
"Corse","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires",NA
"Corse","Ensemble","Assurances","Femmes","Aides",NA
"Corse","Ensemble","Assurances","Femmes","Apprentis",NA
"Corse","Ensemble","Assurances","Femmes","Ordinaires",NA
"Corse","Ensemble","Assurances","Hommes","Apprentis",NA
"Corse","Ensemble","Assurances","Hommes","Ordinaires",NA
"Corse","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires",NA
"Corse","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires",NA
"Grand-Est","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Aides",NA
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires",NA
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Aides",NA
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis",NA
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","73"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","29"
"Grand-Est","Ensemble","Assurances","Femmes","Aides",NA
"Grand-Est","Ensemble","Assurances","Femmes","Apprentis",NA
"Grand-Est","Ensemble","Assurances","Femmes","Ordinaires","3614"
"Grand-Est","Ensemble","Assurances","Femmes","Stagiaires",NA
"Grand-Est","Ensemble","Assurances","Hommes","Aides",NA
"Grand-Est","Ensemble","Assurances","Hommes","Apprentis",NA
"Grand-Est","Ensemble","Assurances","Hommes","Ordinaires","1456"
"Grand-Est","Ensemble","Assurances","Hommes","Stagiaires",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Aides",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Apprentis",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Aides",NA
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires",NA
"Guadeloupe","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires",NA
"Guadeloupe","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires",NA
"Guadeloupe","Ensemble","Assurances","Femmes","Aides",NA
"Guadeloupe","Ensemble","Assurances","Femmes","Ordinaires",NA
"Guadeloupe","Ensemble","Assurances","Hommes","Aides",NA
"Guadeloupe","Ensemble","Assurances","Hommes","Apprentis",NA
"Guadeloupe","Ensemble","Assurances","Hommes","Ordinaires",NA
"Guyane","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires",NA
