"DEP","typo_Coop","typo_Coop_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","76","1011","1016","44843760"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","13","48","43","1406443"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","41","38","993105"
"24","COMMERCE (GZ)","Ensemble","29","792","735","22256975"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","136","146","4322374"
"24","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13","126","108","3690903"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","112","2720","2678","121855052"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","140","123","4294446"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","80","63","2085513"
"25","COMMERCE (GZ)","Ensemble","24","183","170","6984393"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","76","701","610","22593719"
"25","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13","49","40","1698510"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","114","1437","1431","69337519"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","181","144","4808141"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","26","181","198","5919470"
"26","COMMERCE (GZ)","Ensemble","36","433","482","15707711"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","33","647","606","20259910"
"26","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","194","133","3987467"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","92","1029","1029","46087598"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","s","s","368783"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","16","12","s"
"27","COMMERCE (GZ)","Ensemble","44","266","261","9759107"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","168","167","5455297"
"27","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1","s","s","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","113","1174","1169","51355578"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","s","s","1786659"
"28","COMMERCE (GZ)","Ensemble","65","495","533","20007405"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","249","207","s"
"28","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","130","121","5515731"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","152","s","4684","218258376"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","17","s","158","5769306"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","33","509","431","12969975"
"29","COMMERCE (GZ)","Ensemble","123","1757","1861","66403624"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","65","808","797","25693323"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","45","192","205","6640275"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","11","457","450","s"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"2A","COMMERCE (GZ)","Ensemble","4","19","18","740646"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","s","s","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","19","12","304818"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","11","83","s","3774492"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","57","50","s"
"2B","COMMERCE (GZ)","Ensemble","9","137","95","2913026"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","108","124","5040925"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","s","s","318987"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","107","1660","1649","75340179"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","21","39","1077374"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","15","49","45","1376920"
"30","COMMERCE (GZ)","Ensemble","16","126","114","3240632"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","83","646","714","23986978"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","174","135","3991232"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","273","3879","3866","180711389"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","48","421","s","s"
"31","COMMERCE (GZ)","Ensemble","64","409","371","12395078"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","38","452","401","12378766"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","59","s","361","12600727"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","36","592","593","26511880"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","15","14","468311"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","20","22","501064"
"32","COMMERCE (GZ)","Ensemble","17","649","629","21926052"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","351","336","10608012"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","131","98","2547931"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","178","3654","3633","174589103"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","123","115","4931492"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","19","778","735","28184928"
"33","COMMERCE (GZ)","Ensemble","29","603","556","19074112"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","63","931","894","31973505"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39","747","698","33441634"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","164","2703","2671","128702605"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","44","57","1748147"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","17","186","168","5544811"
"34","COMMERCE (GZ)","Ensemble","62","969","865","31739097"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","87","755","829","29834722"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","24","135","135","4724279"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","112","4456","4392","191801818"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","s","s","s"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","24","465","431","s"
"35","COMMERCE (GZ)","Ensemble","70","951","964","29145302"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","31","1135","1061","32784566"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","147","s","s","12667181"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","37","594","593","26037504"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","21","s","s"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","30","31","1031219"
"36","COMMERCE (GZ)","Ensemble","19","209","218","6979553"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","11","108","99","2611588"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","19","s","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","151","2097","2094","98129453"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","151","143","3970310"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","22","108","98","2490610"
"37","COMMERCE (GZ)","Ensemble","51","311","305","8993412"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","18","323","304","9133122"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","46","56","1744777"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","187","3244","3246","151170377"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","40","377","346","11952257"
"38","COMMERCE (GZ)","Ensemble","60","831","797","27032211"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","32","391","353","s"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","44","s","s","10800211"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","63","374","357","15365377"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"39","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","s","s","s"
"39","COMMERCE (GZ)","Ensemble","11","91","84","2574677"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","64","491","450","14478552"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","18","16","518542"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","53","1100","1101","49656209"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","27","159","158","5364970"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","241","229","6277802"
"40","COMMERCE (GZ)","Ensemble","26","863","923","28118738"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","43","641","601","19592924"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","21","122","108","3467765"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","60","958","964","43432476"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"41","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","64","s","s"
"41","COMMERCE (GZ)","Ensemble","28","282","293","10065708"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","s","59","1926781"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","6","94","62","1661860"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","137","2361","2318","107915895"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","68","s","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","189","225","6898276"
"42","COMMERCE (GZ)","Ensemble","35","590","550","17156824"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","209","188","5796657"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","223","s","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","41","656","629","25588542"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","86","82","2829129"
"43","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","6","12","349393"
"43","COMMERCE (GZ)","Ensemble","20","135","129","3628609"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","166","151","4385408"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","20","13","281956"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","261","5747","5693","259662368"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","22","94","93","2857648"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","40","979","693","20250802"
"44","COMMERCE (GZ)","Ensemble","88","2838","2690","106639725"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","47","809","783","27478931"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","102","655","565","18490205"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","137","2318","2333","108776728"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","39","28","868700"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","23","178","177","5459124"
"45","COMMERCE (GZ)","Ensemble","32","720","727","32430605"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","796","697","31085455"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","6","260","235","6177388"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","42","705","705","30405422"
"46","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","16","13","326489"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"46","COMMERCE (GZ)","Ensemble","30","300","278","9232478"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4","s","s","s"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","18","16","442609"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","894","901","40700685"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","13","69","72","2356412"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","20","21","562833"
"47","COMMERCE (GZ)","Ensemble","68","726","789","23972985"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19","246","256","8112362"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","7","7","235251"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","15","192","196","8582346"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","27","28","915541"
"48","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"48","COMMERCE (GZ)","Ensemble","5","17","16","484177"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","35","34","852695"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","201","2300","2330","107006658"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","69","85","2171064"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","21","260","215","5903254"
"49","COMMERCE (GZ)","Ensemble","83","1271","1262","40567928"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","24","1165","1097","35834147"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","43","524","497","17160115"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","85","1095","1100","47294558"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","48","209","164","4318131"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","15","82","74","1904908"
"50","COMMERCE (GZ)","Ensemble","23","202","192","6273435"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","15","2097","2036","73364166"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","87","90","3460519"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","93","1990","1977","94928988"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","51","50","1589592"
"51","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","17","49","52","1646294"
"51","COMMERCE (GZ)","Ensemble","115","1406","1343","53210654"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","129","2548","2509","117851279"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","7","6","212151"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","37","326","324","14057996"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"52","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","36","33","935600"
"52","COMMERCE (GZ)","Ensemble","15","125","124","4650818"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","99","81","2519927"
"52","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","74","s","1230","57838416"
"53","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","s","30","925035"
"53","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","141","94","2178538"
"53","COMMERCE (GZ)","Ensemble","26","560","561","19508260"
"53","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","139","132","4889866"
"53","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","46","132","109","2948078"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","116","1564","1570","69756098"
"54","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","129","107","3061363"
"54","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","97","92","2579797"
"54","COMMERCE (GZ)","Ensemble","35","275","266","10239533"
"54","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","151","142","4438450"
"54","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","66","64","3126478"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","29","407","403","16703375"
"55","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","37","34","s"
"55","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"55","COMMERCE (GZ)","Ensemble","18","433","428","17988532"
"55","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4","s","s","s"
"55","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","26","18","645335"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","126","2345","2324","103689420"
"56","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","24","151","136","3824579"
"56","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","19","162","139","3851325"
"56","COMMERCE (GZ)","Ensemble","73","1272","1272","41295843"
"56","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","30","384","373","11679484"
"56","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","26","147","116","3591119"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","257","3075","3049","145443645"
"57","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"57","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","195","225","6652927"
"57","COMMERCE (GZ)","Ensemble","19","413","402","14776962"
"57","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","118","115","3288517"
"57","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","71","617","607","26881140"
"58","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","11","10","236771"
"58","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","94","101","3830293"
"58","COMMERCE (GZ)","Ensemble","18","164","152","4523303"
"58","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","118","114","3681050"
"58","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","12","11","332158"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","451","3352","3296","162737004"
"59","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"59","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","45","601","651","21052684"
"59","COMMERCE (GZ)","Ensemble","71","s","s","s"
"59","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","24","655","552","21140642"
"59","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39","769","670","31551136"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","93","498","502","23450767"
"60","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"60","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","27","s","1009020"
"60","COMMERCE (GZ)","Ensemble","17","473","481","17842790"
"60","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","610","571","25416251"
"60","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","s","27","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","49","640","640","27483007"
"61","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","36","123","117","4022475"
"61","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","35","37","1129433"
"61","COMMERCE (GZ)","Ensemble","38","166","170","5544093"
"61","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","108","109","3118396"
"61","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13","89","78","2436422"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","260","s","2664","120280191"
"62","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","15","s","59","2062267"
"62","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","22","193","189","5487608"
"62","COMMERCE (GZ)","Ensemble","90","438","459","15822269"
"62","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","25","1258","1134","38462117"
"62","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","24","172","158","6286398"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","106","2383","2481","117094715"
"63","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","14","172","182","6922147"
"63","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","30","457","470","14787904"
"63","COMMERCE (GZ)","Ensemble","14","166","154","5183540"
"63","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","9","392","357","13589188"
"63","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","215","168","5514992"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","108","1735","1711","79756786"
"64","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","95","87","2289136"
"64","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","36","37","1030905"
"64","COMMERCE (GZ)","Ensemble","28","374","348","12927191"
"64","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","43","1045","1071","36631536"
"64","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","20","194","178","6597299"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","35","593","587","26120274"
"65","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"65","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","63","46","1240338"
"65","COMMERCE (GZ)","Ensemble","12","60","55","1507962"
"65","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","11","102","97","2371173"
"65","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","79","1672","1671","74705009"
"66","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"66","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","13","185","126","2819123"
"66","COMMERCE (GZ)","Ensemble","21","353","478","14010340"
"66","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","33","484","457","15333985"
"66","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","352","4639","4709","239474202"
"67","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","s","s","1905689"
"67","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","25","s","s","6107549"
"67","COMMERCE (GZ)","Ensemble","52","369","335","12437174"
"67","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","21","953","877","32815752"
"67","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","27","479","385","11046400"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","255","2216","2149","102164510"
"68","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"68","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","169","157","4454128"
"68","COMMERCE (GZ)","Ensemble","17","975","959","34785261"
"68","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","659","629","23236979"
"68","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","267","5036","4777","236252652"
"69","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","101","97","3566822"
"69","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","64","506","476","15948111"
"69","COMMERCE (GZ)","Ensemble","40","295","290","9422090"
"69","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","37","469","449","16044410"
"69","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","59","820","702","26049673"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","36","224","220","9511563"
"70","COMMERCE (GZ)","Ensemble","11","249","s","s"
"70","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","9","85","75","2914166"
"70","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","12","s","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","89","1155","1146","53022956"
"71","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","92","95","3620228"
"71","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","30","78","74","2292634"
"71","COMMERCE (GZ)","Ensemble","37","313","303","11075409"
"71","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","37","511","497","16539662"
"71","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","18","18","618034"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","100","1384","1412","62551460"
"72","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","39","85","79","3001590"
"72","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","70","76","2138897"
"72","COMMERCE (GZ)","Ensemble","50","694","673","22520426"
"72","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","318","311","9719621"
"72","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","21","67","67","2111098"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","67","1430","1390","62733354"
"73","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","s","34","1146987"
"73","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","s","77","1775177"
"73","COMMERCE (GZ)","Ensemble","30","298","229","6434413"
"73","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","32","688","653","19690657"
"73","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","21","161","155","5619511"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","132","2531","2478","111063194"
