"DEP","ESS","famille","typo_A","typo_A_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"974","ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","30","8","941","863","37374286"
"974","ESS","Ensemble","SERVICES DIVERS","Ensemble","301","252","2981","2610","69153004"
"974","ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","315","301","","",""
"974","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","184","120","7801","6528","143569081"
"974","Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","924","657","4355","4150","182639940"
"974","Hors ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1122","1088","2582","2346","73691446"
"974","Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","91","76","831","794","26293562"
"974","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","1151","541","23706","21641","1055571296"
"974","Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1516","1371","8140","7243","169848720"
"974","Hors ESS","Ensemble","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4541","4164","31016","31066","980268984"
"974","Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","2","1","","",""
"974","Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","1689","1570","15773","14848","619613339"
"974","Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","11088","8892","112536","105855","3476531181"
"974","Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","147","137","","",""
"1","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","35","","",""
"1","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","36","31","","","20359631"
"1","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","23","0","1517","1269","22290800"
"1","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","80","32","2049","1609",""
"1","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","115","38","3976","3477","97752875"
"1","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","36","26","402","322","7849687"
"1","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","21","16","","","2686686"
"1","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"1","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","23","18","1028","940",""
"1","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","52","34","3239","2984","81804726"
"2","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","19","","",""
"2","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","24","15","","","12575300"
"2","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","21","4","","",""
"2","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","82","39","1412","1141","29299016"
"2","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","92","16","2473","2138","59782993"
"2","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","20","14","","",""
"2","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","29","15","","","14780922"
"2","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","1","","",""
"2","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","45","35","599","481","12029025"
"2","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","58","32","3550","3163","84463964"
"3","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","","",""
"3","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","26","20","1274","910","21963769"
"3","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","16","5","","",""
"3","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","79","45","735","640","16578658"
"3","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","80","28","2192","1945","54867380"
"3","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","2","","",""
"3","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","18","12","340","251","5345671"
"3","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"3","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","26","20","397","359","10482581"
"3","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","48","31","3428","3237","90765129"
"4","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","23","","",""
"4","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","32","31","","",""
"4","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","6","2","","",""
"4","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","45","26","559","433","11294981"
"4","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","44","18","1153","969","27647650"
"4","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","3","","",""
"4","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","5","3","","",""
"4","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","12","10","166","139","3473801"
"4","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","17","13","881","797","21384068"
"5","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","22","174","152","3469966"
"5","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","13","12","331","235","5341804"
"5","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","0","","",""
"5","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","45","25","","",""
"5","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","38","9","1612","1349","35868353"
"5","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","3","","",""
"5","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","9","7","120","84","1711712"
"5","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"5","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","9","8","","",""
"5","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","9","6","568","493","12517343"
"6","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","37","25","","",""
"6","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","57","45","1234","836","18756831"
"6","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","2","","",""
"6","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","138","50","2428","2122","58094125"
"6","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","116","36","4015","3633","106543697"
"6","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","68","24","","",""
"6","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","130","87","2889","2003","42605705"
"6","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"6","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","61","49","2968","2743","72507674"
"6","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","128","95","5895","5374","151078945"
"7","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","32","24","","",""
"7","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","34","24","1568","1112","24759373"
"7","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","1","","",""
"7","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","68","34","","",""
"7","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","83","29","2267","1913","53139361"
"7","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","10","5","","",""
"7","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","8","8","100","64","1358973"
"7","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","2","2","","",""
"7","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","18","16","","",""
"7","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","53","29","2851","2535","68768153"
"8","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","4","","",""
"8","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","11","9","707","430","10143190"
"8","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","9","2","","",""
"8","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","84","64","","1078","27315408"
"8","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","34","14","1430","1224","33047584"
"8","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","19","12","","",""
"8","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","11","8","277","193","3982346"
"8","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"8","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","22","16","","201","5404293"
"8","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","40","10","1772","1608","45079484"
"9","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4","3","","",""
"9","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","10","5","554","449","10176138"
"9","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","13","2","","",""
"9","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","31","20","273","196","5220894"
"9","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","56","14","1414","1194","33573130"
"9","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","3","","",""
"9","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","15","9","185","122","2493907"
"9","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"9","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","8","5","73","63","1846342"
"9","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","28","19","1384","1238","33162608"
"10","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","9","5","","",""
"10","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","46","42","952","735","16372866"
"10","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","16","4","1053","880","16533762"
"10","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","56","31","","",""
"10","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","61","9","1854","1640","46037103"
"10","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","1","","",""
"10","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","17","14","309","234","5273292"
"10","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","16","14","","",""
"10","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","36","25","2040","1870","51547670"
"11","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","","",""
"11","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","15","10","","",""
"11","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","28","5","1204","991","16178187"
"11","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","64","31","1007","822","22072308"
"11","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","73","17","2332","1954","55063250"
"11","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","7","","",""
"11","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","33","18","","",""
"11","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","29","22","2062","1869","48259899"
"11","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","42","28","2420","2223","62611156"
"12","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","11","9","","",""
"12","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","69","62","","",""
"12","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","9","2","","",""
"12","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","54","39","653","532","14928333"
"12","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","92","53","3618","3116","87280079"
"12","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","3","","",""
"12","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","11","8","","",""
"12","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","21","15","392","330","8434994"
"12","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","37","24","1583","1451","40299621"
"13","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","155","79","1994","1774","43654471"
"13","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","131","102","6644","4727","105314724"
"13","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","52","15","3346","2982","53175173"
"13","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","378","219","6225","5312","143077077"
"13","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","277","92","10240","8854","256540851"
"13","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","158","64","1355","1161","25580966"
"13","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","151","104","3281","2230","46793311"
"13","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","4","4","415","341","8951554"
"13","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","84","67","2633","2438","68740455"
"13","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","177","134","9867","8868","251492337"
"14","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","31","21","","",""
"14","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","78","68","2280","1599","35885584"
"14","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","24","6","","",""
"14","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","133","64","2519","2082","53716887"
"14","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","100","25","3980","3540","100236820"
"14","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","34","23","","",""
"14","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","31","19","679","440","9166596"
"14","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","2","1","","",""
"14","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","50","45","2787","2443","70864502"
"14","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","78","59","4459","3906","103614369"
"15","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","2","","",""
"15","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","24","22","","",""
"15","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","3","","",""
"15","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","52","23","1062","828","19473025"
"15","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","49","13","1940","1671","44816416"
"15","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","1","","",""
"15","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","5","4","","",""
"15","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","9","7","304","276","6957549"
"15","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","26","18","1317","1211","32994007"
"16","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","","",""
"16","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","53","50","1786","","30073627"
"16","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","13","5","","",""
"16","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","81","38","1259","983","26462475"
"16","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","63","14","2018","1716","46454160"
"16","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","5","","",""
"16","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","13","11","219","","3432558"
"16","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","2","","",""
"16","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","26","14","320","288","7748180"
"16","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","65","39","2437","2246","61578425"
"17","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","43","40","","",""
"17","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","43","35","1337","906","21090862"
"17","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","23","4","","",""
"17","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","112","74","2362","1963","48122343"
"17","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","86","28","3317","2850","80028388"
"17","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","12","6","","",""
"17","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","56","32","1337","1088","23364712"
"17","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","4","1","","",""
"17","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","52","39","1526","1439","41223414"
"17","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","113","74","5629","5090","140264819"
"18","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","20","17","","",""
"18","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","20","19","","",""
"18","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","19","3","980","868","18512086"
"18","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","65","28","1444","1204","28908219"
"18","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","49","18","1382","1217","33255623"
"18","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","2","","",""
"18","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","8","8","","",""
"18","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","17","14","555","516","13528996"
"18","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","30","19","2548","2425","66043878"
"19","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","7","2","","",""
"19","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","22","22","","",""
"19","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","26","8","","",""
"19","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","68","38","671","548","15436474"
"19","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","65","18","2089","1875","53250423"
"19","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","2","","",""
"19","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","15","10","","",""
"19","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","2","0","","",""
"19","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","29","26","300","272","6798992"
"19","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","35","29","2110","1976","52068738"
"21","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","31","9","","",""
"21","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","29","14","","",""
"21","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","23","3","","",""
"21","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","108","48","1533","1241","37412145"
"21","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","107","18","3920","3330","95102369"
"21","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","29","","",""
"21","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","25","21","","",""
"21","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","","",""
"21","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","35","22","513","464","12978421"
"21","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","60","31","2941","2719","75061290"
"22","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","5","","",""
"22","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","48","43","1500","1162","29841334"
"22","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","24","1","","",""
"22","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","74","34","997","813","23119497"
"22","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","101","28","3569","3121","87826971"
"22","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","7","","",""
"22","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","44","25","1105","814","17453158"
"22","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","1","","",""
"22","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","73","59","1728","1536","45504216"
"22","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","98","51","5648","5108","139828072"
"23","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2","2","","",""
"23","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","13","13","786","589","12790109"
"23","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","8","1","","",""
"23","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","37","17","","",""
"23","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","37","4","1285","1121","31246982"
"23","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1","0","","",""
"23","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","12","7","","",""
"23","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","24","23","1127","1058","27289953"
"24","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","14","11","","",""
"24","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","26","25","793","608","13472305"
"24","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","12","5","","",""
"24","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","111","60","1269","1058","28156918"
"24","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","63","26","2113","1896","53726304"
"24","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","1","","",""
"24","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","19","8","743","598","12280644"
"24","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","2","1","","",""
"24","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","35","30","916","772","18038884"
"24","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","53","41","3089","2853","75062246"
"25","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","29","18","","",""
"25","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","104","91","1807","1332","30702174"
"25","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","13","1","","",""
"25","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","124","50","1681","1344","39194269"
"25","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","120","24","3707","3120","88021028"
"25","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","45","28","","",""
"25","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","30","25","783","537","11407117"
"25","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","0","","",""
"25","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","38","27","1106","1001","26880423"
"25","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","28","14","1675","1464","40478435"
"26","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","34","25","","",""
"26","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","41","31","1895","1341","31003390"
"26","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","24","4","","",""
"26","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","103","56","1449","1208","32634743"
"26","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","144","45","4154","3546","99381982"
"26","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","43","24","","",""
"26","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","27","24","599","415","8609713"
"26","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","0","","",""
"26","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","22","19","514","453","12027692"
"26","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","33","23","1755","1562","44010364"
"27","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","8","","",""
"27","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","30","26","","",""
"27","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","23","1","","",""
"27","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","67","30","775","637","17785272"
"27","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","98","27","3004","2714","76548752"
"27","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","27","15","","",""
"27","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","47","26","","",""
"27","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","35","28","1220","1090","31864502"
"27","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","46","30","2743","2528","71467947"
"28","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3","3","","",""
"28","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","34","28","","",""
"28","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","14","2","","",""
"28","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","62","28","1285","1111","27510559"
"28","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","77","16","2550","2266","64844336"
"28","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","13","4","","",""
"28","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","15","12","","",""
