"","EPCI","jurid2","typo1","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"3012",200040491,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",11,"143","105.44","2500339","131","26","CC Porte de Dromardèche"
"3013",200040491,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",9,"57","34.36","854509","43","26","CC Porte de Dromardèche"
"3014",200040491,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",472,"5174","4929.81","170605321","5046","26","CC Porte de Dromardèche"
"3015",200040491,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",586,"4501","3890.61","117100521","4140","26","CC Porte de Dromardèche"
"3016",200040509,"1-TOTAL-ESS","TOUS SECTEURS",135,"944","748.93","21566752","875","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3017",200040509,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"29","29.47","1337668","27","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3018",200040509,"1-TOTAL-ESS","2-ENSEIGNEMENT",6,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3019",200040509,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3020",200040509,"1-TOTAL-ESS","4-ACTION SOCIALE",21,"426","341.19","9127943","410","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3021",200040509,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",43,"89","57.61","1634964","63","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3022",200040509,"1-TOTAL-ESS","6-NON-CLASSES",35,"168","119.39","2966591","154","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3023",200040509,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"21","13.18","364936","20","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3024",200040509,"1-TOTAL-ESS","8-SERVICES DIVERS",20,"54","57.29","1556549","49","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3025",200040509,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",119,"803","618.19","17261436","740","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3026",200040509,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",6,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3027",200040509,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",2,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3028",200040509,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",20,"369","291.78","7714538","355","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3029",200040509,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",43,"89","57.61","1634964","63","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3030",200040509,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",34,"159","111.56","2683012","145","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3031",200040509,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",14,"29","26.44","650821","25","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3032",200040509,"3-TOTAL-HORS ESS","TOUS SECTEURS",530,"3939","3424.56","102550828","3752","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3033",200040509,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",18,"49","46.37","1773789","48","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3034",200040509,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",24,"286","256.14","9177590","284","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3035",200040509,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",19,"501","436.49","14232199","487","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3036",200040509,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",2,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3037",200040509,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3038",200040509,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",142,"1117","1011.6","30945466","1087","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3039",200040509,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",320,"1913","1617.96","45102069","1788","26","CC du Crestois et de Pays de Saillans Coeur de Drôme"
"3040",200040558,"1-TOTAL-ESS","TOUS SECTEURS",73,"818","678.66","17485019","780","36","CC Ecueillé-Valençay"
"3041",200040558,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",1,"s","s","s","s","36","CC Ecueillé-Valençay"
"3042",200040558,"1-TOTAL-ESS","2-ENSEIGNEMENT",3,"s","s","s","s","36","CC Ecueillé-Valençay"
"3043",200040558,"1-TOTAL-ESS","4-ACTION SOCIALE",16,"627","548.06","14082459","614","36","CC Ecueillé-Valençay"
"3044",200040558,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"s","s","s","s","36","CC Ecueillé-Valençay"
"3045",200040558,"1-TOTAL-ESS","6-NON-CLASSES",22,"74","30.97","619173","57","36","CC Ecueillé-Valençay"
"3046",200040558,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",5,"49","45.44","1206099","49","36","CC Ecueillé-Valençay"
"3047",200040558,"1-TOTAL-ESS","8-SERVICES DIVERS",16,"51","44.53","1285241","49","36","CC Ecueillé-Valençay"
"3048",200040558,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",66,"757","619.71","15781746","719","36","CC Ecueillé-Valençay"
"3049",200040558,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",3,"s","s","s","s","36","CC Ecueillé-Valençay"
"3050",200040558,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",16,"627","548.06","14082459","614","36","CC Ecueillé-Valençay"
"3051",200040558,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"s","s","s","s","36","CC Ecueillé-Valençay"
"3052",200040558,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",22,"74","30.97","619173","57","36","CC Ecueillé-Valençay"
"3053",200040558,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",15,"42","34.37","934652","40","36","CC Ecueillé-Valençay"
"3054",200040558,"3-TOTAL-HORS ESS","TOUS SECTEURS",366,"1870","1608.59","41802630","1715","36","CC Ecueillé-Valençay"
"3055",200040558,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",15,"38","38.02","1658805","37","36","CC Ecueillé-Valençay"
"3056",200040558,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",16,"93","88","3004173","93","36","CC Ecueillé-Valençay"
"3057",200040558,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",12,"s","s","s","s","36","CC Ecueillé-Valençay"
"3058",200040558,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",2,"s","s","s","s","36","CC Ecueillé-Valençay"
"3059",200040558,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",174,"856","750.85","18439741","808","36","CC Ecueillé-Valençay"
"3060",200040558,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",147,"654","535.86","13385999","565","36","CC Ecueillé-Valençay"
"3061",200040574,"1-TOTAL-ESS","TOUS SECTEURS",166,"1386","949.72","26979049","1191","69","CC Beaujolais Pierres Dorées"
"3062",200040574,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3063",200040574,"1-TOTAL-ESS","2-ENSEIGNEMENT",21,"267","178.31","5504436","227","69","CC Beaujolais Pierres Dorées"
"3064",200040574,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3065",200040574,"1-TOTAL-ESS","4-ACTION SOCIALE",30,"694","528.09","13493022","657","69","CC Beaujolais Pierres Dorées"
"3066",200040574,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",68,"139","47.49","1312300","75","69","CC Beaujolais Pierres Dorées"
"3067",200040574,"1-TOTAL-ESS","6-NON-CLASSES",24,"39","12.78","284060","20","69","CC Beaujolais Pierres Dorées"
"3068",200040574,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",5,"62","50.15","1720163","45","69","CC Beaujolais Pierres Dorées"
"3069",200040574,"1-TOTAL-ESS","8-SERVICES DIVERS",11,"49","26.33","700503","38","69","CC Beaujolais Pierres Dorées"
"3070",200040574,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",155,"1206","801.66","21894012","1033","69","CC Beaujolais Pierres Dorées"
"3071",200040574,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",20,"210","133.11","4100797","171","69","CC Beaujolais Pierres Dorées"
"3072",200040574,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",2,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3073",200040574,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",29,"657","497.3","12568625","624","69","CC Beaujolais Pierres Dorées"
"3074",200040574,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",68,"139","47.49","1312300","75","69","CC Beaujolais Pierres Dorées"
"3075",200040574,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",24,"39","12.78","284060","20","69","CC Beaujolais Pierres Dorées"
"3076",200040574,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3077",200040574,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",11,"49","26.33","700503","38","69","CC Beaujolais Pierres Dorées"
"3078",200040574,"3-TOTAL-HORS ESS","TOUS SECTEURS",1449,"9264","8023.92","265421148","8681","69","CC Beaujolais Pierres Dorées"
"3079",200040574,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",44,"102","88.97","6876845","98","69","CC Beaujolais Pierres Dorées"
"3080",200040574,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",63,"576","519.64","18245028","570","69","CC Beaujolais Pierres Dorées"
"3081",200040574,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",34,"140","110.06","3966787","130","69","CC Beaujolais Pierres Dorées"
"3082",200040574,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",8,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3083",200040574,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",13,"50","47.56","1356019","48","69","CC Beaujolais Pierres Dorées"
"3084",200040574,"3-TOTAL-HORS ESS","6-NON-CLASSES",1,"s","s","s","s","69","CC Beaujolais Pierres Dorées"
"3085",200040574,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",464,"3188","2951.87","98592952","3086","69","CC Beaujolais Pierres Dorées"
"3086",200040574,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",822,"4922","4079.59","129838374","4490","69","CC Beaujolais Pierres Dorées"
"3087",200040624,"1-TOTAL-ESS","TOUS SECTEURS",112,"639","522.26","14545764","593","84","CC Pays d'Apt-Luberon"
"3088",200040624,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",3,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3089",200040624,"1-TOTAL-ESS","2-ENSEIGNEMENT",10,"86","70.03","2328170","80","84","CC Pays d'Apt-Luberon"
"3090",200040624,"1-TOTAL-ESS","3-SANTÉ HUMAINE",3,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3091",200040624,"1-TOTAL-ESS","4-ACTION SOCIALE",12,"226","176.45","4485265","217","84","CC Pays d'Apt-Luberon"
"3092",200040624,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",38,"46","42.2","1121252","37","84","CC Pays d'Apt-Luberon"
"3093",200040624,"1-TOTAL-ESS","6-NON-CLASSES",25,"65","45.19","1174244","50","84","CC Pays d'Apt-Luberon"
"3094",200040624,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",5,"105","73.86","2016370","103","84","CC Pays d'Apt-Luberon"
"3095",200040624,"1-TOTAL-ESS","8-SERVICES DIVERS",16,"49","58.34","1673112","47","84","CC Pays d'Apt-Luberon"
"3096",200040624,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",103,"590","469.17","12707816","544","84","CC Pays d'Apt-Luberon"
"3097",200040624,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",10,"86","70.03","2328170","80","84","CC Pays d'Apt-Luberon"
"3098",200040624,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",3,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3099",200040624,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",12,"226","176.45","4485265","217","84","CC Pays d'Apt-Luberon"
"3100",200040624,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",37,"38","32.12","853895","29","84","CC Pays d'Apt-Luberon"
"3101",200040624,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",24,"64","43.75","1131196","49","84","CC Pays d'Apt-Luberon"
"3102",200040624,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3103",200040624,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",15,"45","53.37","1456332","43","84","CC Pays d'Apt-Luberon"
"3104",200040624,"3-TOTAL-HORS ESS","TOUS SECTEURS",1207,"6352","6110.91","182820476","6013","84","CC Pays d'Apt-Luberon"
"3105",200040624,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",27,"83","77.11","3265813","81","84","CC Pays d'Apt-Luberon"
"3106",200040624,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",41,"340","319.64","10933040","339","84","CC Pays d'Apt-Luberon"
"3107",200040624,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",50,"474","405.75","13943542","446","84","CC Pays d'Apt-Luberon"
"3108",200040624,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",6,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3109",200040624,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",8,"18","16.83","384251","16","84","CC Pays d'Apt-Luberon"
"3110",200040624,"3-TOTAL-HORS ESS","6-NON-CLASSES",1,"s","s","s","s","84","CC Pays d'Apt-Luberon"
"3111",200040624,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",356,"2040","1986.84","61431169","1966","84","CC Pays d'Apt-Luberon"
"3112",200040624,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",718,"3154","3090.73","87510566","2928","84","CC Pays d'Apt-Luberon"
"3113",200040657,"1-TOTAL-ESS","TOUS SECTEURS",70,"702","570.66","13482152","639","38","CC de la Matheysine"
"3114",200040657,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",3,"21","17.26","742369","18","38","CC de la Matheysine"
"3115",200040657,"1-TOTAL-ESS","2-ENSEIGNEMENT",6,"74","53.2","1727549","71","38","CC de la Matheysine"
"3116",200040657,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","38","CC de la Matheysine"
"3117",200040657,"1-TOTAL-ESS","4-ACTION SOCIALE",11,"454","378.47","7747300","433","38","CC de la Matheysine"
"3118",200040657,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",21,"35","14.34","374425","21","38","CC de la Matheysine"
"3119",200040657,"1-TOTAL-ESS","6-NON-CLASSES",14,"32","17.8","409759","21","38","CC de la Matheysine"
"3120",200040657,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",4,"s","s","s","s","38","CC de la Matheysine"
"3121",200040657,"1-TOTAL-ESS","8-SERVICES DIVERS",9,"70","76.81","2026039","61","38","CC de la Matheysine"
"3122",200040657,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",66,"671","546.15","12538529","612","38","CC de la Matheysine"
"3123",200040657,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",6,"74","53.2","1727549","71","38","CC de la Matheysine"
"3124",200040657,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",2,"s","s","s","s","38","CC de la Matheysine"
"3125",200040657,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",11,"454","378.47","7747300","433","38","CC de la Matheysine"
"3126",200040657,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",21,"35","14.34","374425","21","38","CC de la Matheysine"
"3127",200040657,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",14,"32","17.8","409759","21","38","CC de la Matheysine"
"3128",200040657,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",4,"s","s","s","s","38","CC de la Matheysine"
"3129",200040657,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",8,"60","69.56","1824785","52","38","CC de la Matheysine"
"3130",200040657,"3-TOTAL-HORS ESS","TOUS SECTEURS",501,"3654","3000.3","90670917","3344","38","CC de la Matheysine"
"3131",200040657,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",15,"s","s","s","s","38","CC de la Matheysine"
"3132",200040657,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",36,"258","231.66","8278944","252","38","CC de la Matheysine"
"3133",200040657,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",19,"507","375.72","11956022","453","38","CC de la Matheysine"
"3134",200040657,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",4,"61","51.52","1259784","52","38","CC de la Matheysine"
"3135",200040657,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","s","38","CC de la Matheysine"
"3136",200040657,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",117,"1273","1168.79","37981384","1234","38","CC de la Matheysine"
"3137",200040657,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",305,"1518","1144.45","30242509","1318","38","CC de la Matheysine"
"3138",200040681,"1-TOTAL-ESS","TOUS SECTEURS",89,"694","552.56","14239919","633","84","CC Enclave des Papes-Pays de Grignan"
"3139",200040681,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"16","15.04","660892","16","84","CC Enclave des Papes-Pays de Grignan"
"3140",200040681,"1-TOTAL-ESS","2-ENSEIGNEMENT",10,"138","112.54","3451092","127","84","CC Enclave des Papes-Pays de Grignan"
"3141",200040681,"1-TOTAL-ESS","4-ACTION SOCIALE",13,"319","243.91","5338195","305","84","CC Enclave des Papes-Pays de Grignan"
"3142",200040681,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",20,"62","51.19","1235946","46","84","CC Enclave des Papes-Pays de Grignan"
"3143",200040681,"1-TOTAL-ESS","6-NON-CLASSES",25,"88","61.12","1443556","72","84","CC Enclave des Papes-Pays de Grignan"
"3144",200040681,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",5,"35","37.66","1357866","33","84","CC Enclave des Papes-Pays de Grignan"
"3145",200040681,"1-TOTAL-ESS","8-SERVICES DIVERS",11,"36","31.1","752372","34","84","CC Enclave des Papes-Pays de Grignan"
"3146",200040681,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",79,"643","499.86","12221161","584","84","CC Enclave des Papes-Pays de Grignan"
"3147",200040681,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",10,"138","112.54","3451092","127","84","CC Enclave des Papes-Pays de Grignan"
"3148",200040681,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",13,"319","243.91","5338195","305","84","CC Enclave des Papes-Pays de Grignan"
"3149",200040681,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",20,"62","51.19","1235946","46","84","CC Enclave des Papes-Pays de Grignan"
"3150",200040681,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",25,"88","61.12","1443556","72","84","CC Enclave des Papes-Pays de Grignan"
"3151",200040681,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",11,"36","31.1","752372","34","84","CC Enclave des Papes-Pays de Grignan"
"3152",200040681,"3-TOTAL-HORS ESS","TOUS SECTEURS",763,"4361","3894.79","114714992","4151","84","CC Enclave des Papes-Pays de Grignan"
"3153",200040681,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",25,"69","62.82","2820029","68","84","CC Enclave des Papes-Pays de Grignan"
"3154",200040681,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",25,"222","210.39","7214635","218","84","CC Enclave des Papes-Pays de Grignan"
"3155",200040681,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",29,"329","286.84","8660627","322","84","CC Enclave des Papes-Pays de Grignan"
"3156",200040681,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",1,"s","s","s","s","84","CC Enclave des Papes-Pays de Grignan"
"3157",200040681,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"s","s","s","s","84","CC Enclave des Papes-Pays de Grignan"
"3158",200040681,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",258,"1604","1469.23","44773257","1552","84","CC Enclave des Papes-Pays de Grignan"
"3159",200040681,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",419,"2030","1756.14","48468082","1886","84","CC Enclave des Papes-Pays de Grignan"
"3160",200040764,"1-TOTAL-ESS","TOUS SECTEURS",59,"311","258.19","6666991","272","2A","CC du Sud Corse"
"3161",200040764,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",3,"s","s","s","s","2A","CC du Sud Corse"
"3162",200040764,"1-TOTAL-ESS","2-ENSEIGNEMENT",7,"15","10.49","249791","13","2A","CC du Sud Corse"
"3163",200040764,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","s","2A","CC du Sud Corse"
"3164",200040764,"1-TOTAL-ESS","4-ACTION SOCIALE",9,"141","109.73","2270787","130","2A","CC du Sud Corse"
"3165",200040764,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",18,"24","21.63","598882","13","2A","CC du Sud Corse"
"3166",200040764,"1-TOTAL-ESS","6-NON-CLASSES",13,"82","77.57","1822949","72","2A","CC du Sud Corse"
"3167",200040764,"1-TOTAL-ESS","8-SERVICES DIVERS",7,"19","11.14","328205","14","2A","CC du Sud Corse"
"3168",200040764,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",53,"278","233.26","5495667","243","2A","CC du Sud Corse"
"3169",200040764,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",7,"15","10.49","249791","13","2A","CC du Sud Corse"
"3170",200040764,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","s","2A","CC du Sud Corse"
"3171",200040764,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",9,"141","109.73","2270787","130","2A","CC du Sud Corse"
"3172",200040764,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",18,"24","21.63","598882","13","2A","CC du Sud Corse"
"3173",200040764,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",13,"82","77.57","1822949","72","2A","CC du Sud Corse"
"3174",200040764,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",5,"s","s","s","s","2A","CC du Sud Corse"
"3175",200040764,"3-TOTAL-HORS ESS","TOUS SECTEURS",1803,"7970","8988.51","262438326","7647","2A","CC du Sud Corse"
"3176",200040764,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",37,"111","90.85","3841507","106","2A","CC du Sud Corse"
"3177",200040764,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",37,"416","407.62","14659310","411","2A","CC du Sud Corse"
"3178",200040764,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",37,"457","406.73","12244046","433","2A","CC du Sud Corse"
"3179",200040764,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",6,"136","119.69","3768577","131","2A","CC du Sud Corse"
"3180",200040764,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",20,"60","87.12","2264171","57","2A","CC du Sud Corse"
"3181",200040764,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",434,"1917","1790.64","51367036","1861","2A","CC du Sud Corse"
"3182",200040764,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",1232,"4873","6085.86","174293679","4648","2A","CC du Sud Corse"
"3183",200040772,"1-TOTAL-ESS","TOUS SECTEURS",31,"124","94.51","2356112","105","41","CC du Perche et Haut Vendômois"
"3184",200040772,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",1,"s","s","s","s","41","CC du Perche et Haut Vendômois"
"3185",200040772,"1-TOTAL-ESS","4-ACTION SOCIALE",2,"s","s","s","s","41","CC du Perche et Haut Vendômois"
"3186",200040772,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",8,"9","2.04","46133","2","41","CC du Perche et Haut Vendômois"
"3187",200040772,"1-TOTAL-ESS","6-NON-CLASSES",5,"s","s","s","s","41","CC du Perche et Haut Vendômois"
"3188",200040772,"1-TOTAL-ESS","8-SERVICES DIVERS",15,"50","51.49","1308950","49","41","CC du Perche et Haut Vendômois"
"3189",200040772,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",28,"117","88.33","2165665","98","41","CC du Perche et Haut Vendômois"
"3190",200040772,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",2,"s","s","s","s","41","CC du Perche et Haut Vendômois"
"3191",200040772,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",8,"9","2.04","46133","2","41","CC du Perche et Haut Vendômois"
"3192",200040772,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",5,"s","s","s","s","41","CC du Perche et Haut Vendômois"
"3193",200040772,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",13,"46","48.17","1220186","45","41","CC du Perche et Haut Vendômois"
"3194",200040772,"3-TOTAL-HORS ESS","TOUS SECTEURS",250,"1551","1313.01","36842268","1399","41","CC du Perche et Haut Vendômois"
"3195",200040772,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",4,"27","22.53","784386","27","41","CC du Perche et Haut Vendômois"
"3196",200040772,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",9,"68","60.59","2023536","67","41","CC du Perche et Haut Vendômois"
