"REG","typo_Coop","typo_Coop_det","sexe","type_emploi","nb_poste"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Bretagne","Ensemble","NC","Hommes","Ensemble","9738"
"Bretagne","Ensemble","NC","Femmes","Ensemble","4670"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","NC","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","NC","Femmes","Ensemble","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","226"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","314"
"Corse","Ensemble","NC","Hommes","Ensemble","256"
"Corse","Ensemble","NC","Femmes","Ensemble","125"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Grand-Est","Ensemble","NC","Hommes","Ensemble","9420"
"Grand-Est","Ensemble","NC","Femmes","Ensemble","4152"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Guadeloupe","Ensemble","NC","Hommes","Ensemble","s"
"Guadeloupe","Ensemble","NC","Femmes","Ensemble","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Guyane","Ensemble","NC","Hommes","Ensemble","s"
"Guyane","Ensemble","NC","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","NC","Hommes","Ensemble","5836"
"Hauts-de-France","Ensemble","NC","Femmes","Ensemble","2581"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","NC","Hommes","Ensemble","7321"
"Ile-de-France","Ensemble","NC","Femmes","Ensemble","5074"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","376"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","676"
"La Réunion","Ensemble","NC","Hommes","Ensemble","546"
"La Réunion","Ensemble","NC","Femmes","Ensemble","776"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","271"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","583"
"Martinique","Ensemble","NC","Hommes","Ensemble","49"
"Martinique","Ensemble","NC","Femmes","Ensemble","44"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Normandie","Ensemble","NC","Hommes","Ensemble","6104"
"Normandie","Ensemble","NC","Femmes","Ensemble","2343"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","NC","Hommes","Ensemble","12320"
"Nouvelle-Aquitaine","Ensemble","NC","Femmes","Ensemble","7420"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Occitanie","Ensemble","NC","Hommes","Ensemble","7873"
"Occitanie","Ensemble","NC","Femmes","Ensemble","5007"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","NC","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","NC","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Hommes","Ensemble","3105"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Femmes","Ensemble","1938"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Hommes","Ordinaires","8577"
"Auvergne-Rhône-Alpes","Ensemble","NC","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","NC","Femmes","Ordinaires","4841"
"Auvergne-Rhône-Alpes","Ensemble","NC","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","3274"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","4814"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Hommes","Ordinaires","3774"
"Bourgogne-Franche-Comté","Ensemble","NC","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Femmes","Ordinaires","1685"
"Bourgogne-Franche-Comté","Ensemble","NC","Femmes","Stagiaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Bretagne","Ensemble","NC","Hommes","Aides","s"
"Bretagne","Ensemble","NC","Hommes","Apprentis","136"
"Bretagne","Ensemble","NC","Hommes","Ordinaires","9507"
"Bretagne","Ensemble","NC","Hommes","Stagiaires","s"
"Bretagne","Ensemble","NC","Femmes","Aides","s"
"Bretagne","Ensemble","NC","Femmes","Apprentis","s"
"Bretagne","Ensemble","NC","Femmes","Ordinaires","4543"
"Bretagne","Ensemble","NC","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","NC","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","NC","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","NC","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","NC","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","NC","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","NC","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","NC","Femmes","Stagiaires","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Corse","Ensemble","NC","Hommes","Aides","s"
"Corse","Ensemble","NC","Hommes","Apprentis","s"
"Corse","Ensemble","NC","Hommes","Ordinaires","s"
"Corse","Ensemble","NC","Femmes","Apprentis","s"
"Corse","Ensemble","NC","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Grand-Est","Ensemble","NC","Hommes","Aides","s"
"Grand-Est","Ensemble","NC","Hommes","Apprentis","s"
"Grand-Est","Ensemble","NC","Hommes","Ordinaires","9053"
"Grand-Est","Ensemble","NC","Hommes","Stagiaires","s"
"Grand-Est","Ensemble","NC","Femmes","Aides","s"
"Grand-Est","Ensemble","NC","Femmes","Apprentis","s"
"Grand-Est","Ensemble","NC","Femmes","Ordinaires","3998"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Guadeloupe","Ensemble","NC","Hommes","Ordinaires","s"
"Guadeloupe","Ensemble","NC","Femmes","Aides","s"
"Guadeloupe","Ensemble","NC","Femmes","Ordinaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Guyane","Ensemble","NC","Hommes","Aides","s"
"Guyane","Ensemble","NC","Hommes","Apprentis","s"
"Guyane","Ensemble","NC","Hommes","Ordinaires","33"
"Guyane","Ensemble","NC","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Hauts-de-France","Ensemble","NC","Hommes","Aides","s"
"Hauts-de-France","Ensemble","NC","Hommes","Apprentis","s"
"Hauts-de-France","Ensemble","NC","Hommes","Ordinaires","5635"
"Hauts-de-France","Ensemble","NC","Hommes","Stagiaires","s"
"Hauts-de-France","Ensemble","NC","Femmes","Aides","s"
"Hauts-de-France","Ensemble","NC","Femmes","Apprentis","s"
"Hauts-de-France","Ensemble","NC","Femmes","Ordinaires","2471"
"Hauts-de-France","Ensemble","NC","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","NC","Hommes","Aides","s"
"Ile-de-France","Ensemble","NC","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","NC","Hommes","Ordinaires","7025"
"Ile-de-France","Ensemble","NC","Hommes","Stagiaires","s"
"Ile-de-France","Ensemble","NC","Femmes","Aides","113"
"Ile-de-France","Ensemble","NC","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","NC","Femmes","Ordinaires","4875"
"Ile-de-France","Ensemble","NC","Femmes","Stagiaires","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","363"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","663"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"La Réunion","Ensemble","NC","Hommes","Aides","s"
"La Réunion","Ensemble","NC","Hommes","Apprentis","s"
"La Réunion","Ensemble","NC","Hommes","Ordinaires","534"
"La Réunion","Ensemble","NC","Femmes","Aides","s"
"La Réunion","Ensemble","NC","Femmes","Apprentis","s"
"La Réunion","Ensemble","NC","Femmes","Ordinaires","744"
"La Réunion","Ensemble","NC","Femmes","Stagiaires","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Martinique","Ensemble","NC","Hommes","Aides","s"
"Martinique","Ensemble","NC","Hommes","Apprentis","s"
"Martinique","Ensemble","NC","Hommes","Ordinaires","s"
"Martinique","Ensemble","NC","Femmes","Apprentis","s"
"Martinique","Ensemble","NC","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Normandie","Ensemble","NC","Hommes","Aides","s"
"Normandie","Ensemble","NC","Hommes","Apprentis","s"
"Normandie","Ensemble","NC","Hommes","Ordinaires","5953"
"Normandie","Ensemble","NC","Femmes","Aides","s"
"Normandie","Ensemble","NC","Femmes","Apprentis","s"
"Normandie","Ensemble","NC","Femmes","Ordinaires","2267"
"Normandie","Ensemble","NC","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","119"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","151"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","NC","Hommes","Aides","323"
"Nouvelle-Aquitaine","Ensemble","NC","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","NC","Hommes","Ordinaires","11754"
"Nouvelle-Aquitaine","Ensemble","NC","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","NC","Femmes","Aides","193"
"Nouvelle-Aquitaine","Ensemble","NC","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","NC","Femmes","Ordinaires","7151"
"Nouvelle-Aquitaine","Ensemble","NC","Femmes","Stagiaires","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Occitanie","Ensemble","NC","Hommes","Aides","s"
"Occitanie","Ensemble","NC","Hommes","Apprentis","s"
"Occitanie","Ensemble","NC","Hommes","Ordinaires","7602"
"Occitanie","Ensemble","NC","Hommes","Stagiaires","s"
"Occitanie","Ensemble","NC","Femmes","Aides","s"
"Occitanie","Ensemble","NC","Femmes","Apprentis","s"
"Occitanie","Ensemble","NC","Femmes","Ordinaires","4818"
"Occitanie","Ensemble","NC","Femmes","Stagiaires","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Pays de la Loire","Ensemble","NC","Hommes","Aides","s"
"Pays de la Loire","Ensemble","NC","Hommes","Apprentis","s"
"Pays de la Loire","Ensemble","NC","Hommes","Ordinaires","s"
"Pays de la Loire","Ensemble","NC","Hommes","Stagiaires","s"
"Pays de la Loire","Ensemble","NC","Femmes","Aides","s"
"Pays de la Loire","Ensemble","NC","Femmes","Apprentis","s"
"Pays de la Loire","Ensemble","NC","Femmes","Ordinaires","s"
"Pays de la Loire","Ensemble","NC","Femmes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
