"DEP","typo_Asso","typo_Asso_det","type_emploi","nb_poste"
"22","Ensemble","Loisirs","Aides","s"
"22","Ensemble","Loisirs","Ordinaires","s"
"22","Ensemble","Sports","Aides","s"
"22","Ensemble","Sports","Apprentis","7"
"22","Ensemble","Sports","Ordinaires","s"
"23","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","16"
"23","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"23","Ensemble","Accueil d enfants handicapes","Aides","s"
"23","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"23","Ensemble","Accueil des jeunes enfants","Aides","s"
"23","Ensemble","Accueil des jeunes enfants","Ordinaires","s"
"23","Ensemble","Action sociale NCA","Aides","s"
"23","Ensemble","Action sociale NCA","Ordinaires","98"
"23","Ensemble","Action sociale NCA","Stagiaires","s"
"23","Ensemble","Aide a domicile","Aides","s"
"23","Ensemble","Aide a domicile","Apprentis","s"
"23","Ensemble","Aide a domicile","Ordinaires","776"
"23","Ensemble","Aide par le travail","Aides","s"
"23","Ensemble","Aide par le travail","Apprentis","s"
"23","Ensemble","Aide par le travail","Ordinaires","316"
"23","Ensemble","Autres enseignements","Ordinaires","s"
"23","Ensemble","Enseignement culturel","Ordinaires","s"
"23","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","s"
"23","Ensemble","Formation continue d adultes","Aides","s"
"23","Ensemble","Formation continue d adultes","Ordinaires","s"
"23","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"23","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"23","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","152"
"23","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"23","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","s"
"23","Ensemble","Hebergement medico-social de personnes handicapees","Aides","s"
"23","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"23","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","735"
"23","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"23","Ensemble","Loisirs","Aides","5"
"23","Ensemble","Loisirs","Ordinaires","28"
"23","Ensemble","Sports","Aides","s"
"23","Ensemble","Sports","Apprentis","s"
"23","Ensemble","Sports","Ordinaires","51"
"24","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"24","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"24","Ensemble","Accueil d enfants handicapes","Aides","s"
"24","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"24","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"24","Ensemble","Accueil des jeunes enfants","Aides","14"
"24","Ensemble","Accueil des jeunes enfants","Ordinaires","87"
"24","Ensemble","Action sociale NCA","Aides","s"
"24","Ensemble","Action sociale NCA","Apprentis","s"
"24","Ensemble","Action sociale NCA","Ordinaires","894"
"24","Ensemble","Aide a domicile","Aides","s"
"24","Ensemble","Aide a domicile","Apprentis","s"
"24","Ensemble","Aide a domicile","Ordinaires","708"
"24","Ensemble","Aide par le travail","Aides","s"
"24","Ensemble","Aide par le travail","Apprentis","s"
"24","Ensemble","Aide par le travail","Ordinaires","925"
"24","Ensemble","Aide par le travail","Stagiaires","s"
"24","Ensemble","Autres enseignements","Aides","6"
"24","Ensemble","Autres enseignements","Ordinaires","97"
"24","Ensemble","Enseignement culturel","Aides","s"
"24","Ensemble","Enseignement culturel","Ordinaires","s"
"24","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"24","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"24","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","715"
"24","Ensemble","Formation continue d adultes","Aides","24"
"24","Ensemble","Formation continue d adultes","Ordinaires","120"
"24","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"24","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"24","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","192"
"24","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","23"
"24","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"24","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","698"
"24","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"24","Ensemble","Hebergement medico-social de personnes handicapees","Aides","s"
"24","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"24","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","865"
"24","Ensemble","Loisirs","Aides","13"
"24","Ensemble","Loisirs","Ordinaires","137"
"24","Ensemble","Sports","Aides","46"
"24","Ensemble","Sports","Apprentis","s"
"24","Ensemble","Sports","Ordinaires","215"
"24","Ensemble","Sports","Stagiaires","s"
"25","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"25","Ensemble","Accueil d adultes handicapes ou pers. agees","Apprentis","s"
"25","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","212"
"25","Ensemble","Accueil d adultes handicapes ou pers. agees","Stagiaires","s"
"25","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"25","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"25","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"25","Ensemble","Accueil d enfants handicapes","Aides","s"
"25","Ensemble","Accueil d enfants handicapes","Ordinaires","202"
"25","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"25","Ensemble","Accueil des jeunes enfants","Aides","s"
"25","Ensemble","Accueil des jeunes enfants","Ordinaires","s"
"25","Ensemble","Action sociale NCA","Aides","209"
"25","Ensemble","Action sociale NCA","Apprentis","s"
"25","Ensemble","Action sociale NCA","Ordinaires","797"
"25","Ensemble","Action sociale NCA","Stagiaires","s"
"25","Ensemble","Aide a domicile","Aides","s"
"25","Ensemble","Aide a domicile","Apprentis","s"
"25","Ensemble","Aide a domicile","Ordinaires","1750"
"25","Ensemble","Aide par le travail","Aides","59"
"25","Ensemble","Aide par le travail","Apprentis","s"
"25","Ensemble","Aide par le travail","Ordinaires","1874"
"25","Ensemble","Aide par le travail","Stagiaires","s"
"25","Ensemble","Autres enseignements","Aides","s"
"25","Ensemble","Autres enseignements","Apprentis","s"
"25","Ensemble","Autres enseignements","Ordinaires","s"
"25","Ensemble","Enseignement culturel","Aides","s"
"25","Ensemble","Enseignement culturel","Ordinaires","s"
"25","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","99"
"25","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","5"
"25","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1647"
"25","Ensemble","Formation continue d adultes","Aides","s"
"25","Ensemble","Formation continue d adultes","Apprentis","s"
"25","Ensemble","Formation continue d adultes","Ordinaires","193"
"25","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"25","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"25","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","329"
"25","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"25","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"25","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","548"
"25","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"25","Ensemble","Hebergement medico-social de personnes handicapees","Aides","104"
"25","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1912"
"25","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","18"
"25","Ensemble","Loisirs","Aides","s"
"25","Ensemble","Loisirs","Apprentis","s"
"25","Ensemble","Loisirs","Ordinaires","126"
"25","Ensemble","Sports","Aides","s"
"25","Ensemble","Sports","Apprentis","s"
"25","Ensemble","Sports","Ordinaires","398"
"25","Ensemble","Sports","Stagiaires","s"
"26","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"26","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"26","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"26","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"26","Ensemble","Accueil d enfants et d adolescents","Ordinaires","196"
"26","Ensemble","Accueil d enfants handicapes","Aides","s"
"26","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"26","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"26","Ensemble","Accueil des jeunes enfants","Aides","18"
"26","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"26","Ensemble","Accueil des jeunes enfants","Ordinaires","174"
"26","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"26","Ensemble","Action sociale NCA","Aides","s"
"26","Ensemble","Action sociale NCA","Apprentis","s"
"26","Ensemble","Action sociale NCA","Ordinaires","793"
"26","Ensemble","Aide a domicile","Aides","50"
"26","Ensemble","Aide a domicile","Ordinaires","1174"
"26","Ensemble","Aide par le travail","Aides","466"
"26","Ensemble","Aide par le travail","Ordinaires","642"
"26","Ensemble","Autres enseignements","Aides","s"
"26","Ensemble","Autres enseignements","Apprentis","s"
"26","Ensemble","Autres enseignements","Ordinaires","103"
"26","Ensemble","Enseignement culturel","Aides","5"
"26","Ensemble","Enseignement culturel","Ordinaires","103"
"26","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"26","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"26","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1921"
"26","Ensemble","Formation continue d adultes","Aides","41"
"26","Ensemble","Formation continue d adultes","Ordinaires","95"
"26","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"26","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"26","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","832"
"26","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"26","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","484"
"26","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"26","Ensemble","Hebergement medico-social de personnes handicapees","Aides","132"
"26","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"26","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1554"
"26","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"26","Ensemble","Loisirs","Aides","s"
"26","Ensemble","Loisirs","Apprentis","s"
"26","Ensemble","Loisirs","Ordinaires","60"
"26","Ensemble","Sports","Aides","s"
"26","Ensemble","Sports","Apprentis","s"
"26","Ensemble","Sports","Ordinaires","419"
"27","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"27","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"27","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"27","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"27","Ensemble","Accueil d enfants handicapes","Aides","s"
"27","Ensemble","Accueil d enfants handicapes","Apprentis","s"
"27","Ensemble","Accueil d enfants handicapes","Ordinaires","285"
"27","Ensemble","Accueil des jeunes enfants","Aides","15"
"27","Ensemble","Accueil des jeunes enfants","Ordinaires","74"
"27","Ensemble","Action sociale NCA","Aides","61"
"27","Ensemble","Action sociale NCA","Ordinaires","357"
"27","Ensemble","Aide a domicile","Aides","s"
"27","Ensemble","Aide a domicile","Ordinaires","765"
"27","Ensemble","Aide a domicile","Stagiaires","s"
"27","Ensemble","Aide par le travail","Aides","s"
"27","Ensemble","Aide par le travail","Apprentis","s"
"27","Ensemble","Aide par le travail","Ordinaires","1197"
"27","Ensemble","Autres enseignements","Aides","s"
"27","Ensemble","Autres enseignements","Ordinaires","52"
"27","Ensemble","Autres enseignements","Stagiaires","s"
"27","Ensemble","Enseignement culturel","Aides","s"
"27","Ensemble","Enseignement culturel","Ordinaires","s"
"27","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"27","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1129"
"27","Ensemble","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"27","Ensemble","Formation continue d adultes","Aides","s"
"27","Ensemble","Formation continue d adultes","Apprentis","s"
"27","Ensemble","Formation continue d adultes","Ordinaires","158"
"27","Ensemble","Hebergement medico-social de personnes agees","Aides","10"
"27","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","106"
"27","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","71"
"27","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"27","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","561"
"27","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"27","Ensemble","Hebergement medico-social de personnes handicapees","Aides","97"
"27","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"27","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","2043"
"27","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"27","Ensemble","Loisirs","Aides","11"
"27","Ensemble","Loisirs","Ordinaires","85"
"27","Ensemble","Sports","Aides","48"
"27","Ensemble","Sports","Apprentis","s"
"27","Ensemble","Sports","Ordinaires","351"
"27","Ensemble","Sports","Stagiaires","s"
"28","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"28","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"28","Ensemble","Accueil d enfants et d adolescents","Ordinaires","131"
"28","Ensemble","Accueil d enfants et d adolescents","Stagiaires","s"
"28","Ensemble","Accueil d enfants handicapes","Apprentis","6"
"28","Ensemble","Accueil d enfants handicapes","Ordinaires","147"
"28","Ensemble","Accueil des jeunes enfants","Ordinaires","s"
"28","Ensemble","Action sociale NCA","Aides","s"
"28","Ensemble","Action sociale NCA","Apprentis","s"
"28","Ensemble","Action sociale NCA","Ordinaires","470"
"28","Ensemble","Aide a domicile","Aides","8"
"28","Ensemble","Aide a domicile","Ordinaires","997"
"28","Ensemble","Aide par le travail","Aides","662"
"28","Ensemble","Aide par le travail","Apprentis","s"
"28","Ensemble","Aide par le travail","Ordinaires","s"
"28","Ensemble","Autres enseignements","Aides","s"
"28","Ensemble","Autres enseignements","Apprentis","s"
"28","Ensemble","Autres enseignements","Ordinaires","33"
"28","Ensemble","Enseignement culturel","Ordinaires","s"
"28","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"28","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"28","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","900"
"28","Ensemble","Formation continue d adultes","Aides","s"
"28","Ensemble","Formation continue d adultes","Apprentis","s"
"28","Ensemble","Formation continue d adultes","Ordinaires","116"
"28","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"28","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","218"
"28","Ensemble","Hebergement medico-social de personnes agees","Stagiaires","s"
"28","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"28","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"28","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","208"
"28","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"28","Ensemble","Hebergement medico-social de personnes handicapees","Aides","30"
"28","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","15"
"28","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","941"
"28","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","32"
"28","Ensemble","Loisirs","Aides","s"
"28","Ensemble","Loisirs","Apprentis","s"
"28","Ensemble","Loisirs","Ordinaires","18"
"28","Ensemble","Sports","Aides","s"
"28","Ensemble","Sports","Apprentis","s"
"28","Ensemble","Sports","Ordinaires","355"
"29","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"29","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"29","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"29","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"29","Ensemble","Accueil d enfants handicapes","Aides","s"
"29","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"29","Ensemble","Accueil des jeunes enfants","Aides","28"
"29","Ensemble","Accueil des jeunes enfants","Ordinaires","463"
"29","Ensemble","Action sociale NCA","Aides","s"
"29","Ensemble","Action sociale NCA","Ordinaires","833"
"29","Ensemble","Action sociale NCA","Stagiaires","s"
"29","Ensemble","Aide a domicile","Aides","s"
"29","Ensemble","Aide a domicile","Ordinaires","3298"
"29","Ensemble","Aide a domicile","Stagiaires","s"
"29","Ensemble","Aide par le travail","Aides","1161"
"29","Ensemble","Aide par le travail","Apprentis","s"
"29","Ensemble","Aide par le travail","Ordinaires","1496"
"29","Ensemble","Aide par le travail","Stagiaires","s"
"29","Ensemble","Autres enseignements","Aides","7"
"29","Ensemble","Autres enseignements","Ordinaires","163"
"29","Ensemble","Enseignement culturel","Aides","s"
"29","Ensemble","Enseignement culturel","Ordinaires","s"
"29","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","835"
"29","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"29","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","5839"
"29","Ensemble","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"29","Ensemble","Formation continue d adultes","Aides","s"
"29","Ensemble","Formation continue d adultes","Apprentis","s"
"29","Ensemble","Formation continue d adultes","Ordinaires","397"
"29","Ensemble","Hebergement medico-social de personnes agees","Aides","54"
"29","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"29","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","1512"
"29","Ensemble","Hebergement medico-social de personnes agees","Stagiaires","s"
"29","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","18"
"29","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","306"
"29","Ensemble","Hebergement medico-social de personnes handicapees","Aides","340"
"29","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","7"
"29","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","2618"
"29","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","73"
"29","Ensemble","Loisirs","Aides","46"
"29","Ensemble","Loisirs","Ordinaires","341"
"29","Ensemble","Sports","Aides","82"
"29","Ensemble","Sports","Apprentis","s"
"29","Ensemble","Sports","Ordinaires","667"
"29","Ensemble","Sports","Stagiaires","s"
"2A","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","41"
"2A","Ensemble","Accueil d enfants handicapes","Ordinaires","89"
"2A","Ensemble","Accueil des jeunes enfants","Aides","s"
"2A","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"2A","Ensemble","Accueil des jeunes enfants","Ordinaires","73"
"2A","Ensemble","Action sociale NCA","Aides","66"
"2A","Ensemble","Action sociale NCA","Ordinaires","114"
"2A","Ensemble","Aide a domicile","Aides","9"
"2A","Ensemble","Aide a domicile","Ordinaires","743"
"2A","Ensemble","Aide par le travail","Aides","s"
"2A","Ensemble","Aide par le travail","Ordinaires","s"
"2A","Ensemble","Autres enseignements","Aides","s"
"2A","Ensemble","Autres enseignements","Ordinaires","s"
"2A","Ensemble","Enseignement culturel","Aides","s"
"2A","Ensemble","Enseignement culturel","Ordinaires","s"
"2A","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"2A","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","s"
"2A","Ensemble","Formation continue d adultes","Ordinaires","s"
"2A","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"2A","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","s"
"2A","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"2A","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"2A","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","200"
"2A","Ensemble","Hebergement medico-social de personnes handicapees","Aides","s"
"2A","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"2A","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","261"
"2A","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"2A","Ensemble","Loisirs","Ordinaires","s"
"2A","Ensemble","Sports","Aides","s"
"2A","Ensemble","Sports","Apprentis","s"
"2A","Ensemble","Sports","Ordinaires","s"
"2B","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"2B","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"2B","Ensemble","Accueil d enfants handicapes","Aides","s"
"2B","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"2B","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"2B","Ensemble","Accueil des jeunes enfants","Aides","s"
"2B","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"2B","Ensemble","Accueil des jeunes enfants","Ordinaires","60"
"2B","Ensemble","Action sociale NCA","Aides","s"
"2B","Ensemble","Action sociale NCA","Apprentis","s"
"2B","Ensemble","Action sociale NCA","Ordinaires","149"
"2B","Ensemble","Aide a domicile","Aides","s"
"2B","Ensemble","Aide a domicile","Apprentis","s"
"2B","Ensemble","Aide a domicile","Ordinaires","894"
"2B","Ensemble","Aide par le travail","Aides","s"
"2B","Ensemble","Aide par le travail","Ordinaires","s"
"2B","Ensemble","Autres enseignements","Aides","s"
"2B","Ensemble","Autres enseignements","Ordinaires","s"
"2B","Ensemble","Enseignement culturel","Ordinaires","s"
"2B","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"2B","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"2B","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","181"
"2B","Ensemble","Formation continue d adultes","Aides","s"
"2B","Ensemble","Formation continue d adultes","Ordinaires","s"
"2B","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"2B","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"2B","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","236"
"2B","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","6"
"2B","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","83"
"2B","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","s"
"2B","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"2B","Ensemble","Loisirs","Aides","s"
"2B","Ensemble","Loisirs","Apprentis","s"
"2B","Ensemble","Loisirs","Ordinaires","53"
"2B","Ensemble","Sports","Aides","s"
"2B","Ensemble","Sports","Apprentis","s"
"2B","Ensemble","Sports","Ordinaires","117"
"30","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"30","Ensemble","Accueil d adultes handicapes ou pers. agees","Apprentis","s"
"30","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","444"
"30","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"30","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"30","Ensemble","Accueil d enfants handicapes","Aides","s"
"30","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"30","Ensemble","Accueil des jeunes enfants","Aides","102"
"30","Ensemble","Accueil des jeunes enfants","Apprentis","5"
"30","Ensemble","Accueil des jeunes enfants","Ordinaires","378"
"30","Ensemble","Action sociale NCA","Aides","68"
"30","Ensemble","Action sociale NCA","Apprentis","s"
"30","Ensemble","Action sociale NCA","Ordinaires","534"
"30","Ensemble","Action sociale NCA","Stagiaires","s"
"30","Ensemble","Aide a domicile","Aides","s"
"30","Ensemble","Aide a domicile","Apprentis","s"
"30","Ensemble","Aide a domicile","Ordinaires","2682"
"30","Ensemble","Aide par le travail","Aides","s"
"30","Ensemble","Aide par le travail","Apprentis","s"
"30","Ensemble","Aide par le travail","Ordinaires","974"
"30","Ensemble","Autres enseignements","Aides","s"
"30","Ensemble","Autres enseignements","Ordinaires","s"
"30","Ensemble","Enseignement culturel","Aides","s"
"30","Ensemble","Enseignement culturel","Ordinaires","s"
"30","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"30","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"30","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","2085"
"30","Ensemble","Formation continue d adultes","Aides","s"
"30","Ensemble","Formation continue d adultes","Apprentis","s"
"30","Ensemble","Formation continue d adultes","Ordinaires","303"
"30","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"30","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"30","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","1153"
"30","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","93"
"30","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","14"
"30","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","1026"
"30","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","13"
"30","Ensemble","Hebergement medico-social de personnes handicapees","Aides","39"
"30","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"30","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1879"
"30","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"30","Ensemble","Loisirs","Aides","s"
"30","Ensemble","Loisirs","Apprentis","s"
"30","Ensemble","Loisirs","Ordinaires","175"
"30","Ensemble","Sports","Aides","s"
"30","Ensemble","Sports","Apprentis","s"
"30","Ensemble","Sports","Ordinaires","356"
"30","Ensemble","Sports","Stagiaires","s"
"31","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"31","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"31","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"31","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"31","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"31","Ensemble","Accueil des jeunes enfants","Aides","196"
"31","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"31","Ensemble","Accueil des jeunes enfants","Ordinaires","1244"
"31","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"31","Ensemble","Action sociale NCA","Aides","160"
"31","Ensemble","Action sociale NCA","Apprentis","s"
"31","Ensemble","Action sociale NCA","Ordinaires","1818"
"31","Ensemble","Action sociale NCA","Stagiaires","s"
"31","Ensemble","Aide a domicile","Aides","s"
"31","Ensemble","Aide a domicile","Apprentis","s"
"31","Ensemble","Aide a domicile","Ordinaires","2898"
"31","Ensemble","Aide par le travail","Aides","676"
"31","Ensemble","Aide par le travail","Apprentis","s"
"31","Ensemble","Aide par le travail","Ordinaires","1678"
"31","Ensemble","Aide par le travail","Stagiaires","s"
"31","Ensemble","Autres enseignements","Aides","s"
"31","Ensemble","Autres enseignements","Apprentis","s"
"31","Ensemble","Autres enseignements","Ordinaires","481"
"31","Ensemble","Enseignement culturel","Aides","s"
"31","Ensemble","Enseignement culturel","Ordinaires","s"
"31","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"31","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"31","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","3787"
"31","Ensemble","Formation continue d adultes","Aides","29"
"31","Ensemble","Formation continue d adultes","Apprentis","7"
"31","Ensemble","Formation continue d adultes","Ordinaires","1089"
"31","Ensemble","Hebergement medico-social de personnes agees","Aides","39"
"31","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"31","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","1937"
"31","Ensemble","Hebergement medico-social de personnes agees","Stagiaires","s"
"31","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","78"
"31","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","5"
"31","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","1037"
"31","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","5"
