"REG","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Ile-de-France","Hors ESS","Ensemble","2 - Petites entreprises","57448","38148","1065632","984480","40839169851"
"Ile-de-France","Hors ESS","Ensemble","3 - Moyennes entreprises","12920","7588","1201332","1115221","52489134247"
"Ile-de-France","Hors ESS","Ensemble","4 - Grandes entreprises","3009","1512","2052719","1916055","94466390155"
"La Réunion","ESS","Ensemble","1 - Micro entreprise","1589","1345","3728","3900","108936821"
"La Réunion","ESS","Ensemble","2 - Petites entreprises","425","291","8045","7031","219805577"
"La Réunion","ESS","Ensemble","3 - Moyennes entreprises","102","56","8336","7121","218520176"
"La Réunion","ESS","Ensemble","4 - Grandes entreprises","8","6","3268","2701","87425440"
"La Réunion","Hors ESS","Ensemble","1 - Micro entreprise","18998","16234","43476","43291","1173551538"
"La Réunion","Hors ESS","Ensemble","2 - Petites entreprises","2855","1934","50446","47104","1616196520"
"La Réunion","Hors ESS","Ensemble","3 - Moyennes entreprises","529","387","52069","47521","1928557364"
"La Réunion","Hors ESS","Ensemble","4 - Grandes entreprises","73","62","61249","57002","2020443737"
"Martinique","ESS","Ensemble","1 - Micro entreprise","764","626","s","s","s"
"Martinique","ESS","Ensemble","2 - Petites entreprises","225","152","4143","3600","116858820"
"Martinique","ESS","Ensemble","3 - Moyennes entreprises","59","40","4819","4091","141172314"
"Martinique","ESS","Ensemble","4 - Grandes entreprises","2","2","s","s","s"
"Martinique","Hors ESS","Ensemble","1 - Micro entreprise","8733","7546","s","s","s"
"Martinique","Hors ESS","Ensemble","2 - Petites entreprises","1451","1017","26448","24476","861610764"
"Martinique","Hors ESS","Ensemble","3 - Moyennes entreprises","291","230","26988","24529","971770957"
"Martinique","Hors ESS","Ensemble","4 - Grandes entreprises","40","35","s","s","s"
"Normandie","ESS","Ensemble","1 - Micro entreprise","7757","6055","14429","14320","434971398"
"Normandie","ESS","Ensemble","2 - Petites entreprises","1826","1055","36039","30300","916214013"
"Normandie","ESS","Ensemble","3 - Moyennes entreprises","549","292","44800","38444","1063493316"
"Normandie","ESS","Ensemble","4 - Grandes entreprises","36","28","20244","17200","606308658"
"Normandie","Hors ESS","Ensemble","1 - Micro entreprise","77143","63147","184499","176327","4940901832"
"Normandie","Hors ESS","Ensemble","2 - Petites entreprises","12577","8336","238570","221324","6994464100"
"Normandie","Hors ESS","Ensemble","3 - Moyennes entreprises","2705","1723","250580","230131","7782766794"
"Normandie","Hors ESS","Ensemble","4 - Grandes entreprises","451","282","265339","247427","8978088339"
"Nouvelle-Aquitaine","ESS","Ensemble","1 - Micro entreprise","16173","12954","30383","31049","923529226"
"Nouvelle-Aquitaine","ESS","Ensemble","2 - Petites entreprises","3821","2316","73946","63587","1867032087"
"Nouvelle-Aquitaine","ESS","Ensemble","3 - Moyennes entreprises","1030","550","84165","71982","2004214815"
"Nouvelle-Aquitaine","ESS","Ensemble","4 - Grandes entreprises","60","34","32056","29929","1255417003"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","1 - Micro entreprise","162694","133680","375259","369227","10306284790"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","2 - Petites entreprises","24165","16153","450193","417781","13130380113"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","3 - Moyennes entreprises","4753","3042","423518","390477","13153189448"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","4 - Grandes entreprises","652","396","425248","387470","13693838300"
"Occitanie","ESS","Ensemble","1 - Micro entreprise","17179","14069","31497","31340","936371742"
"Occitanie","ESS","Ensemble","2 - Petites entreprises","3588","2223","69395","59183","1749292866"
"Occitanie","ESS","Ensemble","3 - Moyennes entreprises","1057","537","81520","69705","1964723472"
"Occitanie","ESS","Ensemble","4 - Grandes entreprises","54","31","26902","23695","860026409"
"Occitanie","Hors ESS","Ensemble","1 - Micro entreprise","160149","133489","356740","349029","9828829813"
"Occitanie","Hors ESS","Ensemble","2 - Petites entreprises","22447","14657","411447","377252","12060664076"
"Occitanie","Hors ESS","Ensemble","3 - Moyennes entreprises","4466","2761","403298","366952","12693418053"
"Occitanie","Hors ESS","Ensemble","4 - Grandes entreprises","619","347","416903","387635","14754408222"
"Pays de la Loire","ESS","Ensemble","1 - Micro entreprise","11132","8794","22469","22094","661888175"
"Pays de la Loire","ESS","Ensemble","2 - Petites entreprises","2936","1679","56664","47868","1452408802"
"Pays de la Loire","ESS","Ensemble","3 - Moyennes entreprises","772","433","62485","53852","1558391303"
"Pays de la Loire","ESS","Ensemble","4 - Grandes entreprises","50","32","20872","17319","680312043"
"Pays de la Loire","Hors ESS","Ensemble","1 - Micro entreprise","84437","68912","205364","202925","5767379917"
"Pays de la Loire","Hors ESS","Ensemble","2 - Petites entreprises","15115","10105","285584","264172","8448557716"
"Pays de la Loire","Hors ESS","Ensemble","3 - Moyennes entreprises","3569","2318","331737","304470","10305227876"
"Pays de la Loire","Hors ESS","Ensemble","4 - Grandes entreprises","537","318","300219","278763","9827499556"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","1 - Micro entreprise","12238","10158","23040","23681","727905233"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","2 - Petites entreprises","2805","1672","53414","45905","1411513132"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","3 - Moyennes entreprises","693","370","55888","48013","1396301003"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","4 - Grandes entreprises","48","32","23716","20772","776639965"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","1 - Micro entreprise","156993","132363","347432","345451","10226855356"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","2 - Petites entreprises","20662","13109","371789","344128","11666223710"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","3 - Moyennes entreprises","4097","2470","362694","332613","12019806672"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","4 - Grandes entreprises","579","334","400266","374205","14073727582"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2478","882","35962","34624","1437260189"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","1063","96","19163","16972","648342444"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","Toutes entreprises","24001","19861","232242","196271","5558003634"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","Toutes entreprises","209","53","8175","6969","222215520"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","239263","196322","1811941","1689987","60877267354"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","Toutes entreprises","16453","7303","629857","580065","19062067431"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1146","454","14053","13645","572372489"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","522","28","8794","7646","235891541"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Toutes entreprises","7816","6080","76300","64265","1766114547"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Toutes entreprises","42","8","1684","1497","46003279"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","72611","59688","536796","499842","16201569400"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Toutes entreprises","10206","5610","237122","217997","7022639097"
"Bretagne","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1425","692","27993","27415","1052964353"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","399","29","8388","7556","266597153"
"Bretagne","ESS + Hors ESS","3. Association","Toutes entreprises","10583","8799","107243","93095","2659437150"
"Bretagne","ESS + Hors ESS","4. Fondation","Toutes entreprises","65","10","4758","4145","135131022"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","90094","74172","660701","620702","19896852469"
"Bretagne","ESS + Hors ESS","Public","Toutes entreprises","5608","2571","254449","233228","7492185934"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Toutes entreprises","958","223","13170","12981","541519352"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","352","17","7411","6909","281552153"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Toutes entreprises","7382","6107","61509","52032","1397018493"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Toutes entreprises","55","8","2532","2353","64974969"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","63938","51649","518274","488201","16152325984"
"Centre-Val de Loire","ESS + Hors ESS","Public","Toutes entreprises","6534","3360","201056","187915","6001723571"
"Corse","ESS + Hors ESS","1. Coopérative","Toutes entreprises","61","43","921","861","41894239"
"Corse","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","61","5","s","s","s"
"Corse","ESS + Hors ESS","3. Association","Toutes entreprises","907","735","6373","5520","148346332"
"Corse","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","14801","13348","63694","64430","1943699815"
"Corse","ESS + Hors ESS","Public","Toutes entreprises","1012","493","31253","29902","1063527394"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2185","877","30051","29309","1275141901"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","509","52","7000","6396","262681699"
"Grand-Est","ESS + Hors ESS","3. Association","Toutes entreprises","12806","9991","150004","126931","3471252606"
"Grand-Est","ESS + Hors ESS","4. Fondation","Toutes entreprises","166","37","10320","9238","284627228"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","141055","115668","1097140","1018817","34302576152"
"Grand-Est","ESS + Hors ESS","Public","Toutes entreprises","16728","9175","441415","407054","13447265781"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Toutes entreprises","91","31","840","849","44037340"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","36","8","299","285","12598270"
"Guadeloupe","ESS + Hors ESS","3. Association","Toutes entreprises","921","712","9280","8156","235662869"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Toutes entreprises","3","0","156","141","4596308"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","9887","8639","57682","53764","1817592910"
"Guadeloupe","ESS + Hors ESS","Public","Toutes entreprises","623","217","39284","37737","1538716916"
"Guyane","ESS + Hors ESS","1. Coopérative","Toutes entreprises","21","8","157","139","6371811"
"Guyane","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","11","1","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","Toutes entreprises","380","280","4051","3705","123300838"
"Guyane","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","3881","3259","23508","21934","777110936"
"Guyane","ESS + Hors ESS","Public","Toutes entreprises","377","127","25522","23959","991218509"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1505","387","18080","17500","745708593"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","500","30","6286","5814","234857757"
"Hauts-de-France","ESS + Hors ESS","3. Association","Toutes entreprises","12584","9856","167709","142849","3980190515"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Toutes entreprises","119","23","6743","6091","187184698"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","127870","103675","1153093","1069907","35838094670"
"Hauts-de-France","ESS + Hors ESS","Public","Toutes entreprises","14169","6794","492427","452746","14649244617"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1818","455","34383","33268","1693447328"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","760","191","24453","22319","1077805184"
"Ile-de-France","ESS + Hors ESS","3. Association","Toutes entreprises","29863","24561","303733","265926","9136851127"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Toutes entreprises","596","264","31156","28258","1068398107"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","404733","342742","3891013","3656476","174426052019"
"Ile-de-France","ESS + Hors ESS","Public","Toutes entreprises","16839","4664","1231334","1154594","42223402358"
"La Réunion","ESS + Hors ESS","1. Coopérative","Toutes entreprises","149","71","2374","2104","94171144"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","41","8","s","s","s"
"La Réunion","ESS + Hors ESS","3. Association","Toutes entreprises","1892","1617","18780","16626","465111362"
"La Réunion","ESS + Hors ESS","4. Fondation","Toutes entreprises","42","2","s","s","s"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","21474","18367","122602","116342","3648853178"
"La Réunion","ESS + Hors ESS","Public","Toutes entreprises","981","250","84638","78576","3089895981"
"Martinique","ESS + Hors ESS","1. Coopérative","Toutes entreprises","98","34","947","936","50161935"
"Martinique","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","32","9","s","s","s"
"Martinique","ESS + Hors ESS","3. Association","Toutes entreprises","915","776","9673","8158","241921161"
"Martinique","ESS + Hors ESS","4. Fondation","Toutes entreprises","5","1","s","s","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","9900","8600","61257","57649","1913036227"
"Martinique","ESS + Hors ESS","Public","Toutes entreprises","615","228","41232","38957","1573523907"
"Normandie","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1134","414","15913","15567","628906735"
"Normandie","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","461","14","6091","5523","231314062"
"Normandie","ESS + Hors ESS","3. Association","Toutes entreprises","8519","6986","88885","75074","2033074320"
"Normandie","ESS + Hors ESS","4. Fondation","Toutes entreprises","54","16","4623","4101","127692268"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","84093","68944","666796","624243","20671828108"
"Normandie","ESS + Hors ESS","Public","Toutes entreprises","8783","4544","272192","250967","8024392957"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2310","957","35747","34941","1336957993"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","789","40","18088","16734","750638776"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Toutes entreprises","17855","14835","159589","138451","3769963473"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Toutes entreprises","130","22","7126","6420","192632889"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","176874","145608","1152364","1090391","35150003485"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","Toutes entreprises","15390","7663","521854","474562","15133689166"
"Occitanie","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2346","1096","28696","28244","1124474507"
"Occitanie","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","840","51","12861","11666","428327716"
"Occitanie","ESS + Hors ESS","3. Association","Toutes entreprises","18621","15694","164294","140930","3857930690"
"Occitanie","ESS + Hors ESS","4. Fondation","Toutes entreprises","71","19","3463","3082","99681576"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","173156","144106","1094401","1026433","34535347969"
"Occitanie","ESS + Hors ESS","Public","Toutes entreprises","14525","7148","493987","454435","14801972195"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1734","640","26269","25360","1003871604"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","487","26","8360","7520","263430291"
"Pays de la Loire","ESS + Hors ESS","3. Association","Toutes entreprises","12618","10261","125515","106189","3023731071"
"Pays de la Loire","ESS + Hors ESS","4. Fondation","Toutes entreprises","51","11","2346","2065","61967357"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","97751","79010","856562","805270","26433551851"
"Pays de la Loire","ESS + Hors ESS","Public","Toutes entreprises","5907","2643","266342","245059","7915113214"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1163","651","15142","14881","646620458"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","616","59","7956","6947","280167962"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","Toutes entreprises","13935","11495","128991","112990","3271980965"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","Toutes entreprises","70","27","3969","3553","113589948"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","175056","145800","1060336","1000857","34677259900"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","Toutes entreprises","7275","2476","421845","395539","13309353420"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1862","618","7003","7134","281868199"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","522","205","9130","8590","335734783"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","72","51","6010","5399","199451290"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","22","8","13819","13500","620205917"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","748","68","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","211","19","4302","3740","142625171"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","97","7","8543","7536","267524614"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","7","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","1 - Micro entreprise","18195","16163","30843","29323","821356674"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","2 - Petites entreprises","4546","3004","86340","70880","2042108746"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","1214","663","95905","80063","2217001556"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","4 - Grandes entreprises","46","31","19154","16004","477536658"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","78","27","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","72","10","1812","1500","44142701"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","55","14","4472","3852","121047619"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","4","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","202847","171478","460307","448577","13687700205"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","30376","21435","558511","514879","17774086029"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","5383","3084","484972","443132","16817452502"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","657","325","308151","283399","12598028618"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","1 - Micro entreprise","8948","3353","35732","32763","1040639245"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","2 - Petites entreprises","5016","2169","95749","87217","2754815286"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","3 - Moyennes entreprises","2107","1518","190506","174291","5878742152"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","4 - Grandes entreprises","382","263","307870","285794","9387870748"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","884","325","3176","3128","122760473"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","229","110","3953","3762","153020389"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","25","17","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","8","2","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","367","14","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","108","10","2251","1937","65344909"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","43","3","3857","3269","90752001"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","4","1","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","1 - Micro entreprise","5837","4924","10445","9966","280546416"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","2 - Petites entreprises","1607","964","31667","25829","726107359"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","355","187","27802","23030","609447946"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","4 - Grandes entreprises","17","5","6386","5440","150012826"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","16","4","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","13","3","350","302","9896037"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","13","1","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","61958","52339","144733","138379","3896992391"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8929","6262","165669","152799","4852056453"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1536","970","141632","129306","4369309548"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","188","117","84762","79359","3083211008"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","1 - Micro entreprise","7322","4080","21292","18778","579866668"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","2 - Petites entreprises","1934","896","37656","34732","1121048613"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","3 - Moyennes entreprises","802","533","73588","68425","2252300973"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","4 - Grandes entreprises","148","101","104586","96062","3069422843"
"Bretagne","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1121","538","2562","2912","96034885"
"Bretagne","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","235","118","4697","4456","154200765"
"Bretagne","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","51","27","4142","3959","128953206"
"Bretagne","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","18","9","16592","16089","673775497"
"Bretagne","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","276","14","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","79","8","1574","1341","44761880"
"Bretagne","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","37","4","s","s","s"
"Bretagne","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","7","3","3026","2789","103291275"
"Bretagne","ESS + Hors ESS","3. Association","1 - Micro entreprise","8023","7132","14251","13993","390251470"
"Bretagne","ESS + Hors ESS","3. Association","2 - Petites entreprises","1969","1327","39347","33520","977980250"
"Bretagne","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","571","325","47237","40003","1112497794"
"Bretagne","ESS + Hors ESS","3. Association","4 - Grandes entreprises","20","15","6408","5578","178707636"
"Bretagne","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","14","2","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","23","3","568","498","15429753"
"Bretagne","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","25","2","s","s","s"
"Bretagne","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","3","3","1608","1440","52424100"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","77115","65253","176134","174228","4876441247"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","10843","7612","199875","185405","5903008725"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1891","1173","174751","159805","5379209478"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","245","134","109941","101263","3738193019"
"Bretagne","ESS + Hors ESS","Public","1 - Micro entreprise","2585","918","10933","10303","335679951"
"Bretagne","ESS + Hors ESS","Public","2 - Petites entreprises","1978","955","39512","36148","1121075964"
"Bretagne","ESS + Hors ESS","Public","3 - Moyennes entreprises","890","590","80340","73415","2372422735"
"Bretagne","ESS + Hors ESS","Public","4 - Grandes entreprises","155","108","123664","113362","3663007284"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","761","166","2684","2770","107946548"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","167","42","2780","2711","101322076"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","20","12","2285","2112","82554594"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","10","3","5421","5387","249696134"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","259","8","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","67","6","1383","1265","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","22","0","2519","2322","90317463"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","4","3","s","s","114115063"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","1 - Micro entreprise","5842","5172","9574","8886","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","2 - Petites entreprises","1218","772","24126","19800","564379330"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","312","156","24017","20191","513672828"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","4 - Grandes entreprises","10","7","3792","3155","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","15","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","19","3","600","522","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","20","3","1559","1449","37865971"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","54100","45231","126865","124064","3488579208"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8099","5454","153455","142538","4532034347"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1521","862","140228","129659","4425512616"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","218","102","97726","91940","3706199813"
"Centre-Val de Loire","ESS + Hors ESS","Public","1 - Micro entreprise","4050","1917","14291","13159","412855788"
"Centre-Val de Loire","ESS + Hors ESS","Public","2 - Petites entreprises","1689","854","31983","29462","923360324"
"Centre-Val de Loire","ESS + Hors ESS","Public","3 - Moyennes entreprises","672","503","61757","57733","1888491698"
"Centre-Val de Loire","ESS + Hors ESS","Public","4 - Grandes entreprises","123","86","93025","87562","2777015761"
"Corse","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","42","29","151","137","s"
"Corse","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","17","12","s","s","s"
