"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Ensemble","Aides","25804"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Ensemble","Apprentis","24560"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Ensemble","Ordinaires","1430306"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Ensemble","Stagiaires","1511"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Ensemble","203404"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Ensemble","92138"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Ensemble","1132887"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Ensemble","1308911"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Ensemble","68851"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Ensemble","31980"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Ensemble","371149"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Ensemble","402769"
"Bretagne","ESS","Ensemble","Femmes","Ensemble","98072"
"Bretagne","ESS","Ensemble","Hommes","Ensemble","50310"
"Bretagne","Hors ESS","Ensemble","Femmes","Ensemble","437711"
"Bretagne","Hors ESS","Ensemble","Hommes","Ensemble","477439"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Ensemble","56127"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Ensemble","28495"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Ensemble","347479"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Ensemble","371851"
"Corse","ESS","Ensemble","Femmes","Ensemble","5439"
"Corse","ESS","Ensemble","Hommes","Ensemble","2374"
"Corse","Hors ESS","Ensemble","Femmes","Ensemble","43201"
"Corse","Hors ESS","Ensemble","Hommes","Ensemble","51746"
"Grand-Est","ESS","Ensemble","Femmes","Ensemble","134328"
"Grand-Est","ESS","Ensemble","Hommes","Ensemble","63047"
"Grand-Est","Hors ESS","Ensemble","Femmes","Ensemble","726930"
"Grand-Est","Hors ESS","Ensemble","Hommes","Ensemble","811625"
"Guadeloupe","ESS","Ensemble","Femmes","Ensemble","7469"
"Guadeloupe","ESS","Ensemble","Hommes","Ensemble","3106"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Ensemble","50264"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Ensemble","46702"
"Guyane","ESS","Ensemble","Femmes","Ensemble","2817"
"Guyane","ESS","Ensemble","Hommes","Ensemble","1519"
"Guyane","Hors ESS","Ensemble","Femmes","Ensemble","23148"
"Guyane","Hors ESS","Ensemble","Hommes","Ensemble","25882"
"Hauts-de-France","ESS","Ensemble","Femmes","Ensemble","129495"
"Hauts-de-France","ESS","Ensemble","Hommes","Ensemble","69323"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Ensemble","754084"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Ensemble","891436"
"Ile-de-France","ESS","Ensemble","Femmes","Ensemble","257439"
"Ile-de-France","ESS","Ensemble","Hommes","Ensemble","136286"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Ensemble","2363418"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Ensemble","2758929"
"La Réunion","ESS","Ensemble","Femmes","Ensemble","13610"
"La Réunion","ESS","Ensemble","Hommes","Ensemble","9767"
"La Réunion","Hors ESS","Ensemble","Femmes","Ensemble","94142"
"La Réunion","Hors ESS","Ensemble","Hommes","Ensemble","113098"
"Martinique","ESS","Ensemble","Femmes","Ensemble","7882"
"Martinique","ESS","Ensemble","Hommes","Ensemble","3448"
"Martinique","Hors ESS","Ensemble","Femmes","Ensemble","53066"
"Martinique","Hors ESS","Ensemble","Hommes","Ensemble","49423"
"Normandie","ESS","Ensemble","Femmes","Ensemble","75860"
"Normandie","ESS","Ensemble","Hommes","Ensemble","39652"
"Normandie","Hors ESS","Ensemble","Femmes","Ensemble","445990"
"Normandie","Hors ESS","Ensemble","Hommes","Ensemble","492998"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Ensemble","144336"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Ensemble","76214"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Ensemble","814693"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Ensemble","859525"
"Occitanie","ESS","Ensemble","Femmes","Ensemble","142309"
"Occitanie","ESS","Ensemble","Hommes","Ensemble","67005"
"Occitanie","Hors ESS","Ensemble","Femmes","Ensemble","756779"
"Occitanie","Hors ESS","Ensemble","Hommes","Ensemble","831609"
"Pays de la Loire","ESS","Ensemble","Femmes","Ensemble","110177"
"Pays de la Loire","ESS","Ensemble","Hommes","Ensemble","52313"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Ensemble","519294"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Ensemble","603610"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Ensemble","106569"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Ensemble","49489"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Ensemble","712179"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Ensemble","770002"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Aides","11728"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Apprentis","814"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Ordinaires","190263"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Stagiaires","599"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Aides","9560"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Apprentis","919"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Ordinaires","81279"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Stagiaires","380"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Aides","24129"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Apprentis","13670"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Ordinaires","1093645"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Stagiaires","1443"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Aides","19633"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Apprentis","33364"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Ordinaires","1254234"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Stagiaires","1680"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Aides","4250"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Apprentis","248"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Ordinaires","64218"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Stagiaires","135"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Aides","3137"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Apprentis","443"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Ordinaires","28354"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Stagiaires","46"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Aides","8077"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Apprentis","5260"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Ordinaires","357609"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Stagiaires","203"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Aides","5922"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Apprentis","12694"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Ordinaires","383873"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Stagiaires","280"
"Bretagne","ESS","Ensemble","Femmes","Aides","5353"
"Bretagne","ESS","Ensemble","Femmes","Apprentis","306"
"Bretagne","ESS","Ensemble","Femmes","Ordinaires","92116"
"Bretagne","ESS","Ensemble","Femmes","Stagiaires","297"
"Bretagne","ESS","Ensemble","Hommes","Aides","3931"
"Bretagne","ESS","Ensemble","Hommes","Apprentis","394"
"Bretagne","ESS","Ensemble","Hommes","Ordinaires","45900"
"Bretagne","ESS","Ensemble","Hommes","Stagiaires","85"
"Bretagne","Hors ESS","Ensemble","Femmes","Aides","8783"
"Bretagne","Hors ESS","Ensemble","Femmes","Apprentis","5123"
"Bretagne","Hors ESS","Ensemble","Femmes","Ordinaires","423460"
"Bretagne","Hors ESS","Ensemble","Femmes","Stagiaires","345"
"Bretagne","Hors ESS","Ensemble","Hommes","Aides","7390"
"Bretagne","Hors ESS","Ensemble","Hommes","Apprentis","12392"
"Bretagne","Hors ESS","Ensemble","Hommes","Ordinaires","457202"
"Bretagne","Hors ESS","Ensemble","Hommes","Stagiaires","455"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Aides","3448"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Apprentis","364"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Ordinaires","52168"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Stagiaires","147"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Aides","3206"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Apprentis","420"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Ordinaires","24816"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Stagiaires","53"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Aides","6459"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Apprentis","5783"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Ordinaires","335029"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Stagiaires","208"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Aides","4630"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Apprentis","11735"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Ordinaires","355241"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Stagiaires","245"
"Corse","ESS","Ensemble","Femmes","Aides","s"
"Corse","ESS","Ensemble","Femmes","Apprentis","s"
"Corse","ESS","Ensemble","Femmes","Ordinaires","5121"
"Corse","ESS","Ensemble","Femmes","Stagiaires","s"
"Corse","ESS","Ensemble","Hommes","Aides","s"
"Corse","ESS","Ensemble","Hommes","Apprentis","s"
"Corse","ESS","Ensemble","Hommes","Ordinaires","2036"
"Corse","ESS","Ensemble","Hommes","Stagiaires","s"
"Corse","Hors ESS","Ensemble","Femmes","Aides","s"
"Corse","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Corse","Hors ESS","Ensemble","Femmes","Ordinaires","42050"
"Corse","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Corse","Hors ESS","Ensemble","Hommes","Aides","s"
"Corse","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Corse","Hors ESS","Ensemble","Hommes","Ordinaires","50200"
"Corse","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Grand-Est","ESS","Ensemble","Femmes","Aides","9403"
"Grand-Est","ESS","Ensemble","Femmes","Apprentis","680"
"Grand-Est","ESS","Ensemble","Femmes","Ordinaires","123897"
"Grand-Est","ESS","Ensemble","Femmes","Stagiaires","348"
"Grand-Est","ESS","Ensemble","Hommes","Aides","8395"
"Grand-Est","ESS","Ensemble","Hommes","Apprentis","728"
"Grand-Est","ESS","Ensemble","Hommes","Ordinaires","53778"
"Grand-Est","ESS","Ensemble","Hommes","Stagiaires","146"
"Grand-Est","Hors ESS","Ensemble","Femmes","Aides","15476"
"Grand-Est","Hors ESS","Ensemble","Femmes","Apprentis","11213"
"Grand-Est","Hors ESS","Ensemble","Femmes","Ordinaires","699656"
"Grand-Est","Hors ESS","Ensemble","Femmes","Stagiaires","585"
"Grand-Est","Hors ESS","Ensemble","Hommes","Aides","11598"
"Grand-Est","Hors ESS","Ensemble","Hommes","Apprentis","23774"
"Grand-Est","Hors ESS","Ensemble","Hommes","Ordinaires","775547"
"Grand-Est","Hors ESS","Ensemble","Hommes","Stagiaires","706"
"Guadeloupe","ESS","Ensemble","Femmes","Aides","731"
"Guadeloupe","ESS","Ensemble","Femmes","Apprentis","s"
"Guadeloupe","ESS","Ensemble","Femmes","Ordinaires","6665"
"Guadeloupe","ESS","Ensemble","Femmes","Stagiaires","s"
"Guadeloupe","ESS","Ensemble","Hommes","Aides","411"
"Guadeloupe","ESS","Ensemble","Hommes","Apprentis","s"
"Guadeloupe","ESS","Ensemble","Hommes","Ordinaires","2642"
"Guadeloupe","ESS","Ensemble","Hommes","Stagiaires","s"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Aides","1583"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Ordinaires","48239"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Aides","1232"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Ordinaires","44965"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Guyane","ESS","Ensemble","Femmes","Aides","s"
"Guyane","ESS","Ensemble","Femmes","Apprentis","s"
"Guyane","ESS","Ensemble","Femmes","Ordinaires","2459"
"Guyane","ESS","Ensemble","Femmes","Stagiaires","s"
"Guyane","ESS","Ensemble","Hommes","Aides","s"
"Guyane","ESS","Ensemble","Hommes","Apprentis","s"
"Guyane","ESS","Ensemble","Hommes","Ordinaires","1117"
"Guyane","ESS","Ensemble","Hommes","Stagiaires","s"
"Guyane","Hors ESS","Ensemble","Femmes","Aides","s"
"Guyane","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Guyane","Hors ESS","Ensemble","Femmes","Ordinaires","21661"
"Guyane","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Guyane","Hors ESS","Ensemble","Hommes","Aides","s"
"Guyane","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Guyane","Hors ESS","Ensemble","Hommes","Ordinaires","24870"
"Guyane","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Hauts-de-France","ESS","Ensemble","Femmes","Aides","10686"
"Hauts-de-France","ESS","Ensemble","Femmes","Apprentis","513"
"Hauts-de-France","ESS","Ensemble","Femmes","Ordinaires","117977"
"Hauts-de-France","ESS","Ensemble","Femmes","Stagiaires","319"
"Hauts-de-France","ESS","Ensemble","Hommes","Aides","11531"
"Hauts-de-France","ESS","Ensemble","Hommes","Apprentis","491"
"Hauts-de-France","ESS","Ensemble","Hommes","Ordinaires","57172"
"Hauts-de-France","ESS","Ensemble","Hommes","Stagiaires","129"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Aides","23559"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Apprentis","10766"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Ordinaires","718976"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Stagiaires","783"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Aides","18509"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Apprentis","21570"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Ordinaires","850349"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Stagiaires","1008"
"Ile-de-France","ESS","Ensemble","Femmes","Aides","10147"
"Ile-de-France","ESS","Ensemble","Femmes","Apprentis","1587"
"Ile-de-France","ESS","Ensemble","Femmes","Ordinaires","243494"
"Ile-de-France","ESS","Ensemble","Femmes","Stagiaires","2211"
"Ile-de-France","ESS","Ensemble","Hommes","Aides","9044"
"Ile-de-France","ESS","Ensemble","Hommes","Apprentis","1207"
"Ile-de-France","ESS","Ensemble","Hommes","Ordinaires","124921"
"Ile-de-France","ESS","Ensemble","Hommes","Stagiaires","1114"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Aides","47449"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Apprentis","32633"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Ordinaires","2270831"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Stagiaires","12505"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Aides","30948"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Apprentis","46365"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Ordinaires","2669897"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Stagiaires","11719"
"La Réunion","ESS","Ensemble","Femmes","Aides","2056"
"La Réunion","ESS","Ensemble","Femmes","Apprentis","29"
"La Réunion","ESS","Ensemble","Femmes","Ordinaires","11500"
"La Réunion","ESS","Ensemble","Femmes","Stagiaires","25"
"La Réunion","ESS","Ensemble","Hommes","Aides","3137"
"La Réunion","ESS","Ensemble","Hommes","Apprentis","23"
"La Réunion","ESS","Ensemble","Hommes","Ordinaires","6602"
"La Réunion","ESS","Ensemble","Hommes","Stagiaires","5"
"La Réunion","Hors ESS","Ensemble","Femmes","Aides","9653"
"La Réunion","Hors ESS","Ensemble","Femmes","Apprentis","1275"
"La Réunion","Hors ESS","Ensemble","Femmes","Ordinaires","83169"
"La Réunion","Hors ESS","Ensemble","Femmes","Stagiaires","45"
"La Réunion","Hors ESS","Ensemble","Hommes","Aides","6445"
"La Réunion","Hors ESS","Ensemble","Hommes","Apprentis","2511"
"La Réunion","Hors ESS","Ensemble","Hommes","Ordinaires","104105"
"La Réunion","Hors ESS","Ensemble","Hommes","Stagiaires","37"
"Martinique","ESS","Ensemble","Femmes","Aides","937"
"Martinique","ESS","Ensemble","Femmes","Apprentis","s"
"Martinique","ESS","Ensemble","Femmes","Ordinaires","6931"
"Martinique","ESS","Ensemble","Femmes","Stagiaires","s"
"Martinique","ESS","Ensemble","Hommes","Aides","583"
"Martinique","ESS","Ensemble","Hommes","Apprentis","s"
"Martinique","ESS","Ensemble","Hommes","Ordinaires","2859"
"Martinique","ESS","Ensemble","Hommes","Stagiaires","s"
"Martinique","Hors ESS","Ensemble","Femmes","Aides","2258"
"Martinique","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Martinique","Hors ESS","Ensemble","Femmes","Ordinaires","50422"
"Martinique","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Martinique","Hors ESS","Ensemble","Hommes","Aides","1345"
"Martinique","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Martinique","Hors ESS","Ensemble","Hommes","Ordinaires","47496"
"Martinique","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Normandie","ESS","Ensemble","Femmes","Aides","5535"
"Normandie","ESS","Ensemble","Femmes","Apprentis","201"
"Normandie","ESS","Ensemble","Femmes","Ordinaires","69970"
"Normandie","ESS","Ensemble","Femmes","Stagiaires","154"
"Normandie","ESS","Ensemble","Hommes","Aides","4764"
"Normandie","ESS","Ensemble","Hommes","Apprentis","267"
"Normandie","ESS","Ensemble","Hommes","Ordinaires","34545"
"Normandie","ESS","Ensemble","Hommes","Stagiaires","76"
"Normandie","Hors ESS","Ensemble","Femmes","Aides","10351"
"Normandie","Hors ESS","Ensemble","Femmes","Apprentis","7232"
"Normandie","Hors ESS","Ensemble","Femmes","Ordinaires","428167"
"Normandie","Hors ESS","Ensemble","Femmes","Stagiaires","240"
"Normandie","Hors ESS","Ensemble","Hommes","Aides","7392"
"Normandie","Hors ESS","Ensemble","Hommes","Apprentis","15018"
"Normandie","Hors ESS","Ensemble","Hommes","Ordinaires","470247"
"Normandie","Hors ESS","Ensemble","Hommes","Stagiaires","341"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Aides","9259"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Apprentis","637"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Ordinaires","134127"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Stagiaires","313"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Aides","8383"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Apprentis","746"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Ordinaires","66943"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Stagiaires","142"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Aides","17978"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Apprentis","10503"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Ordinaires","785612"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Stagiaires","600"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Aides","13164"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Apprentis","23171"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Ordinaires","822513"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Stagiaires","677"
"Occitanie","ESS","Ensemble","Femmes","Aides","9196"
"Occitanie","ESS","Ensemble","Femmes","Apprentis","552"
"Occitanie","ESS","Ensemble","Femmes","Ordinaires","132385"
"Occitanie","ESS","Ensemble","Femmes","Stagiaires","176"
"Occitanie","ESS","Ensemble","Hommes","Aides","7313"
"Occitanie","ESS","Ensemble","Hommes","Apprentis","574"
"Occitanie","ESS","Ensemble","Hommes","Ordinaires","59021"
"Occitanie","ESS","Ensemble","Hommes","Stagiaires","97"
"Occitanie","Hors ESS","Ensemble","Femmes","Aides","20661"
"Occitanie","Hors ESS","Ensemble","Femmes","Apprentis","9163"
"Occitanie","Hors ESS","Ensemble","Femmes","Ordinaires","726257"
"Occitanie","Hors ESS","Ensemble","Femmes","Stagiaires","698"
"Occitanie","Hors ESS","Ensemble","Hommes","Aides","14571"
"Occitanie","Hors ESS","Ensemble","Hommes","Apprentis","20554"
"Occitanie","Hors ESS","Ensemble","Hommes","Ordinaires","795545"
"Occitanie","Hors ESS","Ensemble","Hommes","Stagiaires","939"
"Pays de la Loire","ESS","Ensemble","Femmes","Aides","5067"
"Pays de la Loire","ESS","Ensemble","Femmes","Apprentis","356"
"Pays de la Loire","ESS","Ensemble","Femmes","Ordinaires","104594"
"Pays de la Loire","ESS","Ensemble","Femmes","Stagiaires","160"
"Pays de la Loire","ESS","Ensemble","Hommes","Aides","4472"
"Pays de la Loire","ESS","Ensemble","Hommes","Apprentis","499"
"Pays de la Loire","ESS","Ensemble","Hommes","Ordinaires","47291"
"Pays de la Loire","ESS","Ensemble","Hommes","Stagiaires","51"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Aides","10181"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Apprentis","7753"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Ordinaires","500868"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Stagiaires","492"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Aides","8836"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Apprentis","19773"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Ordinaires","574475"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Stagiaires","526"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Aides","6587"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Apprentis","534"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Ordinaires","99243"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Stagiaires","205"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Aides","5823"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Apprentis","400"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Ordinaires","43159"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Stagiaires","107"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Aides","15345"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Apprentis","8020"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Ordinaires","688098"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Stagiaires","716"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Aides","10459"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Apprentis","16540"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Ordinaires","742208"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Stagiaires","795"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","35962"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","19163"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","Ensemble","Ensemble","232242"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","8175"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","1811941"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","Ensemble","Ensemble","629857"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","14053"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","8794"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Ensemble","Ensemble","76300"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","1684"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","536796"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Ensemble","Ensemble","237122"
"Bretagne","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","27993"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","8388"
"Bretagne","ESS + Hors ESS","3. Association","Ensemble","Ensemble","107243"
"Bretagne","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","4758"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","660701"
"Bretagne","ESS + Hors ESS","Public","Ensemble","Ensemble","254449"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","13170"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","7411"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Ensemble","Ensemble","61509"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","2532"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","518274"
"Centre-Val de Loire","ESS + Hors ESS","Public","Ensemble","Ensemble","201056"
"Corse","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","921"
"Corse","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","s"
"Corse","ESS + Hors ESS","3. Association","Ensemble","Ensemble","6373"
"Corse","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","63694"
"Corse","ESS + Hors ESS","Public","Ensemble","Ensemble","31253"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","30051"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","7000"
"Grand-Est","ESS + Hors ESS","3. Association","Ensemble","Ensemble","150004"
