"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","279"
"22","COMMERCE (GZ)","Ensemble","Ensemble","954"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","3443"
"22","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","265"
"23","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"23","COMMERCE (GZ)","Ensemble","Ensemble","119"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","41"
"23","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","43"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1011"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","48"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","41"
"24","COMMERCE (GZ)","Ensemble","Ensemble","792"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","136"
"24","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","126"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2720"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","140"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","80"
"25","COMMERCE (GZ)","Ensemble","Ensemble","183"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","701"
"25","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","49"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1437"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","181"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","181"
"26","COMMERCE (GZ)","Ensemble","Ensemble","433"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","647"
"26","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","194"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1029"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","16"
"27","COMMERCE (GZ)","Ensemble","Ensemble","266"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","168"
"27","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1174"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"28","COMMERCE (GZ)","Ensemble","Ensemble","495"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","249"
"28","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","130"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","509"
"29","COMMERCE (GZ)","Ensemble","Ensemble","1757"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","808"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","192"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","457"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"2A","COMMERCE (GZ)","Ensemble","Ensemble","19"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","19"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","83"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","57"
"2B","COMMERCE (GZ)","Ensemble","Ensemble","137"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","108"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1660"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","21"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","49"
"30","COMMERCE (GZ)","Ensemble","Ensemble","126"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","646"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","174"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3879"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","421"
"31","COMMERCE (GZ)","Ensemble","Ensemble","409"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","452"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","592"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"32","COMMERCE (GZ)","Ensemble","Ensemble","649"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","351"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","131"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3654"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","123"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","778"
"33","COMMERCE (GZ)","Ensemble","Ensemble","603"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","931"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","747"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2703"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","44"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","186"
"34","COMMERCE (GZ)","Ensemble","Ensemble","969"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","755"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","135"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4456"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","465"
"35","COMMERCE (GZ)","Ensemble","Ensemble","951"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1135"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","594"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","30"
"36","COMMERCE (GZ)","Ensemble","Ensemble","209"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","108"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2097"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","151"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","108"
"37","COMMERCE (GZ)","Ensemble","Ensemble","311"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","323"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","46"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3244"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","377"
"38","COMMERCE (GZ)","Ensemble","Ensemble","831"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","391"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","374"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"39","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"39","COMMERCE (GZ)","Ensemble","Ensemble","91"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","491"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","18"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1100"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","159"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","241"
"40","COMMERCE (GZ)","Ensemble","Ensemble","863"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","641"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","122"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","958"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"41","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","64"
"41","COMMERCE (GZ)","Ensemble","Ensemble","282"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","94"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2361"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","68"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","189"
"42","COMMERCE (GZ)","Ensemble","Ensemble","590"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","209"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","223"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","656"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","86"
"43","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","6"
"43","COMMERCE (GZ)","Ensemble","Ensemble","135"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","166"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","20"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","5747"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","94"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","979"
"44","COMMERCE (GZ)","Ensemble","Ensemble","2838"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","809"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","655"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2318"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","39"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","178"
"45","COMMERCE (GZ)","Ensemble","Ensemble","720"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","796"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","260"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","705"
"46","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","16"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"46","COMMERCE (GZ)","Ensemble","Ensemble","300"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","18"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","894"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","69"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","20"
"47","COMMERCE (GZ)","Ensemble","Ensemble","726"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","246"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","7"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","192"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","27"
"48","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"48","COMMERCE (GZ)","Ensemble","Ensemble","17"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","35"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2300"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","69"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","260"
"49","COMMERCE (GZ)","Ensemble","Ensemble","1271"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1165"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","524"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1095"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","209"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","82"
"50","COMMERCE (GZ)","Ensemble","Ensemble","202"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","2097"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","87"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1990"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","51"
"51","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"51","COMMERCE (GZ)","Ensemble","Ensemble","1406"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","2548"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","326"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"52","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","36"
"52","COMMERCE (GZ)","Ensemble","Ensemble","125"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","99"
"52","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"53","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"53","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","141"
"53","COMMERCE (GZ)","Ensemble","Ensemble","560"
"53","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","139"
"53","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","132"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1564"
"54","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","129"
"54","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","97"
"54","COMMERCE (GZ)","Ensemble","Ensemble","275"
"54","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","151"
"54","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","66"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","407"
"55","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","37"
"55","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"55","COMMERCE (GZ)","Ensemble","Ensemble","433"
"55","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"55","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","26"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2345"
"56","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","151"
"56","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","162"
"56","COMMERCE (GZ)","Ensemble","Ensemble","1272"
"56","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","384"
"56","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","147"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3075"
"57","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"57","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","195"
"57","COMMERCE (GZ)","Ensemble","Ensemble","413"
"57","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","118"
"57","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","617"
"58","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","11"
"58","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","94"
"58","COMMERCE (GZ)","Ensemble","Ensemble","164"
"58","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","118"
"58","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","12"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3352"
"59","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"59","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","601"
"59","COMMERCE (GZ)","Ensemble","Ensemble","s"
"59","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","655"
"59","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","769"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","498"
"60","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"60","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","27"
"60","COMMERCE (GZ)","Ensemble","Ensemble","473"
"60","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","610"
"60","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","640"
"61","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","123"
"61","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","35"
"61","COMMERCE (GZ)","Ensemble","Ensemble","166"
"61","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","108"
"61","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","89"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2752"
"62","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","59"
"62","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","193"
"62","COMMERCE (GZ)","Ensemble","Ensemble","438"
"62","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1258"
"62","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","172"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2383"
"63","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","172"
"63","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","457"
"63","COMMERCE (GZ)","Ensemble","Ensemble","166"
"63","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","392"
"63","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","215"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1735"
"64","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","95"
"64","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","36"
"64","COMMERCE (GZ)","Ensemble","Ensemble","374"
"64","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1045"
"64","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","194"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","593"
"65","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"65","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","63"
"65","COMMERCE (GZ)","Ensemble","Ensemble","60"
"65","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","102"
"65","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1672"
"66","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"66","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","185"
"66","COMMERCE (GZ)","Ensemble","Ensemble","353"
"66","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","484"
"66","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4639"
"67","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"67","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"67","COMMERCE (GZ)","Ensemble","Ensemble","369"
"67","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","953"
"67","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","479"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2216"
"68","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"68","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","169"
"68","COMMERCE (GZ)","Ensemble","Ensemble","975"
"68","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","659"
"68","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","5036"
"69","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","101"
"69","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","506"
"69","COMMERCE (GZ)","Ensemble","Ensemble","295"
"69","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","469"
"69","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","820"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","224"
"70","COMMERCE (GZ)","Ensemble","Ensemble","249"
"70","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"70","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1155"
"71","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","92"
"71","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"71","COMMERCE (GZ)","Ensemble","Ensemble","313"
"71","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","511"
"71","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1384"
"72","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","85"
"72","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","70"
"72","COMMERCE (GZ)","Ensemble","Ensemble","694"
"72","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","318"
"72","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","67"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1430"
"73","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"73","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"73","COMMERCE (GZ)","Ensemble","Ensemble","298"
"73","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","688"
"73","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","161"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2531"
"74","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
