"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"83","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","345","313","1492","1519","49748901"
"83","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1324","664","19294","17706","618370899"
"83","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","5030","4503","17069","21844","579252224"
"83","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","7574","6825","39472","37899","1272316668"
"83","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","622","550","2296","1886","49564432"
"83","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1586","1387","21255","19307","650970400"
"83","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","19331","15187","133420","124902","3827011721"
"83","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","806","742","2240","2180","70174017"
"84","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","437","279","11483","9749","246487957"
"84","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","909","585","4815","4493","199980898"
"84","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","1456","1434","4126","5284","129562068"
"84","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","340","322","710","959","32512325"
"84","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","840","406","12967","11916","401300412"
"84","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","2200","2013","7736","8185","200035290"
"84","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","4215","3765","30909","29736","1029014790"
"84","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","484","441","1877","1567","43525272"
"84","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","878","758","14247","12777","426219541"
"84","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","10722","8382","87213","81367","2541137096"
"84","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","438","429","847","730","17434437"
"85","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","581","371","15428","12698","317106101"
"85","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","980","623","4489","4291","196117635"
"85","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","1830","1798","3974","3976","103156092"
"85","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","207","194","652","676","20313942"
"85","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","993","602","13464","12157","400212617"
"85","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","2231","1954","6965","8521","203902980"
"85","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","4841","4197","73381","69924","2190362335"
"85","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","429","394","1457","1233","31258745"
"85","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","717","616","12597","11371","372261781"
"85","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","9707","7316","81692","75735","2281410133"
"85","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","716","686","1972","2005","52078548"
"86","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","413","248","12643","10585","265804883"
"86","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","619","418","4038","3870","169945991"
"86","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","918","906","1562","1542","37440896"
"86","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","226","213","517","604","19070057"
"86","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","725","280","13213","12117","427301698"
"86","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","885","731","5532","4924","117584775"
"86","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2238","1887","29350","28133","973270499"
"86","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","369","343","1433","1198","35832820"
"86","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","483","432","13489","12081","379096049"
"86","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","5671","4116","58613","55566","1678795058"
"86","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","401","378","1405","1268","34039336"
"87","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","333","191","9006","7603","188958658"
"87","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","496","295","3085","2962","136317725"
"87","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","604","590","943","905","20695286"
"87","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","158","148","497","523","16147371"
"87","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","517","197","9225","8586","301689175"
"87","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","875","776","3716","3343","78273149"
"87","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2023","1735","23203","22262","759296752"
"87","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","195","165","596","532","15463762"
"87","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","447","376","14009","13022","406684418"
"87","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","5366","4030","75247","62523","1833789374"
"87","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","266","244","674","596","14120669"
"88","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","335","192","9116","7642","188860504"
"88","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","540","339","2389","2267","96612540"
"88","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","617","600","1213","1171","30440927"
"88","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","83","74",NA,"324","9166211"
"88","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","634","212","7602","7035","243694150"
"88","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","970","858","3964","3822","89072297"
"88","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2713","2407","32131","30931","1021277095"
"88","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","177","168",NA,"416","10357133"
"88","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","499","419","9670","9069","294456863"
"88","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","5384","4139","40939","37210","1095761024"
"88","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","233","217","495","503","11611910"
"89","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","349","191","10457","9007","251731315"
"89","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","416","233","2099","1995","86621089"
"89","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","968","952","2684","2374","62392326"
"89","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","139","124","203","270","8504161"
"89","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","603","163","6543","6230","205952703"
"89","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","794","705","3220","2919","67331077"
"89","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2120","1867","23563","22705","758639101"
"89","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","165","149","470","426","11252393"
"89","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","432","360","6209","5724","189944822"
"89","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","4734","3562","41490","37628","1108758057"
"89","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","211","193","626","569","19878859"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","89","45","3010","2566","63828156"
"90","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","164","92","981","877","43534732"
"90","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","56","53","88","83","2038546"
"90","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","35","29","105","146","4745095"
"90","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","242","78","3497","3292","116490038"
"90","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","294","258","1345","1151","26924359"
"90","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","712","624","10497","9974","423987141"
"90","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","81","72","600","481","11725098"
"90","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","174","138","4620","4035","137616511"
"90","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","1891","1412","19565","17923","606768051"
"90","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","79","74","178","141","3251420"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","780","412","21887","18897","522035799"
"91","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","1313","771","10787","10006","540153393"
"91","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","224","217","542","555","14776425"
"91","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","395","374","1642","1857","74992243"
"91","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1610","679","34863","32543","1115861455"
"91","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","2297","1899","13691","11693","301638125"
"91","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","6447","5781","73698","71551","3115179785"
"91","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","548","503","2062","1643","52196068"
"91","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1004","854","21658","19946","698907940"
"91","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","17001","13590","247441","227685","9016641239"
"91","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","872","809","2924","2205","66457689"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","1134","561","29989","25872","723375019"
"92","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","2913","1862","95013","92553","6889123264"
"92","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","24","22","140","115","5780380"
"92","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","747","690","4030","4233","221373258"
"92","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1823","1018","37972","34814","1287295959"
"92","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","4752","3824","31673","28175","788016462"
"92","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","5495","4604","136206","132752","8323238054"
"92","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","815","759","4440","3662","131901385"
"92","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","7","3","187","189","6662223"
"92","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1656","1438","33509","30536","1113780975"
"92","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","35523","29483","649554","622361","34030695478"
"92","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","669","599","5060","4075","157458550"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","759","361","22451","19490","529398749"
"93","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","1292","730","25988","24932","1522947217"
"93","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","13","12",NA,NA,NA
"93","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","813","759","2348","2887","105998882"
"93","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1799","836","40353","37290","1305909847"
"93","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","3540","3055","19981","16950","460681750"
"93","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","9154","8392","84916","80076","3440301470"
"93","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","715","657","3713","3382","106959568"
"93","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","3","1",NA,NA,NA
"93","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1172","1006","27549","24874","879728670"
"93","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","23521","19377","359418","335359","13841522852"
"93","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","523","491","2802","2254","68129765"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","798","380","22548","19470","528399764"
"94","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","1471","856","26544","25696","1518017462"
"94","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","30","28",NA,NA,NA
"94","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","665","627","2006","2254","86920834"
"94","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1446","723","33210","29911","1059034406"
"94","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","3114","2637","17722","15209","399822593"
"94","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","6692","6059","67935","65814","2733646553"
"94","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","573","526","3058","2656","94518963"
"94","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","2","1",NA,NA,NA
"94","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1334","1147","38884","35408","1236488256"
"94","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","21514","17964","289872","272436","10884485034"
"94","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","690","645","3179","2310","68459413"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","650","307","17243","15193","408879365"
"95","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","1081","623","6977","6619","349428378"
"95","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","223","219",NA,NA,NA
"95","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","298","281","1885","2001","80469823"
"95","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1585","713","29275","26869","948746404"
"95","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","2209","1867","16076","13731","364503962"
"95","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","6395","5817","61095","58452","2355313297"
"95","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","475","443","2015","1611","47839708"
"95","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","2","2",NA,NA,NA
"95","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","919","795","22833","20817","735450449"
"95","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","15815","12866","195149","178829","6511711710"
"95","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","657","633","2014","1564","42476265"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","406","270","7618","6635","190181811"
"971","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","479","250","3147","3091","160419179"
"971","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","265","251","1414","1367","33143379"
"971","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","79","70","507","499","17835476"
"971","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","589","306","10875","10259","454590423"
"971","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","761","709","4624","4025","100617712"
"971","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2142","1967","13388","12944","436547760"
"971","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","246","225","1434","1248","33706589"
"971","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","1","0",NA,NA,NA
"971","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","469","430","9877","9299","381849283"
"971","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","5995","5008","54235","51156","1833828297"
"971","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","129","121",NA,NA,NA
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","344","264","7791","6607","185640030"
"972","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","562","343","3460","3377","182911797"
"972","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","376","359","3754","3365","79932127"
"972","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","77","70",NA,NA,NA
"972","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","543","260","10963","9812","436531216"
"972","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","778","703","4955","4489","115540804"
"972","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","2010","1850","13718","13269","457006195"
"972","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","311","289","2472","1947","50147867"
"972","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","1","1",NA,NA,NA
"972","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","525","471","10659","10240","424384078"
"972","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","5846","4861","54895","52174","1844344173"
"972","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","192","177","665","645","16478256"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","120","67","2406","2180","66749545"
"973","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","161","89","743","705","34058153"
"973","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","83","79","338","303","8769759"
"973","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","27","25",NA,NA,"6218679"
"973","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","289","124","9327","8443","361913471"
"973","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","309","276","1541","1408","35377807"
"973","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","971","839","7332","6951","264420844"
"973","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","147","120","944","827","22684199"
"973","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","2","0",NA,NA,NA
"973","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","129","106","4592","4448","194716333"
"973","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","2370","1894","25775","24244","903147080"
"973","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","63","56","187","179",NA
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Tous établissements","615","379","17805","15108","381041007"
"974","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Tous établissements","1044","682","6101","5831","270861550"
"974","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Tous établissements","1139","1104","2861","2601","81257737"
"974","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Tous établissements","232","207",NA,NA,"34911565"
"974","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Tous établissements","1282","657","25664","23462","1129238761"
"974","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Tous établissements","1528","1379","8187","7300","171274761"
"974","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Tous établissements","4567","4185","31407","31428","994564466"
"974","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Tous établissements","602","562","3695","3189","73760557"
"974","ESS + Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","Tous établissements","2","2",NA,NA,NA
"974","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Tous établissements","1719","1578","16714","15711","656987625"
"974","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Tous établissements","11387","9142","115511","108459","3545559218"
"974","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Tous établissements","462","438","1568","1487",NA
"1","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","178","118",NA,NA,NA
"1","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","162","74","3872","3195","84487443"
"1","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","89","38","7923","6893","175513349"
"1","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","2","1",NA,NA,NA
"1","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","766","539","1990","1852","94886978"
"1","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","58","28","941","893","47191241"
"1","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","2","0",NA,NA,NA
"1","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","1","0",NA,NA,NA
"1","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","660","652","957","912","19674650"
"1","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","23","21",NA,NA,NA
"1","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","3","2",NA,NA,NA
"1","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","144","135",NA,"139","4389766"
"1","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","9","6","169","157","4610033"
"1","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","1","1",NA,NA,NA
"1","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","1","1",NA,NA,NA
"1","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","619","250",NA,NA,NA
"1","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","206","61","3925","3550","117060592"
"1","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","67","60","5633","5113","185274035"
"1","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","1","1",NA,NA,NA
"1","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","1326","1181","3102","2871","67799966"
"1","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","117","98","2047","1854","48376166"
"1","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","7","7","566","457","12427117"
"1","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1 - Micro entreprise","3651","3301","9955",NA,"302120483"
"1","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2 - Petites entreprises","872","733","18021","17182","584810679"
"1","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3 - Moyennes entreprises","186","125","18676","17553","668347950"
"1","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4 - Grandes entreprises","20","14","10424",NA,"472435633"
"1","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","299","275",NA,NA,NA
"1","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","36","31","615","491","14752978"
