"DEP","typo_Mut","typo_Mut_det","type_emploi","nb_poste"
"42","Ensemble","Assurances","Aides","19"
"42","Ensemble","Assurances","Apprentis","s"
"42","Ensemble","Assurances","Ordinaires","s"
"42","Ensemble","Assurances","Stagiaires","s"
"42","Ensemble","Hebergement medico-social et social","Apprentis","s"
"42","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"43","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"43","Ensemble","Assurances","Aides","s"
"43","Ensemble","Assurances","Ordinaires","s"
"43","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"44","Ensemble","Action sociale sans hebergement","Ordinaires","151"
"44","Ensemble","Activites de services financiers et d assurances","Aides","s"
"44","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"44","Ensemble","Assurances","Aides","s"
"44","Ensemble","Assurances","Apprentis","s"
"44","Ensemble","Assurances","Ordinaires","s"
"44","Ensemble","Hebergement medico-social et social","Aides","s"
"44","Ensemble","Hebergement medico-social et social","Apprentis","s"
"44","Ensemble","Hebergement medico-social et social","Ordinaires","1185"
"45","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"45","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"45","Ensemble","Assurances","Aides","s"
"45","Ensemble","Assurances","Apprentis","39"
"45","Ensemble","Assurances","Ordinaires","s"
"45","Ensemble","Assurances","Stagiaires","s"
"45","Ensemble","Hebergement medico-social et social","Aides","s"
"45","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"46","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"46","Ensemble","Assurances","Apprentis","s"
"46","Ensemble","Assurances","Ordinaires","s"
"47","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"47","Ensemble","Assurances","Aides","s"
"47","Ensemble","Assurances","Apprentis","s"
"47","Ensemble","Assurances","Ordinaires","s"
"47","Ensemble","Assurances","Stagiaires","s"
"47","Ensemble","Hebergement medico-social et social","Aides","s"
"47","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"48","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"48","Ensemble","Assurances","Ordinaires","s"
"49","Ensemble","Action sociale sans hebergement","Aides","s"
"49","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"49","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"49","Ensemble","Assurances","Aides","s"
"49","Ensemble","Assurances","Apprentis","s"
"49","Ensemble","Assurances","Ordinaires","s"
"49","Ensemble","Hebergement medico-social et social","Aides","s"
"49","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"50","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"50","Ensemble","Assurances","Aides","s"
"50","Ensemble","Assurances","Ordinaires","s"
"51","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"51","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"51","Ensemble","Assurances","Aides","s"
"51","Ensemble","Assurances","Apprentis","s"
"51","Ensemble","Assurances","Ordinaires","s"
"52","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"52","Ensemble","Assurances","Aides","s"
"52","Ensemble","Assurances","Apprentis","s"
"52","Ensemble","Assurances","Ordinaires","s"
"53","Ensemble","Assurances","Aides","s"
"53","Ensemble","Assurances","Apprentis","s"
"53","Ensemble","Assurances","Ordinaires","s"
"54","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"54","Ensemble","Activites de services financiers et d assurances","Aides","s"
"54","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"54","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"54","Ensemble","Assurances","Aides","26"
"54","Ensemble","Assurances","Apprentis","s"
"54","Ensemble","Assurances","Ordinaires","s"
"54","Ensemble","Assurances","Stagiaires","s"
"54","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"55","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"55","Ensemble","Assurances","Aides","s"
"55","Ensemble","Assurances","Apprentis","s"
"55","Ensemble","Assurances","Ordinaires","s"
"56","Ensemble","Action sociale sans hebergement","Ordinaires","119"
"56","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"56","Ensemble","Assurances","Aides","s"
"56","Ensemble","Assurances","Apprentis","s"
"56","Ensemble","Assurances","Ordinaires","s"
"56","Ensemble","Hebergement medico-social et social","Aides","s"
"56","Ensemble","Hebergement medico-social et social","Apprentis","s"
"56","Ensemble","Hebergement medico-social et social","Ordinaires","566"
"57","Ensemble","Activites de services financiers et d assurances","Ordinaires","6"
"57","Ensemble","Assurances","Aides","8"
"57","Ensemble","Assurances","Apprentis","6"
"57","Ensemble","Assurances","Ordinaires","482"
"58","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"58","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"58","Ensemble","Assurances","Aides","s"
"58","Ensemble","Assurances","Apprentis","s"
"58","Ensemble","Assurances","Ordinaires","s"
"59","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"59","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"59","Ensemble","Assurances","Aides","s"
"59","Ensemble","Assurances","Apprentis","s"
"59","Ensemble","Assurances","Ordinaires","s"
"59","Ensemble","Assurances","Stagiaires","s"
"60","Ensemble","Assurances","Aides","19"
"60","Ensemble","Assurances","Apprentis","s"
"60","Ensemble","Assurances","Ordinaires","977"
"60","Ensemble","Assurances","Stagiaires","s"
"60","Ensemble","Hebergement medico-social et social","Aides","s"
"60","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"61","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"61","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"61","Ensemble","Assurances","Aides","s"
"61","Ensemble","Assurances","Ordinaires","s"
"61","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"62","Ensemble","Assurances","Aides","s"
"62","Ensemble","Assurances","Apprentis","s"
"62","Ensemble","Assurances","Ordinaires","982"
"62","Ensemble","Assurances","Stagiaires","s"
"62","Ensemble","Hebergement medico-social et social","Aides","s"
"62","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"63","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"63","Ensemble","Activites de services financiers et d assurances","Aides","s"
"63","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"63","Ensemble","Assurances","Aides","s"
"63","Ensemble","Assurances","Apprentis","s"
"63","Ensemble","Assurances","Ordinaires","s"
"63","Ensemble","Hebergement medico-social et social","Aides","s"
"63","Ensemble","Hebergement medico-social et social","Apprentis","s"
"63","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"64","Ensemble","Action sociale sans hebergement","Apprentis","s"
"64","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"64","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"64","Ensemble","Assurances","Aides","s"
"64","Ensemble","Assurances","Ordinaires","s"
"65","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"65","Ensemble","Assurances","Aides","s"
"65","Ensemble","Assurances","Apprentis","s"
"65","Ensemble","Assurances","Ordinaires","s"
"65","Ensemble","Hebergement medico-social et social","Aides","s"
"65","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"66","Ensemble","Action sociale sans hebergement","Aides","s"
"66","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"66","Ensemble","Assurances","Aides","s"
"66","Ensemble","Assurances","Apprentis","s"
"66","Ensemble","Assurances","Ordinaires","419"
"67","Ensemble","Activites de services financiers et d assurances","Ordinaires","21"
"67","Ensemble","Assurances","Aides","s"
"67","Ensemble","Assurances","Apprentis","s"
"67","Ensemble","Assurances","Ordinaires","1116"
"68","Ensemble","Assurances","Aides","s"
"68","Ensemble","Assurances","Apprentis","s"
"68","Ensemble","Assurances","Ordinaires","655"
"68","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"69","Ensemble","Action sociale sans hebergement","Ordinaires","43"
"69","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"69","Ensemble","Assurances","Aides","s"
"69","Ensemble","Assurances","Apprentis","s"
"69","Ensemble","Assurances","Ordinaires","s"
"69","Ensemble","Assurances","Stagiaires","s"
"70","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"70","Ensemble","Assurances","Aides","s"
"70","Ensemble","Assurances","Apprentis","s"
"70","Ensemble","Assurances","Ordinaires","s"
"71","Ensemble","Action sociale sans hebergement","Aides","s"
"71","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"71","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"71","Ensemble","Assurances","Aides","s"
"71","Ensemble","Assurances","Ordinaires","s"
"71","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"72","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"72","Ensemble","Assurances","Aides","s"
"72","Ensemble","Assurances","Apprentis","s"
"72","Ensemble","Assurances","Ordinaires","499"
"72","Ensemble","Assurances","Stagiaires","s"
"73","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"73","Ensemble","Assurances","Aides","s"
"73","Ensemble","Assurances","Ordinaires","s"
"74","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"74","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"74","Ensemble","Assurances","Aides","s"
"74","Ensemble","Assurances","Apprentis","s"
"74","Ensemble","Assurances","Ordinaires","s"
"74","Ensemble","Assurances","Stagiaires","s"
"75","Ensemble","Action sociale sans hebergement","Aides","s"
"75","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"75","Ensemble","Action sociale sans hebergement","Stagiaires","s"
"75","Ensemble","Activites de services financiers et d assurances","Aides","s"
"75","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"75","Ensemble","Activites de services financiers et d assurances","Ordinaires","143"
"75","Ensemble","Assurances","Aides","s"
"75","Ensemble","Assurances","Apprentis","s"
"75","Ensemble","Assurances","Ordinaires","10324"
"75","Ensemble","Assurances","Stagiaires","s"
"75","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"75","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"76","Ensemble","Action sociale sans hebergement","Apprentis","s"
"76","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"76","Ensemble","Activites de services financiers et d assurances","Aides","s"
"76","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"76","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"76","Ensemble","Assurances","Aides","s"
"76","Ensemble","Assurances","Apprentis","s"
"76","Ensemble","Assurances","Ordinaires","3147"
"76","Ensemble","Assurances","Stagiaires","s"
"76","Ensemble","Hebergement medico-social et social","Aides","s"
"76","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"77","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"77","Ensemble","Activites de services financiers et d assurances","Ordinaires","9"
"77","Ensemble","Assurances","Aides","s"
"77","Ensemble","Assurances","Apprentis","s"
"77","Ensemble","Assurances","Ordinaires","554"
"77","Ensemble","Hebergement medico-social et social","Aides","s"
"77","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"77","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"78","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"78","Ensemble","Assurances","Aides","s"
"78","Ensemble","Assurances","Apprentis","s"
"78","Ensemble","Assurances","Ordinaires","s"
"78","Ensemble","Hebergement medico-social et social","Aides","s"
"78","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"79","Ensemble","Action sociale sans hebergement","Aides","s"
"79","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"79","Ensemble","Assurances","Aides","256"
"79","Ensemble","Assurances","Apprentis","s"
"79","Ensemble","Assurances","Ordinaires","7987"
"79","Ensemble","Assurances","Stagiaires","s"
"80","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"80","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"80","Ensemble","Assurances","Aides","s"
"80","Ensemble","Assurances","Apprentis","s"
"80","Ensemble","Assurances","Ordinaires","s"
"81","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"81","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"81","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"81","Ensemble","Assurances","Aides","s"
"81","Ensemble","Assurances","Apprentis","s"
"81","Ensemble","Assurances","Ordinaires","s"
"81","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"82","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"82","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"82","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"82","Ensemble","Assurances","Aides","s"
"82","Ensemble","Assurances","Apprentis","s"
"82","Ensemble","Assurances","Ordinaires","s"
"82","Ensemble","Hebergement medico-social et social","Aides","s"
"82","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"83","Ensemble","Action sociale sans hebergement","Aides","s"
"83","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"83","Ensemble","Activites de services financiers et d assurances","Aides","s"
"83","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"83","Ensemble","Assurances","Aides","s"
"83","Ensemble","Assurances","Apprentis","s"
"83","Ensemble","Assurances","Ordinaires","s"
"83","Ensemble","Assurances","Stagiaires","s"
"83","Ensemble","Hebergement medico-social et social","Aides","17"
"83","Ensemble","Hebergement medico-social et social","Ordinaires","209"
"84","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"84","Ensemble","Assurances","Aides","s"
"84","Ensemble","Assurances","Apprentis","s"
"84","Ensemble","Assurances","Ordinaires","s"
"84","Ensemble","Assurances","Stagiaires","s"
"85","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"85","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"85","Ensemble","Assurances","Aides","s"
"85","Ensemble","Assurances","Ordinaires","s"
"86","Ensemble","Action sociale sans hebergement","Aides","s"
"86","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"86","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"86","Ensemble","Assurances","Aides","s"
"86","Ensemble","Assurances","Apprentis","s"
"86","Ensemble","Assurances","Ordinaires","s"
"86","Ensemble","Hebergement medico-social et social","Aides","s"
"86","Ensemble","Hebergement medico-social et social","Apprentis","s"
"86","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"87","Ensemble","Action sociale sans hebergement","Apprentis","s"
"87","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"87","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"87","Ensemble","Assurances","Aides","s"
"87","Ensemble","Assurances","Apprentis","s"
"87","Ensemble","Assurances","Ordinaires","s"
"87","Ensemble","Assurances","Stagiaires","s"
"87","Ensemble","Hebergement medico-social et social","Aides","s"
"87","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"88","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"88","Ensemble","Assurances","Aides","s"
"88","Ensemble","Assurances","Ordinaires","s"
"89","Ensemble","Action sociale sans hebergement","Aides","s"
"89","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"89","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"89","Ensemble","Assurances","Aides","s"
"89","Ensemble","Assurances","Apprentis","s"
"89","Ensemble","Assurances","Ordinaires","s"
"89","Ensemble","Assurances","Stagiaires","s"
"89","Ensemble","Hebergement medico-social et social","Apprentis","s"
"89","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"90","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"90","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"90","Ensemble","Assurances","Aides","s"
"90","Ensemble","Assurances","Apprentis","s"
"90","Ensemble","Assurances","Ordinaires","s"
"90","Ensemble","Hebergement medico-social et social","Aides","s"
"90","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"91","Ensemble","Action sociale sans hebergement","Aides","s"
"91","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"91","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"91","Ensemble","Assurances","Aides","s"
"91","Ensemble","Assurances","Apprentis","s"
"91","Ensemble","Assurances","Ordinaires","s"
"91","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"92","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"92","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"92","Ensemble","Assurances","Aides","s"
"92","Ensemble","Assurances","Apprentis","73"
"92","Ensemble","Assurances","Ordinaires","2351"
"92","Ensemble","Assurances","Stagiaires","s"
"92","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"92","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"93","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"93","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"93","Ensemble","Assurances","Aides","s"
"93","Ensemble","Assurances","Apprentis","s"
"93","Ensemble","Assurances","Ordinaires","s"
"94","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"94","Ensemble","Assurances","Aides","s"
"94","Ensemble","Assurances","Apprentis","36"
"94","Ensemble","Assurances","Ordinaires","s"
"94","Ensemble","Assurances","Stagiaires","s"
"95","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"95","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"95","Ensemble","Assurances","Aides","s"
"95","Ensemble","Assurances","Apprentis","s"
"95","Ensemble","Assurances","Ordinaires","s"
"95","Ensemble","Hebergement medico-social et social","Aides","s"
"95","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"95","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"971","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"971","Ensemble","Assurances","Aides","s"
"971","Ensemble","Assurances","Apprentis","s"
"971","Ensemble","Assurances","Ordinaires","280"
"972","Ensemble","Assurances","Aides","s"
"972","Ensemble","Assurances","Apprentis","s"
"972","Ensemble","Assurances","Ordinaires","s"
"973","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"973","Ensemble","Assurances","Ordinaires","s"
"974","Ensemble","Assurances","Aides","s"
"974","Ensemble","Assurances","Apprentis","s"
"974","Ensemble","Assurances","Ordinaires","s"
"974","Ensemble","Assurances","Stagiaires","s"
"1","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","413"
"1","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"1","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"2","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","369"
"2","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"3","ACTION SOCIALE (QB)","Ensemble","Ensemble","66"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","484"
"3","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"3","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","168"
"4","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"4","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"5","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"5","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"6","ACTION SOCIALE (QB)","Ensemble","Ensemble","194"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","912"
"6","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","43"
"6","SANTE HUMAINE (QA)","Ensemble","Ensemble","230"
"7","ACTION SOCIALE (QB)","Ensemble","Ensemble","583"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","199"
"7","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"7","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"8","ACTION SOCIALE (QB)","Ensemble","Ensemble","132"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","90"
"8","SANTE HUMAINE (QA)","Ensemble","Ensemble","113"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","51"
"9","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"9","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","253"
"10","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","97"
"10","SANTE HUMAINE (QA)","Ensemble","Ensemble","71"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","228"
"11","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"11","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"12","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","474"
"12","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"12","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"13","ACTION SOCIALE (QB)","Ensemble","Ensemble","323"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2717"
"13","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","106"
"13","SANTE HUMAINE (QA)","Ensemble","Ensemble","610"
"14","ACTION SOCIALE (QB)","Ensemble","Ensemble","672"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","509"
"14","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","183"
"14","SANTE HUMAINE (QA)","Ensemble","Ensemble","119"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","181"
"15","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"15","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"16","ACTION SOCIALE (QB)","Ensemble","Ensemble","476"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","390"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","54"
"16","SANTE HUMAINE (QA)","Ensemble","Ensemble","96"
"17","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","470"
"17","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"17","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"18","ACTION SOCIALE (QB)","Ensemble","Ensemble","109"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","353"
"18","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","17"
"18","SANTE HUMAINE (QA)","Ensemble","Ensemble","26"
"19","ACTION SOCIALE (QB)","Ensemble","Ensemble","43"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","205"
"19","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"19","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"21","ACTION SOCIALE (QB)","Ensemble","Ensemble","2737"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","889"
"21","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","89"
"21","SANTE HUMAINE (QA)","Ensemble","Ensemble","187"
"22","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","727"
"22","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"22","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","133"
"23","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"23","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","173"
"24","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"24","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"25","ACTION SOCIALE (QB)","Ensemble","Ensemble","555"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","399"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","45"
"25","SANTE HUMAINE (QA)","Ensemble","Ensemble","431"
"26","ACTION SOCIALE (QB)","Ensemble","Ensemble","1686"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","853"
"26","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"26","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","174"
"27","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","41"
"27","SANTE HUMAINE (QA)","Ensemble","Ensemble","48"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"28","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"28","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"29","ACTION SOCIALE (QB)","Ensemble","Ensemble","814"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1207"
"29","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","77"
"29","SANTE HUMAINE (QA)","Ensemble","Ensemble","161"
"2A","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","79"
"2A","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"2A","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"2B","ACTION SOCIALE (QB)","Ensemble","Ensemble","109"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","133"
"2B","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"2B","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"30","ACTION SOCIALE (QB)","Ensemble","Ensemble","160"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","395"
"30","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","96"
"30","SANTE HUMAINE (QA)","Ensemble","Ensemble","196"
"31","ACTION SOCIALE (QB)","Ensemble","Ensemble","253"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2033"
"31","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","53"
"31","SANTE HUMAINE (QA)","Ensemble","Ensemble","252"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
