"DEP","nom_jurid_coop","nb_etab","eff_31","eff_EQTP","rem_brut"
"69","Cooperative de transport","1",NA,NA,"s"
"69","SCOP","65","684","653","23695236"
"70","Autre cooperative","30","181","175","7306384"
"70","Cooperative agricole","17","314","321","12150034"
"70","Cooperative bancaire","10","65","63","2629297"
"70","SCOP","3","10","8","203605"
"71","Autre cooperative","92","594","600","24725456"
"71","Cooperative HLM","1",NA,NA,"s"
"71","Cooperative agricole","83","679","667","24728282"
"71","Cooperative bancaire","13","709","686","31735763"
"71","Cooperative d artisans","4","13","12","340416"
"71","Cooperative de consommateurs","1",NA,NA,"s"
"71","Cooperative de transport","1",NA,NA,"s"
"71","SCOP","15","164","158","5400930"
"72","Autre cooperative","63","372","369","14087210"
"72","Cooperative agricole","86","363","371","13681079"
"72","Cooperative bancaire","58","1103","1131","50936591"
"72","Cooperative d artisans","4","73","65","2019103"
"72","Cooperative de commerçants detaillants","1",NA,NA,"s"
"72","Cooperative de transport","2",NA,NA,"s"
"72","SCOP","21","322","313","9322602"
"73","Autre cooperative","77","816","731","26092013"
"73","Cooperative HLM","1",NA,NA,"s"
"73","Cooperative agricole","46","523","485","15558521"
"73","Cooperative bancaire","16",NA,NA,"s"
"73","Cooperative d artisans","1",NA,NA,"s"
"73","Cooperative de commerçants detaillants","3","20","19","967422"
"73","Cooperative de consommateurs","2",NA,NA,"s"
"73","SCOP","15","168","168","4395306"
"74","Autre cooperative","121","1224","1189","49894138"
"74","Cooperative agricole","16","216","203","6981419"
"74","Cooperative bancaire","40","1845","1796","79255920"
"74","Cooperative d artisans","7",NA,NA,"s"
"74","Cooperative de consommateurs","2",NA,NA,"s"
"74","SCOP","11","158","148","4877494"
"75","Autre cooperative","213","5765","5506","369423280"
"75","Cooperative HLM","1",NA,NA,"s"
"75","Cooperative agricole","11","165","178","13650199"
"75","Cooperative bancaire","197","8026","7913","430614873"
"75","Cooperative d artisans","3",NA,NA,"s"
"75","Cooperative de commerçants detaillants","3","54","55","3336409"
"75","Cooperative de consommateurs","2",NA,NA,"s"
"75","SCOP","71","1806","1506","50279520"
"76","Autre cooperative","58","286","265","10788554"
"76","Cooperative HLM","1",NA,NA,"s"
"76","Cooperative agricole","74","1159","1120","42445439"
"76","Cooperative bancaire","186","2448","2438","115115825"
"76","Cooperative d artisans","5","66","69","2111562"
"76","Cooperative de consommateurs","9","326","328","9487807"
"76","Cooperative maritime","1",NA,NA,"s"
"76","SCOP","29","527","509","21193220"
"77","Autre cooperative","60","465","462","19077976"
"77","Cooperative agricole","23","221","228","8114967"
"77","Cooperative bancaire","85","2136","2108","97202037"
"77","Cooperative d artisans","3","6","7","190818"
"77","Cooperative de commerçants detaillants","1",NA,NA,"s"
"77","Cooperative de consommateurs","1",NA,NA,"s"
"77","SCOP","16","212","194","6811280"
"78","Autre cooperative","20","365","337","12393314"
"78","Cooperative agricole","8","49","52","1687727"
"78","Cooperative bancaire","176","1663","1645","81477925"
"78","Cooperative d artisans","1",NA,NA,"s"
"78","Cooperative de transport","1",NA,NA,"s"
"78","SCOP","17","194","197","7012830"
"79","Autre cooperative","36","418","390","13078725"
"79","Cooperative agricole","68","1176","1121","30163013"
"79","Cooperative bancaire","82","812","809","35050457"
"79","Cooperative d artisans","3","71","74","2285736"
"79","Cooperative de commerçants detaillants","1",NA,NA,"s"
"79","Cooperative de consommateurs","8","82","73","1871842"
"79","Cooperative de transport","2",NA,NA,"s"
"79","SCOP","24","618","538","15662964"
"80","Autre cooperative","40","575","563","29289141"
"80","Cooperative agricole","47","958","923","35875930"
"80","Cooperative bancaire","26",NA,NA,"s"
"80","Cooperative d artisans","2",NA,NA,"s"
"80","Cooperative de consommateurs","3","79","73","1715922"
"80","SCOP","12","161","145","3242046"
"81","Autre cooperative","45","373","343","12943039"
"81","Cooperative HLM","1",NA,NA,"s"
"81","Cooperative agricole","58","628","598","19779144"
"81","Cooperative bancaire","55","1017","1013","43821976"
"81","Cooperative d artisans","4",NA,"11","399823"
"81","Cooperative de commerçants detaillants","2",NA,NA,"s"
"81","Cooperative de consommateurs","6","13","10","229080"
"81","Cooperative de transport","1",NA,NA,"s"
"81","SCOP","40","349","335","9295721"
"82","Autre cooperative","19","169","148","5205858"
"82","Cooperative agricole","79","746","696","20090959"
"82","Cooperative bancaire","38","613","603","25970683"
"82","Cooperative de consommateurs","1",NA,NA,"s"
"82","SCOP","12",NA,NA,"s"
"83","Autre cooperative","104","896","848","40208857"
"83","Cooperative HLM","1",NA,NA,"s"
"83","Cooperative agricole","69","501","501","18222442"
"83","Cooperative bancaire","54","1438","1425","63238359"
"83","Cooperative d artisans","2",NA,NA,"s"
"83","Cooperative de consommateurs","3","18","14","343233"
"83","Cooperative de transport","1",NA,NA,"s"
"83","SCOP","17","70","74","2520433"
"84","Autre cooperative","14","43","39","1066037"
"84","Cooperative agricole","72","1114","1220","42743755"
"84","Cooperative bancaire","48","886","864","38155806"
"84","Cooperative d artisans","4",NA,NA,"s"
"84","Cooperative de commerçants detaillants","2",NA,NA,"s"
"84","Cooperative de transport","1",NA,NA,"s"
"84","SCOP","27","226","205","6271556"
"85","Autre cooperative","74","832","787","28398542"
"85","Cooperative HLM","1",NA,NA,"s"
"85","Cooperative agricole","108","1197","1215","41957274"
"85","Cooperative bancaire","137","1123","1133","52797906"
"85","Cooperative d artisans","20","671","641","21226569"
"85","Cooperative de commerçants detaillants","3","37","35","1083112"
"85","Cooperative de consommateurs","3",NA,NA,"s"
"85","Cooperative maritime","15","73","64","2365052"
"85","SCOP","27","530","489","14354423"
"86","Autre cooperative","41","526","477","19628019"
"86","Cooperative agricole","78","807","864","28923276"
"86","Cooperative bancaire","65","967","973","43422738"
"86","Cooperative d artisans","3",NA,NA,"s"
"86","Cooperative de commerçants detaillants","1",NA,NA,"s"
"86","Cooperative de consommateurs","18","438","406","9980338"
"86","SCOP","27","227","194","5694838"
"87","Autre cooperative","46",NA,NA,"16700301"
"87","Cooperative agricole","33","423","406","s"
"87","Cooperative bancaire","33","1006","993","45289038"
"87","Cooperative d artisans","2",NA,NA,"s"
"87","Cooperative de consommateurs","19","602","547","13551663"
"87","SCOP","30","548","523","16559152"
"88","Autre cooperative","23","243","244","7656893"
"88","Cooperative agricole","24","688","613","21465274"
"88","Cooperative bancaire","82","796","776","32365318"
"88","Cooperative d artisans","1",NA,NA,"s"
"88","Cooperative de consommateurs","3",NA,NA,"s"
"88","SCOP","14","206","197","5864483"
"89","Autre cooperative","59","448","439","18483961"
"89","Cooperative agricole","31","844","843","29001831"
"89","Cooperative bancaire","35","465","459","20547587"
"89","Cooperative d artisans","1",NA,NA,"s"
"89","Cooperative de consommateurs","4","79","69","2021185"
"89","Cooperative de transport","1",NA,NA,"s"
"89","SCOP","11","138","135","4035119"
"90","Autre cooperative","21","115","112","5061607"
"90","Cooperative bancaire","17","148","146","6857335"
"90","Cooperative de consommateurs","3",NA,NA,"s"
"90","SCOP","1",NA,NA,"s"
"91","Autre cooperative","24","521","515","21441798"
"91","Cooperative agricole","7","102","116","4289165"
"91","Cooperative bancaire","144","1138","1115","55527264"
"91","Cooperative de commerçants detaillants","3",NA,NA,"2738330"
"91","Cooperative de consommateurs","3",NA,NA,"733593"
"91","SCOP","15","587","560","26152333"
"92","Autre cooperative","57","667","646","28596051"
"92","Cooperative agricole","2",NA,NA,"s"
"92","Cooperative bancaire","120","1606","1580","83643663"
"92","Cooperative d artisans","1",NA,NA,"s"
"92","Cooperative de commerçants detaillants","5","179","173","10500480"
"92","SCOP","19","1088","1010","48099523"
"93","Autre cooperative","54","1063","1028","36907326"
"93","Cooperative HLM","1",NA,NA,"s"
"93","Cooperative bancaire","86","649","617","29345873"
"93","Cooperative d artisans","1",NA,NA,"s"
"93","Cooperative de commerçants detaillants","1",NA,NA,"s"
"93","SCOP","33","348","320","10418972"
"94","Autre cooperative","74","2132","2104","104669441"
"94","Cooperative HLM","3",NA,NA,"s"
"94","Cooperative bancaire","96","715","706","34943181"
"94","Cooperative de commerçants detaillants","2",NA,NA,"s"
"94","Cooperative de consommateurs","1",NA,NA,"s"
"94","SCOP","26","366","360","14610897"
"95","Autre cooperative","19","566","517","16297902"
"95","Cooperative HLM","1",NA,NA,"s"
"95","Cooperative agricole","2",NA,NA,"s"
"95","Cooperative bancaire","95","648","644","32695991"
"95","Cooperative d artisans","2",NA,NA,"s"
"95","Cooperative de commerçants detaillants","1",NA,NA,"s"
"95","Cooperative de consommateurs","1",NA,NA,"s"
"95","SCOP","6","30","44","1585949"
"971","Autre cooperative","27","220","228","10761600"
"971","Cooperative HLM","1",NA,NA,"s"
"971","Cooperative agricole","14","70","70","2558157"
"971","Cooperative bancaire","37","499","505","29203843"
"971","Cooperative d artisans","6","18","14","308652"
"971","Cooperative de transport","4","6",NA,"s"
"971","SCOP","2",NA,NA,"s"
"972","Autre cooperative","27","247","246","12316051"
"972","Cooperative agricole","9","58","55","1712291"
"972","Cooperative bancaire","53","629","625","35879050"
"972","Cooperative d artisans","3",NA,NA,"s"
"972","Cooperative de transport","6",NA,NA,"s"
"973","Autre cooperative","8","67","62","3054932"
"973","Cooperative agricole","4","23","20","640027"
"973","Cooperative bancaire","5","48","45","2276906"
"973","Cooperative de commerçants detaillants","1",NA,NA,"s"
"973","Cooperative maritime","1",NA,NA,"s"
"973","SCOP","2",NA,NA,"s"
"974","Autre cooperative","53","1049","797","26080962"
"974","Cooperative agricole","35","470","462","19348443"
"974","Cooperative bancaire","50","793","795","47446927"
"974","Cooperative d artisans","1",NA,NA,"s"
"974","Cooperative de commerçants detaillants","1",NA,NA,"s"
"974","Cooperative de transport","3","11","9","214951"
"974","SCOP","6","44","36","941091"
