"","EPCI","jurid1","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"2200",200066645,"1A-ASSOCIATIONS",22,"s","s","s","s","19","CC Vézère-Monédières-Millesources"
"2201",200066645,"2-COOPERATIVES",1,"s","s","s","s","19","CC Vézère-Monédières-Millesources"
"2202",200066645,"4-ESS",23,"360","280.41","7718717","337","19","CC Vézère-Monédières-Millesources"
"2203",200066645,"5-HORS ESS",134,"708","594.12","15966047","656","19","CC Vézère-Monédières-Millesources"
"2204",200066645,"5A-PUBLIC",27,"258","204.64","5486747","228","19","CC Vézère-Monédières-Millesources"
"2205",200066645,"5B-PRIVE",107,"450","389.48","10479300","428","19","CC Vézère-Monédières-Millesources"
"2206",200066645,"6-TOTAL",157,"1068","874.53","23684764","993","19","CC Vézère-Monédières-Millesources"
"2207",200066652,"1-ASSO+FOND",61,"277","202.7","4591498","236","82","CC Grand Sud Tarn et Garonne"
"2208",200066652,"1A-ASSOCIATIONS",61,"277","202.7","4591498","236","82","CC Grand Sud Tarn et Garonne"
"2209",200066652,"2-COOPERATIVES",19,"s","s","s","s","82","CC Grand Sud Tarn et Garonne"
"2210",200066652,"3-MUTUELLES",1,"s","s","s","s","82","CC Grand Sud Tarn et Garonne"
"2211",200066652,"4-ESS",81,"406","320.86","8149218","361","82","CC Grand Sud Tarn et Garonne"
"2212",200066652,"5-HORS ESS",841,"5629","4990.61","141221304","5336","82","CC Grand Sud Tarn et Garonne"
"2213",200066652,"5A-PUBLIC",80,"1737","1418.99","38360549","1609","82","CC Grand Sud Tarn et Garonne"
"2214",200066652,"5B-PRIVE",761,"3892","3571.62","102860755","3727","82","CC Grand Sud Tarn et Garonne"
"2215",200066652,"6-TOTAL",922,"6035","5311.47","149370522","5697","82","CC Grand Sud Tarn et Garonne"
"2216",200066660,"1-ASSO+FOND",70,"841","652.51","16215315","784","15","CC de Saint-Flour"
"2217",200066660,"1A-ASSOCIATIONS",69,"s","s","s","s","15","CC de Saint-Flour"
"2218",200066660,"1B-FONDATIONS",1,"s","s","s","s","15","CC de Saint-Flour"
"2219",200066660,"2-COOPERATIVES",11,"s","s","s","s","15","CC de Saint-Flour"
"2220",200066660,"3-MUTUELLES",2,"s","s","s","s","15","CC de Saint-Flour"
"2221",200066660,"4-ESS",83,"907","711.57","18183318","845","15","CC de Saint-Flour"
"2222",200066660,"5-HORS ESS",926,"5932","5190.71","145795726","5567","15","CC de Saint-Flour"
"2223",200066660,"5A-PUBLIC",125,"2192","1808.89","54958038","2026","15","CC de Saint-Flour"
"2224",200066660,"5B-PRIVE",801,"3740","3381.82","90837688","3541","15","CC de Saint-Flour"
"2225",200066660,"6-TOTAL",1009,"6839","5902.28","163979044","6412","15","CC de Saint-Flour"
"2226",200066678,"1-ASSO+FOND",54,"617","450.62","11265604","551","15","CC de la Châtaigneraie Cantalienne"
"2227",200066678,"1A-ASSOCIATIONS",54,"617","450.62","11265604","551","15","CC de la Châtaigneraie Cantalienne"
"2228",200066678,"2-COOPERATIVES",11,"77","45.39","1380402","58","15","CC de la Châtaigneraie Cantalienne"
"2229",200066678,"4-ESS",65,"694","496.01","12646006","609","15","CC de la Châtaigneraie Cantalienne"
"2230",200066678,"5-HORS ESS",647,"2995","2564.18","71856400","2809","15","CC de la Châtaigneraie Cantalienne"
"2231",200066678,"5A-PUBLIC",107,"1008","812.91","21781295","927","15","CC de la Châtaigneraie Cantalienne"
"2232",200066678,"5B-PRIVE",540,"1987","1751.27","50075105","1882","15","CC de la Châtaigneraie Cantalienne"
"2233",200066678,"6-TOTAL",712,"3689","3060.19","84502406","3418","15","CC de la Châtaigneraie Cantalienne"
"2234",200066710,"1-ASSO+FOND",58,"443","319.34","8359015","398","14","CC Cingal-Suisse Normande"
"2235",200066710,"1A-ASSOCIATIONS",57,"s","s","s","s","14","CC Cingal-Suisse Normande"
"2236",200066710,"1B-FONDATIONS",1,"s","s","s","s","14","CC Cingal-Suisse Normande"
"2237",200066710,"2-COOPERATIVES",9,"s","s","s","s","14","CC Cingal-Suisse Normande"
"2238",200066710,"3-MUTUELLES",1,"s","s","s","s","14","CC Cingal-Suisse Normande"
"2239",200066710,"4-ESS",68,"543","419.36","11943541","496","14","CC Cingal-Suisse Normande"
"2240",200066710,"5-HORS ESS",530,"2815","2343.79","65991727","2559","14","CC Cingal-Suisse Normande"
"2241",200066710,"5A-PUBLIC",86,"904","625.15","17491501","741","14","CC Cingal-Suisse Normande"
"2242",200066710,"5B-PRIVE",444,"1911","1718.64","48500226","1818","14","CC Cingal-Suisse Normande"
"2243",200066710,"6-TOTAL",598,"3358","2763.15","77935268","3055","14","CC Cingal-Suisse Normande"
"2244",200066728,"1-ASSO+FOND",46,"543","393.84","11068318","450","14","CC Vallées de l'Orne et de l'Odon"
"2245",200066728,"1A-ASSOCIATIONS",46,"543","393.84","11068318","450","14","CC Vallées de l'Orne et de l'Odon"
"2246",200066728,"2-COOPERATIVES",4,"6","8.83","267630","6","14","CC Vallées de l'Orne et de l'Odon"
"2247",200066728,"3-MUTUELLES",6,"18","19.58","458666","18","14","CC Vallées de l'Orne et de l'Odon"
"2248",200066728,"4-ESS",56,"567","422.25","11794614","474","14","CC Vallées de l'Orne et de l'Odon"
"2249",200066728,"5-HORS ESS",420,"2201","1826.45","49804723","1977","14","CC Vallées de l'Orne et de l'Odon"
"2250",200066728,"5A-PUBLIC",66,"662","512.38","15368562","559","14","CC Vallées de l'Orne et de l'Odon"
"2251",200066728,"5B-PRIVE",354,"1539","1314.07","34436161","1418","14","CC Vallées de l'Orne et de l'Odon"
"2252",200066728,"6-TOTAL",476,"2768","2248.7","61599337","2451","14","CC Vallées de l'Orne et de l'Odon"
"2253",200066744,"1-ASSO+FOND",125,"2227","1936.4","51190235","2133","19","CC Haute-Corrèze Communauté"
"2254",200066744,"1A-ASSOCIATIONS",101,"1227","1033.76","29099568","1155","19","CC Haute-Corrèze Communauté"
"2255",200066744,"1B-FONDATIONS",24,"1000","902.64","22090667","978","19","CC Haute-Corrèze Communauté"
"2256",200066744,"2-COOPERATIVES",23,"190","164.52","5929490","184","19","CC Haute-Corrèze Communauté"
"2257",200066744,"3-MUTUELLES",4,"9","8.81","343703","9","19","CC Haute-Corrèze Communauté"
"2258",200066744,"4-ESS",152,"2426","2109.73","57463428","2326","19","CC Haute-Corrèze Communauté"
"2259",200066744,"5-HORS ESS",1078,"8302","7212.06","209659123","7772","19","CC Haute-Corrèze Communauté"
"2260",200066744,"5A-PUBLIC",173,"2963","2454.29","73372607","2644","19","CC Haute-Corrèze Communauté"
"2261",200066744,"5B-PRIVE",905,"5339","4757.77","136286516","5128","19","CC Haute-Corrèze Communauté"
"2262",200066744,"6-TOTAL",1230,"10728","9321.79","267122551","10098","19","CC Haute-Corrèze Communauté"
"2263",200066751,"1-ASSO+FOND",28,"320","258.57","6070401","295","19","CC Xaintrie Val'Dordogne"
"2264",200066751,"1A-ASSOCIATIONS",28,"320","258.57","6070401","295","19","CC Xaintrie Val'Dordogne"
"2265",200066751,"2-COOPERATIVES",4,"s","s","s","s","19","CC Xaintrie Val'Dordogne"
"2266",200066751,"3-MUTUELLES",1,"s","s","s","s","19","CC Xaintrie Val'Dordogne"
"2267",200066751,"4-ESS",33,"331","267.41","6395696","303","19","CC Xaintrie Val'Dordogne"
"2268",200066751,"5-HORS ESS",362,"2052","1864.54","52242157","1939","19","CC Xaintrie Val'Dordogne"
"2269",200066751,"5A-PUBLIC",62,"736","646.09","17025566","679","19","CC Xaintrie Val'Dordogne"
"2270",200066751,"5B-PRIVE",300,"1316","1218.45","35216591","1260","19","CC Xaintrie Val'Dordogne"
"2271",200066751,"6-TOTAL",395,"2383","2131.95","58637853","2242","19","CC Xaintrie Val'Dordogne"
"2272",200066769,"1-ASSO+FOND",31,"155","112.57","2857301","133","19","CC Midi Corrézien"
"2273",200066769,"1A-ASSOCIATIONS",31,"155","112.57","2857301","133","19","CC Midi Corrézien"
"2274",200066769,"2-COOPERATIVES",6,"8","9.72","304421","8","19","CC Midi Corrézien"
"2275",200066769,"3-MUTUELLES",4,"34","28.43","678213","31","19","CC Midi Corrézien"
"2276",200066769,"4-ESS",41,"197","150.72","3839935","172","19","CC Midi Corrézien"
"2277",200066769,"5-HORS ESS",368,"1955","1767.97","49814539","1846","19","CC Midi Corrézien"
"2278",200066769,"5A-PUBLIC",75,"742","590.69","17165495","669","19","CC Midi Corrézien"
"2279",200066769,"5B-PRIVE",293,"1213","1177.28","32649044","1177","19","CC Midi Corrézien"
"2280",200066769,"6-TOTAL",409,"2152","1918.69","53654474","2018","19","CC Midi Corrézien"
"2281",200066777,"1-ASSO+FOND",144,"1645","1355.56","38741975","1548","56","CC Ploërmel Communauté"
"2282",200066777,"1A-ASSOCIATIONS",144,"1645","1355.56","38741975","1548","56","CC Ploërmel Communauté"
"2283",200066777,"2-COOPERATIVES",28,"s","s","s","s","56","CC Ploërmel Communauté"
"2284",200066777,"3-MUTUELLES",3,"s","s","s","s","56","CC Ploërmel Communauté"
"2285",200066777,"4-ESS",175,"1801","1514.09","43339736","1702","56","CC Ploërmel Communauté"
"2286",200066777,"5-HORS ESS",1156,"10739","9313.11","280798645","10121","56","CC Ploërmel Communauté"
"2287",200066777,"5A-PUBLIC",89,"2553","2098.55","62608269","2332","56","CC Ploërmel Communauté"
"2288",200066777,"5B-PRIVE",1067,"8186","7214.56","218190376","7789","56","CC Ploërmel Communauté"
"2289",200066777,"6-TOTAL",1331,"12540","10827.2","324138381","11823","56","CC Ploërmel Communauté"
"2290",200066785,"1-ASSO+FOND",112,"1227","1002.13","29331288","1163","56","CC de l'Oust à Brocéliande"
"2291",200066785,"1A-ASSOCIATIONS",112,"1227","1002.13","29331288","1163","56","CC de l'Oust à Brocéliande"
"2292",200066785,"2-COOPERATIVES",16,"s","s","s","s","56","CC de l'Oust à Brocéliande"
"2293",200066785,"3-MUTUELLES",2,"s","s","s","s","56","CC de l'Oust à Brocéliande"
"2294",200066785,"4-ESS",130,"1339","1110.71","32981574","1271","56","CC de l'Oust à Brocéliande"
"2295",200066785,"5-HORS ESS",920,"19249","9948.61","295478612","11621","56","CC de l'Oust à Brocéliande"
"2296",200066785,"5A-PUBLIC",70,"1626","1289.62","34748614","1464","56","CC de l'Oust à Brocéliande"
"2297",200066785,"5B-PRIVE",850,"17623","8658.99","260729998","10157","56","CC de l'Oust à Brocéliande"
"2298",200066785,"6-TOTAL",1050,"20588","11059.32","328460186","12892","56","CC de l'Oust à Brocéliande"
"2299",200066801,"1-ASSO+FOND",41,"251","147.17","3489945","203","14","CC Isigny-Omaha Intercom"
"2300",200066801,"1A-ASSOCIATIONS",41,"251","147.17","3489945","203","14","CC Isigny-Omaha Intercom"
"2301",200066801,"2-COOPERATIVES",13,"s","s","s","s","14","CC Isigny-Omaha Intercom"
"2302",200066801,"3-MUTUELLES",1,"s","s","s","s","14","CC Isigny-Omaha Intercom"
"2303",200066801,"4-ESS",55,"986","828.43","30149286","930","14","CC Isigny-Omaha Intercom"
"2304",200066801,"5-HORS ESS",783,"3373","2851.82","80479282","3061","14","CC Isigny-Omaha Intercom"
"2305",200066801,"5A-PUBLIC",106,"856","604.93","16694748","709","14","CC Isigny-Omaha Intercom"
"2306",200066801,"5B-PRIVE",677,"2517","2246.89","63784534","2352","14","CC Isigny-Omaha Intercom"
"2307",200066801,"6-TOTAL",838,"4359","3680.25","110628568","3991","14","CC Isigny-Omaha Intercom"
"2308",200066819,"1-ASSO+FOND",69,"539","431.27","12016140","459","31","CC du Volvestre"
"2309",200066819,"1A-ASSOCIATIONS",69,"539","431.27","12016140","459","31","CC du Volvestre"
"2310",200066819,"2-COOPERATIVES",14,"33","34.39","1287341","32","31","CC du Volvestre"
"2311",200066819,"3-MUTUELLES",3,"22","20.85","481308","21","31","CC du Volvestre"
"2312",200066819,"4-ESS",86,"594","486.51","13784789","512","31","CC du Volvestre"
"2313",200066819,"5-HORS ESS",788,"5005","4323.08","121525959","4732","31","CC du Volvestre"
"2314",200066819,"5A-PUBLIC",89,"1486","1232.52","32661815","1398","31","CC du Volvestre"
"2315",200066819,"5B-PRIVE",699,"3519","3090.56","88864144","3334","31","CC du Volvestre"
"2316",200066819,"6-TOTAL",874,"5599","4809.59","135310748","5244","31","CC du Volvestre"
"2317",200066827,"1-ASSO+FOND",43,"345","232.87","6009054","303","14","CC du Pays de Honfleur-Beuzeville"
"2318",200066827,"1A-ASSOCIATIONS",43,"345","232.87","6009054","303","14","CC du Pays de Honfleur-Beuzeville"
"2319",200066827,"2-COOPERATIVES",8,"s","s","s","s","14","CC du Pays de Honfleur-Beuzeville"
"2320",200066827,"3-MUTUELLES",2,"s","s","s","s","14","CC du Pays de Honfleur-Beuzeville"
"2321",200066827,"4-ESS",53,"381","267.24","7445357","336","14","CC du Pays de Honfleur-Beuzeville"
"2322",200066827,"5-HORS ESS",1056,"8240","7421.17","223164107","7715","14","CC du Pays de Honfleur-Beuzeville"
"2323",200066827,"5A-PUBLIC",74,"2046","1673.42","49213787","1826","14","CC du Pays de Honfleur-Beuzeville"
"2324",200066827,"5B-PRIVE",982,"6194","5747.75","173950320","5889","14","CC du Pays de Honfleur-Beuzeville"
"2325",200066827,"6-TOTAL",1109,"8621","7688.41","230609464","8051","14","CC du Pays de Honfleur-Beuzeville"
"2326",200066835,"1-ASSO+FOND",54,"381","276.18","6020948","332","51","CC de Sézanne-Sud Ouest Marnais"
"2327",200066835,"1A-ASSOCIATIONS",54,"381","276.18","6020948","332","51","CC de Sézanne-Sud Ouest Marnais"
"2328",200066835,"2-COOPERATIVES",12,"s","s","s","s","51","CC de Sézanne-Sud Ouest Marnais"
"2329",200066835,"3-MUTUELLES",1,"s","s","s","s","51","CC de Sézanne-Sud Ouest Marnais"
"2330",200066835,"4-ESS",67,"478","374.7","9972175","428","51","CC de Sézanne-Sud Ouest Marnais"
"2331",200066835,"5-HORS ESS",803,"4433","3806.63","122363004","4053","51","CC de Sézanne-Sud Ouest Marnais"
"2332",200066835,"5A-PUBLIC",132,"1233","884.55","26401462","1028","51","CC de Sézanne-Sud Ouest Marnais"
"2333",200066835,"5B-PRIVE",671,"3200","2922.08","95961542","3025","51","CC de Sézanne-Sud Ouest Marnais"
"2334",200066835,"6-TOTAL",870,"4911","4181.33","132335179","4481","51","CC de Sézanne-Sud Ouest Marnais"
"2335",200066850,"1-ASSO+FOND",55,"350","243.43","5953735","303","51","CC des Paysages de la Champagne"
"2336",200066850,"1A-ASSOCIATIONS",55,"350","243.43","5953735","303","51","CC des Paysages de la Champagne"
"2337",200066850,"2-COOPERATIVES",45,"129","119.82","4268922","116","51","CC des Paysages de la Champagne"
"2338",200066850,"4-ESS",100,"479","363.25","10222657","419","51","CC des Paysages de la Champagne"
"2339",200066850,"5-HORS ESS",1393,"4673","3816.64","106411764","4189","51","CC des Paysages de la Champagne"
"2340",200066850,"5A-PUBLIC",110,"706","474.05","12947888","554","51","CC des Paysages de la Champagne"
"2341",200066850,"5B-PRIVE",1283,"3967","3342.59","93463876","3635","51","CC des Paysages de la Champagne"
"2342",200066850,"6-TOTAL",1493,"5152","4179.89","116634421","4608","51","CC des Paysages de la Champagne"
"2343",200066868,"1-ASSO+FOND",56,"432","324.34","8157983","396","29","CC Presqu'île de Crozon-Aulne maritime"
"2344",200066868,"1A-ASSOCIATIONS",56,"432","324.34","8157983","396","29","CC Presqu'île de Crozon-Aulne maritime"
"2345",200066868,"2-COOPERATIVES",8,"20","18.97","597614","18","29","CC Presqu'île de Crozon-Aulne maritime"
"2346",200066868,"4-ESS",64,"452","343.31","8755597","414","29","CC Presqu'île de Crozon-Aulne maritime"
"2347",200066868,"5-HORS ESS",669,"4236","4082.71","122480851","4066","29","CC Presqu'île de Crozon-Aulne maritime"
"2348",200066868,"5A-PUBLIC",45,"989","875.61","24031118","939","29","CC Presqu'île de Crozon-Aulne maritime"
"2349",200066868,"5B-PRIVE",624,"3247","3207.1","98449733","3127","29","CC Presqu'île de Crozon-Aulne maritime"
"2350",200066868,"6-TOTAL",733,"4688","4426.02","131236448","4480","29","CC Presqu'île de Crozon-Aulne maritime"
"2351",200066884,"1-ASSO+FOND",48,"638","535.62","12292299","606","82","CC Quercy Vert-Aveyron"
"2352",200066884,"1A-ASSOCIATIONS",48,"638","535.62","12292299","606","82","CC Quercy Vert-Aveyron"
"2353",200066884,"2-COOPERATIVES",6,"12","8.86","294855","10","82","CC Quercy Vert-Aveyron"
"2354",200066884,"4-ESS",54,"650","544.48","12587154","616","82","CC Quercy Vert-Aveyron"
"2355",200066884,"5-HORS ESS",448,"2625","2290.95","62040159","2471","82","CC Quercy Vert-Aveyron"
"2356",200066884,"5A-PUBLIC",39,"1099","893.41","22707052","1018","82","CC Quercy Vert-Aveyron"
"2357",200066884,"5B-PRIVE",409,"1526","1397.54","39333107","1453","82","CC Quercy Vert-Aveyron"
"2358",200066884,"6-TOTAL",502,"3275","2835.43","74627313","3087","82","CC Quercy Vert-Aveyron"
"2359",200066892,"1-ASSO+FOND",19,"167","139.67","3550793","160","10","CC de Vendeuvre-Soulaines"
"2360",200066892,"1A-ASSOCIATIONS",19,"167","139.67","3550793","160","10","CC de Vendeuvre-Soulaines"
"2361",200066892,"2-COOPERATIVES",6,"11","10.62","351208","11","10","CC de Vendeuvre-Soulaines"
"2362",200066892,"4-ESS",25,"178","150.29","3902001","171","10","CC de Vendeuvre-Soulaines"
"2363",200066892,"5-HORS ESS",300,"1615","1517.07","47317879","1465","10","CC de Vendeuvre-Soulaines"
"2364",200066892,"5A-PUBLIC",63,"394","284.23","10349834","310","10","CC de Vendeuvre-Soulaines"
"2365",200066892,"5B-PRIVE",237,"1221","1232.84","36968045","1155","10","CC de Vendeuvre-Soulaines"
"2366",200066892,"6-TOTAL",325,"1793","1667.36","51219880","1636","10","CC de Vendeuvre-Soulaines"
"2367",200066975,"1-ASSO+FOND",78,"718","493.64","16794298","623","60","CC Senlis Sud Oise"
"2368",200066975,"1A-ASSOCIATIONS",76,"s","s","s","s","60","CC Senlis Sud Oise"
"2369",200066975,"1B-FONDATIONS",2,"s","s","s","s","60","CC Senlis Sud Oise"
"2370",200066975,"2-COOPERATIVES",5,"92","88.12","4239897","92","60","CC Senlis Sud Oise"
"2371",200066975,"4-ESS",83,"810","581.76","21034195","715","60","CC Senlis Sud Oise"
"2372",200066975,"5-HORS ESS",868,"9845","8619.31","329245628","9237","60","CC Senlis Sud Oise"
"2373",200066975,"5A-PUBLIC",68,"2167","1886.99","62900803","1992","60","CC Senlis Sud Oise"
"2374",200066975,"5B-PRIVE",800,"7678","6732.32","266344825","7245","60","CC Senlis Sud Oise"
"2375",200066975,"6-TOTAL",951,"10655","9201.07","350279823","9952","60","CC Senlis Sud Oise"
"2376",200067023,"1-ASSO+FOND",176,"1634","1272.46","32941000","1385","50","CC Coutances Mer et Bocage"
"2377",200067023,"1A-ASSOCIATIONS",176,"1634","1272.46","32941000","1385","50","CC Coutances Mer et Bocage"
"2378",200067023,"2-COOPERATIVES",21,"129","112.81","3948185","123","50","CC Coutances Mer et Bocage"
"2379",200067023,"4-ESS",197,"1763","1385.27","36889185","1508","50","CC Coutances Mer et Bocage"
"2380",200067023,"5-HORS ESS",1589,"10809","9287.11","269915562","9963","50","CC Coutances Mer et Bocage"
"2381",200067023,"5A-PUBLIC",165,"3224","2654.42","80313962","2932","50","CC Coutances Mer et Bocage"
"2382",200067023,"5B-PRIVE",1424,"7585","6632.69","189601600","7031","50","CC Coutances Mer et Bocage"
"2383",200067023,"6-TOTAL",1786,"12572","10672.38","306804747","11471","50","CC Coutances Mer et Bocage"
"2384",200067031,"1-ASSO+FOND",38,"212","162.9","4013381","193","50","CC Côte Ouest Centre Manche"
"2385",200067031,"1A-ASSOCIATIONS",37,"s","s","s","s","50","CC Côte Ouest Centre Manche"
"2386",200067031,"1B-FONDATIONS",1,"s","s","s","s","50","CC Côte Ouest Centre Manche"
"2387",200067031,"2-COOPERATIVES",14,"203","167.73","5264963","201","50","CC Côte Ouest Centre Manche"
"2388",200067031,"4-ESS",52,"415","330.63","9278344","394","50","CC Côte Ouest Centre Manche"
"2389",200067031,"5-HORS ESS",751,"5133","4434.72","126824856","4766","50","CC Côte Ouest Centre Manche"
"2390",200067031,"5A-PUBLIC",74,"1011","771.7","20438754","872","50","CC Côte Ouest Centre Manche"
"2391",200067031,"5B-PRIVE",677,"4122","3663.02","106386102","3894","50","CC Côte Ouest Centre Manche"
"2392",200067031,"6-TOTAL",803,"5548","4765.35","136103200","5160","50","CC Côte Ouest Centre Manche"
"2393",200067049,"1-ASSO+FOND",19,"188","151.52","3869207","174","2A","CC Spelunca-Liamone"
"2394",200067049,"1A-ASSOCIATIONS",19,"188","151.52","3869207","174","2A","CC Spelunca-Liamone"
"2395",200067049,"2-COOPERATIVES",1,"s","s","s","s","2A","CC Spelunca-Liamone"
"2396",200067049,"3-MUTUELLES",1,"s","s","s","s","2A","CC Spelunca-Liamone"
"2397",200067049,"4-ESS",21,"211","169.37","4472192","196","2A","CC Spelunca-Liamone"
"2398",200067049,"5-HORS ESS",516,"1011","1445.02","38175829","961","2A","CC Spelunca-Liamone"
"2399",200067049,"5A-PUBLIC",51,"277","247.18","6649995","253","2A","CC Spelunca-Liamone"
"2400",200067049,"5B-PRIVE",465,"734","1197.84","31525834","708","2A","CC Spelunca-Liamone"
"2401",200067049,"6-TOTAL",537,"1222","1614.39","42648021","1157","2A","CC Spelunca-Liamone"
"2402",200067064,"1-ASSO+FOND",47,"422","321.57","8356241","384","12","CC Decazeville Communauté"
"2403",200067064,"1A-ASSOCIATIONS",47,"422","321.57","8356241","384","12","CC Decazeville Communauté"
"2404",200067064,"2-COOPERATIVES",4,"21","19.46","888760","21","12","CC Decazeville Communauté"
"2405",200067064,"3-MUTUELLES",7,"60","48.73","1521143","56","12","CC Decazeville Communauté"
"2406",200067064,"4-ESS",58,"503","389.76","10766144","461","12","CC Decazeville Communauté"
"2407",200067064,"5-HORS ESS",526,"4455","4269.54","129192387","4222","12","CC Decazeville Communauté"
"2408",200067064,"5A-PUBLIC",73,"1619","1390.36","44518038","1513","12","CC Decazeville Communauté"
"2409",200067064,"5B-PRIVE",453,"2836","2879.18","84674349","2709","12","CC Decazeville Communauté"
"2410",200067064,"6-TOTAL",584,"4958","4659.3","139958531","4683","12","CC Decazeville Communauté"
"2411",200067072,"1-ASSO+FOND",98,"2097","1730.6","49697117","1991","29","CC Haut-Léon Communauté"
"2412",200067072,"1A-ASSOCIATIONS",95,"1369","1108.76","29934823","1283","29","CC Haut-Léon Communauté"
"2413",200067072,"1B-FONDATIONS",3,"728","621.84","19762294","708","29","CC Haut-Léon Communauté"
"2414",200067072,"2-COOPERATIVES",20,"208","209.88","7790655","200","29","CC Haut-Léon Communauté"
"2415",200067072,"4-ESS",118,"2305","1940.48","57487772","2191","29","CC Haut-Léon Communauté"
"2416",200067072,"5-HORS ESS",1111,"8549","8133.09","247799684","8091","29","CC Haut-Léon Communauté"
"2417",200067072,"5A-PUBLIC",48,"1127","948.82","26870130","1017","29","CC Haut-Léon Communauté"
"2418",200067072,"5B-PRIVE",1063,"7422","7184.27","220929554","7074","29","CC Haut-Léon Communauté"
"2419",200067072,"6-TOTAL",1229,"10854","10073.57","305287456","10282","29","CC Haut-Léon Communauté"
"2420",200067080,"1-ASSO+FOND",39,"307","250.13","6525762","288","89","CC Chablis Villages et Terroirs"
"2421",200067080,"1A-ASSOCIATIONS",39,"307","250.13","6525762","288","89","CC Chablis Villages et Terroirs"
"2422",200067080,"2-COOPERATIVES",9,"99","96.72","4069724","97","89","CC Chablis Villages et Terroirs"
"2423",200067080,"3-MUTUELLES",3,"79","67.34","1747863","76","89","CC Chablis Villages et Terroirs"
"2424",200067080,"4-ESS",51,"485","414.19","12343349","461","89","CC Chablis Villages et Terroirs"
"2425",200067080,"5-HORS ESS",709,"3828","3138.95","89628500","3535","89","CC Chablis Villages et Terroirs"
"2426",200067080,"5A-PUBLIC",76,"627","463.9","12823793","531","89","CC Chablis Villages et Terroirs"
"2427",200067080,"5B-PRIVE",633,"3201","2675.05","76804707","3004","89","CC Chablis Villages et Terroirs"
"2428",200067080,"6-TOTAL",760,"4313","3553.14","101971849","3996","89","CC Chablis Villages et Terroirs"
"2429",200067122,"1-ASSO+FOND",19,"104","53.13","1225143","76","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2430",200067122,"1A-ASSOCIATIONS",19,"104","53.13","1225143","76","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2431",200067122,"2-COOPERATIVES",7,"s","s","s","s","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2432",200067122,"3-MUTUELLES",1,"s","s","s","s","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2433",200067122,"4-ESS",27,"218","127.98","2947661","177","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2434",200067122,"5-HORS ESS",268,"1161","1128.83","31275756","1049","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2435",200067122,"5A-PUBLIC",30,"391","300.56","8204961","336","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2436",200067122,"5B-PRIVE",238,"770","828.27","23070795","713","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2437",200067122,"6-TOTAL",295,"1379","1256.81","34223417","1226","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2438",200067130,"1-ASSO+FOND",105,"636","492.36","12300699","591","89","CC de Puisaye-Forterre"
"2439",200067130,"1A-ASSOCIATIONS",105,"636","492.36","12300699","591","89","CC de Puisaye-Forterre"
"2440",200067130,"2-COOPERATIVES",18,"29","28.44","1066004","27","89","CC de Puisaye-Forterre"
"2441",200067130,"4-ESS",123,"665","520.8","13366703","618","89","CC de Puisaye-Forterre"
"2442",200067130,"5-HORS ESS",1009,"5247","4532.6","125951511","4865","89","CC de Puisaye-Forterre"
"2443",200067130,"5A-PUBLIC",155,"1745","1401.49","39191112","1562","89","CC de Puisaye-Forterre"
"2444",200067130,"5B-PRIVE",854,"3502","3131.11","86760399","3303","89","CC de Puisaye-Forterre"
"2445",200067130,"6-TOTAL",1132,"5912","5053.4","139318214","5483","89","CC de Puisaye-Forterre"
"2446",200067155,"1-ASSO+FOND",54,"313","260.52","6943918","275","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2447",200067155,"1A-ASSOCIATIONS",54,"313","260.52","6943918","275","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2448",200067155,"2-COOPERATIVES",8,"s","s","s","s","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2449",200067155,"3-MUTUELLES",2,"s","s","s","s","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2450",200067155,"4-ESS",64,"370","314.42","8868216","332","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2451",200067155,"5-HORS ESS",519,"4099","3632.28","115707223","3913","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2452",200067155,"5A-PUBLIC",47,"1164","994.05","31268692","1092","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2453",200067155,"5B-PRIVE",472,"2935","2638.23","84438531","2821","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2454",200067155,"6-TOTAL",583,"4469","3946.7","124575439","4245","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2455",200067163,"1-ASSO+FOND",40,"558","440.27","11160109","527","12","CC Monts, Rance et Rougier"
"2456",200067163,"1A-ASSOCIATIONS",40,"558","440.27","11160109","527","12","CC Monts, Rance et Rougier"
"2457",200067163,"2-COOPERATIVES",4,"s","s","s","s","12","CC Monts, Rance et Rougier"
"2458",200067163,"3-MUTUELLES",1,"s","s","s","s","12","CC Monts, Rance et Rougier"
