"DEP","ESS","famille","sexe","type_emploi","nb_poste"
"81","Hors ESS","Ensemble","Hommes","Ensemble","44602"
"82","ESS","Ensemble","Femmes","Ensemble","6257"
"82","ESS","Ensemble","Hommes","Ensemble","2796"
"82","Hors ESS","Ensemble","Femmes","Ensemble","28124"
"82","Hors ESS","Ensemble","Hommes","Ensemble","28563"
"83","ESS","Ensemble","Femmes","Ensemble","18547"
"83","ESS","Ensemble","Hommes","Ensemble","7791"
"83","Hors ESS","Ensemble","Femmes","Ensemble","122820"
"83","Hors ESS","Ensemble","Hommes","Ensemble","121682"
"84","ESS","Ensemble","Femmes","Ensemble","12511"
"84","ESS","Ensemble","Hommes","Ensemble","6250"
"84","Hors ESS","Ensemble","Femmes","Ensemble","77111"
"84","Hors ESS","Ensemble","Hommes","Ensemble","80764"
"85","ESS","Ensemble","Femmes","Ensemble","18601"
"85","ESS","Ensemble","Hommes","Ensemble","9456"
"85","Hors ESS","Ensemble","Femmes","Ensemble","87167"
"85","Hors ESS","Ensemble","Hommes","Ensemble","103729"
"86","ESS","Ensemble","Femmes","Ensemble","10991"
"86","ESS","Ensemble","Hommes","Ensemble","5732"
"86","Hors ESS","Ensemble","Femmes","Ensemble","60864"
"86","Hors ESS","Ensemble","Hommes","Ensemble","63281"
"87","ESS","Ensemble","Femmes","Ensemble","8118"
"87","ESS","Ensemble","Hommes","Ensemble","4792"
"87","Hors ESS","Ensemble","Femmes","Ensemble","67758"
"87","Hors ESS","Ensemble","Hommes","Ensemble","62893"
"88","ESS","Ensemble","Femmes","Ensemble","7678"
"88","ESS","Ensemble","Hommes","Ensemble","3763"
"88","Hors ESS","Ensemble","Femmes","Ensemble","45581"
"88","Hors ESS","Ensemble","Hommes","Ensemble","50082"
"89","ESS","Ensemble","Femmes","Ensemble","6777"
"89","ESS","Ensemble","Hommes","Ensemble","3329"
"89","Hors ESS","Ensemble","Femmes","Ensemble","41668"
"89","Hors ESS","Ensemble","Hommes","Ensemble","44871"
"90","ESS","Ensemble","Femmes","Ensemble","3484"
"90","ESS","Ensemble","Hommes","Ensemble","1419"
"90","Hors ESS","Ensemble","Femmes","Ensemble","18465"
"90","Hors ESS","Ensemble","Hommes","Ensemble","20434"
"91","ESS","Ensemble","Femmes","Ensemble","20298"
"91","ESS","Ensemble","Hommes","Ensemble","9939"
"91","Hors ESS","Ensemble","Femmes","Ensemble","174024"
"91","Hors ESS","Ensemble","Hommes","Ensemble","223544"
"92","ESS","Ensemble","Femmes","Ensemble","32961"
"92","ESS","Ensemble","Hommes","Ensemble","16610"
"92","Hors ESS","Ensemble","Femmes","Ensemble","446261"
"92","Hors ESS","Ensemble","Hommes","Ensemble","535784"
"93","ESS","Ensemble","Femmes","Ensemble","20559"
"93","ESS","Ensemble","Hommes","Ensemble","12238"
"93","Hors ESS","Ensemble","Femmes","Ensemble","246319"
"93","Hors ESS","Ensemble","Hommes","Ensemble","317230"
"94","ESS","Ensemble","Femmes","Ensemble","23216"
"94","ESS","Ensemble","Hommes","Ensemble","11897"
"94","Hors ESS","Ensemble","Femmes","Ensemble","209891"
"94","Hors ESS","Ensemble","Hommes","Ensemble","257893"
"95","ESS","Ensemble","Femmes","Ensemble","15827"
"95","ESS","Ensemble","Hommes","Ensemble","7885"
"95","Hors ESS","Ensemble","Femmes","Ensemble","145286"
"95","Hors ESS","Ensemble","Hommes","Ensemble","188478"
"971","ESS","Ensemble","Femmes","Ensemble","7286"
"971","ESS","Ensemble","Hommes","Ensemble","2924"
"971","Hors ESS","Ensemble","Femmes","Ensemble","50546"
"971","Hors ESS","Ensemble","Hommes","Ensemble","46573"
"972","ESS","Ensemble","Femmes","Ensemble","7566"
"972","ESS","Ensemble","Hommes","Ensemble","3286"
"972","Hors ESS","Ensemble","Femmes","Ensemble","52443"
"972","Hors ESS","Ensemble","Hommes","Ensemble","48510"
"973","ESS","Ensemble","Femmes","Ensemble","2646"
"973","ESS","Ensemble","Hommes","Ensemble","1510"
"973","Hors ESS","Ensemble","Femmes","Ensemble","24414"
"973","Hors ESS","Ensemble","Hommes","Ensemble","26486"
"974","ESS","Ensemble","Femmes","Ensemble","13251"
"974","ESS","Ensemble","Hommes","Ensemble","8858"
"974","Hors ESS","Ensemble","Femmes","Ensemble","92477"
"974","Hors ESS","Ensemble","Hommes","Ensemble","111246"
"1","ESS","Ensemble","Femmes","Aides","545"
"1","ESS","Ensemble","Femmes","Apprentis","s"
"1","ESS","Ensemble","Femmes","Ordinaires","13143"
"1","ESS","Ensemble","Femmes","Stagiaires","s"
"1","ESS","Ensemble","Hommes","Aides","398"
"1","ESS","Ensemble","Hommes","Apprentis","s"
"1","ESS","Ensemble","Hommes","Ordinaires","4933"
"1","ESS","Ensemble","Hommes","Stagiaires","s"
"1","Hors ESS","Ensemble","Femmes","Aides","994"
"1","Hors ESS","Ensemble","Femmes","Apprentis","s"
"1","Hors ESS","Ensemble","Femmes","Ordinaires","68587"
"1","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"1","Hors ESS","Ensemble","Hommes","Aides","874"
"1","Hors ESS","Ensemble","Hommes","Apprentis","s"
"1","Hors ESS","Ensemble","Hommes","Ordinaires","81908"
"1","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"2","ESS","Ensemble","Femmes","Aides","650"
"2","ESS","Ensemble","Femmes","Apprentis","s"
"2","ESS","Ensemble","Femmes","Ordinaires","8511"
"2","ESS","Ensemble","Femmes","Stagiaires","s"
"2","ESS","Ensemble","Hommes","Aides","995"
"2","ESS","Ensemble","Hommes","Apprentis","s"
"2","ESS","Ensemble","Hommes","Ordinaires","4707"
"2","ESS","Ensemble","Hommes","Stagiaires","s"
"2","Hors ESS","Ensemble","Femmes","Aides","1246"
"2","Hors ESS","Ensemble","Femmes","Apprentis","s"
"2","Hors ESS","Ensemble","Femmes","Ordinaires","56451"
"2","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"2","Hors ESS","Ensemble","Hommes","Aides","1072"
"2","Hors ESS","Ensemble","Hommes","Apprentis","s"
"2","Hors ESS","Ensemble","Hommes","Ordinaires","60645"
"2","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"3","ESS","Ensemble","Femmes","Aides","312"
"3","ESS","Ensemble","Femmes","Apprentis","20"
"3","ESS","Ensemble","Femmes","Ordinaires","6987"
"3","ESS","Ensemble","Femmes","Stagiaires","11"
"3","ESS","Ensemble","Hommes","Aides","266"
"3","ESS","Ensemble","Hommes","Apprentis","36"
"3","ESS","Ensemble","Hommes","Ordinaires","3238"
"3","ESS","Ensemble","Hommes","Stagiaires","5"
"3","Hors ESS","Ensemble","Femmes","Aides","553"
"3","Hors ESS","Ensemble","Femmes","Apprentis","527"
"3","Hors ESS","Ensemble","Femmes","Ordinaires","40401"
"3","Hors ESS","Ensemble","Femmes","Stagiaires","13"
"3","Hors ESS","Ensemble","Hommes","Aides","468"
"3","Hors ESS","Ensemble","Hommes","Apprentis","1465"
"3","Hors ESS","Ensemble","Hommes","Ordinaires","40914"
"3","Hors ESS","Ensemble","Hommes","Stagiaires","16"
"4","ESS","Ensemble","Femmes","Aides","s"
"4","ESS","Ensemble","Femmes","Apprentis","s"
"4","ESS","Ensemble","Femmes","Ordinaires","3472"
"4","ESS","Ensemble","Femmes","Stagiaires","s"
"4","ESS","Ensemble","Hommes","Aides","s"
"4","ESS","Ensemble","Hommes","Apprentis","s"
"4","ESS","Ensemble","Hommes","Ordinaires","1567"
"4","ESS","Ensemble","Hommes","Stagiaires","s"
"4","Hors ESS","Ensemble","Femmes","Aides","s"
"4","Hors ESS","Ensemble","Femmes","Apprentis","s"
"4","Hors ESS","Ensemble","Femmes","Ordinaires","18932"
"4","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"4","Hors ESS","Ensemble","Hommes","Aides","s"
"4","Hors ESS","Ensemble","Hommes","Apprentis","s"
"4","Hors ESS","Ensemble","Hommes","Ordinaires","18163"
"4","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"5","ESS","Ensemble","Femmes","Aides","s"
"5","ESS","Ensemble","Femmes","Apprentis","s"
"5","ESS","Ensemble","Femmes","Ordinaires","3956"
"5","ESS","Ensemble","Femmes","Stagiaires","s"
"5","ESS","Ensemble","Hommes","Aides","s"
"5","ESS","Ensemble","Hommes","Apprentis","s"
"5","ESS","Ensemble","Hommes","Ordinaires","1828"
"5","ESS","Ensemble","Hommes","Stagiaires","s"
"5","Hors ESS","Ensemble","Femmes","Aides","s"
"5","Hors ESS","Ensemble","Femmes","Apprentis","s"
"5","Hors ESS","Ensemble","Femmes","Ordinaires","17601"
"5","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"5","Hors ESS","Ensemble","Hommes","Aides","s"
"5","Hors ESS","Ensemble","Hommes","Apprentis","s"
"5","Hors ESS","Ensemble","Hommes","Ordinaires","18201"
"5","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"6","ESS","Ensemble","Femmes","Aides","514"
"6","ESS","Ensemble","Femmes","Apprentis","114"
"6","ESS","Ensemble","Femmes","Ordinaires","19028"
"6","ESS","Ensemble","Femmes","Stagiaires","50"
"6","ESS","Ensemble","Hommes","Aides","342"
"6","ESS","Ensemble","Hommes","Apprentis","72"
"6","ESS","Ensemble","Hommes","Ordinaires","8801"
"6","ESS","Ensemble","Hommes","Stagiaires","26"
"6","Hors ESS","Ensemble","Femmes","Aides","2819"
"6","Hors ESS","Ensemble","Femmes","Apprentis","1689"
"6","Hors ESS","Ensemble","Femmes","Ordinaires","163823"
"6","Hors ESS","Ensemble","Femmes","Stagiaires","179"
"6","Hors ESS","Ensemble","Hommes","Aides","1989"
"6","Hors ESS","Ensemble","Hommes","Apprentis","3354"
"6","Hors ESS","Ensemble","Hommes","Ordinaires","169361"
"6","Hors ESS","Ensemble","Hommes","Stagiaires","253"
"7","ESS","Ensemble","Femmes","Aides","s"
"7","ESS","Ensemble","Femmes","Apprentis","s"
"7","ESS","Ensemble","Femmes","Ordinaires","8372"
"7","ESS","Ensemble","Femmes","Stagiaires","s"
"7","ESS","Ensemble","Hommes","Aides","s"
"7","ESS","Ensemble","Hommes","Apprentis","s"
"7","ESS","Ensemble","Hommes","Ordinaires","3008"
"7","ESS","Ensemble","Hommes","Stagiaires","s"
"7","Hors ESS","Ensemble","Femmes","Aides","s"
"7","Hors ESS","Ensemble","Femmes","Apprentis","s"
"7","Hors ESS","Ensemble","Femmes","Ordinaires","32500"
"7","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"7","Hors ESS","Ensemble","Hommes","Aides","s"
"7","Hors ESS","Ensemble","Hommes","Apprentis","s"
"7","Hors ESS","Ensemble","Hommes","Ordinaires","34567"
"7","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"8","ESS","Ensemble","Femmes","Aides","s"
"8","ESS","Ensemble","Femmes","Apprentis","s"
"8","ESS","Ensemble","Femmes","Ordinaires","5010"
"8","ESS","Ensemble","Femmes","Stagiaires","s"
"8","ESS","Ensemble","Hommes","Aides","s"
"8","ESS","Ensemble","Hommes","Apprentis","s"
"8","ESS","Ensemble","Hommes","Ordinaires","2046"
"8","Hors ESS","Ensemble","Femmes","Aides","s"
"8","Hors ESS","Ensemble","Femmes","Apprentis","s"
"8","Hors ESS","Ensemble","Femmes","Ordinaires","27871"
"8","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"8","Hors ESS","Ensemble","Hommes","Aides","s"
"8","Hors ESS","Ensemble","Hommes","Apprentis","s"
"8","Hors ESS","Ensemble","Hommes","Ordinaires","33486"
"8","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"9","ESS","Ensemble","Femmes","Aides","s"
"9","ESS","Ensemble","Femmes","Apprentis","s"
"9","ESS","Ensemble","Femmes","Ordinaires","2954"
"9","ESS","Ensemble","Femmes","Stagiaires","s"
"9","ESS","Ensemble","Hommes","Aides","s"
"9","ESS","Ensemble","Hommes","Apprentis","s"
"9","ESS","Ensemble","Hommes","Ordinaires","1454"
"9","ESS","Ensemble","Hommes","Stagiaires","s"
"9","Hors ESS","Ensemble","Femmes","Aides","s"
"9","Hors ESS","Ensemble","Femmes","Apprentis","s"
"9","Hors ESS","Ensemble","Femmes","Ordinaires","16434"
"9","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"9","Hors ESS","Ensemble","Hommes","Aides","s"
"9","Hors ESS","Ensemble","Hommes","Apprentis","s"
"9","Hors ESS","Ensemble","Hommes","Ordinaires","16764"
"9","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"10","ESS","Ensemble","Femmes","Aides","387"
"10","ESS","Ensemble","Femmes","Apprentis","s"
"10","ESS","Ensemble","Femmes","Ordinaires","5974"
"10","ESS","Ensemble","Femmes","Stagiaires","s"
"10","ESS","Ensemble","Hommes","Aides","345"
"10","ESS","Ensemble","Hommes","Apprentis","s"
"10","ESS","Ensemble","Hommes","Ordinaires","3481"
"10","ESS","Ensemble","Hommes","Stagiaires","s"
"10","Hors ESS","Ensemble","Femmes","Aides","715"
"10","Hors ESS","Ensemble","Femmes","Apprentis","s"
"10","Hors ESS","Ensemble","Femmes","Ordinaires","37630"
"10","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"10","Hors ESS","Ensemble","Hommes","Aides","711"
"10","Hors ESS","Ensemble","Hommes","Apprentis","s"
"10","Hors ESS","Ensemble","Hommes","Ordinaires","39363"
"10","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"11","ESS","Ensemble","Femmes","Aides","s"
"11","ESS","Ensemble","Femmes","Apprentis","s"
"11","ESS","Ensemble","Femmes","Ordinaires","6475"
"11","ESS","Ensemble","Femmes","Stagiaires","s"
"11","ESS","Ensemble","Hommes","Aides","s"
"11","ESS","Ensemble","Hommes","Apprentis","s"
"11","ESS","Ensemble","Hommes","Ordinaires","3877"
"11","ESS","Ensemble","Hommes","Stagiaires","s"
"11","Hors ESS","Ensemble","Femmes","Aides","s"
"11","Hors ESS","Ensemble","Femmes","Apprentis","s"
"11","Hors ESS","Ensemble","Femmes","Ordinaires","38924"
"11","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"11","Hors ESS","Ensemble","Hommes","Aides","s"
"11","Hors ESS","Ensemble","Hommes","Apprentis","s"
"11","Hors ESS","Ensemble","Hommes","Ordinaires","38532"
"11","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"12","ESS","Ensemble","Femmes","Aides","s"
"12","ESS","Ensemble","Femmes","Apprentis","27"
"12","ESS","Ensemble","Femmes","Ordinaires","9900"
"12","ESS","Ensemble","Femmes","Stagiaires","s"
"12","ESS","Ensemble","Hommes","Aides","s"
"12","ESS","Ensemble","Hommes","Apprentis","34"
"12","ESS","Ensemble","Hommes","Ordinaires","3545"
"12","ESS","Ensemble","Hommes","Stagiaires","s"
"12","Hors ESS","Ensemble","Femmes","Aides","s"
"12","Hors ESS","Ensemble","Femmes","Apprentis","492"
"12","Hors ESS","Ensemble","Femmes","Ordinaires","30824"
"12","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"12","Hors ESS","Ensemble","Hommes","Aides","s"
"12","Hors ESS","Ensemble","Hommes","Apprentis","1363"
"12","Hors ESS","Ensemble","Hommes","Ordinaires","35676"
"12","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"13","ESS","Ensemble","Femmes","Aides","2570"
"13","ESS","Ensemble","Femmes","Apprentis","283"
"13","ESS","Ensemble","Femmes","Ordinaires","45377"
"13","ESS","Ensemble","Femmes","Stagiaires","91"
"13","ESS","Ensemble","Hommes","Aides","2716"
"13","ESS","Ensemble","Hommes","Apprentis","217"
"13","ESS","Ensemble","Hommes","Ordinaires","19746"
"13","ESS","Ensemble","Hommes","Stagiaires","33"
"13","Hors ESS","Ensemble","Femmes","Aides","5767"
"13","Hors ESS","Ensemble","Femmes","Apprentis","3078"
"13","Hors ESS","Ensemble","Femmes","Ordinaires","298585"
"13","Hors ESS","Ensemble","Femmes","Stagiaires","450"
"13","Hors ESS","Ensemble","Hommes","Aides","4405"
"13","Hors ESS","Ensemble","Hommes","Apprentis","6814"
"13","Hors ESS","Ensemble","Hommes","Ordinaires","346207"
"13","Hors ESS","Ensemble","Hommes","Stagiaires","467"
"14","ESS","Ensemble","Femmes","Aides","888"
"14","ESS","Ensemble","Femmes","Apprentis","84"
"14","ESS","Ensemble","Femmes","Ordinaires","16511"
"14","ESS","Ensemble","Femmes","Stagiaires","29"
"14","ESS","Ensemble","Hommes","Aides","866"
"14","ESS","Ensemble","Hommes","Apprentis","116"
"14","ESS","Ensemble","Hommes","Ordinaires","8801"
"14","ESS","Ensemble","Hommes","Stagiaires","40"
"14","Hors ESS","Ensemble","Femmes","Aides","1735"
"14","Hors ESS","Ensemble","Femmes","Apprentis","1423"
"14","Hors ESS","Ensemble","Femmes","Ordinaires","96673"
"14","Hors ESS","Ensemble","Femmes","Stagiaires","55"
"14","Hors ESS","Ensemble","Hommes","Aides","1373"
"14","Hors ESS","Ensemble","Hommes","Apprentis","2893"
"14","Hors ESS","Ensemble","Hommes","Ordinaires","101549"
"14","Hors ESS","Ensemble","Hommes","Stagiaires","84"
"15","ESS","Ensemble","Femmes","Aides","s"
"15","ESS","Ensemble","Femmes","Apprentis","s"
"15","ESS","Ensemble","Femmes","Ordinaires","4381"
"15","ESS","Ensemble","Femmes","Stagiaires","s"
"15","ESS","Ensemble","Hommes","Aides","s"
"15","ESS","Ensemble","Hommes","Apprentis","s"
"15","ESS","Ensemble","Hommes","Ordinaires","1995"
"15","ESS","Ensemble","Hommes","Stagiaires","s"
"15","Hors ESS","Ensemble","Femmes","Aides","s"
"15","Hors ESS","Ensemble","Femmes","Apprentis","s"
"15","Hors ESS","Ensemble","Femmes","Ordinaires","16701"
"15","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"15","Hors ESS","Ensemble","Hommes","Aides","s"
"15","Hors ESS","Ensemble","Hommes","Apprentis","s"
"15","Hors ESS","Ensemble","Hommes","Ordinaires","17261"
"15","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"16","ESS","Ensemble","Femmes","Aides","539"
"16","ESS","Ensemble","Femmes","Apprentis","s"
"16","ESS","Ensemble","Femmes","Ordinaires","8124"
"16","ESS","Ensemble","Femmes","Stagiaires","s"
"16","ESS","Ensemble","Hommes","Aides","448"
"16","ESS","Ensemble","Hommes","Apprentis","s"
"16","ESS","Ensemble","Hommes","Ordinaires","3512"
"16","ESS","Ensemble","Hommes","Stagiaires","s"
"16","Hors ESS","Ensemble","Femmes","Aides","774"
"16","Hors ESS","Ensemble","Femmes","Apprentis","s"
"16","Hors ESS","Ensemble","Femmes","Ordinaires","43344"
"16","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"16","Hors ESS","Ensemble","Hommes","Aides","787"
"16","Hors ESS","Ensemble","Hommes","Apprentis","s"
"16","Hors ESS","Ensemble","Hommes","Ordinaires","48210"
"16","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"17","ESS","Ensemble","Femmes","Aides","858"
"17","ESS","Ensemble","Femmes","Apprentis","69"
"17","ESS","Ensemble","Femmes","Ordinaires","12414"
"17","ESS","Ensemble","Femmes","Stagiaires","17"
"17","ESS","Ensemble","Hommes","Aides","1051"
"17","ESS","Ensemble","Hommes","Apprentis","103"
"17","ESS","Ensemble","Hommes","Ordinaires","6800"
"17","ESS","Ensemble","Hommes","Stagiaires","7"
"17","Hors ESS","Ensemble","Femmes","Aides","1373"
"17","Hors ESS","Ensemble","Femmes","Apprentis","1297"
"17","Hors ESS","Ensemble","Femmes","Ordinaires","75666"
"17","Hors ESS","Ensemble","Femmes","Stagiaires","27"
"17","Hors ESS","Ensemble","Hommes","Aides","1014"
"17","Hors ESS","Ensemble","Hommes","Apprentis","2864"
"17","Hors ESS","Ensemble","Hommes","Ordinaires","75301"
"17","Hors ESS","Ensemble","Hommes","Stagiaires","41"
"18","ESS","Ensemble","Femmes","Aides","s"
"18","ESS","Ensemble","Femmes","Apprentis","s"
"18","ESS","Ensemble","Femmes","Ordinaires","5806"
"18","ESS","Ensemble","Femmes","Stagiaires","s"
"18","ESS","Ensemble","Hommes","Aides","s"
"18","ESS","Ensemble","Hommes","Apprentis","s"
"18","ESS","Ensemble","Hommes","Ordinaires","2458"
"18","ESS","Ensemble","Hommes","Stagiaires","s"
"18","Hors ESS","Ensemble","Femmes","Aides","s"
"18","Hors ESS","Ensemble","Femmes","Apprentis","s"
"18","Hors ESS","Ensemble","Femmes","Ordinaires","35772"
"18","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"18","Hors ESS","Ensemble","Hommes","Aides","s"
"18","Hors ESS","Ensemble","Hommes","Apprentis","s"
"18","Hors ESS","Ensemble","Hommes","Ordinaires","38427"
"18","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"19","ESS","Ensemble","Femmes","Aides","252"
"19","ESS","Ensemble","Femmes","Apprentis","s"
"19","ESS","Ensemble","Femmes","Ordinaires","5554"
"19","ESS","Ensemble","Femmes","Stagiaires","s"
"19","ESS","Ensemble","Hommes","Aides","281"
"19","ESS","Ensemble","Hommes","Apprentis","s"
"19","ESS","Ensemble","Hommes","Ordinaires","2882"
"19","ESS","Ensemble","Hommes","Stagiaires","s"
"19","Hors ESS","Ensemble","Femmes","Aides","491"
"19","Hors ESS","Ensemble","Femmes","Apprentis","s"
"19","Hors ESS","Ensemble","Femmes","Ordinaires","30331"
"19","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"19","Hors ESS","Ensemble","Hommes","Aides","447"
"19","Hors ESS","Ensemble","Hommes","Apprentis","s"
"19","Hors ESS","Ensemble","Hommes","Ordinaires","31311"
"19","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"21","ESS","Ensemble","Femmes","Aides","526"
"21","ESS","Ensemble","Femmes","Apprentis","s"
"21","ESS","Ensemble","Femmes","Ordinaires","13321"
"21","ESS","Ensemble","Femmes","Stagiaires","s"
"21","ESS","Ensemble","Hommes","Aides","549"
"21","ESS","Ensemble","Hommes","Apprentis","s"
"21","ESS","Ensemble","Hommes","Ordinaires","6417"
"21","ESS","Ensemble","Hommes","Stagiaires","s"
"21","Hors ESS","Ensemble","Femmes","Aides","1404"
"21","Hors ESS","Ensemble","Femmes","Apprentis","s"
"21","Hors ESS","Ensemble","Femmes","Ordinaires","81283"
"21","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"21","Hors ESS","Ensemble","Hommes","Aides","1127"
"21","Hors ESS","Ensemble","Hommes","Apprentis","s"
"21","Hors ESS","Ensemble","Hommes","Ordinaires","85204"
"21","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"22","ESS","Ensemble","Femmes","Aides","846"
"22","ESS","Ensemble","Femmes","Apprentis","68"
"22","ESS","Ensemble","Femmes","Ordinaires","16371"
"22","ESS","Ensemble","Femmes","Stagiaires","19"
"22","ESS","Ensemble","Hommes","Aides","944"
"22","ESS","Ensemble","Hommes","Apprentis","106"
"22","ESS","Ensemble","Hommes","Ordinaires","9837"
"22","ESS","Ensemble","Hommes","Stagiaires","8"
"22","Hors ESS","Ensemble","Femmes","Aides","771"
"22","Hors ESS","Ensemble","Femmes","Apprentis","933"
"22","Hors ESS","Ensemble","Femmes","Ordinaires","67859"
"22","Hors ESS","Ensemble","Femmes","Stagiaires","26"
"22","Hors ESS","Ensemble","Hommes","Aides","845"
"22","Hors ESS","Ensemble","Hommes","Apprentis","2351"
"22","Hors ESS","Ensemble","Hommes","Ordinaires","70964"
"22","Hors ESS","Ensemble","Hommes","Stagiaires","42"
"23","ESS","Ensemble","Femmes","Aides","s"
"23","ESS","Ensemble","Femmes","Apprentis","s"
"23","ESS","Ensemble","Femmes","Ordinaires","3050"
"23","ESS","Ensemble","Femmes","Stagiaires","s"
"23","ESS","Ensemble","Hommes","Aides","s"
"23","ESS","Ensemble","Hommes","Apprentis","s"
"23","ESS","Ensemble","Hommes","Ordinaires","1398"
"23","ESS","Ensemble","Hommes","Stagiaires","s"
"23","Hors ESS","Ensemble","Femmes","Aides","s"
"23","Hors ESS","Ensemble","Femmes","Apprentis","s"
"23","Hors ESS","Ensemble","Femmes","Ordinaires","12192"
"23","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"23","Hors ESS","Ensemble","Hommes","Aides","s"
"23","Hors ESS","Ensemble","Hommes","Apprentis","s"
"23","Hors ESS","Ensemble","Hommes","Ordinaires","11973"
"23","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"24","ESS","Ensemble","Femmes","Aides","347"
"24","ESS","Ensemble","Femmes","Apprentis","57"
"24","ESS","Ensemble","Femmes","Ordinaires","7588"
"24","ESS","Ensemble","Femmes","Stagiaires","6"
"24","ESS","Ensemble","Hommes","Aides","296"
"24","ESS","Ensemble","Hommes","Apprentis","75"
"24","ESS","Ensemble","Hommes","Ordinaires","4150"
"24","ESS","Ensemble","Hommes","Stagiaires","7"
"24","Hors ESS","Ensemble","Femmes","Aides","864"
"24","Hors ESS","Ensemble","Femmes","Apprentis","782"
"24","Hors ESS","Ensemble","Femmes","Ordinaires","46784"
"24","Hors ESS","Ensemble","Femmes","Stagiaires","22"
"24","Hors ESS","Ensemble","Hommes","Aides","649"
"24","Hors ESS","Ensemble","Hommes","Apprentis","1660"
"24","Hors ESS","Ensemble","Hommes","Ordinaires","46798"
"24","Hors ESS","Ensemble","Hommes","Stagiaires","12"
"25","ESS","Ensemble","Femmes","Aides","541"
"25","ESS","Ensemble","Femmes","Apprentis","s"
"25","ESS","Ensemble","Femmes","Ordinaires","13262"
"25","ESS","Ensemble","Femmes","Stagiaires","s"
"25","ESS","Ensemble","Hommes","Aides","s"
"25","ESS","Ensemble","Hommes","Apprentis","s"
"25","ESS","Ensemble","Hommes","Ordinaires","6558"
"25","ESS","Ensemble","Hommes","Stagiaires","s"
"25","Hors ESS","Ensemble","Femmes","Aides","1310"
"25","Hors ESS","Ensemble","Femmes","Apprentis","s"
"25","Hors ESS","Ensemble","Femmes","Ordinaires","70239"
"25","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"25","Hors ESS","Ensemble","Hommes","Aides","s"
"25","Hors ESS","Ensemble","Hommes","Apprentis","s"
"25","Hors ESS","Ensemble","Hommes","Ordinaires","77421"
"25","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"26","ESS","Ensemble","Femmes","Aides","714"
"26","ESS","Ensemble","Femmes","Apprentis","61"
"26","ESS","Ensemble","Femmes","Ordinaires","13957"
"26","ESS","Ensemble","Femmes","Stagiaires","18"
"26","ESS","Ensemble","Hommes","Aides","658"
"26","ESS","Ensemble","Hommes","Apprentis","66"
"26","ESS","Ensemble","Hommes","Ordinaires","5902"
"26","ESS","Ensemble","Hommes","Stagiaires","13"
"26","Hors ESS","Ensemble","Femmes","Aides","1264"
"26","Hors ESS","Ensemble","Femmes","Apprentis","904"
"26","Hors ESS","Ensemble","Femmes","Ordinaires","67257"
"26","Hors ESS","Ensemble","Femmes","Stagiaires","55"
"26","Hors ESS","Ensemble","Hommes","Aides","976"
"26","Hors ESS","Ensemble","Hommes","Apprentis","2251"
"26","Hors ESS","Ensemble","Hommes","Ordinaires","81230"
"26","Hors ESS","Ensemble","Hommes","Stagiaires","52"
"27","ESS","Ensemble","Femmes","Aides","s"
"27","ESS","Ensemble","Femmes","Apprentis","s"
"27","ESS","Ensemble","Femmes","Ordinaires","8707"
"27","ESS","Ensemble","Femmes","Stagiaires","s"
"27","ESS","Ensemble","Hommes","Aides","s"
"27","ESS","Ensemble","Hommes","Apprentis","s"
"27","ESS","Ensemble","Hommes","Ordinaires","4020"
"27","ESS","Ensemble","Hommes","Stagiaires","s"
"27","Hors ESS","Ensemble","Femmes","Aides","s"
"27","Hors ESS","Ensemble","Femmes","Apprentis","s"
"27","Hors ESS","Ensemble","Femmes","Ordinaires","66118"
