"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"50","Ensemble","Formation continue d adultes","10","45","36","1017635"
"50","Ensemble","Hebergement medico-social de personnes agees","10","394","341","9274565"
"50","Ensemble","Hebergement medico-social de personnes en difficulte","20","481","440","11789723"
"50","Ensemble","Hebergement medico-social de personnes handicapees","27","1952","1767","45041054"
"50","Ensemble","Loisirs","23","44","37","799600"
"50","Ensemble","Sports","269","565","493","12233576"
"51","Ensemble","Accueil d adultes handicapes ou pers. agees","5","26","24","813348"
"51","Ensemble","Accueil d enfants et d adolescents","5","32","27","746737"
"51","Ensemble","Accueil d enfants handicapes","11","166","134","4203311"
"51","Ensemble","Accueil des jeunes enfants","34","457","415","9778546"
"51","Ensemble","Action sociale NCA","151","1529","1301","31956598"
"51","Ensemble","Aide a domicile","54","1578","1193","27156036"
"51","Ensemble","Aide par le travail","18","1590","1432","24192627"
"51","Ensemble","Autres enseignements","13","182","154","4577316"
"51","Ensemble","Enseignement culturel","12","22","12","349845"
"51","Ensemble","Enseignement primaire/secondaire/supérieur","63","2218","2022","69041061"
"51","Ensemble","Formation continue d adultes","27","283","254","8864025"
"51","Ensemble","Hebergement medico-social de personnes agees","19","565","470","13052370"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","30","778","678","19718143"
"51","Ensemble","Hebergement medico-social de personnes handicapees","44","1547","1352","38344888"
"51","Ensemble","Loisirs","16","13","13","282800"
"51","Ensemble","Sports","233","354","265","7408598"
"52","Ensemble","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"52","Ensemble","Accueil d enfants handicapes","6","221","186","5437683"
"52","Ensemble","Accueil des jeunes enfants","7","s","s","s"
"52","Ensemble","Action sociale NCA","24","228","191","4971402"
"52","Ensemble","Aide a domicile","21","789","543","12576582"
"52","Ensemble","Aide par le travail","5","517","444","6129065"
"52","Ensemble","Autres enseignements","4","s","s","s"
"52","Ensemble","Enseignement culturel","3","s","s","s"
"52","Ensemble","Enseignement primaire/secondaire/supérieur","16","403","358","11778219"
"52","Ensemble","Formation continue d adultes","1","s","s","s"
"52","Ensemble","Hebergement medico-social de personnes agees","7","294","259","6777866"
"52","Ensemble","Hebergement medico-social de personnes en difficulte","14","204","190","4732654"
"52","Ensemble","Hebergement medico-social de personnes handicapees","13","315","287","7944597"
"52","Ensemble","Loisirs","5","31","30","670951"
"52","Ensemble","Sports","90","88","82","2313823"
"53","Ensemble","Accueil d adultes handicapes ou pers. agees","14","91","78","2440527"
"53","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"53","Ensemble","Accueil d enfants handicapes","16","250","212","6842668"
"53","Ensemble","Accueil des jeunes enfants","8","s","s","s"
"53","Ensemble","Action sociale NCA","45","448","353","9233928"
"53","Ensemble","Aide a domicile","54","1097","827","18538987"
"53","Ensemble","Aide par le travail","15","1208","1003","17393617"
"53","Ensemble","Autres enseignements","15","s","s","s"
"53","Ensemble","Enseignement culturel","2","s","s","s"
"53","Ensemble","Enseignement primaire/secondaire/supérieur","141","2361","2114","71737842"
"53","Ensemble","Formation continue d adultes","9","63","53","1667126"
"53","Ensemble","Hebergement medico-social de personnes agees","9","459","397","11108986"
"53","Ensemble","Hebergement medico-social de personnes en difficulte","21","358","325","8999958"
"53","Ensemble","Hebergement medico-social de personnes handicapees","23","610","559","15851887"
"53","Ensemble","Loisirs","12","14","13","290519"
"53","Ensemble","Sports","182","211","172","6419729"
"54","Ensemble","Accueil d adultes handicapes ou pers. agees","10","63","51","1523726"
"54","Ensemble","Accueil d enfants et d adolescents","5","184","142","3592471"
"54","Ensemble","Accueil d enfants handicapes","6","169","141","4689283"
"54","Ensemble","Accueil des jeunes enfants","36","280","244","5570021"
"54","Ensemble","Action sociale NCA","131","2106","1697","44987798"
"54","Ensemble","Aide a domicile","55","2193","1706","38097186"
"54","Ensemble","Aide par le travail","18","1775","1563","25403239"
"54","Ensemble","Autres enseignements","37","202","184","6325017"
"54","Ensemble","Enseignement culturel","22","55","34","841100"
"54","Ensemble","Enseignement primaire/secondaire/supérieur","67","1903","1713","63333770"
"54","Ensemble","Formation continue d adultes","40","278","257","8339530"
"54","Ensemble","Hebergement medico-social de personnes agees","30","1610","1444","39079261"
"54","Ensemble","Hebergement medico-social de personnes en difficulte","39","1007","888","25145876"
"54","Ensemble","Hebergement medico-social de personnes handicapees","41","2166","1911","57139021"
"54","Ensemble","Loisirs","34","226","193","4664501"
"54","Ensemble","Sports","319","609","487","13293354"
"55","Ensemble","Accueil d enfants et d adolescents","5","43","36","1125214"
"55","Ensemble","Accueil d enfants handicapes","8","79","55","2110456"
"55","Ensemble","Accueil des jeunes enfants","14","111","105","2215277"
"55","Ensemble","Action sociale NCA","41","564","451","10756787"
"55","Ensemble","Aide a domicile","34","795","543","12186079"
"55","Ensemble","Aide par le travail","7","499","471","6730992"
"55","Ensemble","Autres enseignements","13","101","85","2676957"
"55","Ensemble","Enseignement culturel","2","s","s","s"
"55","Ensemble","Enseignement primaire/secondaire/supérieur","23","431","385","12501250"
"55","Ensemble","Formation continue d adultes","5","s","s","s"
"55","Ensemble","Hebergement medico-social de personnes agees","6","73","65","1685163"
"55","Ensemble","Hebergement medico-social de personnes en difficulte","14","234","215","6556999"
"55","Ensemble","Hebergement medico-social de personnes handicapees","11","456","400","11100493"
"55","Ensemble","Loisirs","11","21","32","742377"
"55","Ensemble","Sports","68","79","67","1647866"
"56","Ensemble","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"56","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"56","Ensemble","Accueil d enfants handicapes","18","403","334","10855170"
"56","Ensemble","Accueil des jeunes enfants","22","177","172","4134771"
"56","Ensemble","Action sociale NCA","63","915","760","19671323"
"56","Ensemble","Aide a domicile","51","1348","986","21407252"
"56","Ensemble","Aide par le travail","19","1584","1429","23108689"
"56","Ensemble","Autres enseignements","68","174","137","4180697"
"56","Ensemble","Enseignement culturel","47","s","s","s"
"56","Ensemble","Enseignement primaire/secondaire/supérieur","339","6427","5770","194855936"
"56","Ensemble","Formation continue d adultes","33","326","296","9902162"
"56","Ensemble","Hebergement medico-social de personnes agees","31","1285","1081","29220917"
"56","Ensemble","Hebergement medico-social de personnes en difficulte","24","1036","878","25876113"
"56","Ensemble","Hebergement medico-social de personnes handicapees","29","1438","1268","35177864"
"56","Ensemble","Loisirs","31","75","62","1476144"
"56","Ensemble","Sports","433","601","489","12891721"
"57","Ensemble","Accueil d adultes handicapes ou pers. agees","5","s","s","s"
"57","Ensemble","Accueil d enfants et d adolescents","13","s","s","s"
"57","Ensemble","Accueil d enfants handicapes","24","473","394","12723007"
"57","Ensemble","Accueil des jeunes enfants","102","1045","912","21849564"
"57","Ensemble","Action sociale NCA","123","2239","1777","45116095"
"57","Ensemble","Aide a domicile","19","2455","1914","41002336"
"57","Ensemble","Aide par le travail","32","3068","2737","43269587"
"57","Ensemble","Autres enseignements","146","277","242","7252750"
"57","Ensemble","Enseignement culturel","34","138","s","s"
"57","Ensemble","Enseignement primaire/secondaire/supérieur","62","2085","1897","68220442"
"57","Ensemble","Formation continue d adultes","28","s","122","4467892"
"57","Ensemble","Hebergement medico-social de personnes agees","98","4032","3571","95462885"
"57","Ensemble","Hebergement medico-social de personnes en difficulte","47","1364","1185","34224840"
"57","Ensemble","Hebergement medico-social de personnes handicapees","62","2323","2068","59535706"
"57","Ensemble","Loisirs","45","252","186","4665223"
"57","Ensemble","Sports","188","393","327","8575085"
"58","Ensemble","Accueil d adultes handicapes ou pers. agees","6","39","35","1044441"
"58","Ensemble","Accueil d enfants et d adolescents","5","109","86","2406442"
"58","Ensemble","Accueil d enfants handicapes","3","104","85","3115090"
"58","Ensemble","Accueil des jeunes enfants","4","105","97","2329413"
"58","Ensemble","Action sociale NCA","46","666","564","14339970"
"58","Ensemble","Aide a domicile","25","548","472","10401277"
"58","Ensemble","Aide par le travail","6","392","362","5590375"
"58","Ensemble","Autres enseignements","6","s","49","1033035"
"58","Ensemble","Enseignement culturel","2","s","s","s"
"58","Ensemble","Enseignement primaire/secondaire/supérieur","18","500","449","15229615"
"58","Ensemble","Formation continue d adultes","13","22","s","s"
"58","Ensemble","Hebergement medico-social de personnes agees","18","707","622","16685636"
"58","Ensemble","Hebergement medico-social de personnes en difficulte","11","271","268","7157482"
"58","Ensemble","Hebergement medico-social de personnes handicapees","18","749","665","19669936"
"58","Ensemble","Loisirs","8","7","5","115232"
"58","Ensemble","Sports","83","135","130","2958486"
"59","Ensemble","Accueil d adultes handicapes ou pers. agees","35","476","430","12594277"
"59","Ensemble","Accueil d enfants et d adolescents","50","1171","1024","31383914"
"59","Ensemble","Accueil d enfants handicapes","37","1201","992","30801251"
"59","Ensemble","Accueil des jeunes enfants","82","1094","896","22614938"
"59","Ensemble","Action sociale NCA","469","9220","7524","197375324"
"59","Ensemble","Aide a domicile","99","7492","5571","124529619"
"59","Ensemble","Aide par le travail","72","8324","7206","115268535"
"59","Ensemble","Autres enseignements","105","885","686","22717537"
"59","Ensemble","Enseignement culturel","68","146","130","3811009"
"59","Ensemble","Enseignement primaire/secondaire/supérieur","447","17306","15269","551899924"
"59","Ensemble","Formation continue d adultes","105","1357","1191","37828999"
"59","Ensemble","Hebergement medico-social de personnes agees","95","3529","2983","83655393"
"59","Ensemble","Hebergement medico-social de personnes en difficulte","179","4662","3991","119884019"
"59","Ensemble","Hebergement medico-social de personnes handicapees","200","8658","7653","210906712"
"59","Ensemble","Loisirs","55","353","291","7242186"
"59","Ensemble","Sports","1059","1528","1240","35196744"
"60","Ensemble","Accueil d adultes handicapes ou pers. agees","3","12","11","315211"
"60","Ensemble","Accueil d enfants et d adolescents","9","117","101","3373433"
"60","Ensemble","Accueil d enfants handicapes","16","488","390","14349966"
"60","Ensemble","Accueil des jeunes enfants","23","479","427","10437648"
"60","Ensemble","Action sociale NCA","83","1355","1072","28890118"
"60","Ensemble","Aide a domicile","32","1154","932","21056706"
"60","Ensemble","Aide par le travail","19","1939","1728","28967217"
"60","Ensemble","Autres enseignements","47","377","279","9666338"
"60","Ensemble","Enseignement culturel","31","65","30","1070735"
"60","Ensemble","Enseignement primaire/secondaire/supérieur","53","2121","1894","67884413"
"60","Ensemble","Formation continue d adultes","33","509","356","11958805"
"60","Ensemble","Hebergement medico-social de personnes agees","39","794","749","19609142"
"60","Ensemble","Hebergement medico-social de personnes en difficulte","28","743","723","20715453"
"60","Ensemble","Hebergement medico-social de personnes handicapees","47","2629","2350","66494324"
"60","Ensemble","Loisirs","46","228","182","4405379"
"60","Ensemble","Sports","426","566","459","15572550"
"61","Ensemble","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"61","Ensemble","Accueil d enfants et d adolescents","6","189","183","5255997"
"61","Ensemble","Accueil d enfants handicapes","2","s","s","s"
"61","Ensemble","Accueil des jeunes enfants","6","37","38","832480"
"61","Ensemble","Action sociale NCA","54","1444","1254","28818488"
"61","Ensemble","Aide a domicile","38","1437","1129","25729861"
"61","Ensemble","Aide par le travail","14","1237","1166","21104222"
"61","Ensemble","Autres enseignements","23","106","82","2762523"
"61","Ensemble","Enseignement culturel","10","s","s","s"
"61","Ensemble","Enseignement primaire/secondaire/supérieur","56","1265","1130","36851445"
"61","Ensemble","Formation continue d adultes","29","367","330","10465995"
"61","Ensemble","Hebergement medico-social de personnes agees","23","1181","1021","28894143"
"61","Ensemble","Hebergement medico-social de personnes en difficulte","22","627","570","15833505"
"61","Ensemble","Hebergement medico-social de personnes handicapees","33","1030","922","27728041"
"61","Ensemble","Loisirs","15","49","46","1042529"
"61","Ensemble","Sports","157","129","97","2274443"
"62","Ensemble","Accueil d adultes handicapes ou pers. agees","24","s","s","5915446"
"62","Ensemble","Accueil d enfants et d adolescents","10","s","s","s"
"62","Ensemble","Accueil d enfants handicapes","25","463","344","11523735"
"62","Ensemble","Accueil des jeunes enfants","28","297","254","s"
"62","Ensemble","Action sociale NCA","170","3617","3095","75569084"
"62","Ensemble","Aide a domicile","89","5698","3976","92289466"
"62","Ensemble","Aide par le travail","43","4180","3815","57476137"
"62","Ensemble","Autres enseignements","40","321","310","10835623"
"62","Ensemble","Enseignement culturel","17","s","s","s"
"62","Ensemble","Enseignement primaire/secondaire/supérieur","162","4501","3950","131772282"
"62","Ensemble","Formation continue d adultes","53","503","417","14224065"
"62","Ensemble","Hebergement medico-social de personnes agees","60","2885","2434","67353394"
"62","Ensemble","Hebergement medico-social de personnes en difficulte","67","2167","1925","55054138"
"62","Ensemble","Hebergement medico-social de personnes handicapees","113","4412","3827","103941971"
"62","Ensemble","Loisirs","50","148","139","3194031"
"62","Ensemble","Sports","487","691","543","14639150"
"63","Ensemble","Accueil d adultes handicapes ou pers. agees","20","s","s","s"
"63","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"63","Ensemble","Accueil d enfants handicapes","11","195","143","4718068"
"63","Ensemble","Accueil des jeunes enfants","22","222","193","4438753"
"63","Ensemble","Action sociale NCA","86","1391","1149","30656882"
"63","Ensemble","Aide a domicile","36","1287","875","20331006"
"63","Ensemble","Aide par le travail","28","1507","1332","21836494"
"63","Ensemble","Autres enseignements","39","124","99","2954266"
"63","Ensemble","Enseignement culturel","24","51","32","879693"
"63","Ensemble","Enseignement primaire/secondaire/supérieur","86","2330","2052","71275687"
"63","Ensemble","Formation continue d adultes","34","173","155","5704579"
"63","Ensemble","Hebergement medico-social de personnes agees","14","716","616","16801575"
"63","Ensemble","Hebergement medico-social de personnes en difficulte","36","714","624","17413339"
"63","Ensemble","Hebergement medico-social de personnes handicapees","52","1784","1523","45498791"
"63","Ensemble","Loisirs","40","110","90","2225349"
"63","Ensemble","Sports","328","654","488","12845204"
"64","Ensemble","Accueil d adultes handicapes ou pers. agees","9","52","42","1175381"
"64","Ensemble","Accueil d enfants et d adolescents","11","245","227","6618440"
"64","Ensemble","Accueil d enfants handicapes","21","564","448","14610572"
"64","Ensemble","Accueil des jeunes enfants","50","672","592","14183568"
"64","Ensemble","Action sociale NCA","142","1881","1541","39930895"
"64","Ensemble","Aide a domicile","36","1198","893","22462127"
"64","Ensemble","Aide par le travail","24","2146","1864","31979814"
"64","Ensemble","Autres enseignements","92","391","318","9938099"
"64","Ensemble","Enseignement culturel","58","162","104","2660772"
"64","Ensemble","Enseignement primaire/secondaire/supérieur","179","3495","3056","101258734"
"64","Ensemble","Formation continue d adultes","37","257","200","6184167"
"64","Ensemble","Hebergement medico-social de personnes agees","61","2957","2471","68431203"
"64","Ensemble","Hebergement medico-social de personnes en difficulte","33","1108","978","26795384"
"64","Ensemble","Hebergement medico-social de personnes handicapees","42","1939","1687","49096359"
"64","Ensemble","Loisirs","66","250","225","5478591"
"64","Ensemble","Sports","424","757","571","15366791"
"65","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"65","Ensemble","Accueil d enfants handicapes","1","s","s","s"
"65","Ensemble","Accueil des jeunes enfants","19","127","108","2642533"
"65","Ensemble","Action sociale NCA","39","419","347","8608994"
"65","Ensemble","Aide a domicile","34","1517","1154","24544591"
"65","Ensemble","Aide par le travail","4","535","471","6832010"
"65","Ensemble","Autres enseignements","23","29","25","602098"
"65","Ensemble","Enseignement culturel","17","27","17","459857"
"65","Ensemble","Enseignement primaire/secondaire/supérieur","35","648","573","18330694"
"65","Ensemble","Formation continue d adultes","7","39","38","1259605"
"65","Ensemble","Hebergement medico-social de personnes agees","14","619","537","15436166"
"65","Ensemble","Hebergement medico-social de personnes en difficulte","15","288","254","7483373"
"65","Ensemble","Hebergement medico-social de personnes handicapees","24","1446","1248","37281868"
"65","Ensemble","Loisirs","17","28","27","645438"
"65","Ensemble","Sports","118","205","181","4920371"
"66","Ensemble","Accueil d adultes handicapes ou pers. agees","11","s","s","s"
"66","Ensemble","Accueil d enfants et d adolescents","4","s","s","s"
"66","Ensemble","Accueil d enfants handicapes","10","236","198","6587512"
"66","Ensemble","Accueil des jeunes enfants","11","150","125","2929627"
"66","Ensemble","Action sociale NCA","71","877","688","18668721"
"66","Ensemble","Aide a domicile","41","1450","1069","25336208"
"66","Ensemble","Aide par le travail","14","734","641","11350175"
"66","Ensemble","Autres enseignements","36","209","183","6507194"
"66","Ensemble","Enseignement culturel","21","s","s","s"
"66","Ensemble","Enseignement primaire/secondaire/supérieur","23","754","691","23146753"
"66","Ensemble","Formation continue d adultes","13","159","138","4432248"
"66","Ensemble","Hebergement medico-social de personnes agees","25","1044","908","25977620"
"66","Ensemble","Hebergement medico-social de personnes en difficulte","16","382","342","8956723"
"66","Ensemble","Hebergement medico-social de personnes handicapees","21","903","773","21983707"
"66","Ensemble","Loisirs","16","153","152","3420286"
"66","Ensemble","Sports","277","342","281","7320544"
"67","Ensemble","Accueil d adultes handicapes ou pers. agees","9","185","169","4542133"
"67","Ensemble","Accueil d enfants et d adolescents","29","441","332","9166813"
"67","Ensemble","Accueil d enfants handicapes","6","130","109","3243009"
"67","Ensemble","Accueil des jeunes enfants","157","1523","1251","29297870"
"67","Ensemble","Action sociale NCA","146","2224","1824","51443674"
"67","Ensemble","Aide a domicile","26","2166","1792","40313973"
"67","Ensemble","Aide par le travail","30","1740","1881","30973496"
"67","Ensemble","Autres enseignements","307","573","466","12633700"
"67","Ensemble","Enseignement culturel","34","190","91","2660971"
"67","Ensemble","Enseignement primaire/secondaire/supérieur","48","1517","1284","46601260"
"67","Ensemble","Formation continue d adultes","47","336","307","10377184"
"67","Ensemble","Hebergement medico-social de personnes agees","55","2554","2279","62301660"
"67","Ensemble","Hebergement medico-social de personnes en difficulte","50","1669","1479","40888961"
"67","Ensemble","Hebergement medico-social de personnes handicapees","59","2461","2117","59001961"
"67","Ensemble","Loisirs","27","150","128","3050919"
"67","Ensemble","Sports","167","883","780","18301467"
"68","Ensemble","Accueil d adultes handicapes ou pers. agees","11","s","s","s"
"68","Ensemble","Accueil d enfants et d adolescents","4","s","s","s"
"68","Ensemble","Accueil d enfants handicapes","6","157","128","4374697"
"68","Ensemble","Accueil des jeunes enfants","84","1257","1018","26112924"
"68","Ensemble","Action sociale NCA","94","1967","1690","43412378"
"68","Ensemble","Aide a domicile","22","1973","1637","35785023"
"68","Ensemble","Aide par le travail","20","1670","1815","35387780"
"68","Ensemble","Autres enseignements","216","457","351","9838484"
"68","Ensemble","Enseignement culturel","37","s","s","s"
"68","Ensemble","Enseignement primaire/secondaire/supérieur","32","951","827","27061155"
"68","Ensemble","Formation continue d adultes","26","145","131","4515220"
"68","Ensemble","Hebergement medico-social de personnes agees","26","1264","1140","32171520"
"68","Ensemble","Hebergement medico-social de personnes en difficulte","39","1361","1189","32826359"
"68","Ensemble","Hebergement medico-social de personnes handicapees","56","2570","2265","63218747"
"68","Ensemble","Loisirs","32","364","276","7433816"
"68","Ensemble","Sports","106","179","143","4407015"
"69","Ensemble","Accueil d adultes handicapes ou pers. agees","24","220","194","5745634"
"69","Ensemble","Accueil d enfants et d adolescents","14","365","321","10448860"
"69","Ensemble","Accueil d enfants handicapes","29","491","378","12143708"
"69","Ensemble","Accueil des jeunes enfants","237","3035","2535","64289672"
"69","Ensemble","Action sociale NCA","223","4166","3443","102226199"
"69","Ensemble","Aide a domicile","99","3118","2399","54479767"
"69","Ensemble","Aide par le travail","43","3564","3113","53917999"
"69","Ensemble","Autres enseignements","167","1382","1135","41326152"
"69","Ensemble","Enseignement culturel","92","343","231","5926517"
"69","Ensemble","Enseignement primaire/secondaire/supérieur","284","10954","9441","342375988"
"69","Ensemble","Formation continue d adultes","118","1313","1167","43232117"
"69","Ensemble","Hebergement medico-social de personnes agees","88","4049","3628","104352054"
"69","Ensemble","Hebergement medico-social de personnes en difficulte","114","2703","2449","71164113"
"69","Ensemble","Hebergement medico-social de personnes handicapees","116","5413","4719","135039894"
"69","Ensemble","Loisirs","85","497","408","10218511"
"69","Ensemble","Sports","876","2032","1453","48582675"
"70","Ensemble","Accueil d adultes handicapes ou pers. agees","4","47","38","1313882"
"70","Ensemble","Accueil d enfants et d adolescents","6","77","70","2292780"
"70","Ensemble","Accueil d enfants handicapes","7","194","156","4782053"
"70","Ensemble","Accueil des jeunes enfants","3","22","17","396676"
"70","Ensemble","Action sociale NCA","23","246","195","4635594"
"70","Ensemble","Aide a domicile","68","993","702","17699520"
"70","Ensemble","Aide par le travail","9","1011","869","15525691"
"70","Ensemble","Autres enseignements","8","s","s","s"
"70","Ensemble","Enseignement culturel","3","s","s","s"
"70","Ensemble","Enseignement primaire/secondaire/supérieur","23","479","422","13377962"
"70","Ensemble","Formation continue d adultes","5","73","61","1397589"
"70","Ensemble","Hebergement medico-social de personnes agees","10","581","486","13468011"
"70","Ensemble","Hebergement medico-social de personnes en difficulte","18","508","446","12581757"
"70","Ensemble","Hebergement medico-social de personnes handicapees","16","794","676","19731104"
"70","Ensemble","Loisirs","10","16","19","497509"
"70","Ensemble","Sports","74","66","55","1419937"
"71","Ensemble","Accueil d adultes handicapes ou pers. agees","18","110","98","2879616"
"71","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"71","Ensemble","Accueil d enfants handicapes","7","157","119","4063758"
"71","Ensemble","Accueil des jeunes enfants","12","s","s","s"
"71","Ensemble","Action sociale NCA","82","1242","946","21811424"
"71","Ensemble","Aide a domicile","44","2009","1485","32546241"
"71","Ensemble","Aide par le travail","12","1075","931","14972943"
"71","Ensemble","Autres enseignements","17","s","s","s"
"71","Ensemble","Enseignement culturel","19","26","15","548057"
"71","Ensemble","Enseignement primaire/secondaire/supérieur","46","825","740","24210245"
"71","Ensemble","Formation continue d adultes","22","342","283","8439522"
"71","Ensemble","Hebergement medico-social de personnes agees","19","592","534","14400733"
"71","Ensemble","Hebergement medico-social de personnes en difficulte","30","949","820","24133573"
"71","Ensemble","Hebergement medico-social de personnes handicapees","50","1591","1400","38311404"
"71","Ensemble","Loisirs","30","86","96","2249713"
"71","Ensemble","Sports","279","377","306","7646615"
"72","Ensemble","Accueil d adultes handicapes ou pers. agees","12","239","211","6083581"
"72","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"72","Ensemble","Accueil d enfants handicapes","15","229","195","6188964"
"72","Ensemble","Accueil des jeunes enfants","12","s","s","s"
"72","Ensemble","Action sociale NCA","91","1642","1359","34619044"
"72","Ensemble","Aide a domicile","19","747","574","12990732"
"72","Ensemble","Aide par le travail","23","1486","1285","20726228"
"72","Ensemble","Autres enseignements","31","66","47","1476465"
"72","Ensemble","Enseignement culturel","16","s","s","s"
"72","Ensemble","Enseignement primaire/secondaire/supérieur","132","2404","2139","71127748"
"72","Ensemble","Formation continue d adultes","18","232","218","6575334"
"72","Ensemble","Hebergement medico-social de personnes agees","15","695","602","17043955"
"72","Ensemble","Hebergement medico-social de personnes en difficulte","36","657","585","17161883"
"72","Ensemble","Hebergement medico-social de personnes handicapees","49","1563","1354","38271180"
"72","Ensemble","Loisirs","10","26","13","370975"
"72","Ensemble","Sports","302","592","503","16905692"
"73","Ensemble","Accueil d adultes handicapes ou pers. agees","21","73","62","1802388"
"73","Ensemble","Accueil d enfants handicapes","12","180","138","4284249"
"73","Ensemble","Accueil des jeunes enfants","28","167","145","3589452"
"73","Ensemble","Action sociale NCA","61","1031","865","24132359"
"73","Ensemble","Aide a domicile","22","524","405","8890249"
"73","Ensemble","Aide par le travail","13","1132","980","14615923"
"73","Ensemble","Autres enseignements","37","132","97","3024896"
"73","Ensemble","Enseignement culturel","13","44","28","710985"
"73","Ensemble","Enseignement primaire/secondaire/supérieur","44","1061","911","30303447"
"73","Ensemble","Formation continue d adultes","24","232","179","5481773"
"73","Ensemble","Hebergement medico-social de personnes agees","6","280","250","6524474"
"73","Ensemble","Hebergement medico-social de personnes en difficulte","26","477","422","11344358"
"73","Ensemble","Hebergement medico-social de personnes handicapees","35","1279","1094","30592491"
"73","Ensemble","Loisirs","22","86","84","2033699"
"73","Ensemble","Sports","307","770","642","17065457"
"74","Ensemble","Accueil d adultes handicapes ou pers. agees","7","66","56","1854042"
"74","Ensemble","Accueil d enfants et d adolescents","6","101","95","2883727"
"74","Ensemble","Accueil d enfants handicapes","12","233","170","5711238"
"74","Ensemble","Accueil des jeunes enfants","71","495","423","10605007"
"74","Ensemble","Action sociale NCA","60","834","706","18624773"
"74","Ensemble","Aide a domicile","46","1553","1220","27294910"
"74","Ensemble","Aide par le travail","28","1771","1541","26892059"
"74","Ensemble","Autres enseignements","52","304","246","8817627"
"74","Ensemble","Enseignement culturel","42","176","101","2621615"
"74","Ensemble","Enseignement primaire/secondaire/supérieur","116","3566","3048","101738671"
"74","Ensemble","Formation continue d adultes","12","89","94","2697778"
"74","Ensemble","Hebergement medico-social de personnes agees","10","522","453","12730479"
"74","Ensemble","Hebergement medico-social de personnes en difficulte","37","640","549","16173263"
"74","Ensemble","Hebergement medico-social de personnes handicapees","43","1883","1612","46971779"
"74","Ensemble","Loisirs","27","152","102","2892149"
"74","Ensemble","Sports","446","901","767","21966574"
"75","Ensemble","Accueil d adultes handicapes ou pers. agees","31","449","391","13112703"
"75","Ensemble","Accueil d enfants et d adolescents","42","1310","1157","42477557"
"75","Ensemble","Accueil d enfants handicapes","40","951","717","23238386"
"75","Ensemble","Accueil des jeunes enfants","242","3103","2721","71886426"
"75","Ensemble","Action sociale NCA","478","10122","9504","354888659"
"75","Ensemble","Aide a domicile","40","2190","1779","46324908"
"75","Ensemble","Aide par le travail","58","3075","2666","52051337"
"75","Ensemble","Autres enseignements","283","3528","2930","116573699"
"75","Ensemble","Enseignement culturel","103","472","303","11746417"
"75","Ensemble","Enseignement primaire/secondaire/supérieur","316","11988","10041","389708513"
"75","Ensemble","Formation continue d adultes","318","2441","2156","90973602"
"75","Ensemble","Hebergement medico-social de personnes agees","44","1311","1161","35819686"
"75","Ensemble","Hebergement medico-social de personnes en difficulte","205","5574","5112","167105329"
"75","Ensemble","Hebergement medico-social de personnes handicapees","73","2313","2038","61519637"
"75","Ensemble","Loisirs","76","904","930","30691617"
"75","Ensemble","Sports","528","4487","3800","193369895"
"76","Ensemble","Accueil d adultes handicapes ou pers. agees","14","138","111","3156727"
"76","Ensemble","Accueil d enfants et d adolescents","24","456","408","12837574"
"76","Ensemble","Accueil d enfants handicapes","19","387","295","9689420"
"76","Ensemble","Accueil des jeunes enfants","66","640","540","13247542"
"76","Ensemble","Action sociale NCA","154","2644","2229","58733517"
"76","Ensemble","Aide a domicile","39","2570","1931","42327972"
"76","Ensemble","Aide par le travail","33","2369","2132","34727378"
"76","Ensemble","Autres enseignements","68","325","287","9068671"
"76","Ensemble","Enseignement culturel","42","121","75","2152422"
"76","Ensemble","Enseignement primaire/secondaire/supérieur","122","4183","3765","134582844"
"76","Ensemble","Formation continue d adultes","69","800","710","20642322"
"76","Ensemble","Hebergement medico-social de personnes agees","28","1321","1260","32683107"
"76","Ensemble","Hebergement medico-social de personnes en difficulte","77","1758","1570","42994590"
"76","Ensemble","Hebergement medico-social de personnes handicapees","81","3224","2826","79801268"
"76","Ensemble","Loisirs","45","276","250","5920574"
"76","Ensemble","Sports","664","1107","835","22557868"
"77","Ensemble","Accueil d adultes handicapes ou pers. agees","16","s","s","5641800"
"77","Ensemble","Accueil d enfants et d adolescents","6","s","s","s"
"77","Ensemble","Accueil d enfants handicapes","28","515","433","13777938"
"77","Ensemble","Accueil des jeunes enfants","34","233","200","s"
"77","Ensemble","Action sociale NCA","114","2193","1875","55110847"
"77","Ensemble","Aide a domicile","38","1214","1007","24258476"
"77","Ensemble","Aide par le travail","22","1834","1670","27071824"
"77","Ensemble","Autres enseignements","88","357","271","10294364"
"77","Ensemble","Enseignement culturel","57","s","s","s"
"77","Ensemble","Enseignement primaire/secondaire/supérieur","64","3153","2825","128467122"
"77","Ensemble","Formation continue d adultes","24","260","220","7767249"
