"","EPCI","jurid1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"2060",200066231,"3-MUTUELLES",11,"33","31.87","1065302","09","CC des Portes d'Ariège Pyrénées"
"2061",200066231,"4-ESS",146,"1480","1397.24","37855171","09","CC des Portes d'Ariège Pyrénées"
"2062",200066231,"5-HORS ESS",1264,"10082","9382.54","292459617","09","CC des Portes d'Ariège Pyrénées"
"2063",200066231,"5A-PUBLIC",111,"2106","1933.17","58751839","09","CC des Portes d'Ariège Pyrénées"
"2064",200066231,"5B-PRIVE",1153,"7976","7449.37","233707778","09","CC des Portes d'Ariège Pyrénées"
"2065",200066231,"6-TOTAL",1410,"11562","10779.78","330314788","09","CC des Portes d'Ariège Pyrénées"
"2066",200066280,"1-ASSO+FOND",75,"723","620.08","16179273","45","CC du Pithiverais"
"2067",200066280,"1A-ASSOCIATIONS",75,"723","620.08","16179273","45","CC du Pithiverais"
"2068",200066280,"2-COOPERATIVES",12,"318","330.53","13616496","45","CC du Pithiverais"
"2069",200066280,"3-MUTUELLES",4,"5","5.94","202586","45","CC du Pithiverais"
"2070",200066280,"4-ESS",91,"1046","956.55","29998355","45","CC du Pithiverais"
"2071",200066280,"5-HORS ESS",737,"7271","6892.67","224835400","45","CC du Pithiverais"
"2072",200066280,"5A-PUBLIC",98,"1536","1427.9","45084288","45","CC du Pithiverais"
"2073",200066280,"5B-PRIVE",639,"5735","5464.77","179751112","45","CC du Pithiverais"
"2074",200066280,"6-TOTAL",828,"8317","7849.22","254833755","45","CC du Pithiverais"
"2075",200066322,"1-ASSO+FOND",105,"1118","1106.05","25602508","82","CC Terres des Confluences"
"2076",200066322,"1A-ASSOCIATIONS",103,"s","s","s","82","CC Terres des Confluences"
"2077",200066322,"1B-FONDATIONS",2,"s","s","s","82","CC Terres des Confluences"
"2078",200066322,"2-COOPERATIVES",25,"473","434.71","14655070","82","CC Terres des Confluences"
"2079",200066322,"3-MUTUELLES",7,"25","25.76","739511","82","CC Terres des Confluences"
"2080",200066322,"4-ESS",137,"1616","1566.52","40997089","82","CC Terres des Confluences"
"2081",200066322,"5-HORS ESS",1138,"7584","7650.27","221432614","82","CC Terres des Confluences"
"2082",200066322,"5A-PUBLIC",98,"2491","2331.96","71052602","82","CC Terres des Confluences"
"2083",200066322,"5B-PRIVE",1040,"5093","5318.31","150380012","82","CC Terres des Confluences"
"2084",200066322,"6-TOTAL",1275,"9200","9216.79","262429703","82","CC Terres des Confluences"
"2085",200066330,"1-ASSO+FOND",64,"267","232.22","5706126","18","CC Terres du Haut Berry"
"2086",200066330,"1A-ASSOCIATIONS",64,"267","232.22","5706126","18","CC Terres du Haut Berry"
"2087",200066330,"2-COOPERATIVES",8,"s","s","s","18","CC Terres du Haut Berry"
"2088",200066330,"3-MUTUELLES",1,"s","s","s","18","CC Terres du Haut Berry"
"2089",200066330,"4-ESS",73,"484","459.4","12313154","18","CC Terres du Haut Berry"
"2090",200066330,"5-HORS ESS",577,"3829","3655.83","113643857","18","CC Terres du Haut Berry"
"2091",200066330,"5A-PUBLIC",79,"592","539.6","14921280","18","CC Terres du Haut Berry"
"2092",200066330,"5B-PRIVE",498,"3237","3116.23","98722577","18","CC Terres du Haut Berry"
"2093",200066330,"6-TOTAL",650,"4313","4115.23","125957011","18","CC Terres du Haut Berry"
"2094",200066348,"1-ASSO+FOND",45,"199","173.32","5007472","34","CC du Minervois au Caroux"
"2095",200066348,"1A-ASSOCIATIONS",45,"199","173.32","5007472","34","CC du Minervois au Caroux"
"2096",200066348,"2-COOPERATIVES",12,"s","s","s","34","CC du Minervois au Caroux"
"2097",200066348,"3-MUTUELLES",2,"s","s","s","34","CC du Minervois au Caroux"
"2098",200066348,"4-ESS",59,"317","297.21","9537000","34","CC du Minervois au Caroux"
"2099",200066348,"5-HORS ESS",487,"1803","1651.05","44549938","34","CC du Minervois au Caroux"
"2100",200066348,"5A-PUBLIC",83,"804","719.72","20558572","34","CC du Minervois au Caroux"
"2101",200066348,"5B-PRIVE",404,"999","931.33","23991366","34","CC du Minervois au Caroux"
"2102",200066348,"6-TOTAL",546,"2120","1948.26","54086938","34","CC du Minervois au Caroux"
"2103",200066363,"1-ASSO+FOND",59,"s","s","s","09","CC de la Haute Ariège"
"2104",200066363,"1A-ASSOCIATIONS",59,"s","s","s","09","CC de la Haute Ariège"
"2105",200066363,"2-COOPERATIVES",2,"s","s","s","09","CC de la Haute Ariège"
"2106",200066363,"4-ESS",61,"126","154.77","3802084","09","CC de la Haute Ariège"
"2107",200066363,"5-HORS ESS",346,"1914","1881.14","58735147","09","CC de la Haute Ariège"
"2108",200066363,"5A-PUBLIC",90,"776","720.4","20358978","09","CC de la Haute Ariège"
"2109",200066363,"5B-PRIVE",256,"1138","1160.74","38376169","09","CC de la Haute Ariège"
"2110",200066363,"6-TOTAL",407,"2040","2035.91","62537231","09","CC de la Haute Ariège"
"2111",200066371,"1-ASSO+FOND",123,"1133","1040.45","27593297","46","CC Causses et Vallée de la Dordogne"
"2112",200066371,"1A-ASSOCIATIONS",123,"1133","1040.45","27593297","46","CC Causses et Vallée de la Dordogne"
"2113",200066371,"2-COOPERATIVES",36,"s","s","s","46","CC Causses et Vallée de la Dordogne"
"2114",200066371,"3-MUTUELLES",2,"s","s","s","46","CC Causses et Vallée de la Dordogne"
"2115",200066371,"4-ESS",161,"1591","1479.78","41899472","46","CC Causses et Vallée de la Dordogne"
"2116",200066371,"5-HORS ESS",1720,"10452","10293.38","327965524","46","CC Causses et Vallée de la Dordogne"
"2117",200066371,"5A-PUBLIC",214,"2583","2397.84","76683607","46","CC Causses et Vallée de la Dordogne"
"2118",200066371,"5B-PRIVE",1506,"7869","7895.54","251281917","46","CC Causses et Vallée de la Dordogne"
"2119",200066371,"6-TOTAL",1881,"12043","11773.16","369864996","46","CC Causses et Vallée de la Dordogne"
"2120",200066405,"1-ASSO+FOND",44,"121","100.6","3366166","27","CC Roumois Seine"
"2121",200066405,"1A-ASSOCIATIONS",44,"121","100.6","3366166","27","CC Roumois Seine"
"2122",200066405,"2-COOPERATIVES",6,"33","34.36","1594420","27","CC Roumois Seine"
"2123",200066405,"4-ESS",50,"154","134.96","4960586","27","CC Roumois Seine"
"2124",200066405,"5-HORS ESS",847,"5465","5030.46","148404523","27","CC Roumois Seine"
"2125",200066405,"5A-PUBLIC",91,"1461","1296.1","35878612","27","CC Roumois Seine"
"2126",200066405,"5B-PRIVE",756,"4004","3734.36","112525911","27","CC Roumois Seine"
"2127",200066405,"6-TOTAL",897,"5619","5165.42","153365109","27","CC Roumois Seine"
"2128",200066413,"1-ASSO+FOND",120,"1311","1137.85","28775800","27","CC Intercom Bernay Terres de Normandie"
"2129",200066413,"1A-ASSOCIATIONS",118,"s","s","s","27","CC Intercom Bernay Terres de Normandie"
"2130",200066413,"1B-FONDATIONS",2,"s","s","s","27","CC Intercom Bernay Terres de Normandie"
"2131",200066413,"2-COOPERATIVES",28,"91","95.63","4350187","27","CC Intercom Bernay Terres de Normandie"
"2132",200066413,"3-MUTUELLES",6,"19","18.56","707719","27","CC Intercom Bernay Terres de Normandie"
"2133",200066413,"4-ESS",154,"1421","1252.04","33833706","27","CC Intercom Bernay Terres de Normandie"
"2134",200066413,"5-HORS ESS",1600,"11557","11024.35","354407275","27","CC Intercom Bernay Terres de Normandie"
"2135",200066413,"5A-PUBLIC",189,"3004","2789.5","84797841","27","CC Intercom Bernay Terres de Normandie"
"2136",200066413,"5B-PRIVE",1411,"8553","8234.85","269609434","27","CC Intercom Bernay Terres de Normandie"
"2137",200066413,"6-TOTAL",1754,"12978","12276.39","388240981","27","CC Intercom Bernay Terres de Normandie"
"2138",200066462,"1-ASSO+FOND",82,"1082","962.84","24236749","27","CC Interco Normandie Sud Eure"
"2139",200066462,"1A-ASSOCIATIONS",82,"1082","962.84","24236749","27","CC Interco Normandie Sud Eure"
"2140",200066462,"2-COOPERATIVES",19,"s","s","s","27","CC Interco Normandie Sud Eure"
"2141",200066462,"3-MUTUELLES",2,"s","s","s","27","CC Interco Normandie Sud Eure"
"2142",200066462,"4-ESS",103,"1150","1030.79","27110245","27","CC Interco Normandie Sud Eure"
"2143",200066462,"5-HORS ESS",1004,"7552","7110.91","220369655","27","CC Interco Normandie Sud Eure"
"2144",200066462,"5A-PUBLIC",109,"1879","1731.09","52687683","27","CC Interco Normandie Sud Eure"
"2145",200066462,"5B-PRIVE",895,"5673","5379.82","167681972","27","CC Interco Normandie Sud Eure"
"2146",200066462,"6-TOTAL",1107,"8702","8141.7","247479900","27","CC Interco Normandie Sud Eure"
"2147",200066512,"1-ASSO+FOND",40,"334","289.51","6438313","87","CC Elan Limousin Avenir Nature"
"2148",200066512,"1A-ASSOCIATIONS",40,"334","289.51","6438313","87","CC Elan Limousin Avenir Nature"
"2149",200066512,"2-COOPERATIVES",11,"s","s","s","87","CC Elan Limousin Avenir Nature"
"2150",200066512,"3-MUTUELLES",1,"s","s","s","87","CC Elan Limousin Avenir Nature"
"2151",200066512,"4-ESS",52,"425","377.63","8677150","87","CC Elan Limousin Avenir Nature"
"2152",200066512,"5-HORS ESS",532,"3559","3349.74","100298469","87","CC Elan Limousin Avenir Nature"
"2153",200066512,"5A-PUBLIC",72,"1219","1126.4","30905323","87","CC Elan Limousin Avenir Nature"
"2154",200066512,"5B-PRIVE",460,"2340","2223.34","69393146","87","CC Elan Limousin Avenir Nature"
"2155",200066512,"6-TOTAL",584,"3984","3727.37","108975619","87","CC Elan Limousin Avenir Nature"
"2156",200066520,"1-ASSO+FOND",16,"104","95.86","2703063","87","CC Ouest Limousin"
"2157",200066520,"1A-ASSOCIATIONS",15,"s","s","s","87","CC Ouest Limousin"
"2158",200066520,"1B-FONDATIONS",1,"s","s","s","87","CC Ouest Limousin"
"2159",200066520,"2-COOPERATIVES",3,"s","s","s","87","CC Ouest Limousin"
"2160",200066520,"3-MUTUELLES",1,"s","s","s","87","CC Ouest Limousin"
"2161",200066520,"4-ESS",20,"146","138.25","4421714","87","CC Ouest Limousin"
"2162",200066520,"5-HORS ESS",268,"1412","1360.47","37038997","87","CC Ouest Limousin"
"2163",200066520,"5A-PUBLIC",35,"418","383.53","9668873","87","CC Ouest Limousin"
"2164",200066520,"5B-PRIVE",233,"994","976.94","27370124","87","CC Ouest Limousin"
"2165",200066520,"6-TOTAL",288,"1558","1498.72","41460711","87","CC Ouest Limousin"
"2166",200066553,"1-ASSO+FOND",25,"296","260.09","5990345","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2167",200066553,"1A-ASSOCIATIONS",25,"296","260.09","5990345","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2168",200066553,"2-COOPERATIVES",8,"19","18.4","546743","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2169",200066553,"4-ESS",33,"315","278.49","6537088","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2170",200066553,"5-HORS ESS",320,"1829","1728.96","52154305","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2171",200066553,"5A-PUBLIC",46,"521","475.56","12526248","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2172",200066553,"5B-PRIVE",274,"1308","1253.4","39628057","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2173",200066553,"6-TOTAL",353,"2144","2007.45","58691393","81","CC des Monts de Lacaune et de la Montagne du Haut Languedoc"
"2174",200066561,"1-ASSO+FOND",33,"214","160.14","4127097","81","CC Sidobre Vals et Plateaux"
"2175",200066561,"1A-ASSOCIATIONS",33,"214","160.14","4127097","81","CC Sidobre Vals et Plateaux"
"2176",200066561,"2-COOPERATIVES",10,"52","48.44","1531950","81","CC Sidobre Vals et Plateaux"
"2177",200066561,"4-ESS",43,"266","208.58","5659047","81","CC Sidobre Vals et Plateaux"
"2178",200066561,"5-HORS ESS",438,"2257","2079.93","61450643","81","CC Sidobre Vals et Plateaux"
"2179",200066561,"5A-PUBLIC",44,"468","409.05","10479768","81","CC Sidobre Vals et Plateaux"
"2180",200066561,"5B-PRIVE",394,"1789","1670.88","50970875","81","CC Sidobre Vals et Plateaux"
"2181",200066561,"6-TOTAL",481,"2523","2288.51","67109690","81","CC Sidobre Vals et Plateaux"
"2182",200066587,"1-ASSO+FOND",137,"1585","1364.37","39514653","69","CC des Monts du Lyonnais"
"2183",200066587,"1A-ASSOCIATIONS",133,"1184","1034.81","28407618","69","CC des Monts du Lyonnais"
"2184",200066587,"1B-FONDATIONS",4,"401","329.56","11107035","69","CC des Monts du Lyonnais"
"2185",200066587,"2-COOPERATIVES",11,"s","s","s","69","CC des Monts du Lyonnais"
"2186",200066587,"3-MUTUELLES",2,"s","s","s","69","CC des Monts du Lyonnais"
"2187",200066587,"4-ESS",150,"1639","1415.23","41876008","69","CC des Monts du Lyonnais"
"2188",200066587,"5-HORS ESS",945,"6077","5632.11","174544001","69","CC des Monts du Lyonnais"
"2189",200066587,"5A-PUBLIC",65,"972","854.72","24447329","69","CC des Monts du Lyonnais"
"2190",200066587,"5B-PRIVE",880,"5105","4777.39","150096672","69","CC des Monts du Lyonnais"
"2191",200066587,"6-TOTAL",1095,"7716","7047.34","216420009","69","CC des Monts du Lyonnais"
"2192",200066603,"1-ASSO+FOND",19,"31","60.98","1413377","19","CC du Pays de Lubersac-Pompadour"
"2193",200066603,"1A-ASSOCIATIONS",19,"31","60.98","1413377","19","CC du Pays de Lubersac-Pompadour"
"2194",200066603,"2-COOPERATIVES",7,"33","35.86","1237619","19","CC du Pays de Lubersac-Pompadour"
"2195",200066603,"4-ESS",26,"64","96.84","2650996","19","CC du Pays de Lubersac-Pompadour"
"2196",200066603,"5-HORS ESS",261,"2236","2041.67","65053176","19","CC du Pays de Lubersac-Pompadour"
"2197",200066603,"5A-PUBLIC",33,"542","480.45","13219961","19","CC du Pays de Lubersac-Pompadour"
"2198",200066603,"5B-PRIVE",228,"1694","1561.22","51833215","19","CC du Pays de Lubersac-Pompadour"
"2199",200066603,"6-TOTAL",287,"2300","2138.51","67704172","19","CC du Pays de Lubersac-Pompadour"
"2200",200066637,"1-ASSO+FOND",38,"224","192.25","5000541","15","CC Hautes Terres"
"2201",200066637,"1A-ASSOCIATIONS",38,"224","192.25","5000541","15","CC Hautes Terres"
"2202",200066637,"2-COOPERATIVES",9,"19","20.72","957042","15","CC Hautes Terres"
"2203",200066637,"4-ESS",47,"243","212.97","5957583","15","CC Hautes Terres"
"2204",200066637,"5-HORS ESS",506,"2163","2006.21","55223178","15","CC Hautes Terres"
"2205",200066637,"5A-PUBLIC",72,"856","780","21651330","15","CC Hautes Terres"
"2206",200066637,"5B-PRIVE",434,"1307","1226.21","33571848","15","CC Hautes Terres"
"2207",200066637,"6-TOTAL",553,"2406","2219.18","61180761","15","CC Hautes Terres"
"2208",200066645,"1-ASSO+FOND",23,"s","s","s","19","CC Vézère-Monédières-Millesources"
"2209",200066645,"1A-ASSOCIATIONS",23,"s","s","s","19","CC Vézère-Monédières-Millesources"
"2210",200066645,"2-COOPERATIVES",2,"s","s","s","19","CC Vézère-Monédières-Millesources"
"2211",200066645,"4-ESS",25,"326","281.82","8175228","19","CC Vézère-Monédières-Millesources"
"2212",200066645,"5-HORS ESS",137,"650","619.29","16841573","19","CC Vézère-Monédières-Millesources"
"2213",200066645,"5A-PUBLIC",29,"236","218.12","5956910","19","CC Vézère-Monédières-Millesources"
"2214",200066645,"5B-PRIVE",108,"414","401.17","10884663","19","CC Vézère-Monédières-Millesources"
"2215",200066645,"6-TOTAL",162,"976","901.11","25016801","19","CC Vézère-Monédières-Millesources"
"2216",200066652,"1-ASSO+FOND",58,"213","207.78","4784246","82","CC Grand Sud Tarn et Garonne"
"2217",200066652,"1A-ASSOCIATIONS",58,"213","207.78","4784246","82","CC Grand Sud Tarn et Garonne"
"2218",200066652,"2-COOPERATIVES",24,"s","s","s","82","CC Grand Sud Tarn et Garonne"
"2219",200066652,"3-MUTUELLES",1,"s","s","s","82","CC Grand Sud Tarn et Garonne"
"2220",200066652,"4-ESS",83,"371","360.19","9983534","82","CC Grand Sud Tarn et Garonne"
"2221",200066652,"5-HORS ESS",864,"5536","5220.87","151177286","82","CC Grand Sud Tarn et Garonne"
"2222",200066652,"5A-PUBLIC",80,"1606","1441.28","39854720","82","CC Grand Sud Tarn et Garonne"
"2223",200066652,"5B-PRIVE",784,"3930","3779.59","111322566","82","CC Grand Sud Tarn et Garonne"
"2224",200066652,"6-TOTAL",947,"5907","5581.06","161160820","82","CC Grand Sud Tarn et Garonne"
"2225",200066660,"1-ASSO+FOND",69,"809","679.32","17110196","15","CC de Saint-Flour"
"2226",200066660,"1A-ASSOCIATIONS",69,"809","679.32","17110196","15","CC de Saint-Flour"
"2227",200066660,"2-COOPERATIVES",17,"s","s","s","15","CC de Saint-Flour"
"2228",200066660,"3-MUTUELLES",2,"s","s","s","15","CC de Saint-Flour"
"2229",200066660,"4-ESS",88,"915","781.12","21161165","15","CC de Saint-Flour"
"2230",200066660,"5-HORS ESS",928,"5578","5217.41","148523538","15","CC de Saint-Flour"
"2231",200066660,"5A-PUBLIC",123,"1922","1756.62","54831250","15","CC de Saint-Flour"
"2232",200066660,"5B-PRIVE",805,"3656","3460.79","93692288","15","CC de Saint-Flour"
"2233",200066660,"6-TOTAL",1016,"6493","5998.53","169684703","15","CC de Saint-Flour"
"2234",200066678,"1-ASSO+FOND",52,"540","444.65","11219753","15","CC de la Châtaigneraie Cantalienne"
"2235",200066678,"1A-ASSOCIATIONS",52,"540","444.65","11219753","15","CC de la Châtaigneraie Cantalienne"
"2236",200066678,"2-COOPERATIVES",20,"129","122.19","4682330","15","CC de la Châtaigneraie Cantalienne"
"2237",200066678,"4-ESS",72,"669","566.84","15902083","15","CC de la Châtaigneraie Cantalienne"
"2238",200066678,"5-HORS ESS",651,"2772","2559.49","70075050","15","CC de la Châtaigneraie Cantalienne"
"2239",200066678,"5A-PUBLIC",106,"892","802.3","21728259","15","CC de la Châtaigneraie Cantalienne"
"2240",200066678,"5B-PRIVE",545,"1880","1757.19","48346791","15","CC de la Châtaigneraie Cantalienne"
"2241",200066678,"6-TOTAL",723,"3441","3126.33","85977133","15","CC de la Châtaigneraie Cantalienne"
"2242",200066710,"1-ASSO+FOND",54,"372","311.19","8277389","14","CC Cingal-Suisse Normande"
"2243",200066710,"1A-ASSOCIATIONS",53,"s","s","s","14","CC Cingal-Suisse Normande"
"2244",200066710,"1B-FONDATIONS",1,"s","s","s","14","CC Cingal-Suisse Normande"
"2245",200066710,"2-COOPERATIVES",11,"s","s","s","14","CC Cingal-Suisse Normande"
"2246",200066710,"3-MUTUELLES",1,"s","s","s","14","CC Cingal-Suisse Normande"
"2247",200066710,"4-ESS",66,"477","419.51","12349585","14","CC Cingal-Suisse Normande"
"2248",200066710,"5-HORS ESS",532,"2507","2366.66","67538973","14","CC Cingal-Suisse Normande"
"2249",200066710,"5A-PUBLIC",83,"727","627.86","18057331","14","CC Cingal-Suisse Normande"
"2250",200066710,"5B-PRIVE",449,"1780","1738.8","49481642","14","CC Cingal-Suisse Normande"
"2251",200066710,"6-TOTAL",598,"2984","2786.17","79888558","14","CC Cingal-Suisse Normande"
"2252",200066728,"1-ASSO+FOND",48,"397","333.04","9451261","14","CC Vallées de l'Orne et de l'Odon"
"2253",200066728,"1A-ASSOCIATIONS",48,"397","333.04","9451261","14","CC Vallées de l'Orne et de l'Odon"
"2254",200066728,"2-COOPERATIVES",5,"9","11","433025","14","CC Vallées de l'Orne et de l'Odon"
"2255",200066728,"3-MUTUELLES",6,"16","17.86","428817","14","CC Vallées de l'Orne et de l'Odon"
"2256",200066728,"4-ESS",59,"422","361.9","10313103","14","CC Vallées de l'Orne et de l'Odon"
"2257",200066728,"5-HORS ESS",436,"1990","1852.53","51217302","14","CC Vallées de l'Orne et de l'Odon"
"2258",200066728,"5A-PUBLIC",65,"552","498.11","15200843","14","CC Vallées de l'Orne et de l'Odon"
"2259",200066728,"5B-PRIVE",371,"1438","1354.42","36016459","14","CC Vallées de l'Orne et de l'Odon"
"2260",200066728,"6-TOTAL",495,"2412","2214.43","61530405","14","CC Vallées de l'Orne et de l'Odon"
"2261",200066744,"1-ASSO+FOND",118,"2058","1909.78","51161505","19","CC Haute-Corrèze Communauté"
"2262",200066744,"1A-ASSOCIATIONS",94,"1091","1012.77","28674035","19","CC Haute-Corrèze Communauté"
"2263",200066744,"1B-FONDATIONS",24,"967","897.01","22487470","19","CC Haute-Corrèze Communauté"
"2264",200066744,"2-COOPERATIVES",31,"225","205.62","7898717","19","CC Haute-Corrèze Communauté"
"2265",200066744,"3-MUTUELLES",5,"63","54.57","1562109","19","CC Haute-Corrèze Communauté"
"2266",200066744,"4-ESS",154,"2346","2169.97","60622331","19","CC Haute-Corrèze Communauté"
"2267",200066744,"5-HORS ESS",1092,"7673","7205.82","212088947","19","CC Haute-Corrèze Communauté"
"2268",200066744,"5A-PUBLIC",174,"2612","2432.22","74589345","19","CC Haute-Corrèze Communauté"
"2269",200066744,"5B-PRIVE",918,"5061","4773.6","137499602","19","CC Haute-Corrèze Communauté"
"2270",200066744,"6-TOTAL",1246,"10019","9375.79","272711278","19","CC Haute-Corrèze Communauté"
"2271",200066751,"1-ASSO+FOND",26,"301","253.42","6168033","19","CC Xaintrie Val'Dordogne"
"2272",200066751,"1A-ASSOCIATIONS",26,"301","253.42","6168033","19","CC Xaintrie Val'Dordogne"
"2273",200066751,"2-COOPERATIVES",6,"s","s","s","19","CC Xaintrie Val'Dordogne"
"2274",200066751,"3-MUTUELLES",1,"s","s","s","19","CC Xaintrie Val'Dordogne"
"2275",200066751,"4-ESS",33,"324","278.77","7309070","19","CC Xaintrie Val'Dordogne"
"2276",200066751,"5-HORS ESS",350,"1908","1805.01","50692947","19","CC Xaintrie Val'Dordogne"
"2277",200066751,"5A-PUBLIC",61,"667","626.61","16955200","19","CC Xaintrie Val'Dordogne"
"2278",200066751,"5B-PRIVE",289,"1241","1178.4","33737747","19","CC Xaintrie Val'Dordogne"
"2279",200066751,"6-TOTAL",383,"2232","2083.78","58002017","19","CC Xaintrie Val'Dordogne"
"2280",200066769,"1-ASSO+FOND",32,"130","109.44","2808483","19","CC Midi Corrézien"
"2281",200066769,"1A-ASSOCIATIONS",32,"130","109.44","2808483","19","CC Midi Corrézien"
"2282",200066769,"2-COOPERATIVES",8,"18","17.21","703523","19","CC Midi Corrézien"
"2283",200066769,"3-MUTUELLES",4,"31","26.62","647823","19","CC Midi Corrézien"
"2284",200066769,"4-ESS",44,"179","153.27","4159829","19","CC Midi Corrézien"
"2285",200066769,"5-HORS ESS",374,"1773","1722.83","48786981","19","CC Midi Corrézien"
"2286",200066769,"5A-PUBLIC",74,"664","591.31","16744106","19","CC Midi Corrézien"
"2287",200066769,"5B-PRIVE",300,"1109","1131.52","32042875","19","CC Midi Corrézien"
"2288",200066769,"6-TOTAL",418,"1952","1876.1","52946810","19","CC Midi Corrézien"
"2289",200066777,"1-ASSO+FOND",139,"1586","1364.9","40208250","56","CC Ploërmel Communauté"
"2290",200066777,"1A-ASSOCIATIONS",139,"1586","1364.9","40208250","56","CC Ploërmel Communauté"
"2291",200066777,"2-COOPERATIVES",26,"s","s","s","56","CC Ploërmel Communauté"
"2292",200066777,"3-MUTUELLES",3,"s","s","s","56","CC Ploërmel Communauté"
"2293",200066777,"4-ESS",168,"1759","1539.21","46224327","56","CC Ploërmel Communauté"
"2294",200066777,"5-HORS ESS",1154,"10205","9432.76","286805719","56","CC Ploërmel Communauté"
"2295",200066777,"5A-PUBLIC",86,"2294","2097.72","63957416","56","CC Ploërmel Communauté"
"2296",200066777,"5B-PRIVE",1068,"7911","7335.04","222848303","56","CC Ploërmel Communauté"
"2297",200066777,"6-TOTAL",1322,"11964","10971.97","333030046","56","CC Ploërmel Communauté"
"2298",200066785,"1-ASSO+FOND",112,"1138","1000.73","30070139","56","CC de l'Oust à Brocéliande"
"2299",200066785,"1A-ASSOCIATIONS",112,"1138","1000.73","30070139","56","CC de l'Oust à Brocéliande"
"2300",200066785,"2-COOPERATIVES",20,"s","s","s","56","CC de l'Oust à Brocéliande"
"2301",200066785,"3-MUTUELLES",2,"s","s","s","56","CC de l'Oust à Brocéliande"
"2302",200066785,"4-ESS",134,"1275","1133.14","34891734","56","CC de l'Oust à Brocéliande"
"2303",200066785,"5-HORS ESS",928,"11744","10260.96","307472231","56","CC de l'Oust à Brocéliande"
"2304",200066785,"5A-PUBLIC",70,"1422","1265.7","34928780","56","CC de l'Oust à Brocéliande"
"2305",200066785,"5B-PRIVE",858,"10322","8995.26","272543451","56","CC de l'Oust à Brocéliande"
"2306",200066785,"6-TOTAL",1062,"13019","11394.1","342363965","56","CC de l'Oust à Brocéliande"
"2307",200066801,"1-ASSO+FOND",36,"194","141.82","3512685","14","CC Isigny-Omaha Intercom"
"2308",200066801,"1A-ASSOCIATIONS",36,"194","141.82","3512685","14","CC Isigny-Omaha Intercom"
"2309",200066801,"2-COOPERATIVES",12,"s","s","s","14","CC Isigny-Omaha Intercom"
"2310",200066801,"3-MUTUELLES",1,"s","s","s","14","CC Isigny-Omaha Intercom"
"2311",200066801,"4-ESS",49,"978","882.96","34581214","14","CC Isigny-Omaha Intercom"
"2312",200066801,"5-HORS ESS",777,"2935","2813.7","80656590","14","CC Isigny-Omaha Intercom"
"2313",200066801,"5A-PUBLIC",104,"706","601.76","16975469","14","CC Isigny-Omaha Intercom"
"2314",200066801,"5B-PRIVE",673,"2229","2211.94","63681121","14","CC Isigny-Omaha Intercom"
"2315",200066801,"6-TOTAL",826,"3913","3696.66","115237804","14","CC Isigny-Omaha Intercom"
"2316",200066819,"1-ASSO+FOND",62,"466","411.26","11858328","31","CC du Volvestre"
"2317",200066819,"1A-ASSOCIATIONS",62,"466","411.26","11858328","31","CC du Volvestre"
"2318",200066819,"2-COOPERATIVES",13,"s","s","s","31","CC du Volvestre"
"2319",200066819,"3-MUTUELLES",2,"s","s","s","31","CC du Volvestre"
"2320",200066819,"4-ESS",77,"527","473.71","13848858","31","CC du Volvestre"
"2321",200066819,"5-HORS ESS",799,"4816","4434.28","125760876","31","CC du Volvestre"
"2322",200066819,"5A-PUBLIC",91,"1389","1223.64","33194327","31","CC du Volvestre"
"2323",200066819,"5B-PRIVE",708,"3427","3210.64","92566549","31","CC du Volvestre"
"2324",200066819,"6-TOTAL",876,"5343","4907.99","139609734","31","CC du Volvestre"
"2325",200066827,"1-ASSO+FOND",44,"315","240.42","6447410","14","CC du Pays de Honfleur-Beuzeville"
"2326",200066827,"1A-ASSOCIATIONS",44,"315","240.42","6447410","14","CC du Pays de Honfleur-Beuzeville"
"2327",200066827,"2-COOPERATIVES",10,"s","s","s","14","CC du Pays de Honfleur-Beuzeville"
"2328",200066827,"3-MUTUELLES",2,"s","s","s","14","CC du Pays de Honfleur-Beuzeville"
"2329",200066827,"4-ESS",56,"360","290.84","8580427","14","CC du Pays de Honfleur-Beuzeville"
"2330",200066827,"5-HORS ESS",1058,"7873","7557.07","232048997","14","CC du Pays de Honfleur-Beuzeville"
"2331",200066827,"5A-PUBLIC",72,"1781","1633.48","49302355","14","CC du Pays de Honfleur-Beuzeville"
"2332",200066827,"5B-PRIVE",986,"6092","5923.59","182746642","14","CC du Pays de Honfleur-Beuzeville"
"2333",200066827,"6-TOTAL",1114,"8233","7847.91","240629424","14","CC du Pays de Honfleur-Beuzeville"
"2334",200066835,"1-ASSO+FOND",59,"349","295.67","6678739","51","CC de Sézanne-Sud Ouest Marnais"
"2335",200066835,"1A-ASSOCIATIONS",59,"349","295.67","6678739","51","CC de Sézanne-Sud Ouest Marnais"
