"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Centre-Val de Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","455","136","14471","13024","367549819"
"Centre-Val de Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","302","278","961","725","21992100"
"Centre-Val de Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","293","188","7255","6472","214354060"
"Centre-Val de Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","121","74","1008","872","28865619"
"Centre-Val de Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","120","60","s","s","21921792"
"Centre-Val de Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","116","86","2269","1689","35568955"
"Centre-Val de Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","5","3","s","s","3285024"
"Centre-Val de Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","142","98","3062","2798","76871012"
"Centre-Val de Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","251","164","15177","13949","390106430"
"Centre-Val de Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","218","188","2499","1853","50201702"
"Centre-Val de Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2439","423","40993","38851","1405479132"
"Centre-Val de Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","614","448","3183","2920","90485248"
"Corse","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","18","s","s","s"
"Corse","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","72","53","s","s","s"
"Corse","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","5","0","s","s","5456189"
"Corse","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","77","31","s","s","s"
"Corse","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","44","20","1237","1170","s"
"Corse","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","29","27","s","51","1274661"
"Corse","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","12","10","s","264","9521642"
"Corse","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","25","18","s","55","1657737"
"Corse","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","23","14","s","s","4483938"
"Corse","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","9","7","s","s","s"
"Corse","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"Corse","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","31","12","s","s","s"
"Corse","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","14","1061","943","s"
"Corse","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","64","57","s","369","11157960"
"Corse","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","306","53","s","5078","192586000"
"Corse","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","67","48","s","351","12039723"
"Grand-Est","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","492","230","5172","4381","104780840"
"Grand-Est","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","339","282","14860","11502","255626304"
"Grand-Est","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","180","35","14335","13405","223064132"
"Grand-Est","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","1112","612","17272","14184","381322420"
"Grand-Est","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1004","310","37685","33432","932614765"
"Grand-Est","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","948","895","3490","2812","88647904"
"Grand-Est","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","409","238","11978","10653","370701117"
"Grand-Est","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","219","124","1503","1375","45861650"
"Grand-Est","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","515","295","3208","2735","60770698"
"Grand-Est","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","298","228","6078","4530","96358981"
"Grand-Est","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","31","11","1175","828","20480925"
"Grand-Est","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","290","208","6396","5722","165067271"
"Grand-Est","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","410","215","23411","21225","594233145"
"Grand-Est","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","394","320","6529","4695","147814629"
"Grand-Est","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5540","978","100780","94306","3477299193"
"Grand-Est","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","1391","1022","7272","6446","201521573"
"Guadeloupe","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","61","52","511","s","s"
"Guadeloupe","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","40","30","1353","s","s"
"Guadeloupe","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","27","10","s","s","s"
"Guadeloupe","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","100","61","1036","899","30095990"
"Guadeloupe","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","57","16","s","1115","37175007"
"Guadeloupe","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","30","30","s","s","s"
"Guadeloupe","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","26","20","s","787","31671080"
"Guadeloupe","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","43","33","s","s","s"
"Guadeloupe","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","15","9","s","s","s"
"Guadeloupe","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","23","19","262","s","s"
"Guadeloupe","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","62","58","1445","1314","39397462"
"Guadeloupe","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","16","8","s","1004","36184113"
"Guadeloupe","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","32","29","s","s","s"
"Guadeloupe","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","312","74","s","8031","388054375"
"Guadeloupe","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","122","103","s","s","s"
"Guyane","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","24","15","274","239","6302095"
"Guyane","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","8","3","s","s","s"
"Guyane","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","3","3","s","s","s"
"Guyane","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","43","16","s","s","s"
"Guyane","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","22","9","s","s","s"
"Guyane","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","9","8","s","s","s"
"Guyane","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","6","4","365","342","13054715"
"Guyane","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","10","7","s","s","s"
"Guyane","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","5","227","221","9377423"
"Guyane","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","10","9","s","s","s"
"Guyane","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","1","1","s","s","s"
"Guyane","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","16","12","s","s","s"
"Guyane","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","4","1","s","s","s"
"Guyane","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","11","9","s","s","s"
"Guyane","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","199","49","8562","7953","350924784"
"Guyane","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","67","52","s","s","s"
"Hauts-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","186","140","2287","1937","47121099"
"Hauts-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","268","214","16461","12100","274391543"
"Hauts-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","177","30","17771","15711","248295944"
"Hauts-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","1118","545","21154","17546","476433379"
"Hauts-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1066","233","38205","33433","940615738"
"Hauts-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","377","348","2129","1687","54439250"
"Hauts-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","798","563","28029","24752","873755700"
"Hauts-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","270","161","3541","2941","94780366"
"Hauts-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","466","244","2819","2436","53049277"
"Hauts-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","248","167","5831","4307","91450253"
"Hauts-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","25","6","1120","802","21780441"
"Hauts-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","642","525","14095","12580","387485489"
"Hauts-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","474","223","26228","23801","665586871"
"Hauts-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","350","300","9079","6576","177665467"
"Hauts-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5731","954","106183","100012","3637029803"
"Hauts-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","1432","1092","9111","7707","247337291"
"Ile-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","577","309","6308","5565","144653294"
"Ile-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","277","230","8959","7178","177113149"
"Ile-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","283","63","19747","17525","310326012"
"Ile-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","1936","1007","36260","32051","1077565576"
"Ile-de-France","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1682","315","57889","51976","1560127321"
"Ile-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","1296","1209","8950","6925","267514341"
"Ile-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","950","618","41351","35578","1380458826"
"Ile-de-France","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","690","519","7023","6222","240997974"
"Ile-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1764","597","21728","19892","513068089"
"Ile-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","835","652","15845","12149","267735759"
"Ile-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","19","11","939","625","18457989"
"Ile-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","774","537","23571","21408","658588477"
"Ile-de-France","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","726","334","36075","32996","969164737"
"Ile-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","1420","1219","20948","16074","505930551"
"Ile-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","8550","1848","258318","241238","8820986165"
"Ile-de-France","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","4024","3467","22875","20390","815299250"
"La Réunion","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","140","117","s","s","s"
"La Réunion","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","12","9","1725","1247","26867331"
"La Réunion","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","1","s","s","s"
"La Réunion","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","180","116","2710","2450","71472799"
"La Réunion","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","85","16","s","s","s"
"La Réunion","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","56","50","s","642","23425975"
"La Réunion","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","36","32","1108","999","46813783"
"La Réunion","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","33","25","s","186","5901720"
"La Réunion","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","112","64","s","s","s"
"La Réunion","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","19","13","1086","821","16441190"
"La Réunion","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","54","44","5211","4314","95497956"
"La Réunion","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","11","5","s","s","s"
"La Réunion","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","74","68","s","176","6237798"
"La Réunion","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","661","138","21445","19788","1021425031"
"La Réunion","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","379","304","s","1175","37607209"
"Martinique","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","44","39","s","s","6808316"
"Martinique","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","25","22","s","s","12840236"
"Martinique","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","15","4","577","537","11145423"
"Martinique","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","75","53","1031","876","26047434"
"Martinique","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","41","16","1239","s","37696032"
"Martinique","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","22","21","s","s","s"
"Martinique","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","31","21","896","825","32302658"
"Martinique","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","25","17","s","s","s"
"Martinique","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","16","13","s","s","1992424"
"Martinique","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","25","24","s","s","4314397"
"Martinique","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","67","63","2544","2253","65251637"
"Martinique","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","20","12","924","s","32919173"
"Martinique","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","41","36","s","s","s"
"Martinique","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","317","78","8919","8015","376725344"
"Martinique","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","93","78","s","s","s"
"Normandie","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","127","91","1100","939","22507186"
"Normandie","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","233","174","9152","6784","152172851"
"Normandie","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","106","22","8836","7976","134133069"
"Normandie","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","558","276","9813","8220","222063657"
"Normandie","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","555","179","21017","18666","519898530"
"Normandie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","321","288","1150","942","28920765"
"Normandie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","389","278","11407","10306","354568119"
"Normandie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","177","106","1963","1720","53666305"
"Normandie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","181","104","1316","1100","25089369"
"Normandie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","191","116","4504","3278","69829511"
"Normandie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","13","8","1211","827","19539536"
"Normandie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","237","194","8204","7264","209131301"
"Normandie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","320","206","18717","16904","474311818"
"Normandie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","297","260","4522","3167","83082405"
"Normandie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3098","557","54903","52280","1913267752"
"Normandie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","746","561","4306","3959","122645286"
"Nouvelle-Aquitaine","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","321","229","3354","2931","71078555"
"Nouvelle-Aquitaine","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","488","411","14845","11732","264918272"
"Nouvelle-Aquitaine","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","239","60","15383","13635","231555307"
"Nouvelle-Aquitaine","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","1301","750","18896","15634","430292142"
"Nouvelle-Aquitaine","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1021","328","37910","32963","935839518"
"Nouvelle-Aquitaine","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","816","758","2321","1753","52613131"
"Nouvelle-Aquitaine","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","718","507","17719","15588","524236317"
"Nouvelle-Aquitaine","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","338","198","2926","2572","85327223"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","237","127","3741","3180","80996883"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","474","327","10551","8273","177812320"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","24","7","1629","1081","28357209"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","515","395","13021","11750","318043234"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","807","536","39736","36460","1000711379"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","712","635","8824","6609","189979087"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5575","955","101097","94048","3389087588"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","1359","996","7903","6917","215298754"
"Occitanie","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","398","278","4541","3844","91998585"
"Occitanie","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","501","425","20006","15210","336906753"
"Occitanie","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","184","40","11762","10706","177990775"
"Occitanie","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","898","533","12768","10605","286383640"
"Occitanie","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","1143","400","45196","39828","1135585591"
"Occitanie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","840","770","3672","3015","93120065"
"Occitanie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","669","474","15932","13988","475381937"
"Occitanie","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","367","250","2707","2367","77690243"
"Occitanie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","286","172","3195","2842","66850389"
"Occitanie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","504","367","10999","8260","175569820"
"Occitanie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","19","6","734","538","13911757"
"Occitanie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","415","295","12014","10786","297213376"
"Occitanie","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","581","371","31397","28550","794058780"
"Occitanie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","651","572","8090","5778","184079415"
"Occitanie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","5219","879","107166","98368","3589819503"
"Occitanie","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","1587","1238","9008","7742","243921625"
"Pays de la Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","269","164","2900","2256","55263152"
"Pays de la Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","327","282","9035","6757","154219386"
"Pays de la Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","128","28","9585","8239","140522273"
"Pays de la Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","597","313","10064","8266","225837035"
"Pays de la Loire","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","779","257","27975","24188","670906902"
"Pays de la Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","405","374","1235","921","28120747"
"Pays de la Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1579","1076","30091","26224","897288380"
"Pays de la Loire","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","200","112","1851","1687","54894934"
"Pays de la Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","227","147","1834","1605","35685695"
"Pays de la Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","240","182","3885","2846","59867398"
"Pays de la Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","15","10","1443","1154","27818460"
"Pays de la Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","188","157","4994","4507","123250060"
"Pays de la Loire","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","404","258","20440","18321","496083734"
"Pays de la Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","390","344","3478","2616","69698070"
"Pays de la Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2466","527","52414","48410","1768973371"
"Pays de la Loire","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","929","672","5279","4728","152700190"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","375","228","4656","4134","101211111"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","352","267","13127","9644","219538097"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","125","37","7709","6895","123080026"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","852","438","12738","10779","300183589"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","716","227","24137","21389","616024659"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","564","531","2106","1667","53870684"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","447","283","15153","13341","477130158"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","342","256","2767","2429","79110589"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","382","169","3191","2827","63121945"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","475","328","9582","6962","148040003"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","6","4","526","369","9819054"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","275","217","8569","7844","213053506"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","524","382","26198","23513","661954757"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","681","616","3681","3396","105100907"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3646","674","88595","80456","2961343970"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adulte","1649","1336","6624","5667","182061552"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","Ensemble des secteurs d'activité","Ensemble","2967","911","35465","34559","1459457796"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Ensemble","1081","90","18619","16689","651193528"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Ensemble","23634","19382","227360","194261","5594162166"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Ensemble","299","53","10497","9141","291347797"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","243281","199501","1828673","1718760","62851246623"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Ensemble","16331","7191","627492","580566","19399583430"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Ensemble des secteurs d'activité","Ensemble","1362","453","14112","13766","586931882"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Ensemble","498","23","8123","7412","231817433"
