"DEP","typo_Coop","typo_Coop_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"23","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","s","s","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","26","25","524380"
"23","COMMERCE (GZ)","Ensemble","6","118","111","3737156"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","s","s","s"
"23","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","40","36","1406685"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","115","991","979","44423537"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","15","80","75","2580453"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","36","31","911026"
"24","COMMERCE (GZ)","Ensemble","27","784","734","22249958"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","135","141","4462421"
"24","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13","46","30","891142"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","150","2007","1977","91914700"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","145","138","4720473"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","119","107","3683769"
"25","COMMERCE (GZ)","Ensemble","21","163","154","6835227"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","80","733","647","24558696"
"25","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","47","47","1925304"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","142","1439","1412","69116377"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","131","134","4762481"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","28","176","204","6409263"
"26","COMMERCE (GZ)","Ensemble","36","302","339","10625163"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","38","801","771","27135717"
"26","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","210","158","4676472"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","136","1013","1026","47987489"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","s","17","574325"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","13","s","s"
"27","COMMERCE (GZ)","Ensemble","45","242","287","10987777"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","186","166","5424588"
"27","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1","s","s","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","110","1204","1172","52767291"
"28","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","s","s","s"
"28","COMMERCE (GZ)","Ensemble","66","488","542","19880920"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4","193","211","8305986"
"28","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","12","137","132","5915061"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","243","s","4769","241104497"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","17","s","132","4388825"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","45","682","539","15917887"
"29","COMMERCE (GZ)","Ensemble","116","1791","1928","71091344"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","65","823","807","26773805"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","45","190","157","5103285"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","21","413","406","22142611"
"2A","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"2A","COMMERCE (GZ)","Ensemble","2","s","s","s"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","s","s","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","18","12","317585"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","26","235","230","11425016"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","57","54","s"
"2B","COMMERCE (GZ)","Ensemble","7","117","78","2396961"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","132","144","5614322"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","s","s","478770"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","148","1659","1622","74669498"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","22","19","582988"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","15","48","45","1375556"
"30","COMMERCE (GZ)","Ensemble","16","114","115","3325696"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","81","644","728","25981554"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","15","163","126","3844915"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","264","3815","3805","181477449"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","53","s","s","s"
"31","COMMERCE (GZ)","Ensemble","70","447","433","14724449"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","44","525","493","15955684"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","60","447","401","13878569"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","58","554","561","25480070"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","15","14","463951"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","26","24","578614"
"32","COMMERCE (GZ)","Ensemble","17","677","655","24090725"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","333","334","11271788"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","14","84","65","1521196"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","257","3645","3617","181569833"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","123","118","4985867"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","21","787","749","33633470"
"33","COMMERCE (GZ)","Ensemble","29","589","556","19373968"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","61","952","948","35539984"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","49","807","763","36908867"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","221","2731","2673","132602479"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","29","44","1377204"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","21","223","216","6703977"
"34","COMMERCE (GZ)","Ensemble","58","991","893","32174885"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","86","754","851","31955629"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","27","140","141","5190602"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","187","3796","3754","176497365"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","s","s","s"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","27","473","448","13268016"
"35","COMMERCE (GZ)","Ensemble","70","964","931","28637865"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","31","1157","1129","37625312"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","152","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","37","590","588","25527628"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","23","20","s"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","3","28","30","1014416"
"36","COMMERCE (GZ)","Ensemble","17","178","195","6018524"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","98","104","2798554"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","23","17","s"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","192","2278","2241","104939016"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","149","136","4122195"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","26","127","110","3206036"
"37","COMMERCE (GZ)","Ensemble","46","302","302","8888625"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","18","318","300","9205789"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","44","55","1627434"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","208","3106","3077","144926339"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","40","s","s","s"
"38","COMMERCE (GZ)","Ensemble","63","931","882","31041711"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","34","485","457","13077299"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","46","400","352","12662143"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","85","654","638","28869196"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"39","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","4","s","s","s"
"39","COMMERCE (GZ)","Ensemble","13","114","110","3402647"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","60","501","454","14852654"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","17","15","531879"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","92","1096","1076","49423068"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","26","157","156","5457784"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","9","228","236","6685183"
"40","COMMERCE (GZ)","Ensemble","32","885","934","30343335"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","40","540","529","17462676"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","113","114","3797498"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","61","1093","1068","48806765"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"41","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","64","s","s"
"41","COMMERCE (GZ)","Ensemble","28","240","278","9841233"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","s","57","1895643"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","93","70","1770948"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","134","2273","2261","103229088"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","s","s","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","13","197","205","7129685"
"42","COMMERCE (GZ)","Ensemble","36","590","564","17263185"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","287","275","8677317"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","s","s","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","38","634","630","25601814"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","86","86","3130327"
"43","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","8","s","s"
"43","COMMERCE (GZ)","Ensemble","20","132","125","3589490"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","189","165","5028843"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","7","s","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","316","4511","4526","215623593"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","19","152","141","4243824"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","41","892","582","16803142"
"44","COMMERCE (GZ)","Ensemble","81","2717","2612","109651659"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","50","815","779","27214416"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","107","714","649","21260319"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","181","2636","2569","120391480"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","32","31","1011732"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","24","187","176","5935410"
"45","COMMERCE (GZ)","Ensemble","32","702","729","32422250"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","592","630","27528990"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","511","514","21581444"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","65","664","672","29489925"
"46","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","s","s","s"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"46","COMMERCE (GZ)","Ensemble","32","276","261","8996510"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","333","315","s"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","17","13","361898"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","88","869","861","39892332"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","12","53","61","2055848"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","48","37","958483"
"47","COMMERCE (GZ)","Ensemble","69","739","774","26024137"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19","215","249","8077340"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","7","7","264619"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","24","187","184","8234872"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","29","27","922338"
"48","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","2","s","s","s"
"48","COMMERCE (GZ)","Ensemble","6","22","20","576717"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","40","36","920733"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","s","s","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","235","2246","2273","105995089"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","49","87","2186196"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","19","296","236","6386378"
"49","COMMERCE (GZ)","Ensemble","81","1141","1083","37640211"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","28","1218","1181","42564765"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","42","687","666","21782913"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","122","1183","1183","52340744"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","52","201","177","4409986"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","94","80","2054726"
"50","COMMERCE (GZ)","Ensemble","24","204","198","6642242"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","2035","1994","74131437"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","91","87","3235611"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","121","1947","1948","97242100"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","10","51","46","1670867"
"51","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","16","49","50","1703233"
"51","COMMERCE (GZ)","Ensemble","112","1272","1235","47820866"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","127","2551","2499","117253159"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","6","5","173297"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","52","308","307","13666040"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"52","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","35","32","939723"
"52","COMMERCE (GZ)","Ensemble","13","121","119","4498435"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","120","114","3342414"
"52","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","94","s","1270","59707836"
"53","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","s","28","925265"
"53","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","150","109","2556659"
"53","COMMERCE (GZ)","Ensemble","25","530","523","17473260"
"53","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","10","155","150","5336317"
"53","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","39","60","56","1476587"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","111","1488","1487","67102081"
"54","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","124","111","3479429"
"54","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","129","125","3845931"
"54","COMMERCE (GZ)","Ensemble","34","260","240","9656010"
"54","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","19","160","148","4741504"
"54","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","69","64","3400318"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","28","402","396","16829235"
"55","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","38","34","s"
"55","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"55","COMMERCE (GZ)","Ensemble","18","437","427","17975254"
"55","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","5","s","s","s"
"55","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","23","21","646027"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","196","2366","2349","110908980"
"56","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","21","141","131","3890405"
"56","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","20","155","143","4049791"
"56","COMMERCE (GZ)","Ensemble","68","1261","1301","43288401"
"56","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","31","400","380","12509616"
"56","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","29","154","125","4006856"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","250","3287","3239","159221423"
"57","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","35","s","s"
"57","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","174","218","6599855"
"57","COMMERCE (GZ)","Ensemble","17","399","399","15857405"
"57","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","8","140","138","3812370"
"57","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","59","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","99","632","607","26790625"
"58","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","9","10","259949"
"58","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","99","97","3780149"
"58","COMMERCE (GZ)","Ensemble","18","153","145","4526330"
"58","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","123","118","3894409"
"58","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3","12","12","381072"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","521","4917","4810","236511105"
"59","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","s","s","s"
"59","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","46","659","630","23714185"
"59","COMMERCE (GZ)","Ensemble","76","s","s","s"
"59","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","26","652","576","22825915"
"59","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","47","734","698","35774520"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","114","1163","1141","51760732"
"60","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"60","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","45","42","2113179"
"60","COMMERCE (GZ)","Ensemble","16","267","294","11654225"
"60","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","798","765","32190249"
"60","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","68","677","674","29964976"
"61","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","38","125","124","4144799"
"61","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","43","37","1127331"
"61","COMMERCE (GZ)","Ensemble","37","173","170","5697220"
"61","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","39","60","1729971"
"61","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","90","72","2224776"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","326","s","2590","121004170"
"62","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","14","s","55","1879033"
"62","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","23","186","167","5092158"
"62","COMMERCE (GZ)","Ensemble","85","426","445","15518011"
"62","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","1217","1117","40048449"
"62","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","26","193","175","6862606"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","164","2278","2280","111327121"
"63","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","13","167","174","7115934"
"63","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","30","460","453","14202582"
"63","COMMERCE (GZ)","Ensemble","16","174","162","5446417"
"63","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","397","367","13380300"
"63","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","17","104","101","3565845"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","154","s","1674","79382157"
"64","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","22","s","151","4572624"
"64","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","s","54","1488589"
"64","COMMERCE (GZ)","Ensemble","46","427","397","14442584"
"64","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","45","980","983","34990513"
"64","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","23","204","207","7794969"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","50","577","576","25942311"
"65","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"65","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","10","80","66","1729861"
"65","COMMERCE (GZ)","Ensemble","20","81","73","2051007"
"65","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","10","98","89","2465673"
"65","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","s","s","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","99","1625","1606","74393063"
"66","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","12","s","s"
"66","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","15","208","195","4481681"
"66","COMMERCE (GZ)","Ensemble","20","291","391","12233238"
"66","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","34","514","512","17449063"
"66","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","20","s","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","476","4467","4424","233078488"
"67","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","8","73","66","2394855"
"67","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","27","191","169","5575028"
"67","COMMERCE (GZ)","Ensemble","51","359","330","12465518"
"67","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","24","1003","912","33302316"
"67","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","25","447","401","10971685"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","330","2131","2094","102209387"
"68","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"68","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","7","151","136","3909490"
"68","COMMERCE (GZ)","Ensemble","19","997","978","36378031"
"68","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","728","679","25204509"
"68","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","s","s","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","350","4919","4870","245399656"
"69","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","98","94","3634450"
"69","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","60","488","477","17031472"
"69","COMMERCE (GZ)","Ensemble","45","302","295","9751911"
"69","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","38","444","447","16138006"
"69","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","65","851","738","27945220"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","55","502","497","21969022"
"70","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"70","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"70","COMMERCE (GZ)","Ensemble","11","251","255","9675116"
"70","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","10","82","75","2871593"
"70","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","7","9","278780"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","132","1122","1107","51511734"
"71","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","81","86","3578993"
"71","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","28","72","74","2314686"
"71","COMMERCE (GZ)","Ensemble","38","303","308","12169325"
"71","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","35","492","497","16980472"
"71","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","21","20","693521"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","104","1444","1458","64990043"
"72","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","42","88","84","3033460"
"72","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","132","110","2770468"
"72","COMMERCE (GZ)","Ensemble","49","728","687","23190526"
"72","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","281","282","9075158"
