"DEP","typo_Asso","typo_Asso_det","type_emploi","nb_poste"
"42","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"42","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"42","Ensemble","Accueil d adultes handicapes ou pers. agees","Stagiaires","s"
"42","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"42","Ensemble","Accueil d enfants handicapes","Aides","s"
"42","Ensemble","Accueil d enfants handicapes","Apprentis","s"
"42","Ensemble","Accueil d enfants handicapes","Ordinaires","528"
"42","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"42","Ensemble","Accueil des jeunes enfants","Aides","35"
"42","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"42","Ensemble","Accueil des jeunes enfants","Ordinaires","845"
"42","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"42","Ensemble","Action sociale NCA","Aides","131"
"42","Ensemble","Action sociale NCA","Apprentis","s"
"42","Ensemble","Action sociale NCA","Ordinaires","1315"
"42","Ensemble","Action sociale NCA","Stagiaires","s"
"42","Ensemble","Aide a domicile","Aides","15"
"42","Ensemble","Aide a domicile","Ordinaires","2780"
"42","Ensemble","Aide par le travail","Aides","1106"
"42","Ensemble","Aide par le travail","Ordinaires","647"
"42","Ensemble","Autres enseignements","Aides","s"
"42","Ensemble","Autres enseignements","Ordinaires","403"
"42","Ensemble","Autres enseignements","Stagiaires","s"
"42","Ensemble","Enseignement culturel","Aides","s"
"42","Ensemble","Enseignement culturel","Ordinaires","s"
"42","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"42","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"42","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","3814"
"42","Ensemble","Formation continue d adultes","Aides","s"
"42","Ensemble","Formation continue d adultes","Ordinaires","s"
"42","Ensemble","Hebergement medico-social de personnes agees","Aides","43"
"42","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"42","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","1402"
"42","Ensemble","Hebergement medico-social de personnes agees","Stagiaires","s"
"42","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","31"
"42","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","7"
"42","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","1195"
"42","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","12"
"42","Ensemble","Hebergement medico-social de personnes handicapees","Aides","60"
"42","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","8"
"42","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1559"
"42","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","10"
"42","Ensemble","Loisirs","Aides","s"
"42","Ensemble","Loisirs","Apprentis","s"
"42","Ensemble","Loisirs","Ordinaires","231"
"42","Ensemble","Sports","Aides","s"
"42","Ensemble","Sports","Apprentis","56"
"42","Ensemble","Sports","Ordinaires","574"
"42","Ensemble","Sports","Stagiaires","s"
"43","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"43","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"43","Ensemble","Accueil d enfants handicapes","Ordinaires","99"
"43","Ensemble","Accueil des jeunes enfants","Aides","14"
"43","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"43","Ensemble","Accueil des jeunes enfants","Ordinaires","186"
"43","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"43","Ensemble","Action sociale NCA","Aides","116"
"43","Ensemble","Action sociale NCA","Apprentis","s"
"43","Ensemble","Action sociale NCA","Ordinaires","491"
"43","Ensemble","Action sociale NCA","Stagiaires","s"
"43","Ensemble","Aide a domicile","Aides","5"
"43","Ensemble","Aide a domicile","Ordinaires","1040"
"43","Ensemble","Aide par le travail","Aides","437"
"43","Ensemble","Aide par le travail","Apprentis","s"
"43","Ensemble","Aide par le travail","Ordinaires","267"
"43","Ensemble","Aide par le travail","Stagiaires","s"
"43","Ensemble","Autres enseignements","Aides","s"
"43","Ensemble","Autres enseignements","Ordinaires","s"
"43","Ensemble","Enseignement culturel","Aides","s"
"43","Ensemble","Enseignement culturel","Ordinaires","s"
"43","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"43","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"43","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1580"
"43","Ensemble","Formation continue d adultes","Aides","s"
"43","Ensemble","Formation continue d adultes","Ordinaires","s"
"43","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"43","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"43","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","1043"
"43","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"43","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"43","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","338"
"43","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"43","Ensemble","Hebergement medico-social de personnes handicapees","Aides","23"
"43","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","6"
"43","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1010"
"43","Ensemble","Loisirs","Aides","s"
"43","Ensemble","Loisirs","Apprentis","s"
"43","Ensemble","Loisirs","Ordinaires","87"
"43","Ensemble","Sports","Aides","s"
"43","Ensemble","Sports","Apprentis","s"
"43","Ensemble","Sports","Ordinaires","190"
"43","Ensemble","Sports","Stagiaires","s"
"44","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"44","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"44","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"44","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"44","Ensemble","Accueil d enfants handicapes","Aides","s"
"44","Ensemble","Accueil d enfants handicapes","Apprentis","s"
"44","Ensemble","Accueil d enfants handicapes","Ordinaires","260"
"44","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"44","Ensemble","Accueil des jeunes enfants","Aides","45"
"44","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"44","Ensemble","Accueil des jeunes enfants","Ordinaires","1760"
"44","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"44","Ensemble","Action sociale NCA","Aides","510"
"44","Ensemble","Action sociale NCA","Apprentis","s"
"44","Ensemble","Action sociale NCA","Ordinaires","2112"
"44","Ensemble","Action sociale NCA","Stagiaires","s"
"44","Ensemble","Aide a domicile","Aides","s"
"44","Ensemble","Aide a domicile","Apprentis","s"
"44","Ensemble","Aide a domicile","Ordinaires","2880"
"44","Ensemble","Aide par le travail","Aides","116"
"44","Ensemble","Aide par le travail","Ordinaires","2547"
"44","Ensemble","Autres enseignements","Aides","s"
"44","Ensemble","Autres enseignements","Ordinaires","s"
"44","Ensemble","Enseignement culturel","Ordinaires","245"
"44","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","165"
"44","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"44","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","10534"
"44","Ensemble","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"44","Ensemble","Formation continue d adultes","Aides","s"
"44","Ensemble","Formation continue d adultes","Apprentis","s"
"44","Ensemble","Formation continue d adultes","Ordinaires","790"
"44","Ensemble","Hebergement medico-social de personnes agees","Aides","104"
"44","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"44","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","5478"
"44","Ensemble","Hebergement medico-social de personnes agees","Stagiaires","s"
"44","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","198"
"44","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","13"
"44","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","1814"
"44","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","5"
"44","Ensemble","Hebergement medico-social de personnes handicapees","Aides","67"
"44","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","8"
"44","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","3413"
"44","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","33"
"44","Ensemble","Loisirs","Aides","5"
"44","Ensemble","Loisirs","Apprentis","s"
"44","Ensemble","Loisirs","Ordinaires","1080"
"44","Ensemble","Loisirs","Stagiaires","s"
"44","Ensemble","Sports","Aides","60"
"44","Ensemble","Sports","Apprentis","s"
"44","Ensemble","Sports","Ordinaires","1382"
"44","Ensemble","Sports","Stagiaires","s"
"45","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","41"
"45","Ensemble","Accueil d enfants et d adolescents","Ordinaires","51"
"45","Ensemble","Accueil d enfants handicapes","Aides","s"
"45","Ensemble","Accueil d enfants handicapes","Ordinaires","182"
"45","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"45","Ensemble","Accueil des jeunes enfants","Aides","s"
"45","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"45","Ensemble","Accueil des jeunes enfants","Ordinaires","36"
"45","Ensemble","Action sociale NCA","Aides","134"
"45","Ensemble","Action sociale NCA","Apprentis","s"
"45","Ensemble","Action sociale NCA","Ordinaires","1426"
"45","Ensemble","Action sociale NCA","Stagiaires","s"
"45","Ensemble","Aide a domicile","Aides","25"
"45","Ensemble","Aide a domicile","Ordinaires","1011"
"45","Ensemble","Aide par le travail","Aides","s"
"45","Ensemble","Aide par le travail","Apprentis","s"
"45","Ensemble","Aide par le travail","Ordinaires","1121"
"45","Ensemble","Autres enseignements","Aides","s"
"45","Ensemble","Autres enseignements","Apprentis","s"
"45","Ensemble","Autres enseignements","Ordinaires","156"
"45","Ensemble","Enseignement culturel","Aides","s"
"45","Ensemble","Enseignement culturel","Ordinaires","s"
"45","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"45","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"45","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1843"
"45","Ensemble","Formation continue d adultes","Aides","s"
"45","Ensemble","Formation continue d adultes","Apprentis","s"
"45","Ensemble","Formation continue d adultes","Ordinaires","159"
"45","Ensemble","Hebergement medico-social de personnes agees","Aides","9"
"45","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","544"
"45","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"45","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","226"
"45","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"45","Ensemble","Hebergement medico-social de personnes handicapees","Aides","71"
"45","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","5"
"45","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","2114"
"45","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","43"
"45","Ensemble","Loisirs","Aides","s"
"45","Ensemble","Loisirs","Apprentis","s"
"45","Ensemble","Loisirs","Ordinaires","s"
"45","Ensemble","Sports","Aides","s"
"45","Ensemble","Sports","Apprentis","s"
"45","Ensemble","Sports","Ordinaires","s"
"45","Ensemble","Sports","Stagiaires","s"
"46","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"46","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"46","Ensemble","Accueil des jeunes enfants","Aides","s"
"46","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"46","Ensemble","Accueil des jeunes enfants","Ordinaires","183"
"46","Ensemble","Action sociale NCA","Aides","s"
"46","Ensemble","Action sociale NCA","Apprentis","s"
"46","Ensemble","Action sociale NCA","Ordinaires","300"
"46","Ensemble","Aide a domicile","Aides","6"
"46","Ensemble","Aide a domicile","Ordinaires","542"
"46","Ensemble","Aide par le travail","Aides","s"
"46","Ensemble","Aide par le travail","Ordinaires","s"
"46","Ensemble","Autres enseignements","Aides","s"
"46","Ensemble","Autres enseignements","Apprentis","s"
"46","Ensemble","Autres enseignements","Ordinaires","58"
"46","Ensemble","Enseignement culturel","Ordinaires","16"
"46","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","28"
"46","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","282"
"46","Ensemble","Formation continue d adultes","Aides","s"
"46","Ensemble","Formation continue d adultes","Ordinaires","s"
"46","Ensemble","Hebergement medico-social de personnes agees","Aides","7"
"46","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","286"
"46","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"46","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","s"
"46","Ensemble","Hebergement medico-social de personnes handicapees","Aides","58"
"46","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"46","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","934"
"46","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"46","Ensemble","Loisirs","Aides","s"
"46","Ensemble","Loisirs","Ordinaires","s"
"46","Ensemble","Sports","Aides","s"
"46","Ensemble","Sports","Apprentis","s"
"46","Ensemble","Sports","Ordinaires","s"
"47","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"47","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"47","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"47","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"47","Ensemble","Accueil d enfants et d adolescents","Ordinaires","24"
"47","Ensemble","Accueil d enfants et d adolescents","Stagiaires","s"
"47","Ensemble","Accueil d enfants handicapes","Aides","s"
"47","Ensemble","Accueil d enfants handicapes","Apprentis","s"
"47","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"47","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"47","Ensemble","Accueil des jeunes enfants","Aides","28"
"47","Ensemble","Accueil des jeunes enfants","Ordinaires","168"
"47","Ensemble","Action sociale NCA","Aides","149"
"47","Ensemble","Action sociale NCA","Apprentis","s"
"47","Ensemble","Action sociale NCA","Ordinaires","446"
"47","Ensemble","Action sociale NCA","Stagiaires","s"
"47","Ensemble","Aide a domicile","Aides","s"
"47","Ensemble","Aide a domicile","Apprentis","s"
"47","Ensemble","Aide a domicile","Ordinaires","1766"
"47","Ensemble","Aide par le travail","Aides","35"
"47","Ensemble","Aide par le travail","Apprentis","s"
"47","Ensemble","Aide par le travail","Ordinaires","645"
"47","Ensemble","Aide par le travail","Stagiaires","s"
"47","Ensemble","Autres enseignements","Aides","s"
"47","Ensemble","Autres enseignements","Apprentis","s"
"47","Ensemble","Autres enseignements","Ordinaires","s"
"47","Ensemble","Enseignement culturel","Aides","s"
"47","Ensemble","Enseignement culturel","Ordinaires","s"
"47","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"47","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"47","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","835"
"47","Ensemble","Formation continue d adultes","Aides","8"
"47","Ensemble","Formation continue d adultes","Ordinaires","157"
"47","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"47","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","s"
"47","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","11"
"47","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"47","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","921"
"47","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"47","Ensemble","Hebergement medico-social de personnes handicapees","Aides","47"
"47","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","15"
"47","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","995"
"47","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","9"
"47","Ensemble","Loisirs","Aides","s"
"47","Ensemble","Loisirs","Apprentis","s"
"47","Ensemble","Loisirs","Ordinaires","137"
"47","Ensemble","Sports","Aides","s"
"47","Ensemble","Sports","Apprentis","s"
"47","Ensemble","Sports","Ordinaires","205"
"48","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"48","Ensemble","Accueil des jeunes enfants","Aides","s"
"48","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"48","Ensemble","Accueil des jeunes enfants","Ordinaires","61"
"48","Ensemble","Action sociale NCA","Aides","s"
"48","Ensemble","Action sociale NCA","Ordinaires","s"
"48","Ensemble","Aide a domicile","Ordinaires","264"
"48","Ensemble","Aide par le travail","Ordinaires","227"
"48","Ensemble","Autres enseignements","Aides","s"
"48","Ensemble","Autres enseignements","Ordinaires","s"
"48","Ensemble","Enseignement culturel","Ordinaires","s"
"48","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","12"
"48","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","573"
"48","Ensemble","Formation continue d adultes","Apprentis","s"
"48","Ensemble","Formation continue d adultes","Ordinaires","s"
"48","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"48","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"48","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","469"
"48","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"48","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"48","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","235"
"48","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"48","Ensemble","Hebergement medico-social de personnes handicapees","Aides","42"
"48","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"48","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1888"
"48","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"48","Ensemble","Loisirs","Ordinaires","s"
"48","Ensemble","Sports","Aides","s"
"48","Ensemble","Sports","Apprentis","s"
"48","Ensemble","Sports","Ordinaires","s"
"49","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"49","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"49","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"49","Ensemble","Accueil d enfants handicapes","Aides","s"
"49","Ensemble","Accueil d enfants handicapes","Ordinaires","296"
"49","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"49","Ensemble","Accueil des jeunes enfants","Aides","s"
"49","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"49","Ensemble","Accueil des jeunes enfants","Ordinaires","423"
"49","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"49","Ensemble","Action sociale NCA","Aides","384"
"49","Ensemble","Action sociale NCA","Apprentis","s"
"49","Ensemble","Action sociale NCA","Ordinaires","1585"
"49","Ensemble","Action sociale NCA","Stagiaires","s"
"49","Ensemble","Aide a domicile","Aides","11"
"49","Ensemble","Aide a domicile","Apprentis","s"
"49","Ensemble","Aide a domicile","Ordinaires","2023"
"49","Ensemble","Aide a domicile","Stagiaires","s"
"49","Ensemble","Aide par le travail","Aides","s"
"49","Ensemble","Aide par le travail","Apprentis","s"
"49","Ensemble","Aide par le travail","Ordinaires","1136"
"49","Ensemble","Autres enseignements","Aides","s"
"49","Ensemble","Autres enseignements","Ordinaires","172"
"49","Ensemble","Autres enseignements","Stagiaires","s"
"49","Ensemble","Enseignement culturel","Aides","s"
"49","Ensemble","Enseignement culturel","Ordinaires","s"
"49","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","233"
"49","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"49","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","7704"
"49","Ensemble","Enseignement primaire/secondaire/supérieur","Stagiaires","s"
"49","Ensemble","Formation continue d adultes","Aides","17"
"49","Ensemble","Formation continue d adultes","Apprentis","5"
"49","Ensemble","Formation continue d adultes","Ordinaires","382"
"49","Ensemble","Hebergement medico-social de personnes agees","Aides","58"
"49","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","2651"
"49","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","27"
"49","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"49","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","951"
"49","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"49","Ensemble","Hebergement medico-social de personnes handicapees","Aides","41"
"49","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","23"
"49","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","2272"
"49","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","10"
"49","Ensemble","Loisirs","Aides","9"
"49","Ensemble","Loisirs","Ordinaires","255"
"49","Ensemble","Sports","Aides","51"
"49","Ensemble","Sports","Apprentis","18"
"49","Ensemble","Sports","Ordinaires","680"
"50","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"50","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"50","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"50","Ensemble","Accueil d enfants handicapes","Aides","s"
"50","Ensemble","Accueil d enfants handicapes","Ordinaires","s"
"50","Ensemble","Accueil des jeunes enfants","Aides","s"
"50","Ensemble","Accueil des jeunes enfants","Ordinaires","s"
"50","Ensemble","Action sociale NCA","Aides","19"
"50","Ensemble","Action sociale NCA","Apprentis","s"
"50","Ensemble","Action sociale NCA","Ordinaires","527"
"50","Ensemble","Action sociale NCA","Stagiaires","s"
"50","Ensemble","Aide a domicile","Aides","s"
"50","Ensemble","Aide a domicile","Ordinaires","s"
"50","Ensemble","Aide a domicile","Stagiaires","s"
"50","Ensemble","Aide par le travail","Aides","588"
"50","Ensemble","Aide par le travail","Ordinaires","851"
"50","Ensemble","Autres enseignements","Aides","s"
"50","Ensemble","Autres enseignements","Apprentis","s"
"50","Ensemble","Autres enseignements","Ordinaires","45"
"50","Ensemble","Enseignement culturel","Ordinaires","s"
"50","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"50","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"50","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","1843"
"50","Ensemble","Formation continue d adultes","Aides","s"
"50","Ensemble","Formation continue d adultes","Ordinaires","s"
"50","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"50","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","s"
"50","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"50","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","465"
"50","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"50","Ensemble","Hebergement medico-social de personnes handicapees","Aides","38"
"50","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"50","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1880"
"50","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"50","Ensemble","Loisirs","Aides","s"
"50","Ensemble","Loisirs","Apprentis","s"
"50","Ensemble","Loisirs","Ordinaires","38"
"50","Ensemble","Sports","Aides","s"
"50","Ensemble","Sports","Apprentis","s"
"50","Ensemble","Sports","Ordinaires","489"
"51","Ensemble","Accueil d adultes handicapes ou pers. agees","Aides","s"
"51","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"51","Ensemble","Accueil d enfants et d adolescents","Aides","s"
"51","Ensemble","Accueil d enfants et d adolescents","Apprentis","s"
"51","Ensemble","Accueil d enfants et d adolescents","Ordinaires","s"
"51","Ensemble","Accueil d enfants handicapes","Ordinaires","166"
"51","Ensemble","Accueil des jeunes enfants","Aides","31"
"51","Ensemble","Accueil des jeunes enfants","Apprentis","s"
"51","Ensemble","Accueil des jeunes enfants","Ordinaires","423"
"51","Ensemble","Accueil des jeunes enfants","Stagiaires","s"
"51","Ensemble","Action sociale NCA","Aides","385"
"51","Ensemble","Action sociale NCA","Apprentis","s"
"51","Ensemble","Action sociale NCA","Ordinaires","1136"
"51","Ensemble","Action sociale NCA","Stagiaires","s"
"51","Ensemble","Aide a domicile","Aides","36"
"51","Ensemble","Aide a domicile","Ordinaires","1542"
"51","Ensemble","Aide par le travail","Aides","414"
"51","Ensemble","Aide par le travail","Apprentis","s"
"51","Ensemble","Aide par le travail","Ordinaires","1172"
"51","Ensemble","Aide par le travail","Stagiaires","s"
"51","Ensemble","Autres enseignements","Aides","s"
"51","Ensemble","Autres enseignements","Ordinaires","s"
"51","Ensemble","Enseignement culturel","Ordinaires","s"
"51","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"51","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"51","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","2158"
"51","Ensemble","Formation continue d adultes","Aides","s"
"51","Ensemble","Formation continue d adultes","Apprentis","s"
"51","Ensemble","Formation continue d adultes","Ordinaires","272"
"51","Ensemble","Hebergement medico-social de personnes agees","Aides","s"
"51","Ensemble","Hebergement medico-social de personnes agees","Apprentis","s"
"51","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","536"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","45"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","Apprentis","s"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","718"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"51","Ensemble","Hebergement medico-social de personnes handicapees","Aides","23"
"51","Ensemble","Hebergement medico-social de personnes handicapees","Apprentis","s"
"51","Ensemble","Hebergement medico-social de personnes handicapees","Ordinaires","1506"
"51","Ensemble","Hebergement medico-social de personnes handicapees","Stagiaires","s"
"51","Ensemble","Loisirs","Aides","s"
"51","Ensemble","Loisirs","Ordinaires","s"
"51","Ensemble","Sports","Aides","s"
"51","Ensemble","Sports","Apprentis","s"
"51","Ensemble","Sports","Ordinaires","s"
"52","Ensemble","Accueil d adultes handicapes ou pers. agees","Ordinaires","s"
"52","Ensemble","Accueil d adultes handicapes ou pers. agees","Stagiaires","s"
"52","Ensemble","Accueil d enfants handicapes","Aides","s"
"52","Ensemble","Accueil d enfants handicapes","Apprentis","s"
"52","Ensemble","Accueil d enfants handicapes","Ordinaires","212"
"52","Ensemble","Accueil d enfants handicapes","Stagiaires","s"
"52","Ensemble","Accueil des jeunes enfants","Aides","s"
"52","Ensemble","Accueil des jeunes enfants","Ordinaires","s"
"52","Ensemble","Action sociale NCA","Aides","51"
"52","Ensemble","Action sociale NCA","Apprentis","s"
"52","Ensemble","Action sociale NCA","Ordinaires","172"
"52","Ensemble","Action sociale NCA","Stagiaires","s"
"52","Ensemble","Aide a domicile","Aides","33"
"52","Ensemble","Aide a domicile","Ordinaires","756"
"52","Ensemble","Aide par le travail","Aides","s"
"52","Ensemble","Aide par le travail","Ordinaires","s"
"52","Ensemble","Autres enseignements","Aides","s"
"52","Ensemble","Autres enseignements","Ordinaires","s"
"52","Ensemble","Enseignement culturel","Ordinaires","s"
"52","Ensemble","Enseignement primaire/secondaire/supérieur","Aides","s"
"52","Ensemble","Enseignement primaire/secondaire/supérieur","Apprentis","s"
"52","Ensemble","Enseignement primaire/secondaire/supérieur","Ordinaires","379"
"52","Ensemble","Formation continue d adultes","Ordinaires","s"
"52","Ensemble","Hebergement medico-social de personnes agees","Aides","9"
"52","Ensemble","Hebergement medico-social de personnes agees","Ordinaires","285"
"52","Ensemble","Hebergement medico-social de personnes en difficulte","Aides","s"
"52","Ensemble","Hebergement medico-social de personnes en difficulte","Ordinaires","190"
"52","Ensemble","Hebergement medico-social de personnes en difficulte","Stagiaires","s"
"52","Ensemble","Hebergement medico-social de personnes handicapees","Aides","s"
