"REG","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Ile-de-France","Hors ESS","Ensemble","3 - Moyennes entreprises","13101","7799","1221077","1152608","55328933822"
"Ile-de-France","Hors ESS","Ensemble","4 - Grandes entreprises","2957","1515","2039370","1927022","97829873864"
"La Réunion","ESS","Ensemble","1 - Micro entreprise","1519","1237","3456","3724","111036044"
"La Réunion","ESS","Ensemble","2 - Petites entreprises","416","271","8126","6907","227685673"
"La Réunion","ESS","Ensemble","3 - Moyennes entreprises","89","44","7497","6874","210421050"
"La Réunion","ESS","Ensemble","4 - Grandes entreprises","7","5","3030","2539","98165050"
"La Réunion","Hors ESS","Ensemble","1 - Micro entreprise","19066","16299","42946","43244","1185498461"
"La Réunion","Hors ESS","Ensemble","2 - Petites entreprises","2904","1977","52100","49216","1688784336"
"La Réunion","Hors ESS","Ensemble","3 - Moyennes entreprises","510","382","50399","46902","1909325679"
"La Réunion","Hors ESS","Ensemble","4 - Grandes entreprises","70","59","58278","54765","2004496304"
"Martinique","ESS","Ensemble","1 - Micro entreprise","684","531","s","s","s"
"Martinique","ESS","Ensemble","2 - Petites entreprises","211","137","4014","3469","119315617"
"Martinique","ESS","Ensemble","3 - Moyennes entreprises","59","42","4961","4161","144629575"
"Martinique","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"Martinique","Hors ESS","Ensemble","1 - Micro entreprise","8132","6955","s","s","s"
"Martinique","Hors ESS","Ensemble","2 - Petites entreprises","1451","1032","26434","24468","874757003"
"Martinique","Hors ESS","Ensemble","3 - Moyennes entreprises","303","238","27105","25081","999683516"
"Martinique","Hors ESS","Ensemble","4 - Grandes entreprises","44","37","s","s","s"
"Normandie","ESS","Ensemble","1 - Micro entreprise","7798","5924","14621","14236","468553153"
"Normandie","ESS","Ensemble","2 - Petites entreprises","1865","1052","36359","31509","986973695"
"Normandie","ESS","Ensemble","3 - Moyennes entreprises","566","284","45105","39689","1102535992"
"Normandie","ESS","Ensemble","4 - Grandes entreprises","34","28","16087","14191","500193380"
"Normandie","Hors ESS","Ensemble","1 - Micro entreprise","78440","63954","184578","178748","5074061347"
"Normandie","Hors ESS","Ensemble","2 - Petites entreprises","12664","8348","240519","223556","7129130910"
"Normandie","Hors ESS","Ensemble","3 - Moyennes entreprises","2694","1724","250566","234085","8008307482"
"Normandie","Hors ESS","Ensemble","4 - Grandes entreprises","448","270","263890","246858","9146115508"
"Nouvelle-Aquitaine","ESS","Ensemble","1 - Micro entreprise","16129","12519","31032","30814","987338773"
"Nouvelle-Aquitaine","ESS","Ensemble","2 - Petites entreprises","3886","2295","74316","65023","1970171105"
"Nouvelle-Aquitaine","ESS","Ensemble","3 - Moyennes entreprises","1069","560","86954","76551","2176035240"
"Nouvelle-Aquitaine","ESS","Ensemble","4 - Grandes entreprises","59","31","26884","25030","1054283543"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","1 - Micro entreprise","165531","135604","375517","373125","10549064027"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","2 - Petites entreprises","24512","16299","455526","425889","13575726966"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","3 - Moyennes entreprises","4878","3113","431510","405591","13821085777"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","4 - Grandes entreprises","654","379","427620","391830","13896359626"
"Occitanie","ESS","Ensemble","1 - Micro entreprise","17159","13734","31064","31072","979998645"
"Occitanie","ESS","Ensemble","2 - Petites entreprises","3697","2188","70471","61289","1846261004"
"Occitanie","ESS","Ensemble","3 - Moyennes entreprises","1085","561","84197","74030","2116720329"
"Occitanie","ESS","Ensemble","4 - Grandes entreprises","45","27","21987","18916","665363174"
"Occitanie","Hors ESS","Ensemble","1 - Micro entreprise","163315","136099","356925","353240","10018290385"
"Occitanie","Hors ESS","Ensemble","2 - Petites entreprises","22755","14751","417001","386019","12462527996"
"Occitanie","Hors ESS","Ensemble","3 - Moyennes entreprises","4550","2821","406422","376036","13126340838"
"Occitanie","Hors ESS","Ensemble","4 - Grandes entreprises","636","348","424788","395286","15342218493"
"Pays de la Loire","ESS","Ensemble","1 - Micro entreprise","11167","8657","22097","20899","659480292"
"Pays de la Loire","ESS","Ensemble","2 - Petites entreprises","3080","1747","58340","50303","1568615291"
"Pays de la Loire","ESS","Ensemble","3 - Moyennes entreprises","776","422","63110","54983","1608482611"
"Pays de la Loire","ESS","Ensemble","4 - Grandes entreprises","48","30","18382","16211","624878192"
"Pays de la Loire","Hors ESS","Ensemble","1 - Micro entreprise","85880","69909","206221","204623","5870331499"
"Pays de la Loire","Hors ESS","Ensemble","2 - Petites entreprises","15454","10309","292136","271142","8821617659"
"Pays de la Loire","Hors ESS","Ensemble","3 - Moyennes entreprises","3605","2336","335528","312786","10747969684"
"Pays de la Loire","Hors ESS","Ensemble","4 - Grandes entreprises","542","320","302598","282738","10130567433"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","1 - Micro entreprise","12103","9733","23385","23134","756514788"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","2 - Petites entreprises","2903","1675","55086","47606","1513050861"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","3 - Moyennes entreprises","687","355","57098","50003","1483341896"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","4 - Grandes entreprises","44","31","21260","18733","730912348"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","1 - Micro entreprise","161425","136031","346086","346721","10380899169"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","2 - Petites entreprises","20884","13237","376655","350756","12011045802"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","3 - Moyennes entreprises","4174","2526","366440","340351","12442165290"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","4 - Grandes entreprises","581","338","397937","372929","14375892696"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2967","911","35465","34559","1459457796"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","1081","90","18619","16689","651193528"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","Toutes entreprises","23634","19382","227360","194261","5594162166"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","Toutes entreprises","299","53","10497","9141","291347797"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","243281","199501","1828673","1718760","62851246623"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","Toutes entreprises","16331","7191","627492","580566","19399583430"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1362","453","14112","13766","586931882"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","498","23","8123","7412","231817433"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Toutes entreprises","7721","5935","75143","64541","1795670651"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Toutes entreprises","46","9","2026","1750","54625278"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","72953","59805","534950","502736","16476482365"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Toutes entreprises","10102","5582","233995","216761","7086673485"
"Bretagne","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1743","690","27813","27216","1103965922"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","382","30","8501","7779","276984937"
"Bretagne","ESS + Hors ESS","3. Association","Toutes entreprises","10602","8818","106505","93628","2717676448"
"Bretagne","ESS + Hors ESS","4. Fondation","Toutes entreprises","87","12","5330","4675","159020061"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","91665","75298","667038","633924","20569095572"
"Bretagne","ESS + Hors ESS","Public","Toutes entreprises","5579","2539","253120","233724","7628529577"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1081","228","13720","13668","578040790"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","332","17","6540","6175","250709696"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Toutes entreprises","7365","6021","60096","52084","1421507943"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Toutes entreprises","55","8","2655","2451","68404948"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","64568","52048","517753","491164","16417148708"
"Centre-Val de Loire","ESS + Hors ESS","Public","Toutes entreprises","6497","3309","198709","186165","6061871740"
"Corse","ESS + Hors ESS","1. Coopérative","Toutes entreprises","84","42","1047","979","47457736"
"Corse","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","61","5","s","s","s"
"Corse","ESS + Hors ESS","3. Association","Toutes entreprises","872","708","6453","5478","150363973"
"Corse","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","15349","13837","64646","66633","2022081418"
"Corse","ESS + Hors ESS","Public","Toutes entreprises","1004","490","31416","29978","1091570301"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2495","872","29346","28719","1267358654"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","508","51","6867","6489","272196786"
"Grand-Est","ESS + Hors ESS","3. Association","Toutes entreprises","12640","9733","146363","127098","3519624723"
"Grand-Est","ESS + Hors ESS","4. Fondation","Toutes entreprises","170","38","10421","9386","294175013"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","142808","116708","1098059","1029247","35155054652"
"Grand-Est","ESS + Hors ESS","Public","Toutes entreprises","16529","9057","437038","405659","13617087134"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Toutes entreprises","108","29","1053","1057","57737715"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","36","8","292","288","12999366"
"Guadeloupe","ESS + Hors ESS","3. Association","Toutes entreprises","868","655","8713","7589","222243106"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Toutes entreprises","3","0","152","143","4613460"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","10150","8905","57823","54234","1864841858"
"Guadeloupe","ESS + Hors ESS","Public","Toutes entreprises","627","222","39296","37335","1556998205"
"Guyane","ESS + Hors ESS","1. Coopérative","Toutes entreprises","24","8","177","168","7661639"
"Guyane","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","12","1","s","s","s"
"Guyane","ESS + Hors ESS","3. Association","Toutes entreprises","396","286","3859","3482","111096430"
"Guyane","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","4121","3468","24295","22939","815312805"
"Guyane","ESS + Hors ESS","Public","Toutes entreprises","385","129","26605","24985","1051938021"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1739","397","19638","19071","843131497"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","493","30","5862","5594","223450955"
"Hauts-de-France","ESS + Hors ESS","3. Association","Toutes entreprises","12427","9566","169618","145284","4113623980"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Toutes entreprises","116","23","6668","6140","188324780"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","129562","105005","1154945","1082924","36741019758"
"Hauts-de-France","ESS + Hors ESS","Public","Toutes entreprises","14055","6685","484073","447747","14774752121"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1891","462","34248","33467","1747434137"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","691","178","23373","21551","1086272956"
"Ile-de-France","ESS + Hors ESS","3. Association","Toutes entreprises","29987","24504","299559","263325","9337126073"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Toutes entreprises","654","282","32858","29856","1155785304"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","421404","357093","3922686","3708029","181079301202"
"Ile-de-France","ESS + Hors ESS","Public","Toutes entreprises","16639","4605","1223334","1152664","42900955855"
"La Réunion","ESS + Hors ESS","1. Coopérative","Toutes entreprises","199","75","3050","2722","127506591"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","42","8","687","676","29905989"
"La Réunion","ESS + Hors ESS","3. Association","Toutes entreprises","1749","1471","16719","15127","439427606"
"La Réunion","ESS + Hors ESS","4. Fondation","Toutes entreprises","41","3","1653","1519","50467631"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","21569","18469","122182","117898","3698017052"
"La Réunion","ESS + Hors ESS","Public","Toutes entreprises","981","248","81541","76230","3090087728"
"Martinique","ESS + Hors ESS","1. Coopérative","Toutes entreprises","112","32","1072","1074","58248351"
"Martinique","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","30","9","s","s","s"
"Martinique","ESS + Hors ESS","3. Association","Toutes entreprises","808","669","9078","7690","236625762"
"Martinique","ESS + Hors ESS","4. Fondation","Toutes entreprises","5","1","s","s","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","9311","8035","60561","56991","1923154423"
"Martinique","ESS + Hors ESS","Public","Toutes entreprises","619","227","40392","38506","1584365589"
"Normandie","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1335","424","15738","15621","647193587"
"Normandie","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","453","14","5898","5432","232544715"
"Normandie","ESS + Hors ESS","3. Association","Toutes entreprises","8377","6834","85500","74171","2040177972"
"Normandie","ESS + Hors ESS","4. Fondation","Toutes entreprises","98","16","5036","4400","138339946"
"Normandie","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","85681","69861","669993","633112","21219401198"
"Normandie","ESS + Hors ESS","Public","Toutes entreprises","8565","4435","269560","250135","8138214049"
"Nouvelle-Aquitaine","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2689","948","35268","34694","1367279425"
"Nouvelle-Aquitaine","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","774","43","17805","16914","762740054"
"Nouvelle-Aquitaine","ESS + Hors ESS","3. Association","Toutes entreprises","17537","14389","158579","139091","3849147122"
"Nouvelle-Aquitaine","ESS + Hors ESS","4. Fondation","Toutes entreprises","143","25","7534","6719","208662060"
"Nouvelle-Aquitaine","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","180298","147819","1165779","1115038","36409459235"
"Nouvelle-Aquitaine","ESS + Hors ESS","Public","Toutes entreprises","15277","7576","524394","481398","15432777161"
"Occitanie","ESS + Hors ESS","1. Coopérative","Toutes entreprises","2665","1100","28410","28204","1139877453"
"Occitanie","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","834","48","12809","11684","434745183"
"Occitanie","ESS + Hors ESS","3. Association","Toutes entreprises","18406","15343","162726","142028","3922269614"
"Occitanie","ESS + Hors ESS","4. Fondation","Toutes entreprises","81","19","3774","3390","111450902"
"Occitanie","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","176844","146946","1110989","1053470","35833272218"
"Occitanie","ESS + Hors ESS","Public","Toutes entreprises","14412","7073","494147","457111","15116105494"
"Pays de la Loire","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1896","646","26152","25309","1024062902"
"Pays de la Loire","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","505","24","8734","7762","274796616"
"Pays de la Loire","ESS + Hors ESS","3. Association","Toutes entreprises","12611","10172","124317","106946","3090659640"
"Pays de la Loire","ESS + Hors ESS","4. Fondation","Toutes entreprises","59","14","2726","2379","71937228"
"Pays de la Loire","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","99651","80292","871141","826133","27506669230"
"Pays de la Loire","ESS + Hors ESS","Public","Toutes entreprises","5830","2582","265342","245155","8063817045"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","1. Coopérative","Toutes entreprises","1490","665","17607","17089","762666954"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","597","57","7698","6878","281686807"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","3. Association","Toutes entreprises","13565","11040","126838","111376","3305150620"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","4. Fondation","Toutes entreprises","85","32","4686","4133","134315512"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","179765","149650","1066824","1016141","35708555949"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Public","Toutes entreprises","7299","2482","420294","394615","13501447008"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","2211","645","8515","8704","353741497"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","661","211","11568","11133","458341365"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","78","48","6885","6446","258318185"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","17","7","8497","8276","389056749"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","773","64","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","215","17","4601","3899","142981043"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","86","7","7686","6915","254762835"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","7","2","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","1 - Micro entreprise","17835","15676","29599","27583","815157336"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","2 - Petites entreprises","4564","3019","86133","71224","2084328049"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","1189","657","93758","80297","2241751510"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","4 - Grandes entreprises","46","30","17870","15157","452925271"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","135","25","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","97","11","2187","1850","58678365"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","61","14","4892","4222","133833334"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","6","3","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","206161","174202","459475","446604","13741950443"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","30987","21772","567102","524543","18362745119"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","5476","3199","492033","458423","17646585695"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","657","328","310063","289189","13099965366"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","1 - Micro entreprise","8843","3325","35298","32434","1042086733"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","2 - Petites entreprises","4995","2112","96072","88275","2834333039"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","3 - Moyennes entreprises","2129","1508","194582","179940","6154768528"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","4 - Grandes entreprises","364","246","301540","279917","9368395130"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1049","317","3858","3836","156551940"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","277","116","4830","4636","195225589"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","31","18","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","5","2","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","345","10","1023","1197","42988017"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","109","10","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","40","2","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","4","1","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","1 - Micro entreprise","5738","4778","9879","9418","275134639"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","2 - Petites entreprises","1602","958","31203","25766","735761753"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","364","193","27744","23827","631743281"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","4 - Grandes entreprises","17","6","6317","5530","153030978"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","16","6","44","79","2464613"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","14","2","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","16","1","s","s","s"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","62252","52484","143346","137245","3895339718"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8983","6226","167408","155202","5007857089"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1531","983","142091","131988","4498081784"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","187","112","82105","78301","3075203774"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","1 - Micro entreprise","7245","4086","20749","18310","570862147"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","2 - Petites entreprises","1915","872","37646","35195","1147079993"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","3 - Moyennes entreprises","797","524","73722","68818","2300559624"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","4 - Grandes entreprises","145","100","101878","94439","3068171721"
"Bretagne","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","1332","536","3857","3930","145157038"
"Bretagne","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","339","118","6499","6155","229367754"
"Bretagne","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","54","28","4437","4343","150343457"
"Bretagne","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","18","8","13020","12787","579097673"
"Bretagne","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","257","15","845","827","33717175"
"Bretagne","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","83","8","1731","1473","48578195"
"Bretagne","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","35","4","2908","2645","86411540"
"Bretagne","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","7","3","3017","2834","108278027"
"Bretagne","ESS + Hors ESS","3. Association","1 - Micro entreprise","8019","7134","13423","13217","384982838"
"Bretagne","ESS + Hors ESS","3. Association","2 - Petites entreprises","1999","1342","39122","33817","999388698"
"Bretagne","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","566","327","47966","41419","1159688796"
"Bretagne","ESS + Hors ESS","3. Association","4 - Grandes entreprises","18","15","5994","5176","173616116"
"Bretagne","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","21","3","48","53","1695857"
"Bretagne","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","32","3","704","600","19425021"
"Bretagne","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","31","3","2990","2580","83902840"
"Bretagne","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","3","3","1588","1443","53996343"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","78429","66207","177151","176068","4978463227"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","11076","7782","204326","190724","6138088247"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1914","1171","176539","164472","5650011431"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","246","138","109022","102660","3802532667"
"Bretagne","ESS + Hors ESS","Public","1 - Micro entreprise","2554","926","10875","10412","343244025"
"Bretagne","ESS + Hors ESS","Public","2 - Petites entreprises","1978","928","39855","36798","1167936216"
"Bretagne","ESS + Hors ESS","Public","3 - Moyennes entreprises","887","584","79174","73373","2404987322"
"Bretagne","ESS + Hors ESS","Public","4 - Grandes entreprises","160","101","123216","113141","3712362014"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","848","177","3155","3282","130160362"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","199","36","3353","3280","128888011"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","3 - Moyennes entreprises","23","12","2560","2547","101332856"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","4 - Grandes entreprises","11","3","4652","4560","217659561"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","1 - Micro entreprise","241","9","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","2 - Petites entreprises","70","5","1479","1365","48866766"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","3 - Moyennes entreprises","18","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","4 - Grandes entreprises","3","3","s","s","94057995"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","1 - Micro entreprise","5799","5093","8907","8666","s"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","2 - Petites entreprises","1254","774","24370","20299","584258541"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","3 - Moyennes entreprises","302","146","23364","20151","517067460"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","4 - Grandes entreprises","10","8","3455","2967","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","1 - Micro entreprise","12","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","2 - Petites entreprises","22","4","676","624","19160478"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","3 - Moyennes entreprises","20","2","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","4 - Grandes entreprises","1","0","s","s","s"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","1 - Micro entreprise","54675","45614","126231","123867","3523057895"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","2 - Petites entreprises","8149","5475","154591","143888","4624798117"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","1525","861","139403","130662","4498712920"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","4 - Grandes entreprises","219","98","97528","92747","3770579776"
"Centre-Val de Loire","ESS + Hors ESS","Public","1 - Micro entreprise","4006","1904","14237","13105","414491986"
"Centre-Val de Loire","ESS + Hors ESS","Public","2 - Petites entreprises","1675","824","31855","29741","952835478"
"Centre-Val de Loire","ESS + Hors ESS","Public","3 - Moyennes entreprises","694","499","64064","60252","2001378326"
"Centre-Val de Loire","ESS + Hors ESS","Public","4 - Grandes entreprises","122","82","88553","83067","2693165950"
"Corse","ESS + Hors ESS","1. Coopérative","1 - Micro entreprise","56","27","s","s","s"
"Corse","ESS + Hors ESS","1. Coopérative","2 - Petites entreprises","27","14","546","496","23262533"
