"REG","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1314","15269","13686","394533550"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Ensemble","4939","10083","8017","220573632"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Ensemble","1596","40312","33825","851824237"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","21","287","s","s"
"Bourgogne-Franche-Comté","ARTS SPECTACLES (RZ1)","Ensemble","944","1424","1429","44459439"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","429","2805","2426","62957074"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Ensemble","613","9434","8185","271990282"
"Bourgogne-Franche-Comté","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","206","1128","s","s"
"Bourgogne-Franche-Comté","NON-CLASSES (94.99Z)","Ensemble","1694","6101","5276","144429209"
"Bourgogne-Franche-Comté","SANTE HUMAINE (QA)","Ensemble","243","5689","5043","194209951"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","634","5636","5007","141841695"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Ensemble","1341","2327","2000","49963565"
"Bretagne","ACTION SOCIALE (QB)","Ensemble","1333","44043","37164","926162185"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","31","307","326","6159364"
"Bretagne","ARTS SPECTACLES (RZ1)","Ensemble","1025","1276","1564","52658481"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","470","4345","3695","103103029"
"Bretagne","ENSEIGNEMENT (PZ)","Ensemble","1864","28278","25027","839313402"
"Bretagne","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","172","1302","1492","40118462"
"Bretagne","NON-CLASSES (94.99Z)","Ensemble","2325","6874","6092","178102861"
"Bretagne","SANTE HUMAINE (QA)","Ensemble","182","6257","5297","198222009"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","900","10007","9754","289021260"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Ensemble","2300","3816","3217","84815395"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Ensemble","1240","32949","28085","692351338"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","23","305","270","5331486"
"Centre-Val de Loire","ARTS SPECTACLES (RZ1)","Ensemble","766","820","922","33335950"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","287","1673","1399","36616152"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Ensemble","695","8837","7738","253992134"
"Centre-Val de Loire","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","117","666","620","15857348"
"Centre-Val de Loire","NON-CLASSES (94.99Z)","Ensemble","1543","4516","3923","110428317"
"Centre-Val de Loire","SANTE HUMAINE (QA)","Ensemble","127","2196","1900","74311936"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","805","5458","5022","140907989"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Ensemble","1762","2676","2205","58375293"
"Corse","ACTION SOCIALE (QB)","Ensemble","209","4096","3373","86601352"
"Corse","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","s","s","s"
"Corse","ARTS SPECTACLES (RZ1)","Ensemble","76","75","83","3034287"
"Corse","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","45","212","166","4321107"
"Corse","ENSEIGNEMENT (PZ)","Ensemble","63","411","358","12102771"
"Corse","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","11","s","s","s"
"Corse","NON-CLASSES (94.99Z)","Ensemble","240","833","708","19574186"
"Corse","SANTE HUMAINE (QA)","Ensemble","15","189","171","7134251"
"Corse","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","47","260","239","7633617"
"Corse","SPORTS ET LOISIRS (RZ2)","Ensemble","165","333","310","7829814"
"Grand-Est","ACTION SOCIALE (QB)","Ensemble","3013","84618","72654","1783058038"
"Grand-Est","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","28","256","263","6108249"
"Grand-Est","ARTS SPECTACLES (RZ1)","Ensemble","1155","2018","2213","71676008"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","649","3466","3017","88583641"
"Grand-Est","ENSEIGNEMENT (PZ)","Ensemble","1542","15838","13819","469774481"
"Grand-Est","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","227","1867","1738","47753377"
"Grand-Est","NON-CLASSES (94.99Z)","Ensemble","3076","11136","9560","270126783"
"Grand-Est","SANTE HUMAINE (QA)","Ensemble","348","11411","10233","377609200"
"Grand-Est","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","822","11392","9950","311365163"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Ensemble","1780","4361","3652","93569783"
"Guadeloupe","ACTION SOCIALE (QB)","Ensemble","280","4457","3778","104640642"
"Guadeloupe","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","s","s","s"
"Guadeloupe","ARTS SPECTACLES (RZ1)","Ensemble","29","s","s","s"
"Guadeloupe","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","75","320","295","7952632"
"Guadeloupe","ENSEIGNEMENT (PZ)","Ensemble","98","1274","1180","40845280"
"Guadeloupe","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","9","118","113","2489633"
"Guadeloupe","NON-CLASSES (94.99Z)","Ensemble","217","1331","1185","31953924"
"Guadeloupe","SANTE HUMAINE (QA)","Ensemble","24","484","385","16862337"
"Guadeloupe","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","49","345","304","8663141"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Ensemble","82","251","218","5309824"
"Guyane","ACTION SOCIALE (QB)","Ensemble","100","1691","1510","45976773"
"Guyane","ARTS SPECTACLES (RZ1)","Ensemble","18","s","s","s"
"Guyane","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","26","96","80","2742383"
"Guyane","ENSEIGNEMENT (PZ)","Ensemble","25","565","496","17470686"
"Guyane","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1","s","s","s"
"Guyane","NON-CLASSES (94.99Z)","Ensemble","147","937","885","24211640"
"Guyane","SANTE HUMAINE (QA)","Ensemble","11","144","146","6823426"
"Guyane","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","27","244","207","9829664"
"Guyane","SPORTS ET LOISIRS (RZ2)","Ensemble","41","151","124","3057471"
"Hauts-de-France","ACTION SOCIALE (QB)","Ensemble","2732","92743","77904","1916540907"
"Hauts-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","30","324","303","8612441"
"Hauts-de-France","ARTS SPECTACLES (RZ1)","Ensemble","1203","2165","2416","85756406"
"Hauts-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","522","3871","3271","92306139"
"Hauts-de-France","ENSEIGNEMENT (PZ)","Ensemble","1410","33032","28802","1005043092"
"Hauts-de-France","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","117","1090","1060","29562444"
"Hauts-de-France","NON-CLASSES (94.99Z)","Ensemble","2678","10335","8903","254219745"
"Hauts-de-France","SANTE HUMAINE (QA)","Ensemble","292","9712","8328","308010755"
"Hauts-de-France","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","799","12071","10748","314919037"
"Hauts-de-France","SPORTS ET LOISIRS (RZ2)","Ensemble","2644","4275","3550","98653014"
"Ile-de-France","ACTION SOCIALE (QB)","Ensemble","4416","115877","102256","2893740309"
"Ile-de-France","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","25","197","144","4499736"
"Ile-de-France","ARTS SPECTACLES (RZ1)","Ensemble","5116","6535","7456","290651709"
"Ile-de-France","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","1907","18430","17270","768801730"
"Ile-de-France","ENSEIGNEMENT (PZ)","Ensemble","2874","53645","45291","1734370389"
"Ile-de-France","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","383","3695","3677","120159927"
"Ile-de-France","NON-CLASSES (94.99Z)","Ensemble","8734","37517","33544","1266148604"
"Ile-de-France","SANTE HUMAINE (QA)","Ensemble","716","32032","27765","1222613418"
"Ile-de-France","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1320","13268","12147","498601836"
"Ile-de-France","SPORTS ET LOISIRS (RZ2)","Ensemble","4496","18363","13776","537538415"
"La Réunion","ACTION SOCIALE (QB)","Ensemble","375","7646","6776","181890159"
"La Réunion","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","203","s","s"
"La Réunion","ARTS SPECTACLES (RZ1)","Ensemble","136","s","242","7285302"
"La Réunion","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","177","712","635","16423579"
"La Réunion","ENSEIGNEMENT (PZ)","Ensemble","121","1984","1791","75264909"
"La Réunion","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","13","s","s","s"
"La Réunion","NON-CLASSES (94.99Z)","Ensemble","518","2772","2367","56231654"
"La Réunion","SANTE HUMAINE (QA)","Ensemble","33","912","871","39354283"
"La Réunion","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","105","1524","1439","39009895"
"La Réunion","SPORTS ET LOISIRS (RZ2)","Ensemble","262","710","772","18320832"
"Martinique","ACTION SOCIALE (QB)","Ensemble","197","3838","3302","91915909"
"Martinique","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"Martinique","ARTS SPECTACLES (RZ1)","Ensemble","53","271","175","4856709"
"Martinique","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","76","349","334","9485193"
"Martinique","ENSEIGNEMENT (PZ)","Ensemble","77","1251","1108","41711361"
"Martinique","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","6","s","s","s"
"Martinique","NON-CLASSES (94.99Z)","Ensemble","244","1949","1549","41914856"
"Martinique","SANTE HUMAINE (QA)","Ensemble","21","403","352","14976203"
"Martinique","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","30","460","378","19021058"
"Martinique","SPORTS ET LOISIRS (RZ2)","Ensemble","101","462","400","9947547"
"Normandie","ACTION SOCIALE (QB)","Ensemble","1473","46219","39429","965369760"
"Normandie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","41","336","287","6130370"
"Normandie","ARTS SPECTACLES (RZ1)","Ensemble","772","1253","1317","46063096"
"Normandie","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","434","2924","2541","70067555"
"Normandie","ENSEIGNEMENT (PZ)","Ensemble","878","14386","12844","432641296"
"Normandie","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","111","769","788","20351146"
"Normandie","NON-CLASSES (94.99Z)","Ensemble","1876","6897","5914","156361368"
"Normandie","SANTE HUMAINE (QA)","Ensemble","176","3423","2970","109153895"
"Normandie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","628","5780","5211","158199696"
"Normandie","SPORTS ET LOISIRS (RZ2)","Ensemble","1988","3513","2870","75839790"
"Nouvelle-Aquitaine","ACTION SOCIALE (QB)","Ensemble","3195","84243","71340","1787312985"
"Nouvelle-Aquitaine","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","53","572","523","11250174"
"Nouvelle-Aquitaine","ARTS SPECTACLES (RZ1)","Ensemble","2086","2693","2952","95366140"
"Nouvelle-Aquitaine","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","957","4721","4045","112983648"
"Nouvelle-Aquitaine","ENSEIGNEMENT (PZ)","Ensemble","1830","22464","19509","649759682"
"Nouvelle-Aquitaine","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","292","1482","1920","50497091"
"Nouvelle-Aquitaine","NON-CLASSES (94.99Z)","Ensemble","3362","10066","8823","245964423"
"Nouvelle-Aquitaine","SANTE HUMAINE (QA)","Ensemble","306","8759","7628","288277307"
"Nouvelle-Aquitaine","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1638","15830","15784","440048272"
"Nouvelle-Aquitaine","SPORTS ET LOISIRS (RZ2)","Ensemble","3818","7749","6565","167687400"
"Occitanie","ACTION SOCIALE (QB)","Ensemble","3003","90419","76829","1938843180"
"Occitanie","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","108","701","663","13845224"
"Occitanie","ARTS SPECTACLES (RZ1)","Ensemble","2534","2840","3158","105814671"
"Occitanie","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","994","4253","3755","100319794"
"Occitanie","ENSEIGNEMENT (PZ)","Ensemble","1839","21770","18910","631956051"
"Occitanie","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","281","1534","1896","49156180"
"Occitanie","NON-CLASSES (94.99Z)","Ensemble","4565","14818","12423","337954686"
"Occitanie","SANTE HUMAINE (QA)","Ensemble","345","9534","8425","312538428"
"Occitanie","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1332","9920","10494","290678618"
"Occitanie","SPORTS ET LOISIRS (RZ2)","Ensemble","3405","6937","5476","141162782"
"Pays de la Loire","ACTION SOCIALE (QB)","Ensemble","1935","54845","45649","1140312008"
"Pays de la Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","22","289","245","5167024"
"Pays de la Loire","ARTS SPECTACLES (RZ1)","Ensemble","1239","1388","1703","56298123"
"Pays de la Loire","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","386","3829","3303","100024032"
"Pays de la Loire","ENSEIGNEMENT (PZ)","Ensemble","2156","32836","28522","970194467"
"Pays de la Loire","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","301","1955","1839","47901411"
"Pays de la Loire","NON-CLASSES (94.99Z)","Ensemble","2749","7812","6841","190504674"
"Pays de la Loire","SANTE HUMAINE (QA)","Ensemble","236","6040","5080","185855466"
"Pays de la Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","882","10080","9561","275398290"
"Pays de la Loire","SPORTS ET LOISIRS (RZ2)","Ensemble","2705","5243","4202","119004145"
"Provence-Alpes-Côte d'Azur","ACTION SOCIALE (QB)","Ensemble","2352","59760","50598","1297754513"
"Provence-Alpes-Côte d'Azur","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","126","181","227","4477720"
"Provence-Alpes-Côte d'Azur","ARTS SPECTACLES (RZ1)","Ensemble","1711","2495","3040","103727384"
"Provence-Alpes-Côte d'Azur","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","788","3629","3351","98473569"
"Provence-Alpes-Côte d'Azur","ENSEIGNEMENT (PZ)","Ensemble","1310","19313","16790","587918597"
"Provence-Alpes-Côte d'Azur","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","296","1495","1836","50122888"
"Provence-Alpes-Côte d'Azur","NON-CLASSES (94.99Z)","Ensemble","3713","15111","12799","363449079"
"Provence-Alpes-Côte d'Azur","SANTE HUMAINE (QA)","Ensemble","286","12567","11075","425975394"
"Provence-Alpes-Côte d'Azur","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","592","6828","7146","249629029"
"Provence-Alpes-Côte d'Azur","SPORTS ET LOISIRS (RZ2)","Ensemble","2391","5459","4513","123622447"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","141","1226","981","29745092"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","75","1219","1058","33641610"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil d enfants handicapes","128","2515","1917","61585372"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Accueil des jeunes enfants","634","6631","5535","138537132"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Action sociale NCA","1057","15987","13202","360359791"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Aide a domicile","601","19269","14492","323510819"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Aide par le travail","252","17943","15769","263167743"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","292","13280","11520","321670736"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","476","9395","8284","236448825"
"Auvergne-Rhône-Alpes","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","556","22347","19384","556365057"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Autres enseignements","584","3323","2679","90749501"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Enseignement culturel","392","1286","846","22442425"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1253","34710","29922","1025569296"
"Auvergne-Rhône-Alpes","ENSEIGNEMENT (PZ)","Formation continue d adultes","329","2863","2539","88358834"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Loisirs","489","2061","1801","44311955"
"Auvergne-Rhône-Alpes","SPORTS ET LOISIRS (RZ2)","Sports","4450","8022","6216","176261677"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","78","704","604","16852849"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","34","652","547","16500055"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil d enfants handicapes","59","1403","1097","36680507"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Accueil des jeunes enfants","113","832","684","16703697"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Action sociale NCA","406","4930","4041","105911694"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Aide a domicile","328","8014","6070","140025162"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Aide par le travail","77","7227","6292","107690749"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","110","4441","3861","106724678"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","175","4250","3723","107682213"
"Bourgogne-Franche-Comté","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","216","7859","6907","197052633"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Autres enseignements","118","750","647","20929521"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement culturel","85","235","s","s"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","286","7456","6541","220943097"
"Bourgogne-Franche-Comté","ENSEIGNEMENT (PZ)","Formation continue d adultes","120","963","825","25082804"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Loisirs","150","449","s","s"
"Bourgogne-Franche-Comté","SPORTS ET LOISIRS (RZ2)","Sports","1191","1878","s","s"
"Bretagne","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","39","441","364","11852590"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","23","500","446","12884416"
"Bretagne","ACTION SOCIALE (QB)","Accueil d enfants handicapes","52","1075","871","29149262"
"Bretagne","ACTION SOCIALE (QB)","Accueil des jeunes enfants","129","1090","999","24008367"
"Bretagne","ACTION SOCIALE (QB)","Action sociale NCA","303","4640","3881","108189687"
"Bretagne","ACTION SOCIALE (QB)","Aide a domicile","231","8930","6913","162193870"
"Bretagne","ACTION SOCIALE (QB)","Aide par le travail","106","9013","7811","134922170"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","130","6573","5641","152821069"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","102","2945","2542","72052644"
"Bretagne","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","218","8836","7696","218088110"
"Bretagne","ENSEIGNEMENT (PZ)","Autres enseignements","264","757","628","18796889"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement culturel","192","511","343","9639006"
"Bretagne","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1213","25318","22629","762645591"
"Bretagne","ENSEIGNEMENT (PZ)","Formation continue d adultes","173","1407","1179","40650932"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Loisirs","151","686","598","14944099"
"Bretagne","SPORTS ET LOISIRS (RZ2)","Sports","2149","3130","2618","69871296"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","37","497","445","13025214"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","26","432","369","11428853"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil d enfants handicapes","51","1056","848","28129587"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Accueil des jeunes enfants","77","463","408","9938871"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Action sociale NCA","301","4944","4181","103664663"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide a domicile","242","6909","5294","120893846"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Aide par le travail","105","6756","5883","105807789"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","80","2401","2172","60638313"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","115","2212","1977","51818024"
"Centre-Val de Loire","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","206","7279","6507","187006178"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Autres enseignements","169","625","505","15591302"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement culturel","128","280","177","4759995"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","292","6956","6204","205255098"
"Centre-Val de Loire","ENSEIGNEMENT (PZ)","Formation continue d adultes","102","861","744","25057402"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Loisirs","165","368","322","7130983"
"Centre-Val de Loire","SPORTS ET LOISIRS (RZ2)","Sports","1597","2308","1883","51244310"
"Corse","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","9","199","165","s"
"Corse","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"Corse","ACTION SOCIALE (QB)","Accueil d enfants handicapes","12","188","145","5187143"
"Corse","ACTION SOCIALE (QB)","Accueil des jeunes enfants","19","s","s","3052238"
"Corse","ACTION SOCIALE (QB)","Action sociale NCA","53","358","292","8340194"
"Corse","ACTION SOCIALE (QB)","Aide a domicile","72","1799","1316","30412403"
"Corse","ACTION SOCIALE (QB)","Aide par le travail","5","359","326","5456189"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","10","372","335","10012727"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","16","282","313","10031183"
"Corse","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","12","406","358","11219129"
"Corse","ENSEIGNEMENT (PZ)","Autres enseignements","22","s","s","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement culturel","6","s","s","s"
"Corse","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","14","309","273","9757993"
"Corse","ENSEIGNEMENT (PZ)","Formation continue d adultes","21","s","s","s"
"Corse","SPORTS ET LOISIRS (RZ2)","Loisirs","20","75","66","1480381"
"Corse","SPORTS ET LOISIRS (RZ2)","Sports","145","258","244","6349433"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","47","489","419","11739454"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","74","1200","990","28394965"
"Grand-Est","ACTION SOCIALE (QB)","Accueil d enfants handicapes","95","2053","1693","54347317"
"Grand-Est","ACTION SOCIALE (QB)","Accueil des jeunes enfants","490","5120","4327","103439674"
"Grand-Est","ACTION SOCIALE (QB)","Action sociale NCA","873","13134","10735","276943626"
"Grand-Est","ACTION SOCIALE (QB)","Aide a domicile","336","14813","11467","254886648"
"Grand-Est","ACTION SOCIALE (QB)","Aide par le travail","172","13889","13014","217405705"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","277","11988","10679","288697011"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","300","7786","6893","195440355"
"Grand-Est","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","349","14146","12438","351763283"
"Grand-Est","ENSEIGNEMENT (PZ)","Autres enseignements","769","2075","1741","53035116"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement culturel","166","559","307","8534500"
"Grand-Est","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","404","11763","10474","364762351"
"Grand-Est","ENSEIGNEMENT (PZ)","Formation continue d adultes","197","1393","1259","42473968"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Loisirs","209","1197","1008","24920718"
"Grand-Est","SPORTS ET LOISIRS (RZ2)","Sports","1571","3164","2644","68649065"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","9","115","92","2756395"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4","s","s","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2","s","s","s"
"Guadeloupe","ACTION SOCIALE (QB)","Accueil des jeunes enfants","61","511","435","10106624"
"Guadeloupe","ACTION SOCIALE (QB)","Action sociale NCA","82","847","748","25316696"
"Guadeloupe","ACTION SOCIALE (QB)","Aide a domicile","40","1353","1039","22584850"
"Guadeloupe","ACTION SOCIALE (QB)","Aide par le travail","27","431","392","7792259"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","4","s","s","s"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","29","218","224","7313913"
"Guadeloupe","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","22","786","689","24164975"
"Guadeloupe","ENSEIGNEMENT (PZ)","Autres enseignements","20","44","41","1290766"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement culturel","10","s","s","s"
"Guadeloupe","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","24","837","779","31498250"
"Guadeloupe","ENSEIGNEMENT (PZ)","Formation continue d adultes","41","366","336","7490894"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Loisirs","9","s","s","s"
"Guadeloupe","SPORTS ET LOISIRS (RZ2)","Sports","73","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil d enfants handicapes","5","s","s","s"
"Guyane","ACTION SOCIALE (QB)","Accueil des jeunes enfants","24","s","s","6302095"
"Guyane","ACTION SOCIALE (QB)","Action sociale NCA","35","310","265","8610205"
"Guyane","ACTION SOCIALE (QB)","Aide a domicile","8","59","49","1356121"
"Guyane","ACTION SOCIALE (QB)","Aide par le travail","3","195","163","2842093"
"Guyane","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","2","s","s","s"
