"DEP","ESS_simp","typo_A","typo_A_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","4","2","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","1","1","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","3","2","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","2","0","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","1","0","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","20","12","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","11","7","185","148","4194940"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","3","2","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","6","2","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","13","3","s","s","s"
"90","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","10","4","1180","1043","29872207"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","62","47","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","39","19","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","47","36","118","125","2811891"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","50","38","1234","955","21422297"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","11","9","1050","826","18847020"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","5","4","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","8","2","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","21","2","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","147","106","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","111","44","2283","1827","56762962"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","12","7","1136","1039","34310993"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","2","0","s","s","s"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","71","23","289","284","9038452"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","105","23","3066","2752","83639529"
"91","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","115","51","8288","7420","214637102"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","225","109","1028","905","21422020"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","159","68","2772","2427","58047853"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","3","3","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","1","0","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","71","56","230","244","5864784"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","70","57","1828","1336","32527569"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","20","13","1503","1111","24629115"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","7","6","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","12","3","373","353","8548903"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","23","2","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","147","101","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","126","61","2617","2232","71668685"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","24","17","2042","1881","58952919"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","2","1","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","72","16","s","s","s"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","128","27","3507","3133","94607857"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","103","51","7888","7060","207975339"
"92","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","88","60","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","62","21","918","790","18619501"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","38","31","s","s","3220057"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","51","36","1412","1086","24220751"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","8","5","s","s","8256404"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","3","1","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","3","0","89","81","2977735"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","21","3","2292","2008","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","116","65","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","128","72","2965","2667","81823178"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","44","34","3713","3305","98301316"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","1","0","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","60","4","s","s","s"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","100","21","2592","2279","68580562"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","81","24","5984","5420","155775780"
"93","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","111","70","516","449","10005001"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","60","27","910","813","19148737"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","53","42","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","65","52","1508","1137","25847174"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","15","13","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","3","1","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","10","3","256","217","5999170"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","22","2","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","141","84","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","103","49","2235","1906","59772380"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","23","11","2026","1748","46734988"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","3","2","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","62","11","s","s","s"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","88","19","2510","2179","64682987"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","75","21","5991","5366","158845328"
"94","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","4","2","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","78","41","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","48","18","s","720","17412640"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","27","24","s","64","1372864"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","40","29","941","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","7","5","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","6","2","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","10","2","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","21","4","2192","1950","33502221"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","103","77","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","85","40","1814","1569","46858903"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","11","7","1047","919","24484705"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","1","0","s","s","s"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","56","12","257","288","8718748"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","96","23","2415","2201","66924806"
"95","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","84","28","6142","5450","159826540"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","49","39","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","27","22","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","19","14","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","37","28","813","552","11560743"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","6","6","436","359","8061473"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","1","1","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","16","9","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","8","1","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","3","0","190","179","2334805"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","101","76","381","380","11649926"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","53","36","1244","1057","34972650"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","8","7","856","776","22870876"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","28","5","s","s","s"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","31","11","744","661","22353190"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","13","7","988","882","30622236"
"971","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","43","38","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","17","14","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","23","22","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","20","18","492","331","7236075"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","7","6","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","4","1","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","6","2","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","5","1","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","90","74","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","34","25","719","583","18064899"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","15","15","1586","1367","36093852"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","3","2","s","s","s"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","14","3","43","47","1677770"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","30","15","737","641","22812466"
"972","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","17","10","1383","1315","46124969"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","13","9","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","16","11","274","242","6395619"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","1","0","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","13","9","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","5","3","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","1","1","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","1","1","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","2","2","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","34","18","118","123","3920079"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","21","6","381","360","12746982"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","4","4","431","347","9129237"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","7","3","s","s","s"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","15","5","381","350","11560596"
"973","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","4","2","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","194","129","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","56","50","877","782","17449795"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","2","2","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","9","6","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","11","8","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","9","6","1182","880","17318718"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","2","2","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","1","0","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","2","0","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","8","1","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","122","92","348","478","12928370"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","70","35","1564","1309","40607270"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","36","28","3491","2940","70024802"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","6","5","2518","2038","43410313"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","26","7","s","s","s"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","46","10","1288","1179","39414979"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","23","3","1992","1828","60088952"
"974","ESS + Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","1","1","s","s","s"
"1","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1974","1415","19207","16657","500313893"
"1","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","16310","13611","122267","115532","4003788046"
"1","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1343","655","34325","31615","1014917601"
"2","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1397","942","15037","13279","400774177"
"2","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","11221","9314","79704","74936","2338219575"
"2","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1918","1161","42482","39010","1239457639"
"3","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1033","721","10875","9572","279279458"
"3","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","8825","7130","56834","53638","1634362805"
"3","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1055","508","27523","26038","827991973"
"4","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","849","628","5592","4976","142480794"
"4","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","5834","4958","24621","24309","747580087"
"4","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","580","306","13876","12769","407609320"
"5","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","834","634","6158","5498","159032639"
"5","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","6010","5128","23490","22321","658400556"
"5","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","547","272","13514","12110","392420909"
"6","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2649","1871","28947","25732","881442650"
"6","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","45075","37861","251129","241963","8814821498"
"6","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1389","447","92338","86579","2906983319"
"7","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1440","1056","12582","10852","322043966"
"7","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","8608","7453","48454","46629","1488430243"
"7","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","994","534","21180","19195","600075371"
"8","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","774","530","8024","7008","201237782"
"8","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","6323","5400","42505","39793","1287528018"
"8","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1093","662","21345","19638","628828068"
"9","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","715","520","4971","4491","120542595"
"9","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","3990","3346","21172","19896","607786507"
"9","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","733","433","13579","12400","387178884"
"10","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","982","639","10267","9278","281248100"
"10","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","8719","7155","57858","54527","1720127708"
"10","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1100","674","22090","20712","676386562"
"11","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1330","951","11879","11080","317807055"
"11","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","10857","9141","51775","49560","1434533760"
"11","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1191","618","28918","26607","838744569"
"12","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1408","1070","14486","12915","383731371"
"12","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","9353","7854","49589","46677","1423879963"
"12","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","900","448","19567","17858","581436684"
"13","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","6589","5126","71033","62779","2056178833"
"13","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","65597","53647","481684","449987","16759785128"
"13","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2445","615","184089","173344","6170729223"
"14","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2516","1822","27335","24354","759596235"
"14","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","20649","16863","146033","138534","4421931841"
"14","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1658","910","59752","55440","1841350644"
"15","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","666","454","7007","6162","172244303"
"15","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","4573","3837","22480","21248","614218153"
"15","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","656","380","12702","11785","371334623"
"16","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1138","811","12729","11406","334018654"
"16","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","10052","8434","70022","66526","2165395537"
"16","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1111","594","25602","23774","753031405"
"17","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2144","1502","21319","19321","588679085"
"17","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","21935","18670","109327","106264","3151704067"
"17","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1671","819","48256","45105","1461793964"
"18","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","949","646","9233","8183","233079457"
"18","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","7559","6099","54010","51135","1674789453"
"18","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","978","501","23026","21846","698719572"
"19","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","892","575","9029","8303","236883276"
"19","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","6891","5493","43342","41125","1271004203"
"19","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","859","458","20543","19345","608689003"
"21","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1871","1233","21040","18470","603672605"
"21","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","15097","12159","117769","110154","3712865659"
"21","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1908","1000","54667","51742","1738826480"
"22","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2370","1747","28199","25423","808155579"
"22","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","16398","13918","100876","96311","2963057618"
"22","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1300","627","42915","39591","1256852367"
"23","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","520","358","4759","4282","118757715"
"23","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","3010","2549","14069","13107","376141446"
"23","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","648","405","10876","10130","309699377"
"24","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1317","986","12526","11279","326890584"
"24","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","12580","10635","64347","62385","1820990275"
"24","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1429","798","33224","30769","945776129"
"25","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2051","1347","20966","18278","558983518"
"25","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","13274","10789","107714","101291","3388979865"
"25","Public","Ensemble des secteurs d'activité","Ensemble","Tous établissements","1562","851","46364","42401","1404186442"
"26","ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","2238","1642","21389","18612","570059365"
"26","Privé Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","16366","13603","119253","113458","3877087553"
