"DEP","typo_Mut","typo_Mut_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"14","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","50","155","153","6035509"
"14","SANTE HUMAINE (QA)","Ensemble","16","115","105","4407984"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","17","179","171","6282778"
"15","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","s","s","s"
"15","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"16","ACTION SOCIALE (QB)","Ensemble","6","427","417","10684146"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","35","383","378","14772395"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","10","51","52","1778530"
"16","SANTE HUMAINE (QA)","Ensemble","7","95","87","4164905"
"17","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","53","604","579","23336645"
"17","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","12","s","s","s"
"17","SANTE HUMAINE (QA)","Ensemble","10","s","s","s"
"18","ACTION SOCIALE (QB)","Ensemble","4","108","103","2593786"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","29","325","320","11343188"
"18","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","16","16","503296"
"18","SANTE HUMAINE (QA)","Ensemble","5","30","24","1286452"
"19","ACTION SOCIALE (QB)","Ensemble","9","99","84","2147983"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","23","219","206","7702559"
"19","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","s","s","s"
"19","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"21","ACTION SOCIALE (QB)","Ensemble","41","2277","1910","45537280"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","857","844","35528673"
"21","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","19","505","417","9503178"
"21","SANTE HUMAINE (QA)","Ensemble","5","197","157","4918566"
"22","ACTION SOCIALE (QB)","Ensemble","10","281","232","6266444"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","40","722","674","25353028"
"22","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","10","41","40","1255969"
"22","SANTE HUMAINE (QA)","Ensemble","6","169","139","5556790"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","14","129","124","4444017"
"23","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","s","s","s"
"23","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","28","170","165","5939159"
"24","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","s","s","s"
"24","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"25","ACTION SOCIALE (QB)","Ensemble","14","535","446","12635503"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","46","375","373","14866048"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","12","60","50","1723583"
"25","SANTE HUMAINE (QA)","Ensemble","9","435","376","12906583"
"26","ACTION SOCIALE (QB)","Ensemble","41","1553","1169","31784658"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","52","868","800","31806144"
"26","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","14","54","53","1611241"
"26","SANTE HUMAINE (QA)","Ensemble","12","175","130","5112723"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","35","172","161","6368214"
"27","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","13","32","37","1337281"
"27","SANTE HUMAINE (QA)","Ensemble","9","39","40","2085408"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","30","s","s","s"
"28","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","s","s","s"
"28","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"29","ACTION SOCIALE (QB)","Ensemble","20","892","776","18726295"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","60","1188","1132","45844277"
"29","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","23","74","71","2224535"
"29","SANTE HUMAINE (QA)","Ensemble","8","167","130","4030101"
"2A","ACTION SOCIALE (QB)","Ensemble","3","106","87","2870127"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","14","82","78","3347691"
"2A","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","3","16","13","320081"
"2A","SANTE HUMAINE (QA)","Ensemble","5","51","43","2163054"
"2B","ACTION SOCIALE (QB)","Ensemble","7","109","104","2791960"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","21","s","133","5548016"
"2B","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","3","s","5","246060"
"2B","SANTE HUMAINE (QA)","Ensemble","5","s","35","2141215"
"30","ACTION SOCIALE (QB)","Ensemble","5","163","140","3628629"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","47","385","377","14242920"
"30","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","27","95","85","2498824"
"30","SANTE HUMAINE (QA)","Ensemble","16","200","158","8985945"
"31","ACTION SOCIALE (QB)","Ensemble","16","277","234","5260298"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","119","2029","1900","82544674"
"31","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","17","64","59","1933533"
"31","SANTE HUMAINE (QA)","Ensemble","15","239","207","8553031"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","15","s","s","s"
"32","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","2","s","s","s"
"33","ACTION SOCIALE (QB)","Ensemble","8","169","165","4770171"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","113","2259","2133","85679951"
"33","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","26","215","216","6142646"
"33","SANTE HUMAINE (QA)","Ensemble","9","846","822","33734416"
"34","ACTION SOCIALE (QB)","Ensemble","25","893","754","20706695"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","93","1943","1813","75742946"
"34","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","40","469","440","14685529"
"34","SANTE HUMAINE (QA)","Ensemble","21","989","824","35885577"
"35","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","75","1314","1261","50657731"
"35","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","18","s","s","s"
"35","SANTE HUMAINE (QA)","Ensemble","11","s","s","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","17","221","217","8609982"
"36","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","9","44","39","1296738"
"36","SANTE HUMAINE (QA)","Ensemble","3","35","32","1750127"
"37","ACTION SOCIALE (QB)","Ensemble","23","514","452","12292544"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","54","1083","1005","45977179"
"37","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","14","178","174","5718871"
"37","SANTE HUMAINE (QA)","Ensemble","9","292","244","8652919"
"38","ACTION SOCIALE (QB)","Ensemble","33","1245","1022","30138836"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","79","1043","993","41691935"
"38","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","37","181","163","5574925"
"38","SANTE HUMAINE (QA)","Ensemble","25","1536","1298","57107226"
"39","ACTION SOCIALE (QB)","Ensemble","12","100","72","1896312"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","27","175","164","6803879"
"39","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","11","75","67","2153766"
"39","SANTE HUMAINE (QA)","Ensemble","9","187","161","6175140"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","31","156","148","5789921"
"40","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","13","51","51","1809219"
"40","SANTE HUMAINE (QA)","Ensemble","6","46","41","2309902"
"41","ACTION SOCIALE (QB)","Ensemble","5","133","127","3516939"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","30","151","138","5424710"
"41","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","19","20","683509"
"41","SANTE HUMAINE (QA)","Ensemble","7","173","160","6020557"
"42","ACTION SOCIALE (QB)","Ensemble","20","673","606","17589139"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","60","1277","1183","45894267"
"42","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","26","125","120","3967631"
"42","SANTE HUMAINE (QA)","Ensemble","19","820","680","34518008"
"43","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","20","134","126","4980887"
"43","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"43","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"44","ACTION SOCIALE (QB)","Ensemble","72","1652","1360","35091122"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","87","1746","1585","64665517"
"44","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","27","175","165","5891152"
"44","SANTE HUMAINE (QA)","Ensemble","12","616","514","22939208"
"45","ACTION SOCIALE (QB)","Ensemble","6","136","132","3669526"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","1422","1368","60990490"
"45","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","12","41","42","1785665"
"45","SANTE HUMAINE (QA)","Ensemble","7","97","84","3342734"
"46","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","18","154","149","5439183"
"46","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","8","22","20","846026"
"46","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"47","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","39","645","618","28222225"
"47","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","9","s","s","s"
"47","SANTE HUMAINE (QA)","Ensemble","8","s","s","s"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","7","25","21","826263"
"48","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","3","s","s","s"
"48","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"49","ACTION SOCIALE (QB)","Ensemble","56","1226","1087","28403212"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","46","908","840","32907517"
"49","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","15","146","134","4546141"
"49","SANTE HUMAINE (QA)","Ensemble","9","186","156","5444012"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","32","152","149","5391548"
"50","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"50","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"51","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","46","847","807","38641702"
"51","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","s","s","s"
"51","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","15","162","153","6156548"
"52","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"52","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","20","382","352","15021574"
"53","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","6","35","34","1218601"
"53","SANTE HUMAINE (QA)","Ensemble","5","31","31","1490683"
"54","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","75","1226","1171","46874569"
"54","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","16","s","s","s"
"54","SANTE HUMAINE (QA)","Ensemble","8","s","s","s"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","20","107","99","4107225"
"55","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","1","s","s","s"
"55","SANTE HUMAINE (QA)","Ensemble","3","s","s","s"
"56","ACTION SOCIALE (QB)","Ensemble","29","857","742","18231083"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","52","753","722","28672116"
"56","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","15","s","s","s"
"56","SANTE HUMAINE (QA)","Ensemble","4","s","s","s"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","57","485","474","19394967"
"57","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","8","s","s","s"
"57","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"58","ACTION SOCIALE (QB)","Ensemble","3","s","s","s"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","23","154","148","5806674"
"58","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","s","s","s"
"58","SANTE HUMAINE (QA)","Ensemble","6","s","s","s"
"59","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","145","2351","2258","88530772"
"59","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","40","s","s","s"
"59","SANTE HUMAINE (QA)","Ensemble","21","s","s","s"
"60","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","42","861","797","34399214"
"60","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"60","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"61","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","24","148","143","5442663"
"61","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","8","s","s","s"
"61","SANTE HUMAINE (QA)","Ensemble","9","s","s","s"
"62","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","77","1045","972","42651110"
"62","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","26","s","s","s"
"62","SANTE HUMAINE (QA)","Ensemble","14","143","130","5167667"
"63","ACTION SOCIALE (QB)","Ensemble","4","181","175","4448852"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","73","876","825","33669705"
"63","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","14","64","62","2019732"
"63","SANTE HUMAINE (QA)","Ensemble","9","49","42","2345948"
"64","ACTION SOCIALE (QB)","Ensemble","4","49","53","1320591"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","64","727","702","28615533"
"64","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","90","86","3017460"
"64","SANTE HUMAINE (QA)","Ensemble","4","77","74","4568787"
"65","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","32","240","234","8272234"
"65","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","1","s","s","s"
"65","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"66","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","26","410","400","14842922"
"66","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","37","35","1052520"
"66","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","58","1107","1056","47406254"
"67","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","9","70","60","2034942"
"67","SANTE HUMAINE (QA)","Ensemble","5","165","135","7682706"
"68","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","40","682","634","31624830"
"68","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"68","SANTE HUMAINE (QA)","Ensemble","5","360","335","13467516"
"69","ACTION SOCIALE (QB)","Ensemble","18","s","31","968176"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","145","3371","3199","148316988"
"69","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","13","s","151","4151533"
"69","SANTE HUMAINE (QA)","Ensemble","7","s","88","4373018"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","19","159","155","6252730"
"70","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","54","49","1480430"
"70","SANTE HUMAINE (QA)","Ensemble","4","52","43","1928545"
"71","ACTION SOCIALE (QB)","Ensemble","11","408","427","9739517"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","60","517","512","18914682"
"71","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","14","50","49","1570253"
"71","SANTE HUMAINE (QA)","Ensemble","11","54","47","2073105"
"72","ACTION SOCIALE (QB)","Ensemble","4","20","19","462920"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","40","476","466","19112361"
"72","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","14","76","71","2411175"
"72","SANTE HUMAINE (QA)","Ensemble","3","38","36","1858588"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","39","459","449","17265406"
"73","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","23","18","666015"
"73","SANTE HUMAINE (QA)","Ensemble","6","49","42","2425285"
"74","ACTION SOCIALE (QB)","Ensemble","3","0","11","250706"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","59","581","547","21358350"
"74","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","21","147","125","5218293"
"74","SANTE HUMAINE (QA)","Ensemble","16","318","281","11385211"
"75","ACTION SOCIALE (QB)","Ensemble","7","206","197","7302974"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","256","10448","9963","564927738"
"75","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","26","177","155","6503265"
"75","SANTE HUMAINE (QA)","Ensemble","21","3189","2627","124566232"
"76","ACTION SOCIALE (QB)","Ensemble","5","197","186","4789425"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","108","3268","2893","145909853"
"76","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","41","178","171","6411009"
"76","SANTE HUMAINE (QA)","Ensemble","21","125","122","5620935"
"77","ACTION SOCIALE (QB)","Ensemble","4","s","s","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","587","547","26588710"
"77","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"78","ACTION SOCIALE (QB)","Ensemble","4","s","s","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","51","749","699","29710887"
"78","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","1","s","s","s"
"78","SANTE HUMAINE (QA)","Ensemble","3","s","s","s"
"79","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","44","7404","7073","389095614"
"79","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","7","s","s","2568330"
"79","SANTE HUMAINE (QA)","Ensemble","3","s","s","s"
"80","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","53","258","283","11173424"
"80","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"80","SANTE HUMAINE (QA)","Ensemble","5","s","s","s"
"81","ACTION SOCIALE (QB)","Ensemble","8","122","99","2420893"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","39","484","460","16837092"
"81","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","16","115","106","3057623"
"81","SANTE HUMAINE (QA)","Ensemble","24","491","409","13990907"
"82","ACTION SOCIALE (QB)","Ensemble","7","222","222","4820695"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","27","317","307","12479098"
"82","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","s","s","s"
"82","SANTE HUMAINE (QA)","Ensemble","3","s","s","s"
"83","ACTION SOCIALE (QB)","Ensemble","11","357","341","8674268"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","67","639","593","24891048"
"83","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","11","68","63","2286939"
"83","SANTE HUMAINE (QA)","Ensemble","14","621","535","23907817"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","59","514","477","20074123"
"84","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","15","47","41","1471161"
"84","SANTE HUMAINE (QA)","Ensemble","15","165","133","6115540"
"85","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","44","466","440","16589633"
"85","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","35","s","s","s"
"85","SANTE HUMAINE (QA)","Ensemble","9","s","s","s"
"86","ACTION SOCIALE (QB)","Ensemble","6","380","342","7941123"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","36","590","549","24552919"
"86","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","10","43","42","1329144"
"87","ACTION SOCIALE (QB)","Ensemble","27","418","369","9526060"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","37","244","234","9237675"
"87","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","16","140","131","4426270"
"87","SANTE HUMAINE (QA)","Ensemble","13","163","147","5753497"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","31","239","223","8474784"
"88","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","6","33","30","869738"
"88","SANTE HUMAINE (QA)","Ensemble","8","95","79","3071922"
"89","ACTION SOCIALE (QB)","Ensemble","10","279","232","5695086"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","31","173","164","6240691"
"89","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","8","30","27","911733"
"89","SANTE HUMAINE (QA)","Ensemble","3","19","16","507359"
"90","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","18","156","141","5362826"
"90","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","3","s","s","s"
"90","SANTE HUMAINE (QA)","Ensemble","4","s","s","s"
"91","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","43","576","507","21554578"
"91","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","1","s","s","s"
"91","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"92","ACTION SOCIALE (QB)","Ensemble","4","41","37","1534191"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","65","2405","2308","137312701"
"92","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","5","39","39","1072118"
"92","SANTE HUMAINE (QA)","Ensemble","5","334","296","11934539"
"93","ACTION SOCIALE (QB)","Ensemble","1","s","s","s"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","46","596","568","23875696"
"93","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","2","s","s","s"
"93","SANTE HUMAINE (QA)","Ensemble","8","s","s","s"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","45","859","841","36551195"
"94","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","2","s","s","s"
"94","SANTE HUMAINE (QA)","Ensemble","2","s","s","s"
"95","ACTION SOCIALE (QB)","Ensemble","5","335","316","9979961"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","25","185","170","7504324"
"95","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","1","s","s","s"
"95","SANTE HUMAINE (QA)","Ensemble","1","s","s","s"
"971","ACTION SOCIALE (QB)","Ensemble","2","s","s","s"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","32","280","276","12580763"
"971","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","2","s","s","s"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","30","505","479","21296943"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","12","s","s","s"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","38","657","646","28877477"
"974","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","4","30","30","1028512"
"1","ACTION SOCIALE (QB)","Action sociale sans hebergement","1","s","s","s"
"1","ACTION SOCIALE (QB)","Hebergement medico-social et social","3","s","s","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3","12","10","452315"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","47","362","360","13640300"
"2","ACTION SOCIALE (QB)","Hebergement medico-social et social","1","s","s","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4","6","s","301206"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","47","319","s","13484320"
"3","ACTION SOCIALE (QB)","Action sociale sans hebergement","4","65","52","1396587"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","30","s","s","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","22","s","s","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","17","52","51","2175045"
"6","ACTION SOCIALE (QB)","Action sociale sans hebergement","6","180","145","3244804"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1","s","s","s"
