"DEP","typo_Mut","typo_Mut_det","type_emploi","nb_poste"
"47","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"48","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"48","Ensemble","Assurances","Ordinaires","s"
"49","Ensemble","Action sociale sans hebergement","Apprentis","s"
"49","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"49","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"49","Ensemble","Assurances","Aides","s"
"49","Ensemble","Assurances","Apprentis","s"
"49","Ensemble","Assurances","Ordinaires","s"
"49","Ensemble","Hebergement medico-social et social","Aides","s"
"49","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"50","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"50","Ensemble","Assurances","Aides","s"
"50","Ensemble","Assurances","Ordinaires","s"
"51","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"51","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"51","Ensemble","Assurances","Aides","s"
"51","Ensemble","Assurances","Apprentis","s"
"51","Ensemble","Assurances","Ordinaires","s"
"51","Ensemble","Assurances","Stagiaires","s"
"52","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"52","Ensemble","Assurances","Aides","s"
"52","Ensemble","Assurances","Apprentis","s"
"52","Ensemble","Assurances","Ordinaires","s"
"53","Ensemble","Assurances","Aides","s"
"53","Ensemble","Assurances","Apprentis","s"
"53","Ensemble","Assurances","Ordinaires","s"
"54","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"54","Ensemble","Activites de services financiers et d assurances","Aides","s"
"54","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"54","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"54","Ensemble","Assurances","Aides","s"
"54","Ensemble","Assurances","Apprentis","s"
"54","Ensemble","Assurances","Ordinaires","s"
"54","Ensemble","Assurances","Stagiaires","s"
"54","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"55","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"55","Ensemble","Assurances","Aides","s"
"55","Ensemble","Assurances","Ordinaires","s"
"56","Ensemble","Action sociale sans hebergement","Aides","s"
"56","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"56","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"56","Ensemble","Assurances","Aides","s"
"56","Ensemble","Assurances","Apprentis","s"
"56","Ensemble","Assurances","Ordinaires","s"
"56","Ensemble","Hebergement medico-social et social","Aides","s"
"56","Ensemble","Hebergement medico-social et social","Apprentis","s"
"56","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"57","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"57","Ensemble","Assurances","Aides","s"
"57","Ensemble","Assurances","Apprentis","s"
"57","Ensemble","Assurances","Ordinaires","s"
"58","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"58","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"58","Ensemble","Assurances","Aides","s"
"58","Ensemble","Assurances","Apprentis","s"
"58","Ensemble","Assurances","Ordinaires","s"
"59","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"59","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"59","Ensemble","Assurances","Aides","s"
"59","Ensemble","Assurances","Apprentis","s"
"59","Ensemble","Assurances","Ordinaires","s"
"59","Ensemble","Assurances","Stagiaires","s"
"60","Ensemble","Assurances","Aides","s"
"60","Ensemble","Assurances","Apprentis","s"
"60","Ensemble","Assurances","Ordinaires","845"
"60","Ensemble","Hebergement medico-social et social","Aides","s"
"60","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"61","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"61","Ensemble","Assurances","Aides","s"
"61","Ensemble","Assurances","Ordinaires","s"
"61","Ensemble","Hebergement medico-social et social","Aides","s"
"61","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"62","Ensemble","Assurances","Aides","11"
"62","Ensemble","Assurances","Apprentis","10"
"62","Ensemble","Assurances","Ordinaires","1024"
"62","Ensemble","Hebergement medico-social et social","Aides","s"
"62","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"63","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"63","Ensemble","Activites de services financiers et d assurances","Aides","s"
"63","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"63","Ensemble","Assurances","Aides","s"
"63","Ensemble","Assurances","Apprentis","s"
"63","Ensemble","Assurances","Ordinaires","s"
"63","Ensemble","Hebergement medico-social et social","Aides","s"
"63","Ensemble","Hebergement medico-social et social","Apprentis","s"
"63","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"64","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"64","Ensemble","Action sociale sans hebergement","Stagiaires","s"
"64","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"64","Ensemble","Assurances","Aides","s"
"64","Ensemble","Assurances","Apprentis","s"
"64","Ensemble","Assurances","Ordinaires","s"
"64","Ensemble","Assurances","Stagiaires","s"
"65","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"65","Ensemble","Assurances","Aides","s"
"65","Ensemble","Assurances","Apprentis","s"
"65","Ensemble","Assurances","Ordinaires","s"
"65","Ensemble","Hebergement medico-social et social","Aides","s"
"65","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"66","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"66","Ensemble","Assurances","Aides","s"
"66","Ensemble","Assurances","Apprentis","s"
"66","Ensemble","Assurances","Ordinaires","401"
"67","Ensemble","Activites de services financiers et d assurances","Ordinaires","19"
"67","Ensemble","Assurances","Aides","s"
"67","Ensemble","Assurances","Apprentis","s"
"67","Ensemble","Assurances","Ordinaires","1060"
"67","Ensemble","Assurances","Stagiaires","s"
"68","Ensemble","Assurances","Aides","s"
"68","Ensemble","Assurances","Apprentis","s"
"68","Ensemble","Assurances","Ordinaires","673"
"68","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"69","Ensemble","Action sociale sans hebergement","Ordinaires","38"
"69","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"69","Ensemble","Assurances","Aides","s"
"69","Ensemble","Assurances","Apprentis","s"
"69","Ensemble","Assurances","Ordinaires","s"
"69","Ensemble","Assurances","Stagiaires","s"
"70","Ensemble","Assurances","Aides","s"
"70","Ensemble","Assurances","Apprentis","s"
"70","Ensemble","Assurances","Ordinaires","154"
"71","Ensemble","Action sociale sans hebergement","Aides","s"
"71","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"71","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"71","Ensemble","Assurances","Aides","s"
"71","Ensemble","Assurances","Ordinaires","s"
"71","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"72","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"72","Ensemble","Assurances","Aides","s"
"72","Ensemble","Assurances","Apprentis","s"
"72","Ensemble","Assurances","Ordinaires","468"
"73","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"73","Ensemble","Assurances","Aides","s"
"73","Ensemble","Assurances","Ordinaires","s"
"74","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"74","Ensemble","Assurances","Aides","s"
"74","Ensemble","Assurances","Apprentis","s"
"74","Ensemble","Assurances","Ordinaires","s"
"74","Ensemble","Assurances","Stagiaires","s"
"75","Ensemble","Action sociale sans hebergement","Aides","s"
"75","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"75","Ensemble","Action sociale sans hebergement","Stagiaires","s"
"75","Ensemble","Activites de services financiers et d assurances","Aides","s"
"75","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"75","Ensemble","Activites de services financiers et d assurances","Ordinaires","139"
"75","Ensemble","Assurances","Aides","s"
"75","Ensemble","Assurances","Apprentis","s"
"75","Ensemble","Assurances","Ordinaires","9979"
"75","Ensemble","Assurances","Stagiaires","s"
"75","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"76","Ensemble","Action sociale sans hebergement","Apprentis","s"
"76","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"76","Ensemble","Activites de services financiers et d assurances","Aides","s"
"76","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"76","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"76","Ensemble","Assurances","Aides","s"
"76","Ensemble","Assurances","Apprentis","s"
"76","Ensemble","Assurances","Ordinaires","3166"
"76","Ensemble","Assurances","Stagiaires","s"
"76","Ensemble","Hebergement medico-social et social","Aides","s"
"76","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"77","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"77","Ensemble","Activites de services financiers et d assurances","Ordinaires","12"
"77","Ensemble","Assurances","Aides","s"
"77","Ensemble","Assurances","Apprentis","s"
"77","Ensemble","Assurances","Ordinaires","561"
"77","Ensemble","Hebergement medico-social et social","Aides","s"
"77","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"77","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"78","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"78","Ensemble","Assurances","Aides","s"
"78","Ensemble","Assurances","Apprentis","s"
"78","Ensemble","Assurances","Ordinaires","s"
"78","Ensemble","Hebergement medico-social et social","Aides","s"
"78","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"79","Ensemble","Action sociale sans hebergement","Aides","s"
"79","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"79","Ensemble","Assurances","Aides","172"
"79","Ensemble","Assurances","Apprentis","s"
"79","Ensemble","Assurances","Ordinaires","7133"
"79","Ensemble","Assurances","Stagiaires","s"
"80","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"80","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"80","Ensemble","Assurances","Aides","s"
"80","Ensemble","Assurances","Ordinaires","s"
"81","Ensemble","Action sociale sans hebergement","Aides","s"
"81","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"81","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"81","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"81","Ensemble","Assurances","Aides","s"
"81","Ensemble","Assurances","Apprentis","s"
"81","Ensemble","Assurances","Ordinaires","s"
"81","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"82","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"82","Ensemble","Activites de services financiers et d assurances","Aides","s"
"82","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"82","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"82","Ensemble","Assurances","Aides","s"
"82","Ensemble","Assurances","Apprentis","s"
"82","Ensemble","Assurances","Ordinaires","s"
"82","Ensemble","Hebergement medico-social et social","Aides","s"
"82","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"83","Ensemble","Action sociale sans hebergement","Aides","s"
"83","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"83","Ensemble","Activites de services financiers et d assurances","Aides","s"
"83","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"83","Ensemble","Assurances","Aides","s"
"83","Ensemble","Assurances","Ordinaires","s"
"83","Ensemble","Hebergement medico-social et social","Aides","s"
"83","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"84","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"84","Ensemble","Assurances","Aides","s"
"84","Ensemble","Assurances","Apprentis","s"
"84","Ensemble","Assurances","Ordinaires","s"
"85","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"85","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"85","Ensemble","Assurances","Aides","s"
"85","Ensemble","Assurances","Apprentis","s"
"85","Ensemble","Assurances","Ordinaires","s"
"86","Ensemble","Action sociale sans hebergement","Aides","s"
"86","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"86","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"86","Ensemble","Assurances","Aides","s"
"86","Ensemble","Assurances","Apprentis","s"
"86","Ensemble","Assurances","Ordinaires","s"
"86","Ensemble","Hebergement medico-social et social","Aides","s"
"86","Ensemble","Hebergement medico-social et social","Apprentis","s"
"86","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"87","Ensemble","Action sociale sans hebergement","Apprentis","s"
"87","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"87","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"87","Ensemble","Assurances","Aides","s"
"87","Ensemble","Assurances","Apprentis","s"
"87","Ensemble","Assurances","Ordinaires","s"
"87","Ensemble","Hebergement medico-social et social","Aides","s"
"87","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"88","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"88","Ensemble","Assurances","Aides","s"
"88","Ensemble","Assurances","Ordinaires","s"
"89","Ensemble","Action sociale sans hebergement","Aides","s"
"89","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"89","Ensemble","Activites de services financiers et d assurances","Aides","s"
"89","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"89","Ensemble","Assurances","Aides","s"
"89","Ensemble","Assurances","Ordinaires","s"
"89","Ensemble","Hebergement medico-social et social","Aides","s"
"89","Ensemble","Hebergement medico-social et social","Apprentis","s"
"89","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"90","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"90","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"90","Ensemble","Assurances","Aides","s"
"90","Ensemble","Assurances","Apprentis","s"
"90","Ensemble","Assurances","Ordinaires","s"
"90","Ensemble","Hebergement medico-social et social","Aides","s"
"90","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"91","Ensemble","Action sociale sans hebergement","Aides","s"
"91","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"91","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"91","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"91","Ensemble","Assurances","Aides","s"
"91","Ensemble","Assurances","Apprentis","s"
"91","Ensemble","Assurances","Ordinaires","s"
"91","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"92","Ensemble","Action sociale sans hebergement","Apprentis","s"
"92","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"92","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Aides","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Apprentis","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","Ordinaires","s"
"92","Ensemble","Assurances","Aides","s"
"92","Ensemble","Assurances","Apprentis","s"
"92","Ensemble","Assurances","Ordinaires","2120"
"92","Ensemble","Assurances","Stagiaires","s"
"92","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"93","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"93","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"93","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"93","Ensemble","Assurances","Aides","s"
"93","Ensemble","Assurances","Apprentis","s"
"93","Ensemble","Assurances","Ordinaires","s"
"94","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"94","Ensemble","Assurances","Aides","s"
"94","Ensemble","Assurances","Apprentis","s"
"94","Ensemble","Assurances","Ordinaires","s"
"95","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"95","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"95","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"95","Ensemble","Assurances","Aides","s"
"95","Ensemble","Assurances","Ordinaires","s"
"95","Ensemble","Hebergement medico-social et social","Aides","s"
"95","Ensemble","Hebergement medico-social et social","Apprentis","s"
"95","Ensemble","Hebergement medico-social et social","Ordinaires","s"
"95","Ensemble","Hebergement medico-social et social","Stagiaires","s"
"971","Ensemble","Action sociale sans hebergement","Ordinaires","s"
"971","Ensemble","Assurances","Aides","s"
"971","Ensemble","Assurances","Apprentis","s"
"971","Ensemble","Assurances","Ordinaires","276"
"972","Ensemble","Assurances","Aides","11"
"972","Ensemble","Assurances","Ordinaires","494"
"973","Ensemble","Activites de services financiers et d assurances","Apprentis","s"
"973","Ensemble","Activites de services financiers et d assurances","Ordinaires","s"
"973","Ensemble","Assurances","Ordinaires","s"
"974","Ensemble","Assurances","Aides","s"
"974","Ensemble","Assurances","Apprentis","s"
"974","Ensemble","Assurances","Ordinaires","s"
"974","Ensemble","Assurances","Stagiaires","s"
"1","ACTION SOCIALE (QB)","Ensemble","Ensemble","132"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","374"
"1","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","36"
"1","SANTE HUMAINE (QA)","Ensemble","Ensemble","309"
"2","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","325"
"2","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"2","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"3","ACTION SOCIALE (QB)","Ensemble","Ensemble","65"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","477"
"3","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"3","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","155"
"4","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"4","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","52"
"5","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","15"
"5","SANTE HUMAINE (QA)","Ensemble","Ensemble","28"
"6","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","867"
"6","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"6","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"7","ACTION SOCIALE (QB)","Ensemble","Ensemble","492"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","185"
"7","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","17"
"7","SANTE HUMAINE (QA)","Ensemble","Ensemble","83"
"8","ACTION SOCIALE (QB)","Ensemble","Ensemble","137"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","85"
"8","SANTE HUMAINE (QA)","Ensemble","Ensemble","114"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","45"
"9","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"9","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","240"
"10","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"10","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","237"
"11","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","73"
"11","SANTE HUMAINE (QA)","Ensemble","Ensemble","29"
"12","ACTION SOCIALE (QB)","Ensemble","Ensemble","99"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","485"
"12","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"12","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"13","ACTION SOCIALE (QB)","Ensemble","Ensemble","331"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2672"
"13","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","103"
"13","SANTE HUMAINE (QA)","Ensemble","Ensemble","549"
"14","ACTION SOCIALE (QB)","Ensemble","Ensemble","625"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","485"
"14","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"14","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","179"
"15","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"15","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"16","ACTION SOCIALE (QB)","Ensemble","Ensemble","427"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","383"
"16","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","51"
"16","SANTE HUMAINE (QA)","Ensemble","Ensemble","95"
"17","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","604"
"17","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"17","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"18","ACTION SOCIALE (QB)","Ensemble","Ensemble","108"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","325"
"18","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"18","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"19","ACTION SOCIALE (QB)","Ensemble","Ensemble","99"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","219"
"19","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"19","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"21","ACTION SOCIALE (QB)","Ensemble","Ensemble","2277"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","857"
"21","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","505"
"21","SANTE HUMAINE (QA)","Ensemble","Ensemble","197"
"22","ACTION SOCIALE (QB)","Ensemble","Ensemble","281"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","722"
"22","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","41"
"22","SANTE HUMAINE (QA)","Ensemble","Ensemble","169"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","129"
"23","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"23","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","170"
"24","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"24","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"25","ACTION SOCIALE (QB)","Ensemble","Ensemble","535"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","375"
"25","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","60"
"25","SANTE HUMAINE (QA)","Ensemble","Ensemble","435"
"26","ACTION SOCIALE (QB)","Ensemble","Ensemble","1553"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","868"
"26","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","54"
"26","SANTE HUMAINE (QA)","Ensemble","Ensemble","175"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","172"
"27","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","32"
"27","SANTE HUMAINE (QA)","Ensemble","Ensemble","39"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"28","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"28","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"29","ACTION SOCIALE (QB)","Ensemble","Ensemble","892"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1188"
"29","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"29","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"2A","ACTION SOCIALE (QB)","Ensemble","Ensemble","106"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","82"
"2A","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","16"
"2A","SANTE HUMAINE (QA)","Ensemble","Ensemble","51"
"2B","ACTION SOCIALE (QB)","Ensemble","Ensemble","109"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","150"
"2B","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","5"
"2B","SANTE HUMAINE (QA)","Ensemble","Ensemble","45"
"30","ACTION SOCIALE (QB)","Ensemble","Ensemble","163"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","385"
"30","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","95"
"30","SANTE HUMAINE (QA)","Ensemble","Ensemble","200"
"31","ACTION SOCIALE (QB)","Ensemble","Ensemble","277"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2029"
"31","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","64"
"31","SANTE HUMAINE (QA)","Ensemble","Ensemble","239"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"32","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"33","ACTION SOCIALE (QB)","Ensemble","Ensemble","169"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2259"
"33","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","215"
"33","SANTE HUMAINE (QA)","Ensemble","Ensemble","846"
"34","ACTION SOCIALE (QB)","Ensemble","Ensemble","893"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1943"
"34","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","469"
"34","SANTE HUMAINE (QA)","Ensemble","Ensemble","989"
"35","ACTION SOCIALE (QB)","Ensemble","Ensemble","s"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1314"
"35","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","s"
"35","SANTE HUMAINE (QA)","Ensemble","Ensemble","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","221"
"36","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","44"
"36","SANTE HUMAINE (QA)","Ensemble","Ensemble","35"
"37","ACTION SOCIALE (QB)","Ensemble","Ensemble","514"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1083"
"37","AUTRES SECTEURS D ACTIVITE DES MUTUELLES","Ensemble","Ensemble","178"
"37","SANTE HUMAINE (QA)","Ensemble","Ensemble","292"
"38","ACTION SOCIALE (QB)","Ensemble","Ensemble","1245"
