"REG","ESS","famille","sexe","type_emploi","nb_poste"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Ensemble","2369040"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Ensemble","2776980"
"La Réunion","ESS","Ensemble","Femmes","Ensemble","13251"
"La Réunion","ESS","Ensemble","Hommes","Ensemble","8858"
"La Réunion","Hors ESS","Ensemble","Femmes","Ensemble","92477"
"La Réunion","Hors ESS","Ensemble","Hommes","Ensemble","111246"
"Martinique","ESS","Ensemble","Femmes","Ensemble","7566"
"Martinique","ESS","Ensemble","Hommes","Ensemble","3286"
"Martinique","Hors ESS","Ensemble","Femmes","Ensemble","52443"
"Martinique","Hors ESS","Ensemble","Hommes","Ensemble","48510"
"Normandie","ESS","Ensemble","Femmes","Ensemble","74192"
"Normandie","ESS","Ensemble","Hommes","Ensemble","37980"
"Normandie","Hors ESS","Ensemble","Femmes","Ensemble","445000"
"Normandie","Hors ESS","Ensemble","Hommes","Ensemble","494553"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Ensemble","143566"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Ensemble","75620"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Ensemble","821873"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Ensemble","868300"
"Occitanie","ESS","Ensemble","Femmes","Ensemble","141136"
"Occitanie","ESS","Ensemble","Hommes","Ensemble","66583"
"Occitanie","Hors ESS","Ensemble","Femmes","Ensemble","763082"
"Occitanie","Hors ESS","Ensemble","Hommes","Ensemble","842054"
"Pays de la Loire","ESS","Ensemble","Femmes","Ensemble","109628"
"Pays de la Loire","ESS","Ensemble","Hommes","Ensemble","52301"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Ensemble","524709"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Ensemble","611774"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Ensemble","106975"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Ensemble","49854"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Ensemble","713914"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Ensemble","773204"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Aides","9117"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Apprentis","889"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Ordinaires","190373"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Femmes","Stagiaires","544"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Aides","8290"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Apprentis","1075"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Ordinaires","81353"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Hommes","Stagiaires","300"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Aides","20212"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Apprentis","13892"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Ordinaires","1104007"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Femmes","Stagiaires","1525"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Aides","18145"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Apprentis","34648"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Ordinaires","1262034"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Hommes","Stagiaires","1702"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Aides","3073"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Apprentis","288"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Ordinaires","64073"
"Bourgogne-Franche-Comté","ESS","Ensemble","Femmes","Stagiaires","95"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Aides","2619"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Apprentis","552"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Ordinaires","28638"
"Bourgogne-Franche-Comté","ESS","Ensemble","Hommes","Stagiaires","66"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Aides","6029"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Apprentis","5218"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Ordinaires","356892"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Femmes","Stagiaires","179"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Aides","4723"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Apprentis","13186"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Ordinaires","382461"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Hommes","Stagiaires","257"
"Bretagne","ESS","Ensemble","Femmes","Aides","4314"
"Bretagne","ESS","Ensemble","Femmes","Apprentis","295"
"Bretagne","ESS","Ensemble","Femmes","Ordinaires","92861"
"Bretagne","ESS","Ensemble","Femmes","Stagiaires","327"
"Bretagne","ESS","Ensemble","Hommes","Aides","3806"
"Bretagne","ESS","Ensemble","Hommes","Apprentis","457"
"Bretagne","ESS","Ensemble","Hommes","Ordinaires","45988"
"Bretagne","ESS","Ensemble","Hommes","Stagiaires","101"
"Bretagne","Hors ESS","Ensemble","Femmes","Aides","6965"
"Bretagne","Hors ESS","Ensemble","Femmes","Apprentis","5321"
"Bretagne","Hors ESS","Ensemble","Femmes","Ordinaires","426038"
"Bretagne","Hors ESS","Ensemble","Femmes","Stagiaires","346"
"Bretagne","Hors ESS","Ensemble","Hommes","Aides","6841"
"Bretagne","Hors ESS","Ensemble","Hommes","Apprentis","13060"
"Bretagne","Hors ESS","Ensemble","Hommes","Ordinaires","461106"
"Bretagne","Hors ESS","Ensemble","Hommes","Stagiaires","481"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Aides","2678"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Apprentis","440"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Ordinaires","51985"
"Centre-Val de Loire","ESS","Ensemble","Femmes","Stagiaires","145"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Aides","2951"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Apprentis","482"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Ordinaires","24275"
"Centre-Val de Loire","ESS","Ensemble","Hommes","Stagiaires","55"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Aides","4358"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Apprentis","5698"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Ordinaires","335281"
"Centre-Val de Loire","Hors ESS","Ensemble","Femmes","Stagiaires","219"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Aides","3548"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Apprentis","12315"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Ordinaires","354742"
"Centre-Val de Loire","Hors ESS","Ensemble","Hommes","Stagiaires","301"
"Corse","ESS","Ensemble","Femmes","Aides","s"
"Corse","ESS","Ensemble","Femmes","Apprentis","s"
"Corse","ESS","Ensemble","Femmes","Ordinaires","5413"
"Corse","ESS","Ensemble","Femmes","Stagiaires","s"
"Corse","ESS","Ensemble","Hommes","Aides","s"
"Corse","ESS","Ensemble","Hommes","Apprentis","s"
"Corse","ESS","Ensemble","Hommes","Ordinaires","2057"
"Corse","Hors ESS","Ensemble","Femmes","Aides","s"
"Corse","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Corse","Hors ESS","Ensemble","Femmes","Ordinaires","42700"
"Corse","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Corse","Hors ESS","Ensemble","Hommes","Aides","s"
"Corse","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Corse","Hors ESS","Ensemble","Hommes","Ordinaires","51182"
"Corse","Hors ESS","Ensemble","Hommes","Stagiaires","16"
"Grand-Est","ESS","Ensemble","Femmes","Aides","7173"
"Grand-Est","ESS","Ensemble","Femmes","Apprentis","781"
"Grand-Est","ESS","Ensemble","Femmes","Ordinaires","123274"
"Grand-Est","ESS","Ensemble","Femmes","Stagiaires","336"
"Grand-Est","ESS","Ensemble","Hommes","Aides","7173"
"Grand-Est","ESS","Ensemble","Hommes","Apprentis","842"
"Grand-Est","ESS","Ensemble","Hommes","Ordinaires","53307"
"Grand-Est","ESS","Ensemble","Hommes","Stagiaires","111"
"Grand-Est","Hors ESS","Ensemble","Femmes","Aides","11487"
"Grand-Est","Hors ESS","Ensemble","Femmes","Apprentis","11114"
"Grand-Est","Hors ESS","Ensemble","Femmes","Ordinaires","701205"
"Grand-Est","Hors ESS","Ensemble","Femmes","Stagiaires","577"
"Grand-Est","Hors ESS","Ensemble","Hommes","Aides","9144"
"Grand-Est","Hors ESS","Ensemble","Hommes","Apprentis","24243"
"Grand-Est","Hors ESS","Ensemble","Hommes","Ordinaires","776629"
"Grand-Est","Hors ESS","Ensemble","Hommes","Stagiaires","698"
"Guadeloupe","ESS","Ensemble","Femmes","Aides","s"
"Guadeloupe","ESS","Ensemble","Femmes","Apprentis","s"
"Guadeloupe","ESS","Ensemble","Femmes","Ordinaires","6797"
"Guadeloupe","ESS","Ensemble","Femmes","Stagiaires","s"
"Guadeloupe","ESS","Ensemble","Hommes","Aides","s"
"Guadeloupe","ESS","Ensemble","Hommes","Apprentis","s"
"Guadeloupe","ESS","Ensemble","Hommes","Ordinaires","2564"
"Guadeloupe","ESS","Ensemble","Hommes","Stagiaires","s"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Aides","s"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Ordinaires","49255"
"Guadeloupe","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Aides","s"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Ordinaires","45517"
"Guadeloupe","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Guyane","ESS","Ensemble","Femmes","Aides","s"
"Guyane","ESS","Ensemble","Femmes","Apprentis","14"
"Guyane","ESS","Ensemble","Femmes","Ordinaires","2346"
"Guyane","ESS","Ensemble","Femmes","Stagiaires","s"
"Guyane","ESS","Ensemble","Hommes","Aides","s"
"Guyane","ESS","Ensemble","Hommes","Apprentis","11"
"Guyane","ESS","Ensemble","Hommes","Ordinaires","1171"
"Guyane","ESS","Ensemble","Hommes","Stagiaires","s"
"Guyane","Hors ESS","Ensemble","Femmes","Aides","s"
"Guyane","Hors ESS","Ensemble","Femmes","Apprentis","175"
"Guyane","Hors ESS","Ensemble","Femmes","Ordinaires","23117"
"Guyane","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Guyane","Hors ESS","Ensemble","Hommes","Aides","s"
"Guyane","Hors ESS","Ensemble","Hommes","Apprentis","235"
"Guyane","Hors ESS","Ensemble","Hommes","Ordinaires","25638"
"Guyane","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Hauts-de-France","ESS","Ensemble","Femmes","Aides","8667"
"Hauts-de-France","ESS","Ensemble","Femmes","Apprentis","689"
"Hauts-de-France","ESS","Ensemble","Femmes","Ordinaires","121338"
"Hauts-de-France","ESS","Ensemble","Femmes","Stagiaires","379"
"Hauts-de-France","ESS","Ensemble","Hommes","Aides","10869"
"Hauts-de-France","ESS","Ensemble","Hommes","Apprentis","700"
"Hauts-de-France","ESS","Ensemble","Hommes","Ordinaires","58964"
"Hauts-de-France","ESS","Ensemble","Hommes","Stagiaires","180"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Aides","17037"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Apprentis","10808"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Ordinaires","720983"
"Hauts-de-France","Hors ESS","Ensemble","Femmes","Stagiaires","734"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Aides","14418"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Apprentis","22390"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Ordinaires","851780"
"Hauts-de-France","Hors ESS","Ensemble","Hommes","Stagiaires","868"
"Ile-de-France","ESS","Ensemble","Femmes","Aides","8525"
"Ile-de-France","ESS","Ensemble","Femmes","Apprentis","1589"
"Ile-de-France","ESS","Ensemble","Femmes","Ordinaires","243777"
"Ile-de-France","ESS","Ensemble","Femmes","Stagiaires","2342"
"Ile-de-France","ESS","Ensemble","Hommes","Aides","7845"
"Ile-de-France","ESS","Ensemble","Hommes","Apprentis","1241"
"Ile-de-France","ESS","Ensemble","Hommes","Ordinaires","123612"
"Ile-de-France","ESS","Ensemble","Hommes","Stagiaires","1107"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Aides","42596"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Apprentis","33251"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Ordinaires","2280554"
"Ile-de-France","Hors ESS","Ensemble","Femmes","Stagiaires","12639"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Aides","29572"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Apprentis","47822"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Ordinaires","2687846"
"Ile-de-France","Hors ESS","Ensemble","Hommes","Stagiaires","11740"
"La Réunion","ESS","Ensemble","Femmes","Aides","1341"
"La Réunion","ESS","Ensemble","Femmes","Apprentis","39"
"La Réunion","ESS","Ensemble","Femmes","Ordinaires","11849"
"La Réunion","ESS","Ensemble","Femmes","Stagiaires","22"
"La Réunion","ESS","Ensemble","Hommes","Aides","2193"
"La Réunion","ESS","Ensemble","Hommes","Apprentis","29"
"La Réunion","ESS","Ensemble","Hommes","Ordinaires","6622"
"La Réunion","ESS","Ensemble","Hommes","Stagiaires","14"
"La Réunion","Hors ESS","Ensemble","Femmes","Aides","7003"
"La Réunion","Hors ESS","Ensemble","Femmes","Apprentis","1092"
"La Réunion","Hors ESS","Ensemble","Femmes","Ordinaires","84337"
"La Réunion","Hors ESS","Ensemble","Femmes","Stagiaires","45"
"La Réunion","Hors ESS","Ensemble","Hommes","Aides","4544"
"La Réunion","Hors ESS","Ensemble","Hommes","Apprentis","2287"
"La Réunion","Hors ESS","Ensemble","Hommes","Ordinaires","104365"
"La Réunion","Hors ESS","Ensemble","Hommes","Stagiaires","50"
"Martinique","ESS","Ensemble","Femmes","Aides","714"
"Martinique","ESS","Ensemble","Femmes","Apprentis","s"
"Martinique","ESS","Ensemble","Femmes","Ordinaires","6836"
"Martinique","ESS","Ensemble","Femmes","Stagiaires","s"
"Martinique","ESS","Ensemble","Hommes","Aides","519"
"Martinique","ESS","Ensemble","Hommes","Apprentis","s"
"Martinique","ESS","Ensemble","Hommes","Ordinaires","2755"
"Martinique","ESS","Ensemble","Hommes","Stagiaires","s"
"Martinique","Hors ESS","Ensemble","Femmes","Aides","1698"
"Martinique","Hors ESS","Ensemble","Femmes","Apprentis","s"
"Martinique","Hors ESS","Ensemble","Femmes","Ordinaires","50384"
"Martinique","Hors ESS","Ensemble","Femmes","Stagiaires","s"
"Martinique","Hors ESS","Ensemble","Hommes","Aides","839"
"Martinique","Hors ESS","Ensemble","Hommes","Apprentis","s"
"Martinique","Hors ESS","Ensemble","Hommes","Ordinaires","47066"
"Martinique","Hors ESS","Ensemble","Hommes","Stagiaires","s"
"Normandie","ESS","Ensemble","Femmes","Aides","4140"
"Normandie","ESS","Ensemble","Femmes","Apprentis","244"
"Normandie","ESS","Ensemble","Femmes","Ordinaires","69671"
"Normandie","ESS","Ensemble","Femmes","Stagiaires","137"
"Normandie","ESS","Ensemble","Hommes","Aides","4246"
"Normandie","ESS","Ensemble","Hommes","Apprentis","367"
"Normandie","ESS","Ensemble","Hommes","Ordinaires","33294"
"Normandie","ESS","Ensemble","Hommes","Stagiaires","73"
"Normandie","Hors ESS","Ensemble","Femmes","Aides","7271"
"Normandie","Hors ESS","Ensemble","Femmes","Apprentis","7350"
"Normandie","Hors ESS","Ensemble","Femmes","Ordinaires","430140"
"Normandie","Hors ESS","Ensemble","Femmes","Stagiaires","239"
"Normandie","Hors ESS","Ensemble","Hommes","Aides","5982"
"Normandie","Hors ESS","Ensemble","Hommes","Apprentis","15629"
"Normandie","Hors ESS","Ensemble","Hommes","Ordinaires","472587"
"Normandie","Hors ESS","Ensemble","Hommes","Stagiaires","355"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Aides","7377"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Apprentis","710"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Ordinaires","135145"
"Nouvelle-Aquitaine","ESS","Ensemble","Femmes","Stagiaires","334"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Aides","7532"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Apprentis","865"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Ordinaires","67106"
"Nouvelle-Aquitaine","ESS","Ensemble","Hommes","Stagiaires","117"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Aides","13958"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Apprentis","10482"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Ordinaires","796796"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Femmes","Stagiaires","637"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Aides","11519"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Apprentis","23911"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Ordinaires","832187"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Hommes","Stagiaires","683"
"Occitanie","ESS","Ensemble","Femmes","Aides","7074"
"Occitanie","ESS","Ensemble","Femmes","Apprentis","611"
"Occitanie","ESS","Ensemble","Femmes","Ordinaires","133292"
"Occitanie","ESS","Ensemble","Femmes","Stagiaires","159"
"Occitanie","ESS","Ensemble","Hommes","Aides","6990"
"Occitanie","ESS","Ensemble","Hommes","Apprentis","652"
"Occitanie","ESS","Ensemble","Hommes","Ordinaires","58857"
"Occitanie","ESS","Ensemble","Hommes","Stagiaires","84"
"Occitanie","Hors ESS","Ensemble","Femmes","Aides","16814"
"Occitanie","Hors ESS","Ensemble","Femmes","Apprentis","9394"
"Occitanie","Hors ESS","Ensemble","Femmes","Ordinaires","736245"
"Occitanie","Hors ESS","Ensemble","Femmes","Stagiaires","629"
"Occitanie","Hors ESS","Ensemble","Hommes","Aides","11872"
"Occitanie","Hors ESS","Ensemble","Hommes","Apprentis","21385"
"Occitanie","Hors ESS","Ensemble","Hommes","Ordinaires","807904"
"Occitanie","Hors ESS","Ensemble","Hommes","Stagiaires","893"
"Pays de la Loire","ESS","Ensemble","Femmes","Aides","4007"
"Pays de la Loire","ESS","Ensemble","Femmes","Apprentis","385"
"Pays de la Loire","ESS","Ensemble","Femmes","Ordinaires","105103"
"Pays de la Loire","ESS","Ensemble","Femmes","Stagiaires","133"
"Pays de la Loire","ESS","Ensemble","Hommes","Aides","4096"
"Pays de la Loire","ESS","Ensemble","Hommes","Apprentis","535"
"Pays de la Loire","ESS","Ensemble","Hommes","Ordinaires","47621"
"Pays de la Loire","ESS","Ensemble","Hommes","Stagiaires","49"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Aides","8523"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Apprentis","8216"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Ordinaires","507489"
"Pays de la Loire","Hors ESS","Ensemble","Femmes","Stagiaires","481"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Aides","8101"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Apprentis","21170"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Ordinaires","581990"
"Pays de la Loire","Hors ESS","Ensemble","Hommes","Stagiaires","513"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Aides","5206"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Apprentis","624"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Ordinaires","100945"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Femmes","Stagiaires","200"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Aides","4996"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Apprentis","487"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Ordinaires","44288"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Hommes","Stagiaires","83"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Aides","12393"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Apprentis","7772"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Ordinaires","692999"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Femmes","Stagiaires","750"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Aides","9179"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Apprentis","16917"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Ordinaires","746271"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Hommes","Stagiaires","837"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","35465"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","18619"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","3. Association","Ensemble","Ensemble","227360"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","10497"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","1828673"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Public","Ensemble","Ensemble","627492"
"Bourgogne-Franche-Comté","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","14112"
"Bourgogne-Franche-Comté","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","8123"
"Bourgogne-Franche-Comté","ESS + Hors ESS","3. Association","Ensemble","Ensemble","75143"
"Bourgogne-Franche-Comté","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","2026"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","534950"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Public","Ensemble","Ensemble","233995"
"Bretagne","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","27813"
"Bretagne","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","8501"
"Bretagne","ESS + Hors ESS","3. Association","Ensemble","Ensemble","106505"
"Bretagne","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","5330"
"Bretagne","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","667038"
"Bretagne","ESS + Hors ESS","Public","Ensemble","Ensemble","253120"
"Centre-Val de Loire","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","13720"
"Centre-Val de Loire","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","6540"
"Centre-Val de Loire","ESS + Hors ESS","3. Association","Ensemble","Ensemble","60096"
"Centre-Val de Loire","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","2655"
"Centre-Val de Loire","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","517753"
"Centre-Val de Loire","ESS + Hors ESS","Public","Ensemble","Ensemble","198709"
"Corse","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","1047"
"Corse","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","s"
"Corse","ESS + Hors ESS","3. Association","Ensemble","Ensemble","6453"
"Corse","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","s"
"Corse","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","64646"
"Corse","ESS + Hors ESS","Public","Ensemble","Ensemble","31416"
"Grand-Est","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","29346"
"Grand-Est","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","6867"
"Grand-Est","ESS + Hors ESS","3. Association","Ensemble","Ensemble","146363"
"Grand-Est","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","10421"
"Grand-Est","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","1098059"
"Grand-Est","ESS + Hors ESS","Public","Ensemble","Ensemble","437038"
"Guadeloupe","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","1053"
"Guadeloupe","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","292"
"Guadeloupe","ESS + Hors ESS","3. Association","Ensemble","Ensemble","8713"
"Guadeloupe","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","152"
"Guadeloupe","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","57823"
"Guadeloupe","ESS + Hors ESS","Public","Ensemble","Ensemble","39296"
"Guyane","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","177"
"Guyane","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","s"
"Guyane","ESS + Hors ESS","3. Association","Ensemble","Ensemble","3859"
"Guyane","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","s"
"Guyane","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","24295"
"Guyane","ESS + Hors ESS","Public","Ensemble","Ensemble","26605"
"Hauts-de-France","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","19638"
"Hauts-de-France","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","5862"
"Hauts-de-France","ESS + Hors ESS","3. Association","Ensemble","Ensemble","169618"
"Hauts-de-France","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","6668"
"Hauts-de-France","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","1154945"
"Hauts-de-France","ESS + Hors ESS","Public","Ensemble","Ensemble","484073"
"Ile-de-France","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","34248"
"Ile-de-France","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","23373"
"Ile-de-France","ESS + Hors ESS","3. Association","Ensemble","Ensemble","299559"
"Ile-de-France","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","32858"
"Ile-de-France","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","3922686"
"Ile-de-France","ESS + Hors ESS","Public","Ensemble","Ensemble","1223334"
"La Réunion","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","3050"
"La Réunion","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","687"
"La Réunion","ESS + Hors ESS","3. Association","Ensemble","Ensemble","16719"
"La Réunion","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","1653"
"La Réunion","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","122182"
"La Réunion","ESS + Hors ESS","Public","Ensemble","Ensemble","81541"
"Martinique","ESS + Hors ESS","1. Coopérative","Ensemble","Ensemble","1072"
"Martinique","ESS + Hors ESS","2. Mutuelle","Ensemble","Ensemble","s"
"Martinique","ESS + Hors ESS","3. Association","Ensemble","Ensemble","9078"
"Martinique","ESS + Hors ESS","4. Fondation","Ensemble","Ensemble","s"
"Martinique","ESS + Hors ESS","Privé Hors ESS","Ensemble","Ensemble","60561"
