"","EPCI","jurid2","typo2","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"2644",200058519,"1-TOTAL-ESS","9-SERVICES DIVERS",31,"435","462","16411706","78","CA Saint Germain Boucles de Seine"
"2645",200058519,"1-TOTAL-ESS","TOUS SECTEURS",569,"6532","5645.92","183386779","78","CA Saint Germain Boucles de Seine"
"2646",200058519,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",77,"1688","1367.12","52492572","78","CA Saint Germain Boucles de Seine"
"2647",200058519,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",7,"135","124.63","5266354","78","CA Saint Germain Boucles de Seine"
"2648",200058519,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",86,"2134","1923.09","49556303","78","CA Saint Germain Boucles de Seine"
"2649",200058519,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",33,"1130","1040.5","28589708","78","CA Saint Germain Boucles de Seine"
"2650",200058519,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",10,"219","170.66","3925782","78","CA Saint Germain Boucles de Seine"
"2651",200058519,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",9,"370","357.3","6443920","78","CA Saint Germain Boucles de Seine"
"2652",200058519,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",8,"67","52.19","1382156","78","CA Saint Germain Boucles de Seine"
"2653",200058519,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",26,"348","302.44","9214737","78","CA Saint Germain Boucles de Seine"
"2654",200058519,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",57,"31","27.47","997326","78","CA Saint Germain Boucles de Seine"
"2655",200058519,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",110,"609","422.71","14775796","78","CA Saint Germain Boucles de Seine"
"2656",200058519,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",146,"475","338.43","10475503","78","CA Saint Germain Boucles de Seine"
"2657",200058519,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",28,"169","197.11","6526916","78","CA Saint Germain Boucles de Seine"
"2658",200058519,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",511,"5241","4400.56","140090770","78","CA Saint Germain Boucles de Seine"
"2659",200058519,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1483,"12539","12316.42","512044234","78","CA Saint Germain Boucles de Seine"
"2660",200058519,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",377,"2590","2555.34","149601425","78","CA Saint Germain Boucles de Seine"
"2661",200058519,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",347,"5744","5321.24","190895650","78","CA Saint Germain Boucles de Seine"
"2662",200058519,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",350,"4158","3799.5","134155781","78","CA Saint Germain Boucles de Seine"
"2663",200058519,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",131,"2357","2126.79","55270389","78","CA Saint Germain Boucles de Seine"
"2664",200058519,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",20,"1092","1019.95","29478105","78","CA Saint Germain Boucles de Seine"
"2665",200058519,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",33,"425","336.44","7339798","78","CA Saint Germain Boucles de Seine"
"2666",200058519,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",57,"458","412.76","9010025","78","CA Saint Germain Boucles de Seine"
"2667",200058519,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",21,"382","357.64","9442461","78","CA Saint Germain Boucles de Seine"
"2668",200058519,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",33,"243","244.18","9282545","78","CA Saint Germain Boucles de Seine"
"2669",200058519,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",79,"561","525.06","181966359","78","CA Saint Germain Boucles de Seine"
"2670",200058519,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",5946,"53920","49918.62","2101661605","78","CA Saint Germain Boucles de Seine"
"2671",200058519,"3-TOTAL-HORS ESS","TOUS SECTEURS",8746,"82112","76807.15","3334877988","78","CA Saint Germain Boucles de Seine"
"2672",200058782,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2673",200058782,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",40,"1406","1405.1","63088777","78","CA de Saint Quentin en Yvelines"
"2674",200058782,"1-TOTAL-ESS","3-ENSEIGNEMENT",43,"770","643.07","25046582","78","CA de Saint Quentin en Yvelines"
"2675",200058782,"1-TOTAL-ESS","4-SANTÉ HUMAINE",5,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2676",200058782,"1-TOTAL-ESS","5-ACTION SOCIALE",61,"1548","1357.26","37308041","78","CA de Saint Quentin en Yvelines"
"2677",200058782,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",20,"853","748.01","21265373","78","CA de Saint Quentin en Yvelines"
"2678",200058782,"1-TOTAL-ESS","5B-AIDE A DOMICILE",1,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2679",200058782,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2680",200058782,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2681",200058782,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",36,"467","389.58","12017950","78","CA de Saint Quentin en Yvelines"
"2682",200058782,"1-TOTAL-ESS","6-ARTS, SPECTACLES",46,"106","99.26","3401235","78","CA de Saint Quentin en Yvelines"
"2683",200058782,"1-TOTAL-ESS","7-SPORT ET LOISIRS",111,"418","316.78","9307436","78","CA de Saint Quentin en Yvelines"
"2684",200058782,"1-TOTAL-ESS","8-NON-CLASSES",102,"377","316.57","9502845","78","CA de Saint Quentin en Yvelines"
"2685",200058782,"1-TOTAL-ESS","9-SERVICES DIVERS",38,"765","770.03","32558657","78","CA de Saint Quentin en Yvelines"
"2686",200058782,"1-TOTAL-ESS","TOUS SECTEURS",448,"5901","5408.69","200090622","78","CA de Saint Quentin en Yvelines"
"2687",200058782,"2-TOTAL-ASSOCIATIONS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",3,"440","472.47","18034135","78","CA de Saint Quentin en Yvelines"
"2688",200058782,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",42,"752","624.06","24207533","78","CA de Saint Quentin en Yvelines"
"2689",200058782,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",4,"36","31.85","1496142","78","CA de Saint Quentin en Yvelines"
"2690",200058782,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",59,"1314","1135.88","30194714","78","CA de Saint Quentin en Yvelines"
"2691",200058782,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",18,"619","526.63","14152046","78","CA de Saint Quentin en Yvelines"
"2692",200058782,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",1,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2693",200058782,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2694",200058782,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","78","CA de Saint Quentin en Yvelines"
"2695",200058782,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",36,"467","389.58","12017950","78","CA de Saint Quentin en Yvelines"
"2696",200058782,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",46,"106","99.26","3401235","78","CA de Saint Quentin en Yvelines"
"2697",200058782,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",111,"418","316.78","9307436","78","CA de Saint Quentin en Yvelines"
"2698",200058782,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",102,"377","316.57","9502845","78","CA de Saint Quentin en Yvelines"
"2699",200058782,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",35,"751","756.27","32102079","78","CA de Saint Quentin en Yvelines"
"2700",200058782,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",402,"4194","3753.14","128246119","78","CA de Saint Quentin en Yvelines"
"2701",200058782,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",944,"41434","41237.65","2535971495","78","CA de Saint Quentin en Yvelines"
"2702",200058782,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",247,"4953","4786.29","314870850","78","CA de Saint Quentin en Yvelines"
"2703",200058782,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",334,"6894","5798.41","202414198","78","CA de Saint Quentin en Yvelines"
"2704",200058782,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",192,"2735","2584.21","89129047","78","CA de Saint Quentin en Yvelines"
"2705",200058782,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",68,"1160","1001.55","25749797","78","CA de Saint Quentin en Yvelines"
"2706",200058782,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",12,"412","385.23","11364618","78","CA de Saint Quentin en Yvelines"
"2707",200058782,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",16,"231","167.16","3337408","78","CA de Saint Quentin en Yvelines"
"2708",200058782,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",26,"300","243.56","5489274","78","CA de Saint Quentin en Yvelines"
"2709",200058782,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",14,"217","205.6","5558497","78","CA de Saint Quentin en Yvelines"
"2710",200058782,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",21,"127","170.83","7074369","78","CA de Saint Quentin en Yvelines"
"2711",200058782,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",45,"154","165.2","4273546","78","CA de Saint Quentin en Yvelines"
"2712",200058782,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",4191,"77648","72968.47","3211001459","78","CA de Saint Quentin en Yvelines"
"2713",200058782,"3-TOTAL-HORS ESS","TOUS SECTEURS",6042,"135105","128712.61","6390484761","78","CA de Saint Quentin en Yvelines"
"2714",200059228,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",6,"137","135.86","5986353","91","CA Grand Paris Sud Seine Essonne Sénart"
"2715",200059228,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",68,"685","643.14","29238223","91","CA Grand Paris Sud Seine Essonne Sénart"
"2716",200059228,"1-TOTAL-ESS","3-ENSEIGNEMENT",55,"930","800.86","28932564","91","CA Grand Paris Sud Seine Essonne Sénart"
"2717",200059228,"1-TOTAL-ESS","4-SANTÉ HUMAINE",13,"932","753.96","25260995","91","CA Grand Paris Sud Seine Essonne Sénart"
"2718",200059228,"1-TOTAL-ESS","5-ACTION SOCIALE",159,"5070","4457.35","124932849","91","CA Grand Paris Sud Seine Essonne Sénart"
"2719",200059228,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",69,"2784","2422.71","70662626","91","CA Grand Paris Sud Seine Essonne Sénart"
"2720",200059228,"1-TOTAL-ESS","5B-AIDE A DOMICILE",9,"367","313.53","7861416","91","CA Grand Paris Sud Seine Essonne Sénart"
"2721",200059228,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",9,"767","663.88","11240723","91","CA Grand Paris Sud Seine Essonne Sénart"
"2722",200059228,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",5,"22","21.27","492308","91","CA Grand Paris Sud Seine Essonne Sénart"
"2723",200059228,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",67,"1130","1035.96","34675776","91","CA Grand Paris Sud Seine Essonne Sénart"
"2724",200059228,"1-TOTAL-ESS","6-ARTS, SPECTACLES",63,"147","120.68","4507901","91","CA Grand Paris Sud Seine Essonne Sénart"
"2725",200059228,"1-TOTAL-ESS","7-SPORT ET LOISIRS",137,"300","183.19","5526187","91","CA Grand Paris Sud Seine Essonne Sénart"
"2726",200059228,"1-TOTAL-ESS","8-NON-CLASSES",158,"568","493.96","17648819","91","CA Grand Paris Sud Seine Essonne Sénart"
"2727",200059228,"1-TOTAL-ESS","9-SERVICES DIVERS",93,"1816","1763.43","61184108","91","CA Grand Paris Sud Seine Essonne Sénart"
"2728",200059228,"1-TOTAL-ESS","TOUS SECTEURS",752,"10585","9352.43","303217999","91","CA Grand Paris Sud Seine Essonne Sénart"
"2729",200059228,"2-TOTAL-ASSOCIATIONS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",4,"13","17.22","770595","91","CA Grand Paris Sud Seine Essonne Sénart"
"2730",200059228,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",55,"930","800.86","28932564","91","CA Grand Paris Sud Seine Essonne Sénart"
"2731",200059228,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",10,"677","572.36","20289555","91","CA Grand Paris Sud Seine Essonne Sénart"
"2732",200059228,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",152,"4828","4251.19","120128557","91","CA Grand Paris Sud Seine Essonne Sénart"
"2733",200059228,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",64,"2697","2343.23","68143616","91","CA Grand Paris Sud Seine Essonne Sénart"
"2734",200059228,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",9,"367","313.53","7861416","91","CA Grand Paris Sud Seine Essonne Sénart"
"2735",200059228,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",8,"632","554.16","9482874","91","CA Grand Paris Sud Seine Essonne Sénart"
"2736",200059228,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",5,"22","21.27","492308","91","CA Grand Paris Sud Seine Essonne Sénart"
"2737",200059228,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",66,"1110","1019","34148343","91","CA Grand Paris Sud Seine Essonne Sénart"
"2738",200059228,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",63,"147","120.68","4507901","91","CA Grand Paris Sud Seine Essonne Sénart"
"2739",200059228,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",137,"300","183.19","5526187","91","CA Grand Paris Sud Seine Essonne Sénart"
"2740",200059228,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",157,"567","492.96","17620177","91","CA Grand Paris Sud Seine Essonne Sénart"
"2741",200059228,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",75,"1084","1062.57","34460996","91","CA Grand Paris Sud Seine Essonne Sénart"
"2742",200059228,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",653,"8546","7501.03","232236532","91","CA Grand Paris Sud Seine Essonne Sénart"
"2743",200059228,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1840,"28035","27267.19","1204953881","91","CA Grand Paris Sud Seine Essonne Sénart"
"2744",200059228,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",310,"2740","2629.08","147848879","91","CA Grand Paris Sud Seine Essonne Sénart"
"2745",200059228,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",432,"11069","9772.88","345226133","91","CA Grand Paris Sud Seine Essonne Sénart"
"2746",200059228,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",216,"5414","5067.07","183980684","91","CA Grand Paris Sud Seine Essonne Sénart"
"2747",200059228,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",80,"3628","3333.55","105876988","91","CA Grand Paris Sud Seine Essonne Sénart"
"2748",200059228,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",20,"1090","965.83","29329966","91","CA Grand Paris Sud Seine Essonne Sénart"
"2749",200059228,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",21,"296","215.65","4871059","91","CA Grand Paris Sud Seine Essonne Sénart"
"2750",200059228,"3-TOTAL-HORS ESS","5C-AIDE PAR LE TRAVAIL",3,"108","94.36","3671428","91","CA Grand Paris Sud Seine Essonne Sénart"
"2751",200059228,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",17,"235","213.63","5252775","91","CA Grand Paris Sud Seine Essonne Sénart"
"2752",200059228,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",19,"1899","1844.08","62751760","91","CA Grand Paris Sud Seine Essonne Sénart"
"2753",200059228,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",27,"356","356.06","18200085","91","CA Grand Paris Sud Seine Essonne Sénart"
"2754",200059228,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",70,"362","351.02","9452520","91","CA Grand Paris Sud Seine Essonne Sénart"
"2755",200059228,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",5709,"83904","77656","2746062958","91","CA Grand Paris Sud Seine Essonne Sénart"
"2756",200059228,"3-TOTAL-HORS ESS","TOUS SECTEURS",8684,"135508","126432.85","4761602128","91","CA Grand Paris Sud Seine Essonne Sénart"
"2757",200059889,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",8,"182","161.9","5515186","78","CU Grand Paris Seine et Oise"
"2758",200059889,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",52,"330","328.8","15972842","78","CU Grand Paris Seine et Oise"
"2759",200059889,"1-TOTAL-ESS","3-ENSEIGNEMENT",74,"1165","983.57","32715400","78","CU Grand Paris Seine et Oise"
"2760",200059889,"1-TOTAL-ESS","4-SANTÉ HUMAINE",14,"415","340.26","13146788","78","CU Grand Paris Seine et Oise"
"2761",200059889,"1-TOTAL-ESS","5-ACTION SOCIALE",137,"3934","3415.98","89687985","78","CU Grand Paris Seine et Oise"
"2762",200059889,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",62,"2191","1911.12","55366161","78","CU Grand Paris Seine et Oise"
"2763",200059889,"1-TOTAL-ESS","5B-AIDE A DOMICILE",12,"302","243.46","6047242","78","CU Grand Paris Seine et Oise"
"2764",200059889,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",11,"806","710.77","12218417","78","CU Grand Paris Seine et Oise"
"2765",200059889,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",14,"86","75.79","1923878","78","CU Grand Paris Seine et Oise"
"2766",200059889,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",38,"549","474.84","14132287","78","CU Grand Paris Seine et Oise"
"2767",200059889,"1-TOTAL-ESS","6-ARTS, SPECTACLES",78,"100","101.67","3319802","78","CU Grand Paris Seine et Oise"
"2768",200059889,"1-TOTAL-ESS","7-SPORT ET LOISIRS",160,"333","222.81","6984490","78","CU Grand Paris Seine et Oise"
"2769",200059889,"1-TOTAL-ESS","8-NON-CLASSES",164,"654","566.07","15853296","78","CU Grand Paris Seine et Oise"
"2770",200059889,"1-TOTAL-ESS","9-SERVICES DIVERS",65,"507","456.65","12536506","78","CU Grand Paris Seine et Oise"
"2771",200059889,"1-TOTAL-ESS","TOUS SECTEURS",752,"7620","6577.71","195732295","78","CU Grand Paris Seine et Oise"
"2772",200059889,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","78","CU Grand Paris Seine et Oise"
"2773",200059889,"2-TOTAL-ASSOCIATIONS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",1,"s","s","s","78","CU Grand Paris Seine et Oise"
"2774",200059889,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",72,"1147","966.54","32135094","78","CU Grand Paris Seine et Oise"
"2775",200059889,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",11,"220","184.12","7373159","78","CU Grand Paris Seine et Oise"
"2776",200059889,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",132,"3435","2972.17","77084631","78","CU Grand Paris Seine et Oise"
"2777",200059889,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",59,"1782","1555.6","44354544","78","CU Grand Paris Seine et Oise"
"2778",200059889,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",12,"302","243.46","6047242","78","CU Grand Paris Seine et Oise"
"2779",200059889,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",10,"756","664.34","11489673","78","CU Grand Paris Seine et Oise"
"2780",200059889,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",14,"86","75.79","1923878","78","CU Grand Paris Seine et Oise"
"2781",200059889,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",37,"509","432.98","13269294","78","CU Grand Paris Seine et Oise"
"2782",200059889,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",78,"100","101.67","3319802","78","CU Grand Paris Seine et Oise"
"2783",200059889,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",160,"333","222.81","6984490","78","CU Grand Paris Seine et Oise"
"2784",200059889,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",163,"554","492.85","14138030","78","CU Grand Paris Seine et Oise"
"2785",200059889,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",54,"460","410.58","10904104","78","CU Grand Paris Seine et Oise"
"2786",200059889,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",672,"6253","5352.49","151993354","78","CU Grand Paris Seine et Oise"
"2787",200059889,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1960,"33566","32925.04","1550874616","78","CU Grand Paris Seine et Oise"
"2788",200059889,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",295,"1255","1191.98","57885397","78","CU Grand Paris Seine et Oise"
"2789",200059889,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",471,"7410","6886.59","248388223","78","CU Grand Paris Seine et Oise"
"2790",200059889,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",325,"7606","6904.55","237955560","78","CU Grand Paris Seine et Oise"
"2791",200059889,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",129,"2622","2309.08","63110146","78","CU Grand Paris Seine et Oise"
"2792",200059889,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",23,"1398","1274.79","38320985","78","CU Grand Paris Seine et Oise"
"2793",200059889,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",25,"508","391.51","8197203","78","CU Grand Paris Seine et Oise"
"2794",200059889,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",49,"327","290.09","6496744","78","CU Grand Paris Seine et Oise"
"2795",200059889,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",32,"389","352.69","10095214","78","CU Grand Paris Seine et Oise"
"2796",200059889,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",28,"86","86.78","2982140","78","CU Grand Paris Seine et Oise"
"2797",200059889,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",50,"292","254.87","6804864","78","CU Grand Paris Seine et Oise"
"2798",200059889,"3-TOTAL-HORS ESS","8-NON-CLASSES",3,"18","13.89","432628","78","CU Grand Paris Seine et Oise"
"2799",200059889,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",5602,"45896","42132.51","1375423213","78","CU Grand Paris Seine et Oise"
"2800",200059889,"3-TOTAL-HORS ESS","TOUS SECTEURS",8863,"98751","92705.29","3543856787","78","CU Grand Paris Seine et Oise"
"2801",200060010,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",10,"180","170.26","4957184","49","CA Mauges Communauté"
"2802",200060010,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",30,"181","181.86","8221282","49","CA Mauges Communauté"
"2803",200060010,"1-TOTAL-ESS","3-ENSEIGNEMENT",112,"1697","1471.55","48686829","49","CA Mauges Communauté"
"2804",200060010,"1-TOTAL-ESS","4-SANTÉ HUMAINE",7,"302","229.94","7093091","49","CA Mauges Communauté"
"2805",200060010,"1-TOTAL-ESS","5-ACTION SOCIALE",80,"2531","2165.8","55517061","49","CA Mauges Communauté"
"2806",200060010,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",31,"1639","1419.35","38747967","49","CA Mauges Communauté"
"2807",200060010,"1-TOTAL-ESS","5B-AIDE A DOMICILE",16,"328","239.33","5300619","49","CA Mauges Communauté"
"2808",200060010,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",5,"191","175.57","3003012","49","CA Mauges Communauté"
"2809",200060010,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",13,"101","78.05","1872702","49","CA Mauges Communauté"
"2810",200060010,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",15,"272","253.5","6592761","49","CA Mauges Communauté"
"2811",200060010,"1-TOTAL-ESS","6-ARTS, SPECTACLES",27,"34","29.62","863457","49","CA Mauges Communauté"
"2812",200060010,"1-TOTAL-ESS","7-SPORT ET LOISIRS",101,"82","54.64","1437699","49","CA Mauges Communauté"
"2813",200060010,"1-TOTAL-ESS","8-NON-CLASSES",59,"160","141.62","3641493","49","CA Mauges Communauté"
"2814",200060010,"1-TOTAL-ESS","9-SERVICES DIVERS",76,"683","602.5","17289448","49","CA Mauges Communauté"
"2815",200060010,"1-TOTAL-ESS","TOUS SECTEURS",502,"5850","5047.79","147707544","49","CA Mauges Communauté"
"2816",200060010,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"103","87.76","2060366","49","CA Mauges Communauté"
"2817",200060010,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",112,"1697","1471.55","48686829","49","CA Mauges Communauté"
"2818",200060010,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",7,"302","229.94","7093091","49","CA Mauges Communauté"
"2819",200060010,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",80,"2531","2165.8","55517061","49","CA Mauges Communauté"
"2820",200060010,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",31,"1639","1419.35","38747967","49","CA Mauges Communauté"
"2821",200060010,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",16,"328","239.33","5300619","49","CA Mauges Communauté"
"2822",200060010,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",5,"191","175.57","3003012","49","CA Mauges Communauté"
"2823",200060010,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",13,"101","78.05","1872702","49","CA Mauges Communauté"
"2824",200060010,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",15,"272","253.5","6592761","49","CA Mauges Communauté"
