"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"7","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","86"
"7","COMMERCE (GZ)","Ensemble","Ensemble","217"
"7","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","218"
"7","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","488"
"8","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","61"
"8","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"8","COMMERCE (GZ)","Ensemble","Ensemble","233"
"8","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","46"
"8","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","276"
"9","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"9","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","8"
"9","COMMERCE (GZ)","Ensemble","Ensemble","97"
"9","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","264"
"9","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","821"
"10","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","23"
"10","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","32"
"10","COMMERCE (GZ)","Ensemble","Ensemble","207"
"10","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","816"
"10","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","28"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","670"
"11","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","52"
"11","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","102"
"11","COMMERCE (GZ)","Ensemble","Ensemble","551"
"11","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","737"
"11","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","101"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","930"
"12","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"12","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"12","COMMERCE (GZ)","Ensemble","Ensemble","386"
"12","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","213"
"12","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","66"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","5083"
"13","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","46"
"13","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","501"
"13","COMMERCE (GZ)","Ensemble","Ensemble","239"
"13","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","485"
"13","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","263"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2051"
"14","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","45"
"14","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","87"
"14","COMMERCE (GZ)","Ensemble","Ensemble","1011"
"14","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1288"
"14","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","199"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","466"
"15","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"15","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"15","COMMERCE (GZ)","Ensemble","Ensemble","276"
"15","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","118"
"15","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","19"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1101"
"16","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"16","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","92"
"16","COMMERCE (GZ)","Ensemble","Ensemble","731"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","241"
"16","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2041"
"17","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","50"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","279"
"17","COMMERCE (GZ)","Ensemble","Ensemble","1583"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","435"
"17","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","324"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","824"
"18","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"18","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","14"
"18","COMMERCE (GZ)","Ensemble","Ensemble","390"
"18","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","19"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","581"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","146"
"19","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"19","COMMERCE (GZ)","Ensemble","Ensemble","484"
"19","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","66"
"19","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2248"
"21","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","118"
"21","COMMERCE (GZ)","Ensemble","Ensemble","411"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","191"
"21","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2146"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","95"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","315"
"22","COMMERCE (GZ)","Ensemble","Ensemble","981"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","3381"
"22","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","229"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","245"
"23","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"23","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","26"
"23","COMMERCE (GZ)","Ensemble","Ensemble","118"
"23","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"23","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","40"
"24","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","991"
"24","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","80"
"24","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","36"
"24","COMMERCE (GZ)","Ensemble","Ensemble","784"
"24","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","135"
"24","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","46"
"25","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2007"
"25","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","145"
"25","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","119"
"25","COMMERCE (GZ)","Ensemble","Ensemble","163"
"25","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","733"
"25","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","47"
"26","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1439"
"26","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","131"
"26","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","176"
"26","COMMERCE (GZ)","Ensemble","Ensemble","302"
"26","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","801"
"26","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","210"
"27","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1013"
"27","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"27","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","13"
"27","COMMERCE (GZ)","Ensemble","Ensemble","242"
"27","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","186"
"27","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"28","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1204"
"28","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","64"
"28","COMMERCE (GZ)","Ensemble","Ensemble","488"
"28","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","193"
"28","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","137"
"29","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"29","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"29","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","682"
"29","COMMERCE (GZ)","Ensemble","Ensemble","1791"
"29","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","823"
"29","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","190"
"2A","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","413"
"2A","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"2A","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"2A","COMMERCE (GZ)","Ensemble","Ensemble","s"
"2A","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"2A","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","18"
"2B","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","235"
"2B","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"2B","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","57"
"2B","COMMERCE (GZ)","Ensemble","Ensemble","117"
"2B","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","132"
"2B","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"30","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1659"
"30","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","22"
"30","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","48"
"30","COMMERCE (GZ)","Ensemble","Ensemble","114"
"30","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","644"
"30","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","163"
"31","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3815"
"31","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"31","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"31","COMMERCE (GZ)","Ensemble","Ensemble","447"
"31","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","525"
"31","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","447"
"32","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","554"
"32","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"32","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"32","COMMERCE (GZ)","Ensemble","Ensemble","677"
"32","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","333"
"32","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","84"
"33","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3645"
"33","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","123"
"33","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","787"
"33","COMMERCE (GZ)","Ensemble","Ensemble","589"
"33","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","952"
"33","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","807"
"34","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2731"
"34","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","29"
"34","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","223"
"34","COMMERCE (GZ)","Ensemble","Ensemble","991"
"34","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","754"
"34","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","140"
"35","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3796"
"35","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"35","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","473"
"35","COMMERCE (GZ)","Ensemble","Ensemble","964"
"35","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1157"
"35","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"36","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","590"
"36","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","23"
"36","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","28"
"36","COMMERCE (GZ)","Ensemble","Ensemble","178"
"36","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","98"
"36","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","23"
"37","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2278"
"37","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","149"
"37","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","127"
"37","COMMERCE (GZ)","Ensemble","Ensemble","302"
"37","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","318"
"37","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","44"
"38","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3106"
"38","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"38","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"38","COMMERCE (GZ)","Ensemble","Ensemble","931"
"38","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","485"
"38","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","400"
"39","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","654"
"39","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"39","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"39","COMMERCE (GZ)","Ensemble","Ensemble","114"
"39","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","501"
"39","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","17"
"40","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1096"
"40","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","157"
"40","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","228"
"40","COMMERCE (GZ)","Ensemble","Ensemble","885"
"40","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","540"
"40","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","113"
"41","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1093"
"41","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"41","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","64"
"41","COMMERCE (GZ)","Ensemble","Ensemble","240"
"41","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"41","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","93"
"42","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2273"
"42","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"42","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","197"
"42","COMMERCE (GZ)","Ensemble","Ensemble","590"
"42","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","287"
"42","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"43","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","634"
"43","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","86"
"43","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"43","COMMERCE (GZ)","Ensemble","Ensemble","132"
"43","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","189"
"43","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"44","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4511"
"44","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","152"
"44","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","892"
"44","COMMERCE (GZ)","Ensemble","Ensemble","2717"
"44","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","815"
"44","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","714"
"45","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2636"
"45","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"45","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"45","COMMERCE (GZ)","Ensemble","Ensemble","702"
"45","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","592"
"45","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","511"
"46","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","664"
"46","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"46","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"46","COMMERCE (GZ)","Ensemble","Ensemble","276"
"46","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","333"
"46","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","17"
"47","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","869"
"47","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","53"
"47","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","48"
"47","COMMERCE (GZ)","Ensemble","Ensemble","739"
"47","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","215"
"47","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","7"
"48","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","187"
"48","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","29"
"48","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"48","COMMERCE (GZ)","Ensemble","Ensemble","22"
"48","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","40"
"48","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"49","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2246"
"49","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","49"
"49","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","296"
"49","COMMERCE (GZ)","Ensemble","Ensemble","1141"
"49","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1218"
"49","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","687"
"50","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1183"
"50","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","201"
"50","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","94"
"50","COMMERCE (GZ)","Ensemble","Ensemble","204"
"50","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","2035"
"50","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","91"
"51","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1947"
"51","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","51"
"51","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","49"
"51","COMMERCE (GZ)","Ensemble","Ensemble","1272"
"51","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","2551"
"51","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","6"
"52","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","308"
"52","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"52","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","35"
"52","COMMERCE (GZ)","Ensemble","Ensemble","121"
"52","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","120"
"52","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"53","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1274"
"53","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","31"
"53","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","150"
"53","COMMERCE (GZ)","Ensemble","Ensemble","530"
"53","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","155"
"53","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","60"
"54","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1488"
"54","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","124"
"54","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","129"
"54","COMMERCE (GZ)","Ensemble","Ensemble","260"
"54","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","160"
"54","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","69"
"55","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","402"
"55","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","38"
"55","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"55","COMMERCE (GZ)","Ensemble","Ensemble","437"
"55","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"55","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","23"
"56","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2366"
"56","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","141"
"56","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","155"
"56","COMMERCE (GZ)","Ensemble","Ensemble","1261"
"56","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","400"
"56","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","154"
"57","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","3287"
"57","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","35"
"57","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","174"
"57","COMMERCE (GZ)","Ensemble","Ensemble","399"
"57","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","140"
"57","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","59"
"58","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","632"
"58","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","9"
"58","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","99"
"58","COMMERCE (GZ)","Ensemble","Ensemble","153"
"58","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","123"
"58","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","12"
"59","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4917"
"59","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"59","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","659"
"59","COMMERCE (GZ)","Ensemble","Ensemble","s"
"59","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","652"
"59","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","734"
"60","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1163"
"60","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
