"DEP","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"12","ESS + Hors ESS","1. Coopérative","Toutes entreprises","214","104","1676","1622","64298182"
"12","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","72","3","s","s","s"
"12","ESS + Hors ESS","3. Association","Toutes entreprises","1121","962","11892","10458","290217323"
"12","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","1","s","s","s"
"12","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","9353","7854","49589","46677","1423879963"
"12","ESS + Hors ESS","Public","Toutes entreprises","900","448","19567","17858","581436684"
"13","ESS + Hors ESS","1. Coopérative","Toutes entreprises","538","268","6617","6346","304016132"
"13","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","220","27","3655","3231","137583567"
"13","ESS + Hors ESS","3. Association","Toutes entreprises","5803","4821","58795","51405","1557709603"
"13","ESS + Hors ESS","4. Fondation","Toutes entreprises","28","10","1966","1797","56869531"
"13","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","65597","53647","481684","449987","16759785128"
"13","ESS + Hors ESS","Public","Toutes entreprises","2445","615","184089","173344","6170729223"
"14","ESS + Hors ESS","1. Coopérative","Toutes entreprises","289","102","4681","4626","194512725"
"14","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","141","6","1380","1341","42755885"
"14","ESS + Hors ESS","3. Association","Toutes entreprises","2075","1710","20377","17641","497416394"
"14","ESS + Hors ESS","4. Fondation","Toutes entreprises","11","4","897","746","24911231"
"14","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","20649","16863","146033","138534","4421931841"
"14","ESS + Hors ESS","Public","Toutes entreprises","1658","910","59752","55440","1841350644"
"15","ESS + Hors ESS","1. Coopérative","Toutes entreprises","101","53","917","902","36419132"
"15","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","23","1","s","s","s"
"15","ESS + Hors ESS","3. Association","Toutes entreprises","540","400","5844","5026","127793326"
"15","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","0","s","s","s"
"15","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","4573","3837","22480","21248","614218153"
"15","ESS + Hors ESS","Public","Toutes entreprises","656","380","12702","11785","371334623"
"16","ESS + Hors ESS","1. Coopérative","Toutes entreprises","151","59","2236","2180","87207042"
"16","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","58","5","956","933","31399976"
"16","ESS + Hors ESS","3. Association","Toutes entreprises","922","744","9346","8135","210887494"
"16","ESS + Hors ESS","4. Fondation","Toutes entreprises","7","3","191","158","4524142"
"16","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","10052","8434","70022","66526","2165395537"
"16","ESS + Hors ESS","Public","Toutes entreprises","1111","594","25602","23774","753031405"
"17","ESS + Hors ESS","1. Coopérative","Toutes entreprises","356","101","4712","4630","174710620"
"17","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","76","6","869","801","30457130"
"17","ESS + Hors ESS","3. Association","Toutes entreprises","1702","1395","15345","13532","374599091"
"17","ESS + Hors ESS","4. Fondation","Toutes entreprises","10","0","393","358","8912244"
"17","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","21935","18670","109327","106264","3151704067"
"17","ESS + Hors ESS","Public","Toutes entreprises","1671","819","48256","45105","1461793964"
"18","ESS + Hors ESS","1. Coopérative","Toutes entreprises","127","23","1271","1264","48418837"
"18","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","43","0","s","s","s"
"18","ESS + Hors ESS","3. Association","Toutes entreprises","776","623","7427","6406","167528819"
"18","ESS + Hors ESS","4. Fondation","Toutes entreprises","3","0","s","s","s"
"18","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","7559","6099","54010","51135","1674789453"
"18","ESS + Hors ESS","Public","Toutes entreprises","978","501","23026","21846","698719572"
"19","ESS + Hors ESS","1. Coopérative","Toutes entreprises","140","41","1322","1318","47224571"
"19","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","41","1","s","s","s"
"19","ESS + Hors ESS","3. Association","Toutes entreprises","681","532","6309","5687","153515734"
"19","ESS + Hors ESS","4. Fondation","Toutes entreprises","30","1","s","s","s"
"19","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","6891","5493","43342","41125","1271004203"
"19","ESS + Hors ESS","Public","Toutes entreprises","859","458","20543","19345","608689003"
"21","ESS + Hors ESS","1. Coopérative","Toutes entreprises","229","68","s","s","144989834"
"21","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","116","7","3836","3327","s"
"21","ESS + Hors ESS","3. Association","Toutes entreprises","1519","1157","13803","11823","353886886"
"21","ESS + Hors ESS","4. Fondation","Toutes entreprises","7","1","s","s","s"
"21","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","15097","12159","117769","110154","3712865659"
"21","ESS + Hors ESS","Public","Toutes entreprises","1908","1000","54667","51742","1738826480"
"22","ESS + Hors ESS","1. Coopérative","Toutes entreprises","371","149","7147","6879","254593299"
"22","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","66","6","s","s","s"
"22","ESS + Hors ESS","3. Association","Toutes entreprises","1921","1590","18897","16614","484585516"
"22","ESS + Hors ESS","4. Fondation","Toutes entreprises","12","2","s","s","s"
"22","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","16398","13918","100876","96311","2963057618"
"22","ESS + Hors ESS","Public","Toutes entreprises","1300","627","42915","39591","1256852367"
"23","ESS + Hors ESS","1. Coopérative","Toutes entreprises","84","41","469","466","17857372"
"23","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","21","1","s","s","s"
"23","ESS + Hors ESS","3. Association","Toutes entreprises","406","316","3342","2925","72106101"
"23","ESS + Hors ESS","4. Fondation","Toutes entreprises","9","0","s","s","s"
"23","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","3010","2549","14069","13107","376141446"
"23","ESS + Hors ESS","Public","Toutes entreprises","648","405","10876","10130","309699377"
"24","ESS + Hors ESS","1. Coopérative","Toutes entreprises","189","91","2072","1992","75518537"
"24","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","36","1","s","s","s"
"24","ESS + Hors ESS","3. Association","Toutes entreprises","1084","892","8771","7842","202883849"
"24","ESS + Hors ESS","4. Fondation","Toutes entreprises","8","2","s","s","s"
"24","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","12580","10635","64347","62385","1820990275"
"24","ESS + Hors ESS","Public","Toutes entreprises","1429","798","33224","30769","945776129"
"25","ESS + Hors ESS","1. Coopérative","Toutes entreprises","277","119","3214","3069","133638169"
"25","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","81","6","1405","1246","42131717"
"25","ESS + Hors ESS","3. Association","Toutes entreprises","1681","1218","16107","13749","376244354"
"25","ESS + Hors ESS","4. Fondation","Toutes entreprises","12","4","240","214","6969278"
"25","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","13274","10789","107714","101291","3388979865"
"25","ESS + Hors ESS","Public","Toutes entreprises","1562","851","46364","42401","1404186442"
"26","ESS + Hors ESS","1. Coopérative","Toutes entreprises","268","88","3059","3019","122725473"
"26","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","119","4","2650","2152","70314766"
"26","ESS + Hors ESS","3. Association","Toutes entreprises","1842","1547","15245","13067","366317180"
"26","ESS + Hors ESS","4. Fondation","Toutes entreprises","9","3","435","375","10701946"
"26","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","16366","13603","119253","113458","3877087553"
"26","ESS + Hors ESS","Public","Toutes entreprises","1252","575","34736","32020","1049009795"
"27","ESS + Hors ESS","1. Coopérative","Toutes entreprises","204","55","1483","1511","65472442"
"27","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","57","0","s","s","s"
"27","ESS + Hors ESS","3. Association","Toutes entreprises","1212","1000","11410","10010","269191233"
"27","ESS + Hors ESS","4. Fondation","Toutes entreprises","11","2","s","s","s"
"27","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","13590","11370","104458","99020","3375222152"
"27","ESS + Hors ESS","Public","Toutes entreprises","1690","896","37450","34847","1087062108"
"28","ESS + Hors ESS","1. Coopérative","Toutes entreprises","199","19","2086","2128","88407838"
"28","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","37","2","s","s","s"
"28","ESS + Hors ESS","3. Association","Toutes entreprises","1126","941","8112","7003","188606475"
"28","ESS + Hors ESS","4. Fondation","Toutes entreprises","20","3","s","s","s"
"28","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","10025","8197","79861","75989","2551826930"
"28","ESS + Hors ESS","Public","Toutes entreprises","1173","632","29084","27056","867027460"
"29","ESS + Hors ESS","1. Coopérative","Toutes entreprises","531","195","8433","8332","364379643"
"29","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","111","10","2321","2109","70825208"
"29","ESS + Hors ESS","3. Association","Toutes entreprises","2796","2259","28682","25760","725047826"
"29","ESS + Hors ESS","4. Fondation","Toutes entreprises","48","5","2609","2242","69059721"
"29","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","24452","20160","167000","159222","5110720808"
"29","ESS + Hors ESS","Public","Toutes entreprises","1420","599","67036","61709","2040666968"
"2A","ESS + Hors ESS","1. Coopérative","Toutes entreprises","30","13","473","452","23710352"
"2A","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","25","3","255","222","8700953"
"2A","ESS + Hors ESS","3. Association","Toutes entreprises","366","287","2909","2507","68645699"
"2A","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","7700","6951","32633","34881","1081590107"
"2A","ESS + Hors ESS","Public","Toutes entreprises","462","215","17982","17294","627465343"
"2B","ESS + Hors ESS","1. Coopérative","Toutes entreprises","54","29","574","527","23747384"
"2B","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","36","2","s","s","s"
"2B","ESS + Hors ESS","3. Association","Toutes entreprises","506","421","3544","2971","81718274"
"2B","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"2B","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","7649","6886","32013","31752","940491311"
"2B","ESS + Hors ESS","Public","Toutes entreprises","542","275","13434","12684","464104958"
"30","ESS + Hors ESS","1. Coopérative","Toutes entreprises","284","124","2650","2656","109780207"
"30","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","95","2","s","s","s"
"30","ESS + Hors ESS","3. Association","Toutes entreprises","2101","1773","17698","15350","418002079"
"30","ESS + Hors ESS","4. Fondation","Toutes entreprises","15","2","s","s","s"
"30","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","21676","18586","114834","109788","3505368853"
"30","ESS + Hors ESS","Public","Toutes entreprises","1474","642","56040","51668","1689459821"
"31","ESS + Hors ESS","1. Coopérative","Toutes entreprises","492","198","5679","5520","238303438"
"31","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","167","16","2609","2399","98291536"
"31","ESS + Hors ESS","3. Association","Toutes entreprises","3971","3339","35777","30630","893869680"
"31","ESS + Hors ESS","4. Fondation","Toutes entreprises","24","8","937","838","27221954"
"31","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","40145","31611","379333","356212","14083172177"
"31","ESS + Hors ESS","Public","Toutes entreprises","2261","959","135046","124962","4331448759"
"32","ESS + Hors ESS","1. Coopérative","Toutes entreprises","119","46","1689","1653","63406344"
"32","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","17","1","s","s","s"
"32","ESS + Hors ESS","3. Association","Toutes entreprises","693","601","5234","4709","124231732"
"32","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"32","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","5916","5117","28041","26128","770316281"
"32","ESS + Hors ESS","Public","Toutes entreprises","1006","651","15208","13850","425895821"
"33","ESS + Hors ESS","1. Coopérative","Toutes entreprises","428","131","6903","6751","312011989"
"33","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","156","11","3489","3336","130327184"
"33","ESS + Hors ESS","3. Association","Toutes entreprises","4404","3632","42247","36980","1079073568"
"33","ESS + Hors ESS","4. Fondation","Toutes entreprises","39","12","2495","2216","80113204"
"33","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","52012","41729","377114","358084","12514843322"
"33","ESS + Hors ESS","Public","Toutes entreprises","2655","1116","140577","132667","4483812406"
"34","ESS + Hors ESS","1. Coopérative","Toutes entreprises","418","159","4868","4819","210004776"
"34","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","179","12","s","s","s"
"34","ESS + Hors ESS","3. Association","Toutes entreprises","3708","3132","28413","24537","694611050"
"34","ESS + Hors ESS","4. Fondation","Toutes entreprises","10","2","s","s","s"
"34","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","37768","31670","219616","208169","6808921246"
"34","ESS + Hors ESS","Public","Toutes entreprises","1837","680","104908","97831","3296975331"
"35","ESS + Hors ESS","1. Coopérative","Toutes entreprises","476","203","7756","7574","306338931"
"35","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","105","6","2563","2386","96748713"
"35","ESS + Hors ESS","3. Association","Toutes entreprises","3583","3020","36678","31762","932428549"
"35","ESS + Hors ESS","4. Fondation","Toutes entreprises","22","5","1540","1375","52005170"
"35","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","29067","23099","256251","242256","8277248341"
"35","ESS + Hors ESS","Public","Toutes entreprises","1668","771","94164","87077","2880804654"
"36","ESS + Hors ESS","1. Coopérative","Toutes entreprises","76","21","s","s","s"
"36","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","29","2","s","s","s"
"36","ESS + Hors ESS","3. Association","Toutes entreprises","777","632","6116","5134","133858721"
"36","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","5816","4811","39576","37368","1142645704"
"36","ESS + Hors ESS","Public","Toutes entreprises","758","424","17126","15985","501434033"
"37","ESS + Hors ESS","1. Coopérative","Toutes entreprises","303","91","3218","3145","131989095"
"37","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","100","4","s","s","s"
"37","ESS + Hors ESS","3. Association","Toutes entreprises","1839","1491","16512","14310","393433161"
"37","ESS + Hors ESS","4. Fondation","Toutes entreprises","14","1","s","s","s"
"37","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","16056","12683","125871","119467","4021909838"
"37","ESS + Hors ESS","Public","Toutes entreprises","1197","534","52123","48124","1595182560"
"38","ESS + Hors ESS","1. Coopérative","Toutes entreprises","394","124","5298","5119","215316053"
"38","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","174","11","4005","3475","134512922"
"38","ESS + Hors ESS","3. Association","Toutes entreprises","3435","2958","28366","24043","675150628"
"38","ESS + Hors ESS","4. Fondation","Toutes entreprises","34","5","2399","2052","65816722"
"38","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","35202","28935","277665","259509","9963480862"
"38","ESS + Hors ESS","Public","Toutes entreprises","2371","974","104578","95636","3250288698"
"39","ESS + Hors ESS","1. Coopérative","Toutes entreprises","169","73","1406","1316","51239946"
"39","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","59","4","s","s","s"
"39","ESS + Hors ESS","3. Association","Toutes entreprises","749","557","6911","6104","163688695"
"39","ESS + Hors ESS","4. Fondation","Toutes entreprises","6","1","s","s","s"
"39","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","7290","6156","48178","45641","1470420058"
"39","ESS + Hors ESS","Public","Toutes entreprises","1175","733","19641","17901","574087356"
"40","ESS + Hors ESS","1. Coopérative","Toutes entreprises","218","96","3019","3045","113169544"
"40","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","50","2","s","s","s"
"40","ESS + Hors ESS","3. Association","Toutes entreprises","1223","1013","8308","7494","201896688"
"40","ESS + Hors ESS","4. Fondation","Toutes entreprises","3","1","s","s","s"
"40","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","12647","10422","69177","68938","2111675035"
"40","ESS + Hors ESS","Public","Toutes entreprises","1215","582","32278","30090","934288637"
"41","ESS + Hors ESS","1. Coopérative","Toutes entreprises","113","26","1545","1529","63940405"
"41","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","47","3","476","445","15645715"
"41","ESS + Hors ESS","3. Association","Toutes entreprises","1020","833","7560","6629","179414848"
"41","ESS + Hors ESS","4. Fondation","Toutes entreprises","5","0","219","204","5171175"
"41","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","8548","7045","65489","62590","2019439475"
"41","ESS + Hors ESS","Public","Toutes entreprises","1030","564","22987","21664","688545843"
"42","ESS + Hors ESS","1. Coopérative","Toutes entreprises","229","61","3564","3446","140889983"
"42","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","125","7","s","s","s"
"42","ESS + Hors ESS","3. Association","Toutes entreprises","2250","1843","23084","19324","530564650"
"42","ESS + Hors ESS","4. Fondation","Toutes entreprises","22","1","s","s","s"
"42","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","20517","17171","150364","139428","4738987587"
"42","ESS + Hors ESS","Public","Toutes entreprises","1411","593","56378","52034","1713281705"
"43","ESS + Hors ESS","1. Coopérative","Toutes entreprises","88","29","1056","1023","37915439"
"43","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","28","1","s","s","s"
"43","ESS + Hors ESS","3. Association","Toutes entreprises","938","777","10130","8601","237248452"
"43","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","0","s","s","s"
"43","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","6449","5533","36971","34414","1036123071"
"43","ESS + Hors ESS","Public","Toutes entreprises","711","391","14526","13120","413110227"
"44","ESS + Hors ESS","1. Coopérative","Toutes entreprises","614","204","9801","9288","394796953"
"44","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","198","12","4189","3624","128586999"
"44","ESS + Hors ESS","3. Association","Toutes entreprises","4851","3758","48055","41553","1210518682"
"44","ESS + Hors ESS","4. Fondation","Toutes entreprises","24","7","1002","905","28546362"
"44","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","38150","29785","362479","341091","12112868883"
"44","ESS + Hors ESS","Public","Toutes entreprises","1569","541","107523","99864","3442560567"
"45","ESS + Hors ESS","1. Coopérative","Toutes entreprises","263","48","4660","4649","208871306"
"45","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","76","6","1696","1626","69788415"
"45","ESS + Hors ESS","3. Association","Toutes entreprises","1827","1501","14369","12602","358665919"
"45","ESS + Hors ESS","4. Fondation","Toutes entreprises","13","4","420","403","10333739"
"45","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","16564","13213","152946","144615","5006537308"
"45","ESS + Hors ESS","Public","Toutes entreprises","1361","654","54363","51489","1710962272"
"46","ESS + Hors ESS","1. Coopérative","Toutes entreprises","120","41","1311","1285","48718203"
"46","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","29","3","s","s","s"
"46","ESS + Hors ESS","3. Association","Toutes entreprises","594","483","5718","4975","138002271"
"46","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","0","s","s","s"
"46","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","5215","4351","27237","26201","802821902"
"46","ESS + Hors ESS","Public","Toutes entreprises","834","494","13703","12465","394125151"
"47","ESS + Hors ESS","1. Coopérative","Toutes entreprises","198","55","1931","1989","77272759"
"47","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","57","1","s","s","s"
"47","ESS + Hors ESS","3. Association","Toutes entreprises","1100","911","10114","9219","241450137"
"47","ESS + Hors ESS","4. Fondation","Toutes entreprises","4","1","s","s","s"
"47","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","9900","8311","57122","55130","1661011195"
"47","ESS + Hors ESS","Public","Toutes entreprises","973","515","25909","23335","732861284"
"48","ESS + Hors ESS","1. Coopérative","Toutes entreprises","45","17","s","s","s"
"48","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","11","0","s","s","s"
"48","ESS + Hors ESS","3. Association","Toutes entreprises","531","412","5957","5244","149597062"
"48","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","2569","2222","10284","9927","282570584"
"48","ESS + Hors ESS","Public","Toutes entreprises","445","246","7207","6604","212069897"
"49","ESS + Hors ESS","1. Coopérative","Toutes entreprises","416","129","5637","5526","216555552"
"49","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","126","5","2466","2217","71300882"
"49","ESS + Hors ESS","3. Association","Toutes entreprises","2946","2458","30417","26376","764110321"
"49","ESS + Hors ESS","4. Fondation","Toutes entreprises","16","3","623","524","14170689"
"49","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","20657","16901","173527","164200","5234450233"
"49","ESS + Hors ESS","Public","Toutes entreprises","1130","441","56303","52219","1694474295"
"50","ESS + Hors ESS","1. Coopérative","Toutes entreprises","242","89","3808","3719","142814746"
"50","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","38","1","s","s","s"
"50","ESS + Hors ESS","3. Association","Toutes entreprises","1199","986","13208","11275","292544168"
"50","ESS + Hors ESS","4. Fondation","Toutes entreprises","55","5","s","s","s"
"50","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","13786","11562","96066","91121","2888812633"
"50","ESS + Hors ESS","Public","Toutes entreprises","1268","718","35715","32863","1040068315"
"51","ESS + Hors ESS","1. Coopérative","Toutes entreprises","390","172","5876","5784","265863522"
"51","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","54","4","971","934","43266579"
"51","ESS + Hors ESS","3. Association","Toutes entreprises","1520","1219","15954","13927","406682883"
"51","ESS + Hors ESS","4. Fondation","Toutes entreprises","8","0","153","143","3834816"
"51","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","17589","14497","124047","117391","4022435821"
"51","ESS + Hors ESS","Public","Toutes entreprises","1755","986","49961","46034","1537390383"
"52","ESS + Hors ESS","1. Coopérative","Toutes entreprises","83","29","600","588","22900991"
"52","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","21","0","s","s","s"
"52","ESS + Hors ESS","3. Association","Toutes entreprises","444","337","4346","3665","91972785"
"52","ESS + Hors ESS","4. Fondation","Toutes entreprises","13","2","s","s","s"
"52","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","4421","3592","31149","29563","913567153"
"52","ESS + Hors ESS","Public","Toutes entreprises","903","599","14606","13524","434652436"
"53","ESS + Hors ESS","1. Coopérative","Toutes entreprises","181","87","2200","2137","87475924"
"53","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","31","1","s","s","s"
"53","ESS + Hors ESS","3. Association","Toutes entreprises","1033","806","9715","8283","238167559"
"53","ESS + Hors ESS","4. Fondation","Toutes entreprises","1","0","s","s","s"
"53","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","8058","6789","66636","63324","2010217324"
"53","ESS + Hors ESS","Public","Toutes entreprises","757","413","21848","19629","613006216"
"54","ESS + Hors ESS","1. Coopérative","Toutes entreprises","190","65","2230","2175","92225273"
"54","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","101","12","s","s","s"
"54","ESS + Hors ESS","3. Association","Toutes entreprises","1794","1427","22563","19793","569443007"
"54","ESS + Hors ESS","4. Fondation","Toutes entreprises","11","2","s","s","s"
"54","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","15606","12135","126679","121686","4036599565"
"54","ESS + Hors ESS","Public","Toutes entreprises","2054","1017","66812","62021","2088745436"
"55","ESS + Hors ESS","1. Coopérative","Toutes entreprises","60","19","985","955","39179949"
"55","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","24","1","s","s","s"
"55","ESS + Hors ESS","3. Association","Toutes entreprises","477","373","4657","3909","99139941"
"55","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","1","s","s","s"
"55","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","4012","3351","25691","23942","752288637"
"55","ESS + Hors ESS","Public","Toutes entreprises","945","623","15512","14276","456078402"
"56","ESS + Hors ESS","1. Coopérative","Toutes entreprises","365","143","4477","4431","178654049"
"56","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","100","8","2404","2200","70978785"
"56","ESS + Hors ESS","3. Association","Toutes entreprises","2302","1949","22248","19492","575614557"
"56","ESS + Hors ESS","4. Fondation","Toutes entreprises","5","0","239","214","7410637"
"56","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","21748","18121","142911","136136","4218068805"
"56","ESS + Hors ESS","Public","Toutes entreprises","1191","542","49005","45347","1450205588"
"57","ESS + Hors ESS","1. Coopérative","Toutes entreprises","298","114","4094","4076","188178624"
"57","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","67","4","533","520","21214354"
"57","ESS + Hors ESS","3. Association","Toutes entreprises","1829","1285","29065","25363","714847000"
"57","ESS + Hors ESS","4. Fondation","Toutes entreprises","24","6","963","868","25341866"
"57","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","22864","18138","183073","169662","5721103888"
"57","ESS + Hors ESS","Public","Toutes entreprises","2904","1455","72845","68046","2312241834"
"58","ESS + Hors ESS","1. Coopérative","Toutes entreprises","137","40","1028","989","39632534"
"58","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","37","0","s","s","s"
"58","ESS + Hors ESS","3. Association","Toutes entreprises","598","465","5759","5130","137218536"
"58","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","0","s","s","s"
"58","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","5293","4309","31747","29805","895471344"
"58","ESS + Hors ESS","Public","Toutes entreprises","839","474","18881","17685","563682481"
"59","ESS + Hors ESS","1. Coopérative","Toutes entreprises","721","162","7522","7280","340101583"
"59","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","207","17","2893","2730","105636395"
"59","ESS + Hors ESS","3. Association","Toutes entreprises","5747","4411","84000","71994","2090028719"
"59","ESS + Hors ESS","4. Fondation","Toutes entreprises","44","13","1990","1822","52693893"
"59","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","57258","45715","567443","530453","18847444257"
"59","ESS + Hors ESS","Public","Toutes entreprises","4258","1563","229925","213222","7133417941"
"60","ESS + Hors ESS","1. Coopérative","Toutes entreprises","158","31","2304","2277","99024100"
"60","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","49","7","950","880","37493121"
"60","ESS + Hors ESS","3. Association","Toutes entreprises","1602","1255","18528","15831","449685228"
"60","ESS + Hors ESS","4. Fondation","Toutes entreprises","33","7","1263","1146","34327055"
"60","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","17778","14769","148844","141080","4882904698"
"60","ESS + Hors ESS","Public","Toutes entreprises","2338","1130","53855","50439","1652111074"
"61","ESS + Hors ESS","1. Coopérative","Toutes entreprises","173","70","1147","1137","44889073"
"61","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","42","0","s","s","s"
"61","ESS + Hors ESS","3. Association","Toutes entreprises","880","706","11077","9748","262183702"
"61","ESS + Hors ESS","4. Fondation","Toutes entreprises","2","0","s","s","s"
"61","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","7779","6567","49727","47191","1447519314"
"61","ESS + Hors ESS","Public","Toutes entreprises","883","571","21131","19657","620589833"
"62","ESS + Hors ESS","1. Coopérative","Toutes entreprises","497","99","4715","4548","190404427"
"62","ESS + Hors ESS","2. Mutuelle","Toutes entreprises","118","1","s","s","s"
"62","ESS + Hors ESS","3. Association","Toutes entreprises","2563","1955","40658","34561","936260688"
"62","ESS + Hors ESS","4. Fondation","Toutes entreprises","15","1","s","s","s"
"62","ESS + Hors ESS","Privé Hors ESS","Toutes entreprises","30176","24496","253604","236720","7478135269"
"62","ESS + Hors ESS","Public","Toutes entreprises","3573","1700","105531","97530","3186588827"
"63","ESS + Hors ESS","1. Coopérative","Toutes entreprises","253","92","3580","3537","155038199"
