"REG","typo_Coop","typo_Coop_det","sexe","type_emploi","nb_poste"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Ensemble","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ensemble","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","2914"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","4833"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ensemble","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","4729"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","6214"
"Hauts-de-France","Ensemble","Assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","8460"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","12274"
"Ile-de-France","Ensemble","Assurances","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Ensemble","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","545"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","949"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","2737"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","4652"
"Centre-Val de Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Stagiaires","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Corse","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Stagiaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Guadeloupe","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Guyane","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","4526"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","5992"
"Hauts-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Apprentis","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Apprentis","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","191"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","207"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","8000"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","62"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","228"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","257"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","11725"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","64"
"Ile-de-France","Ensemble","Assurances","Hommes","Aides","s"
"Ile-de-France","Ensemble","Assurances","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Assurances","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Aides","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Ordinaires","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","528"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","920"
"La Réunion","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Martinique","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","124"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","153"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Occitanie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Pays de la Loire","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","21385"
"Auvergne-Rhône-Alpes","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","900"
"Auvergne-Rhône-Alpes","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","2109"
"Auvergne-Rhône-Alpes","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","4362"
"Auvergne-Rhône-Alpes","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","4264"
"Auvergne-Rhône-Alpes","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","2445"
"Bourgogne-Franche-Comté","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","8372"
"Bourgogne-Franche-Comté","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","464"
"Bourgogne-Franche-Comté","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","461"
"Bourgogne-Franche-Comté","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","1782"
"Bourgogne-Franche-Comté","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","2728"
"Bourgogne-Franche-Comté","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","305"
"Bretagne","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","13130"
"Bretagne","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","1289"
"Bretagne","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","1625"
"Bretagne","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","4997"
"Bretagne","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","5761"
"Bretagne","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","1011"
"Centre-Val de Loire","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","8625"
"Centre-Val de Loire","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","218"
"Centre-Val de Loire","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","484"
"Centre-Val de Loire","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","2300"
"Centre-Val de Loire","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","1266"
"Centre-Val de Loire","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","827"
"Corse","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","648"
"Corse","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","9"
"Corse","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","73"
"Corse","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","135"
"Corse","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","138"
"Corse","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","44"
"Grand-Est","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","16180"
"Grand-Est","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","593"
"Grand-Est","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","Ensemble","1022"
"Grand-Est","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","4613"
