"DEP","ESS","famille","typo_A","typo_A_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"56","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","129","100","2798","2090","45443302"
"56","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","25","4","1929","1652","27458387"
"56","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","181","120","3401","2905","82788058"
"56","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","210","81","9799","8640","238196373"
"57","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","164","60","1411","1225","28865827"
"57","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","68","51","3932","3002","63920576"
"57","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","40","7","3569","3076","52598870"
"57","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","209","107","3664","2991","80437558"
"57","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","253","71","10400","9280","257266665"
"58","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","6","s","s","s"
"58","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","32","26","664","709","15581444"
"58","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","9","2","s","s","s"
"58","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","77","39","1431","1234","33916647"
"58","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","85","32","3680","3386","96545646"
"59","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","359","196","2727","2357","54693446"
"59","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","219","163","10595","7885","172306013"
"59","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","82","13","8530","7381","120884263"
"59","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","916","570","21176","18170","519047314"
"59","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","682","189","28124","24774","697760566"
"60","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","55","31","729","615","14437215"
"60","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","58","46","1663","1379","30525140"
"60","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","22","5","2169","1933","32615003"
"60","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","160","74","3697","3204","114634042"
"60","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","193","69","7659","6985","195989601"
"61","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","8","7","s","s","s"
"61","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","45","37","1542","1206","27453109"
"61","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","15","2","s","s","s"
"61","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","84","50","1889","1669","40415161"
"61","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","114","51","4174","3729","104836368"
"62","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","138","82","931","790","17451147"
"62","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","141","111","6940","4898","112192563"
"62","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","49","8","4726","4157","66765045"
"62","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","409","267","6450","5581","145516379"
"62","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","371","99","16480","14634","410274018"
"63","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","63","45","671","590","13832808"
"63","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","82","55","2752","2020","46329007"
"63","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","30","7","1679","1410","23806390"
"63","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","175","87","3482","2976","83571848"
"63","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","202","96","8622","7669","213922724"
"64","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","82","57","952","845","20091512"
"64","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","99","67","2878","2150","49683174"
"64","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","25","8","2181","1898","33271559"
"64","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","253","168","4950","4202","118184436"
"64","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","205","98","8985","7846","218901596"
"65","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","30","24","s","s","s"
"65","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","49","37","1739","1320","28142098"
"65","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","2","s","s","s"
"65","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","57","40","822","680","16827371"
"65","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","75","28","3779","3369","98541705"
"66","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","50","26","370","321","7678778"
"66","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","91","69","2352","1741","39242393"
"66","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","17","5","821","722","13224858"
"66","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","139","87","2647","2269","63707821"
"66","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","100","43","4613","4133","115158280"
"67","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","402","206","2962","2474","55760865"
"67","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","116","92","3923","3105","68201591"
"67","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","40","9","2197","2272","36892128"
"67","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","225","126","3967","3351","95416828"
"67","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","249","103","10744","9579","265345737"
"68","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","129","78","1569","1283","32929202"
"68","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","68","51","2817","2225","47980376"
"68","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","23","3","1891","1980","38960348"
"68","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","136","74","2575","2199","58783019"
"68","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","180","73","8861","7924","227460176"
"69","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","558","285","5641","4880","118303695"
"69","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","271","206","6741","5075","110354088"
"69","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","47","7","4193","3689","62813064"
"69","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","415","212","8054","6845","204563931"
"69","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","458","146","18485","16475","483430930"
"70","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","6","3","56","42","964014"
"70","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","72","55","1038","739","18521879"
"70","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","9","0","1011","869","15525691"
"70","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","56","32","689","565","15971347"
"70","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","68","20","3091","2651","77085680"
"71","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","49","36","342","264","6301472"
"71","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","80","62","2672","2010","43633123"
"71","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","17","6","1583","1327","24106913"
"71","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","145","95","1936","1599","40674879"
"71","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","190","92","8369","7534","208749574"
"72","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","26","18","222","188","4194518"
"72","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","60","44","1633","1250","27910523"
"72","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","26","6","1799","1569","26583375"
"72","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","148","92","3035","2600","71030062"
"72","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","178","69","6716","5982","164477250"
"73","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","59","46","391","332","8126370"
"73","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","48","37","1035","837","18450145"
"73","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","14","3","1267","1096","18501257"
"73","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","133","75","2950","2527","70779725"
"73","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","129","33","5085","4516","126951379"
"74","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","174","110","1150","1000","23841757"
"74","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","78","62","2101","1656","36865982"
"74","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","30","3","1837","1596","27595004"
"74","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","118","57","1800","1521","42777578"
"74","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","159","71","7631","6772","196301319"
"75","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1014","213","15315","14213","383156485"
"75","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","251","207","7314","5648","134356012"
"75","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","62","24","3210","2797","55001991"
"75","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","857","461","21876","19531","684315294"
"75","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","540","108","16405","15074","470981198"
"76","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","169","95","1403","1192","28716894"
"76","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","116","76","4953","3701","79183426"
"76","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","43","14","3199","2642","47887925"
"76","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","319","195","6196","5341","148335417"
"76","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","309","124","15122","13534","382791189"
"77","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","115","62","877","766","17636476"
"77","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","129","97","2495","1968","44751340"
"77","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","26","10","2000","1818","29610911"
"77","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","257","143","4334","3827","113736945"
"77","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","293","103","12999","11797","346551121"
"78","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","273","148","s","s","s"
"78","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","159","132","2672","2100","46886612"
"78","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","38","2","s","s","s"
"78","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","266","162","4153","3725","109282257"
"78","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","273","80","12445","11160","323636110"
"79","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","26","18","449","402","12412837"
"79","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","67","56","1813","1342","29223598"
"79","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","16","5","1797","1536","30198947"
"79","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","86","55","1293","1106","31758476"
"79","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","135","85","5886","5242","137572887"
"80","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","57","44","487","414","9319598"
"80","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","42","26","1274","903","20952088"
"80","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","26","7","1896","1622","28051664"
"80","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","144","86","1951","1534","41483900"
"80","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","144","52","6208","5544","155856040"
"81","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","69","51","s","s","s"
"81","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","100","90","2301","1576","35073970"
"81","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","12","2","s","s","s"
"81","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","80","56","1297","1106","30689916"
"81","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","133","69","6692","5861","165576212"
"82","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","34","21","s","s","s"
"82","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","35","23","690","521","11184278"
"82","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","8","1","s","s","s"
"82","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","76","40","1863","1623","43918742"
"82","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","79","34","3459","3122","86385041"
"83","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","183","99","1693","1458","34361575"
"83","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","174","130","5832","4341","96883196"
"83","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","40","12","1753","1571","30614749"
"83","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","212","120","3510","3075","84935999"
"83","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","278","134","10070","8954","254310075"
"84","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","53","41","568","495","11467237"
"84","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","87","71","1753","1277","28316136"
"84","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","15","7","894","786","14477114"
"84","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","144","91","2470","2151","56347785"
"84","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","137","70","5642","5007","135970714"
"85","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","64","52","355","306","s"
"85","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","151","124","2619","1873","41247909"
"85","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","16","0","1165","928","s"
"85","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","134","90","2101","1752","47689580"
"85","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","222","112","9321","7977","213985308"
"86","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","25","22","308","253","6298234"
"86","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","80","69","1689","1216","26897274"
"86","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","25","3","1292","1064","18872090"
"86","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","112","74","2869","2532","70671763"
"86","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","170","73","6348","5634","149322032"
"87","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","56","35","410","347","7890083"
"87","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","44","32","1423","1217","26264672"
"87","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","19","7","854","699","13082820"
"87","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","119","65","2116","1784","48536094"
"87","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","98","53","4001","3602","97073283"
"88","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","36","27","257","216","4823712"
"88","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","56","46","1408","1017","23380899"
"88","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","24","6","1566","1306","22116409"
"88","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","112","61","1580","1336","36697999"
"88","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","117","51","4565","4137","112461113"
"89","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","38","23","s","s","s"
"89","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","47","40","958","733","16920811"
"89","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","13","2","s","s","s"
"89","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","100","45","1053","933","25898293"
"89","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","136","67","7028","6376","190684717"
"90","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","5","3","s","s","s"
"90","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","10","7","s","169","4369300"
"90","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","6","2","s","s","s"
"90","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","34","21","493","400","10834520"
"90","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","29","9","1685","1481","42340414"
"91","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","102","66","999","857","20092793"
"91","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","108","83","2402","1906","43081208"
"91","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","34","8","2625","2265","43829054"
"91","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","272","157","5651","5071","165558163"
"91","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","291","97","11643","10455","307315083"
"92","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","388","180","4576","4019","106350752"
"92","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","161","126","3561","2690","63021468"
"92","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","42","11","2729","2469","44542503"
"92","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","299","180","7067","6380","210444081"
"92","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","304","95","12088","10843","322645270"
"93","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","151","81","1395","1241","29702916"
"93","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","97","72","2025","1621","35697212"
"93","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","28","5","2728","2275","41508419"
"93","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","289","171","7342","6684","202049798"
"93","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","242","50","9363","8499","249287275"
"94","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","171","97","1426","1262","29153738"
"94","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","133","107","2799","2183","50350699"
"94","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","35","6","2632","2282","38830040"
"94","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","270","146","5886","5101","156233246"
"94","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","229","53","10207","9206","273405907"
"95","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","127","59","1250","1101","26246740"
"95","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","74","58","1536","1211","26704357"
"95","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","37","8","2416","2132","38548843"
"95","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","200","124","3522","3140","94534269"
"95","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","236","63","8814","7939","235470094"
"971","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","76","61","s","s","s"
"971","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","63","49","1615","1245","26958794"
"971","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","27","10","s","s","s"
"971","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","162","119","2481","2214","69493452"
"971","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","73","24","2292","2120","73359120"
"972","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","60","52","414","368","8800740"
"972","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","50","46","1107","789","17154633"
"972","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","15","4","577","537","11145423"
"972","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","142","116","3575","3129","91299071"
"972","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","61","28","2163","2003","70615205"
"973","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","30","20","501","459","15679518"
"973","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","18","12","s","116","2713994"
"973","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","4","4","s","163","2843160"
"973","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","59","28","930","831","25796298"
"973","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","26","10","755","700","23268159"
"974","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","252","181","s","s","s"
"974","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","31","22","2811","2068","43308521"
"974","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","11","1","s","s","s"
"974","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Autres actions sociales","234","160","7921","6765","166970755"
"974","ESS + Hors ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","96","21","3962","3640","123346502"
"1","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","1974","1415","19207","16657","500313893"
"1","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","17653","14266","156592","147147","5018705647"
"2","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","1397","942","15037","13279","400774177"
"2","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","13139","10475","122186","113947","3577677214"
"3","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","1033","721","10875","9572","279279458"
"3","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","9880","7638","84357","79676","2462354778"
"4","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","849","628","5592","4976","142480794"
"4","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","6414","5264","38497","37078","1155189407"
"5","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","834","634","6158","5498","159032639"
"5","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","6557","5400","37004","34430","1050821465"
"6","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","2649","1871","28947","25732","881442650"
"6","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","46464","38308","343467","328542","11721804817"
"7","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","1440","1056","12582","10852","322043966"
"7","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","9602","7987","69634","65824","2088505614"
"8","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","774","530","8024","7008","201237782"
"8","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","7416","6062","63850","59431","1916356086"
"9","ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","715","520","4971","4491","120542595"
"9","Hors ESS","Ensemble","Ensemble des secteurs d'activité","Ensemble","4723","3779","34751","32296","994965391"
