"REG","typo_Mut","typo_Mut_det","sexe","type_emploi","nb_poste"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","2793"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","415"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","1268"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","425"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","1702"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","300"
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Bretagne","Ensemble","Assurances","Femmes","Ensemble","s"
"Bretagne","Ensemble","Assurances","Hommes","Ensemble","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Corse","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Corse","Ensemble","Assurances","Femmes","Ensemble","s"
"Corse","Ensemble","Assurances","Hommes","Ensemble","s"
"Corse","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Corse","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","75"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","29"
"Grand-Est","Ensemble","Assurances","Femmes","Ensemble","3594"
"Grand-Est","Ensemble","Assurances","Hommes","Ensemble","1482"
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Guadeloupe","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Guadeloupe","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Guadeloupe","Ensemble","Assurances","Femmes","Ensemble","s"
"Guadeloupe","Ensemble","Assurances","Hommes","Ensemble","s"
"Guyane","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Guyane","Ensemble","Assurances","Femmes","Ensemble","s"
"Guyane","Ensemble","Assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Ensemble","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","205"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","172"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ensemble","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Ensemble","10083"
"Ile-de-France","Ensemble","Assurances","Hommes","Ensemble","5755"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","714"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","315"
"La Réunion","Ensemble","Assurances","Femmes","Ensemble","s"
"La Réunion","Ensemble","Assurances","Hommes","Ensemble","s"
"Martinique","Ensemble","Assurances","Femmes","Ensemble","361"
"Martinique","Ensemble","Assurances","Hommes","Ensemble","144"
"Normandie","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Normandie","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ensemble","s"
"Normandie","Ensemble","Assurances","Femmes","Ensemble","s"
"Normandie","Ensemble","Assurances","Hommes","Ensemble","s"
"Normandie","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Normandie","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Hommes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Occitanie","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","490"
"Occitanie","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","16"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","189"
"Occitanie","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","83"
"Occitanie","Ensemble","Assurances","Femmes","Ensemble","4716"
"Occitanie","Ensemble","Assurances","Hommes","Ensemble","1996"
"Occitanie","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","1213"
"Occitanie","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","157"
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Assurances","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Assurances","Hommes","Ensemble","s"
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Pays de la Loire","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale sans hebergement","Hommes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Femmes","Ensemble","137"
"Provence-Alpes-Côte d'Azur","Ensemble","Activites de services financiers et d assurances","Hommes","Ensemble","73"
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Femmes","Ensemble","3413"
"Provence-Alpes-Côte d'Azur","Ensemble","Assurances","Hommes","Ensemble","1276"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Femmes","Ensemble","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social et social","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Assurances","Hommes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Apprentis","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","1251"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","421"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Femmes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Assurances","Hommes","Ordinaires","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","1636"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Apprentis","s"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","290"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires","s"
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Bretagne","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Apprentis","s"
"Bretagne","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Assurances","Femmes","Aides","s"
"Bretagne","Ensemble","Assurances","Femmes","Apprentis","s"
"Bretagne","Ensemble","Assurances","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Assurances","Femmes","Stagiaires","s"
"Bretagne","Ensemble","Assurances","Hommes","Aides","s"
"Bretagne","Ensemble","Assurances","Hommes","Apprentis","s"
"Bretagne","Ensemble","Assurances","Hommes","Ordinaires","s"
"Bretagne","Ensemble","Assurances","Hommes","Stagiaires","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Bretagne","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Assurances","Hommes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Apprentis","s"
"Centre-Val de Loire","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Corse","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Corse","Ensemble","Assurances","Femmes","Aides","s"
"Corse","Ensemble","Assurances","Femmes","Apprentis","s"
"Corse","Ensemble","Assurances","Femmes","Ordinaires","s"
"Corse","Ensemble","Assurances","Hommes","Aides","s"
"Corse","Ensemble","Assurances","Hommes","Apprentis","s"
"Corse","Ensemble","Assurances","Hommes","Ordinaires","s"
"Corse","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Corse","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Aides","s"
"Grand-Est","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Grand-Est","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Assurances","Femmes","Aides","s"
"Grand-Est","Ensemble","Assurances","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Assurances","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Assurances","Femmes","Stagiaires","s"
"Grand-Est","Ensemble","Assurances","Hommes","Aides","s"
"Grand-Est","Ensemble","Assurances","Hommes","Apprentis","s"
"Grand-Est","Ensemble","Assurances","Hommes","Ordinaires","s"
"Grand-Est","Ensemble","Assurances","Hommes","Stagiaires","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Grand-Est","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Guadeloupe","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Guadeloupe","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Guadeloupe","Ensemble","Assurances","Femmes","Aides","s"
"Guadeloupe","Ensemble","Assurances","Femmes","Apprentis","s"
"Guadeloupe","Ensemble","Assurances","Femmes","Ordinaires","s"
"Guadeloupe","Ensemble","Assurances","Hommes","Ordinaires","s"
"Guyane","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Guyane","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Guyane","Ensemble","Assurances","Femmes","Ordinaires","s"
"Guyane","Ensemble","Assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Apprentis","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Assurances","Femmes","Stagiaires","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Apprentis","s"
"Hauts-de-France","Ensemble","Assurances","Hommes","Ordinaires","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Hauts-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Hommes","Aides","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Action sociale sans hebergement","Hommes","Stagiaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Aides","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Aides","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Apprentis","s"
"Ile-de-France","Ensemble","Activites des services financiers hors assurance et caisses","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Aides","s"
"Ile-de-France","Ensemble","Assurances","Femmes","Apprentis","131"
"Ile-de-France","Ensemble","Assurances","Femmes","Ordinaires","9757"
"Ile-de-France","Ensemble","Assurances","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Assurances","Hommes","Aides","s"
"Ile-de-France","Ensemble","Assurances","Hommes","Apprentis","83"
"Ile-de-France","Ensemble","Assurances","Hommes","Ordinaires","5561"
"Ile-de-France","Ensemble","Assurances","Hommes","Stagiaires","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Femmes","Stagiaires","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Hommes","Aides","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Ile-de-France","Ensemble","Hebergement medico-social et social","Hommes","Stagiaires","s"
"La Réunion","Ensemble","Assurances","Femmes","Aides","s"
"La Réunion","Ensemble","Assurances","Femmes","Apprentis","s"
"La Réunion","Ensemble","Assurances","Femmes","Ordinaires","s"
"La Réunion","Ensemble","Assurances","Femmes","Stagiaires","s"
"La Réunion","Ensemble","Assurances","Hommes","Aides","s"
"La Réunion","Ensemble","Assurances","Hommes","Apprentis","s"
"La Réunion","Ensemble","Assurances","Hommes","Ordinaires","s"
"La Réunion","Ensemble","Assurances","Hommes","Stagiaires","s"
"Martinique","Ensemble","Assurances","Femmes","Aides","s"
"Martinique","Ensemble","Assurances","Femmes","Ordinaires","s"
"Martinique","Ensemble","Assurances","Hommes","Aides","s"
"Martinique","Ensemble","Assurances","Hommes","Ordinaires","s"
"Normandie","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Normandie","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Normandie","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Aides","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Normandie","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Normandie","Ensemble","Activites des services financiers hors assurance et caisses","Femmes","Ordinaires","s"
"Normandie","Ensemble","Assurances","Femmes","Aides","s"
"Normandie","Ensemble","Assurances","Femmes","Apprentis","s"
"Normandie","Ensemble","Assurances","Femmes","Ordinaires","s"
"Normandie","Ensemble","Assurances","Femmes","Stagiaires","s"
"Normandie","Ensemble","Assurances","Hommes","Aides","s"
"Normandie","Ensemble","Assurances","Hommes","Apprentis","s"
"Normandie","Ensemble","Assurances","Hommes","Ordinaires","s"
"Normandie","Ensemble","Assurances","Hommes","Stagiaires","s"
"Normandie","Ensemble","Hebergement medico-social et social","Femmes","Aides","s"
"Normandie","Ensemble","Hebergement medico-social et social","Femmes","Apprentis","s"
"Normandie","Ensemble","Hebergement medico-social et social","Femmes","Ordinaires","s"
"Normandie","Ensemble","Hebergement medico-social et social","Hommes","Apprentis","s"
"Normandie","Ensemble","Hebergement medico-social et social","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Hommes","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Action sociale sans hebergement","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Activites de services financiers et d assurances","Hommes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Femmes","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Hommes","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Hommes","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Assurances","Hommes","Ordinaires","s"
