"REG","typo_Asso","typo_Asso_det","sexe","type_emploi","nb_poste"
"Nouvelle-Aquitaine","Ensemble","Aide par le travail","Ensemble","Aides","4224"
"Nouvelle-Aquitaine","Ensemble","Aide par le travail","Ensemble","Apprentis","33"
"Nouvelle-Aquitaine","Ensemble","Aide par le travail","Ensemble","Ordinaires","10477"
"Nouvelle-Aquitaine","Ensemble","Aide par le travail","Ensemble","Stagiaires","23"
"Nouvelle-Aquitaine","Ensemble","Autres enseignements","Ensemble","Aides","117"
"Nouvelle-Aquitaine","Ensemble","Autres enseignements","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Autres enseignements","Ensemble","Ordinaires","1363"
"Nouvelle-Aquitaine","Ensemble","Autres enseignements","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Enseignement culturel","Ensemble","Aides","s"
"Nouvelle-Aquitaine","Ensemble","Enseignement culturel","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Enseignement culturel","Ensemble","Ordinaires","s"
"Nouvelle-Aquitaine","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Aides","880"
"Nouvelle-Aquitaine","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ordinaires","16635"
"Nouvelle-Aquitaine","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Formation continue d adultes","Ensemble","Aides","184"
"Nouvelle-Aquitaine","Ensemble","Formation continue d adultes","Ensemble","Apprentis","9"
"Nouvelle-Aquitaine","Ensemble","Formation continue d adultes","Ensemble","Ordinaires","2415"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Aides","210"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ordinaires","8194"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Aides","317"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Apprentis","63"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ordinaires","8094"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Stagiaires","45"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Aides","606"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Apprentis","103"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ordinaires","15336"
"Nouvelle-Aquitaine","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Stagiaires","192"
"Nouvelle-Aquitaine","Ensemble","Loisirs","Ensemble","Aides","296"
"Nouvelle-Aquitaine","Ensemble","Loisirs","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Loisirs","Ensemble","Ordinaires","1672"
"Nouvelle-Aquitaine","Ensemble","Loisirs","Ensemble","Stagiaires","s"
"Nouvelle-Aquitaine","Ensemble","NC","Ensemble","Aides","3399"
"Nouvelle-Aquitaine","Ensemble","NC","Ensemble","Apprentis","285"
"Nouvelle-Aquitaine","Ensemble","NC","Ensemble","Ordinaires","40429"
"Nouvelle-Aquitaine","Ensemble","NC","Ensemble","Stagiaires","42"
"Nouvelle-Aquitaine","Ensemble","Sports","Ensemble","Aides","444"
"Nouvelle-Aquitaine","Ensemble","Sports","Ensemble","Apprentis","s"
"Nouvelle-Aquitaine","Ensemble","Sports","Ensemble","Ordinaires","5141"
"Nouvelle-Aquitaine","Ensemble","Sports","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Aides","84"
"Occitanie","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ordinaires","s"
"Occitanie","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Accueil d enfants et d adolescents","Ensemble","Aides","s"
"Occitanie","Ensemble","Accueil d enfants et d adolescents","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ordinaires","s"
"Occitanie","Ensemble","Accueil d enfants et d adolescents","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Accueil d enfants handicapes","Ensemble","Aides","s"
"Occitanie","Ensemble","Accueil d enfants handicapes","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Accueil d enfants handicapes","Ensemble","Ordinaires","1310"
"Occitanie","Ensemble","Accueil d enfants handicapes","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Accueil des jeunes enfants","Ensemble","Aides","513"
"Occitanie","Ensemble","Accueil des jeunes enfants","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Accueil des jeunes enfants","Ensemble","Ordinaires","3596"
"Occitanie","Ensemble","Accueil des jeunes enfants","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Action sociale NCA","Ensemble","Aides","1442"
"Occitanie","Ensemble","Action sociale NCA","Ensemble","Apprentis","27"
"Occitanie","Ensemble","Action sociale NCA","Ensemble","Ordinaires","8023"
"Occitanie","Ensemble","Action sociale NCA","Ensemble","Stagiaires","14"
"Occitanie","Ensemble","Aide a domicile","Ensemble","Aides","223"
"Occitanie","Ensemble","Aide a domicile","Ensemble","Apprentis","7"
"Occitanie","Ensemble","Aide a domicile","Ensemble","Ordinaires","19511"
"Occitanie","Ensemble","Aide par le travail","Ensemble","Aides","4954"
"Occitanie","Ensemble","Aide par le travail","Ensemble","Apprentis","13"
"Occitanie","Ensemble","Aide par le travail","Ensemble","Ordinaires","6795"
"Occitanie","Ensemble","Autres enseignements","Ensemble","Aides","138"
"Occitanie","Ensemble","Autres enseignements","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Autres enseignements","Ensemble","Ordinaires","2723"
"Occitanie","Ensemble","Autres enseignements","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Enseignement culturel","Ensemble","Aides","s"
"Occitanie","Ensemble","Enseignement culturel","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Enseignement culturel","Ensemble","Ordinaires","s"
"Occitanie","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Aides","671"
"Occitanie","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ordinaires","15075"
"Occitanie","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Formation continue d adultes","Ensemble","Aides","80"
"Occitanie","Ensemble","Formation continue d adultes","Ensemble","Apprentis","21"
"Occitanie","Ensemble","Formation continue d adultes","Ensemble","Ordinaires","2368"
"Occitanie","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Aides","315"
"Occitanie","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Apprentis","s"
"Occitanie","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ordinaires","11348"
"Occitanie","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Stagiaires","s"
"Occitanie","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Aides","480"
"Occitanie","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Apprentis","46"
"Occitanie","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ordinaires","7107"
"Occitanie","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Stagiaires","39"
"Occitanie","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Aides","693"
"Occitanie","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Apprentis","117"
"Occitanie","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ordinaires","21772"
"Occitanie","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Stagiaires","56"
"Occitanie","Ensemble","Loisirs","Ensemble","Aides","242"
"Occitanie","Ensemble","Loisirs","Ensemble","Apprentis","5"
"Occitanie","Ensemble","Loisirs","Ensemble","Ordinaires","2089"
"Occitanie","Ensemble","NC","Ensemble","Aides","3100"
"Occitanie","Ensemble","NC","Ensemble","Apprentis","243"
"Occitanie","Ensemble","NC","Ensemble","Ordinaires","40258"
"Occitanie","Ensemble","NC","Ensemble","Stagiaires","48"
"Occitanie","Ensemble","Sports","Ensemble","Aides","337"
"Occitanie","Ensemble","Sports","Ensemble","Apprentis","134"
"Occitanie","Ensemble","Sports","Ensemble","Ordinaires","4123"
"Occitanie","Ensemble","Sports","Ensemble","Stagiaires","7"
"Pays de la Loire","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Aides","37"
"Pays de la Loire","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ordinaires","s"
"Pays de la Loire","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Accueil d enfants et d adolescents","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ordinaires","s"
"Pays de la Loire","Ensemble","Accueil d enfants handicapes","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Accueil d enfants handicapes","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Accueil d enfants handicapes","Ensemble","Ordinaires","1226"
"Pays de la Loire","Ensemble","Accueil d enfants handicapes","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Accueil des jeunes enfants","Ensemble","Aides","54"
"Pays de la Loire","Ensemble","Accueil des jeunes enfants","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Accueil des jeunes enfants","Ensemble","Ordinaires","2381"
"Pays de la Loire","Ensemble","Accueil des jeunes enfants","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Action sociale NCA","Ensemble","Aides","1328"
"Pays de la Loire","Ensemble","Action sociale NCA","Ensemble","Apprentis","6"
"Pays de la Loire","Ensemble","Action sociale NCA","Ensemble","Ordinaires","5934"
"Pays de la Loire","Ensemble","Action sociale NCA","Ensemble","Stagiaires","24"
"Pays de la Loire","Ensemble","Aide a domicile","Ensemble","Aides","42"
"Pays de la Loire","Ensemble","Aide a domicile","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Aide a domicile","Ensemble","Ordinaires","8831"
"Pays de la Loire","Ensemble","Aide a domicile","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Aide par le travail","Ensemble","Aides","1920"
"Pays de la Loire","Ensemble","Aide par le travail","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Aide par le travail","Ensemble","Ordinaires","6804"
"Pays de la Loire","Ensemble","Aide par le travail","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Autres enseignements","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Autres enseignements","Ensemble","Ordinaires","581"
"Pays de la Loire","Ensemble","Autres enseignements","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Enseignement culturel","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Enseignement culturel","Ensemble","Ordinaires","s"
"Pays de la Loire","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Aides","805"
"Pays de la Loire","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ordinaires","28826"
"Pays de la Loire","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Formation continue d adultes","Ensemble","Aides","s"
"Pays de la Loire","Ensemble","Formation continue d adultes","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Formation continue d adultes","Ensemble","Ordinaires","1663"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Aides","213"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ordinaires","10278"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Aides","247"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Apprentis","18"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ordinaires","4129"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Stagiaires","13"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Aides","255"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Apprentis","39"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ordinaires","9667"
"Pays de la Loire","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Stagiaires","44"
"Pays de la Loire","Ensemble","Loisirs","Ensemble","Aides","16"
"Pays de la Loire","Ensemble","Loisirs","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Loisirs","Ensemble","Ordinaires","1596"
"Pays de la Loire","Ensemble","Loisirs","Ensemble","Stagiaires","s"
"Pays de la Loire","Ensemble","NC","Ensemble","Aides","2040"
"Pays de la Loire","Ensemble","NC","Ensemble","Apprentis","161"
"Pays de la Loire","Ensemble","NC","Ensemble","Ordinaires","29530"
"Pays de la Loire","Ensemble","NC","Ensemble","Stagiaires","36"
"Pays de la Loire","Ensemble","Sports","Ensemble","Aides","193"
"Pays de la Loire","Ensemble","Sports","Ensemble","Apprentis","s"
"Pays de la Loire","Ensemble","Sports","Ensemble","Ordinaires","3331"
"Pays de la Loire","Ensemble","Sports","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Aides","22"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ordinaires","1064"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants et d adolescents","Ensemble","Aides","20"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants et d adolescents","Ensemble","Apprentis","17"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ordinaires","948"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants et d adolescents","Ensemble","Stagiaires","7"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants handicapes","Ensemble","Aides","12"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants handicapes","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants handicapes","Ensemble","Ordinaires","986"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil d enfants handicapes","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil des jeunes enfants","Ensemble","Aides","561"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil des jeunes enfants","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil des jeunes enfants","Ensemble","Ordinaires","3760"
"Provence-Alpes-Côte d'Azur","Ensemble","Accueil des jeunes enfants","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale NCA","Ensemble","Aides","1377"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale NCA","Ensemble","Apprentis","76"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale NCA","Ensemble","Ordinaires","8107"
"Provence-Alpes-Côte d'Azur","Ensemble","Action sociale NCA","Ensemble","Stagiaires","24"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide a domicile","Ensemble","Aides","376"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide a domicile","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide a domicile","Ensemble","Ordinaires","12398"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide a domicile","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide par le travail","Ensemble","Aides","2377"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide par le travail","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide par le travail","Ensemble","Ordinaires","5278"
"Provence-Alpes-Côte d'Azur","Ensemble","Aide par le travail","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Autres enseignements","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Autres enseignements","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Autres enseignements","Ensemble","Ordinaires","1389"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement culturel","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement culturel","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Aides","308"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ordinaires","14283"
"Provence-Alpes-Côte d'Azur","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Formation continue d adultes","Ensemble","Aides","250"
"Provence-Alpes-Côte d'Azur","Ensemble","Formation continue d adultes","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Formation continue d adultes","Ensemble","Ordinaires","2280"
"Provence-Alpes-Côte d'Azur","Ensemble","Formation continue d adultes","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Aides","125"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ordinaires","5125"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Stagiaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Aides","250"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Apprentis","61"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ordinaires","5557"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Stagiaires","59"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Aides","289"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Apprentis","47"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ordinaires","10625"
"Provence-Alpes-Côte d'Azur","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Stagiaires","76"
"Provence-Alpes-Côte d'Azur","Ensemble","Loisirs","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Loisirs","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Loisirs","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Ensemble","Aides","3162"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Ensemble","Apprentis","300"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Ensemble","Ordinaires","38845"
"Provence-Alpes-Côte d'Azur","Ensemble","NC","Ensemble","Stagiaires","44"
"Provence-Alpes-Côte d'Azur","Ensemble","Sports","Ensemble","Aides","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Sports","Ensemble","Apprentis","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Sports","Ensemble","Ordinaires","s"
"Provence-Alpes-Côte d'Azur","Ensemble","Sports","Ensemble","Stagiaires","s"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants et d adolescents","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants et d adolescents","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants handicapes","Femmes","Ensemble","2140"
"Auvergne-Rhône-Alpes","Ensemble","Accueil d enfants handicapes","Hommes","Ensemble","375"
"Auvergne-Rhône-Alpes","Ensemble","Accueil des jeunes enfants","Femmes","Ensemble","5982"
"Auvergne-Rhône-Alpes","Ensemble","Accueil des jeunes enfants","Hommes","Ensemble","649"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale NCA","Femmes","Ensemble","11833"
"Auvergne-Rhône-Alpes","Ensemble","Action sociale NCA","Hommes","Ensemble","4154"
"Auvergne-Rhône-Alpes","Ensemble","Aide a domicile","Femmes","Ensemble","18533"
"Auvergne-Rhône-Alpes","Ensemble","Aide a domicile","Hommes","Ensemble","736"
"Auvergne-Rhône-Alpes","Ensemble","Aide par le travail","Femmes","Ensemble","7963"
"Auvergne-Rhône-Alpes","Ensemble","Aide par le travail","Hommes","Ensemble","9980"
"Auvergne-Rhône-Alpes","Ensemble","Autres enseignements","Femmes","Ensemble","2207"
"Auvergne-Rhône-Alpes","Ensemble","Autres enseignements","Hommes","Ensemble","1116"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement culturel","Femmes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement culturel","Hommes","Ensemble","s"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Ensemble","25330"
"Auvergne-Rhône-Alpes","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Ensemble","9380"
"Auvergne-Rhône-Alpes","Ensemble","Formation continue d adultes","Femmes","Ensemble","1727"
"Auvergne-Rhône-Alpes","Ensemble","Formation continue d adultes","Hommes","Ensemble","1136"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes agees","Femmes","Ensemble","11766"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes agees","Hommes","Ensemble","1514"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Ensemble","5730"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Ensemble","3665"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Ensemble","17070"
"Auvergne-Rhône-Alpes","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Ensemble","5277"
"Auvergne-Rhône-Alpes","Ensemble","Loisirs","Femmes","Ensemble","1485"
"Auvergne-Rhône-Alpes","Ensemble","Loisirs","Hommes","Ensemble","576"
"Auvergne-Rhône-Alpes","Ensemble","NC","Femmes","Ensemble","43504"
"Auvergne-Rhône-Alpes","Ensemble","NC","Hommes","Ensemble","21779"
"Auvergne-Rhône-Alpes","Ensemble","Sports","Femmes","Ensemble","2917"
"Auvergne-Rhône-Alpes","Ensemble","Sports","Hommes","Ensemble","5105"
"Bourgogne-Franche-Comté","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Ensemble","530"
"Bourgogne-Franche-Comté","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Ensemble","174"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants et d adolescents","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants et d adolescents","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants handicapes","Femmes","Ensemble","1186"
"Bourgogne-Franche-Comté","Ensemble","Accueil d enfants handicapes","Hommes","Ensemble","217"
"Bourgogne-Franche-Comté","Ensemble","Accueil des jeunes enfants","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Accueil des jeunes enfants","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Action sociale NCA","Femmes","Ensemble","3453"
"Bourgogne-Franche-Comté","Ensemble","Action sociale NCA","Hommes","Ensemble","1477"
"Bourgogne-Franche-Comté","Ensemble","Aide a domicile","Femmes","Ensemble","7709"
"Bourgogne-Franche-Comté","Ensemble","Aide a domicile","Hommes","Ensemble","305"
"Bourgogne-Franche-Comté","Ensemble","Aide par le travail","Femmes","Ensemble","2967"
"Bourgogne-Franche-Comté","Ensemble","Aide par le travail","Hommes","Ensemble","4260"
"Bourgogne-Franche-Comté","Ensemble","Autres enseignements","Femmes","Ensemble","496"
"Bourgogne-Franche-Comté","Ensemble","Autres enseignements","Hommes","Ensemble","254"
"Bourgogne-Franche-Comté","Ensemble","Enseignement culturel","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Enseignement culturel","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Ensemble","5250"
"Bourgogne-Franche-Comté","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Ensemble","2206"
"Bourgogne-Franche-Comté","Ensemble","Formation continue d adultes","Femmes","Ensemble","595"
"Bourgogne-Franche-Comté","Ensemble","Formation continue d adultes","Hommes","Ensemble","368"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes agees","Femmes","Ensemble","3992"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes agees","Hommes","Ensemble","449"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Ensemble","2745"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Ensemble","1505"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Ensemble","6230"
"Bourgogne-Franche-Comté","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Ensemble","1629"
"Bourgogne-Franche-Comté","Ensemble","Loisirs","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Loisirs","Hommes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","NC","Femmes","Ensemble","15428"
"Bourgogne-Franche-Comté","Ensemble","NC","Hommes","Ensemble","7672"
"Bourgogne-Franche-Comté","Ensemble","Sports","Femmes","Ensemble","s"
"Bourgogne-Franche-Comté","Ensemble","Sports","Hommes","Ensemble","s"
"Bretagne","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Ensemble","s"
"Bretagne","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Ensemble","s"
"Bretagne","Ensemble","Accueil d enfants et d adolescents","Femmes","Ensemble","422"
