"REG","ESS_simp","typo_B","typo_B_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"France entière","Public","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","33238","996","147698","142776","5008871539"
"France entière","Public","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","16062","2846","317255","294286","10384022257"
"France entière","Public","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","6293","5477","560337","519590","19983528423"
"France entière","Public","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","413","263","257865","221972","7605861786"
"France entière","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","889","89","s","s","s"
"France entière","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","434","43","9305","8737","211970380"
"France entière","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","30","7","s","s","s"
"France entière","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","1","0","s","s","s"
"France entière","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","1 - Micro entreprise","3945","3311","s","s","s"
"France entière","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2 - Petites entreprises","626","317","14075","13525","405813237"
"France entière","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3 - Moyennes entreprises","180","93","17336","16760","545037809"
"France entière","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4 - Grandes entreprises","20","12","s","s","s"
"France entière","Public","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","8","4","s","s","s"
"France entière","Public","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","683","15","3104","2944","101309460"
"France entière","Public","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","821","42","18182","16281","562607319"
"France entière","Public","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","649","300","83932","76959","2452034666"
"France entière","Public","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","718","490","947176","876207","30260626511"
"France entière","Public","SERVICES DIVERS","Ensemble","1 - Micro entreprise","38816","30355","128396","108789","3126893576"
"France entière","Public","SERVICES DIVERS","Ensemble","2 - Petites entreprises","16268","8511","353380","329236","10620547049"
"France entière","Public","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","6294","3728","663965","628619","21498390854"
"France entière","Public","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","1848","1304","1543709","1461145","49223331828"
"France entière","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","615","299","2573","2669","83939765"
"France entière","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","469","170","10310","9913","346616696"
"France entière","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","166","32","18844","17927","733809105"
"France entière","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","90","17","81406","79187","3719478654"
"France entière","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","449","103","s","1672","s"
"France entière","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","165","54","3476","3376","s"
"France entière","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","15","10","s","1023","s"
"France entière","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4069","2622","42387","36190","888877742"
"France entière","ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","4382","3581","157396","119638","2716092520"
"France entière","ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","2050","433","151308","134598","2287425311"
"France entière","ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","11790","6169","188846","158779","4579911516"
"France entière","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","11268","3193","405635","357148","10217314178"
"France entière","ESS","ENSEIGNEMENT (PZ)","Autres enseignements","Tous établissements","7683","7117","34376","27064","900132343"
"France entière","ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Tous établissements","9138","6454","250824","220002","7738746881"
"France entière","ESS","ENSEIGNEMENT (PZ)","Formation d adulte","Tous établissements","3567","2335","32359","28364","963869566"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","4695","2546","35449","30978","694807447"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","3928","3026","75082","55721","1176080889"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","83","48","2664","2471","56492471"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","497","349","6164","5519","173209245"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","2397","1681","104850","93849","2639720742"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","Tous établissements","6224","5652","20403","17447","618936343"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Tous établissements","1160","869","19863","15606","637934825"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","Tous établissements","17277","14044","61439","55442","1831774828"
"France entière","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Tous établissements","733","65","16326","15090","423549600"
"France entière","Public","ACTION SOCIALE (QB)","Aide a domicile","Tous établissements","382","97","14188","11660","266267097"
"France entière","Public","ACTION SOCIALE (QB)","Aide par le travail","Tous établissements","106","32","8470","5302","141262446"
"France entière","Public","ACTION SOCIALE (QB)","Autres actions sociales","Tous établissements","4117","3110","122720","110075","3141630154"
"France entière","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","Tous établissements","3643","1864","217852","199255","5614771578"
"France entière","Public","ENSEIGNEMENT (PZ)","Autres enseignements","Tous établissements","432","153","68015","47783","1297643190"
"France entière","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Tous établissements","54820","9375","1179488","1100782","40644615507"
"France entière","Public","ENSEIGNEMENT (PZ)","Formation d adulte","Tous établissements","754","54","35652","30058","1040025308"
"France entière","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","2411","1605","11146","10011","240497530"
"France entière","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","1618","988","27103","22882","564213186"
"France entière","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","38","29","s","s","s"
"France entière","ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","2","0","s","s","s"
"France entière","ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","1093","844","s","s","s"
"France entière","ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","2612","2193","61850","44475","1015038024"
"France entière","ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","602","483","s","s","s"
"France entière","ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","75","61","36800","28578","638117983"
"France entière","ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","285","98","980","1281","s"
"France entière","ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","633","147","16557","15000","345256920"
"France entière","ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","1085","180","118715","105021","1704037988"
"France entière","ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","47","8","15056","13295","s"
"France entière","ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","6674","3759","21966","20710","626631195"
"France entière","ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","4317","1962","92597","75515","2231487934"
"France entière","ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","776","430","64911","54453","1462131071"
"France entière","ESS","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","23","18","9372","8102","259661316"
"France entière","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","2800","867","s","s","s"
"France entière","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","5205","1226","144023","125649","3620970457"
"France entière","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","3239","1086","241218","211583","6006074851"
"France entière","ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","24","14","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","6887","6468","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","671","558","13136","10058","331398434"
"France entière","ESS","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","125","91","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","3157","2369","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","4644","3076","105391","91646","3011630369"
"France entière","ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","1301","978","115415","101798","3696939474"
"France entière","ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","36","31","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Formation d adulte","1 - Micro entreprise","2621","1825","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Formation d adulte","2 - Petites entreprises","843","447","17420","14704","505138642"
"France entière","ESS","ENSEIGNEMENT (PZ)","Formation d adulte","3 - Moyennes entreprises","102","62","s","s","s"
"France entière","ESS","ENSEIGNEMENT (PZ)","Formation d adulte","4 - Grandes entreprises","1","1","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","3575","2025","14747","13200","282609154"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","1095","507","18013","15312","343826502"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","23","14","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","2","0","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","1763","1407","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","1831","1394","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","332","223","24546","17918","375692400"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","2","2","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","17","13","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","51","29","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","14","5","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","354","260","993","942","28340007"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","112","69","2320","1917","54340298"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","31","20","2851","2660","90528940"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","375","279","s","s","s"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","919","703","31552","28154","778719045"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","1099","697","70535","62727","1775324985"
"France entière","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","4","2","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","5812","5333","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","368","285","7008","5471","210346556"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","42","34","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","2","0","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","678","517","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","392","276","8461","6045","226196079"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","85","73","7420","5933","257405018"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","5","3","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","1 - Micro entreprise","16022","13172","34868","33029","964494301"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","2 - Petites entreprises","1188","823","20537","17342","641166146"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","3 - Moyennes entreprises","65","48","s","s","s"
"France entière","Privé Hors ESS","ENSEIGNEMENT (PZ)","Formation d adulte","4 - Grandes entreprises","2","1","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","247","37","1094","1124","30125359"
"France entière","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","455","25","10326","9753","266024885"
"France entière","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","26","3","2293","2048","61228322"
"France entière","Public","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","5","0","2613","2164","66171034"
"France entière","Public","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","79","27","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","220","50","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","82","20","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","1","0","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","10","1","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","35","6","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","56","21","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","5","4","s","s","s"
"France entière","Public","ACTION SOCIALE (QB)","Autres actions sociales","1 - Micro entreprise","2369","1883","6605","6025","168243543"
"France entière","Public","ACTION SOCIALE (QB)","Autres actions sociales","2 - Petites entreprises","1220","828","26061","23268","649587671"
"France entière","Public","ACTION SOCIALE (QB)","Autres actions sociales","3 - Moyennes entreprises","441","354","46262","41176","1124673992"
"France entière","Public","ACTION SOCIALE (QB)","Autres actions sociales","4 - Grandes entreprises","87","45","43792","39606","1199124948"
"France entière","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","526","123","2219","2066","s"
"France entière","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","1210","494","36400","33014","917428644"
"France entière","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","1860","1216","157522","144052","4030636453"
"France entière","Public","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","47","31","21711","20123","s"
"France entière","Public","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","164","21","s","s","s"
"France entière","Public","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","116","47","2578","2158","78874743"
"France entière","Public","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","74","34","8646","6856","227442707"
"France entière","Public","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","78","51","s","s","s"
"France entière","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","32886","971","146276","141317","4955630404"
"France entière","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","15587","2773","305341","283407","10002996047"
"France entière","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","6025","5422","532212","496836","19218505003"
"France entière","Public","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","322","209","195659","179222","6467484053"
"France entière","Public","ENSEIGNEMENT (PZ)","Formation d adulte","1 - Micro entreprise","188","4","s","s","s"
"France entière","Public","ENSEIGNEMENT (PZ)","Formation d adulte","2 - Petites entreprises","359","26","9336","8721","302151467"
"France entière","Public","ENSEIGNEMENT (PZ)","Formation d adulte","3 - Moyennes entreprises","194","21","19479","15898","537580713"
"France entière","Public","ENSEIGNEMENT (PZ)","Formation d adulte","4 - Grandes entreprises","13","3","s","s","s"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","287593","227128","2748106","2553977","90246991340"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","92682","71807","868349","806966","26232201094"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","110058","87387","1068307","1000947","32455272517"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","79898","61631","799473","751707","24797683825"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","17371","15082","104127","103566","3330932795"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","175150","136459","1728094","1606598","54125496962"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","11792","9819","107329","100646","3719433710"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","4939","3892","55056","51694","1990693679"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","158392","121706","1840804","1706760","56884303091"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","471266","387124","5536058","5208892","237306875527"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","24581","20274","225832","214171","7435412597"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","10885","8973","111805","104918","3829724275"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","104509","81584","1051725","982871","32415871467"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","216718","170800","1909359","1793853","58030065057"
"Occitanie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","213242","170529","1812855","1695887","56557720864"
"Pays de la Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","120552","93730","1298412","1213684","40031942661"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","Tous établissements","202801","163926","1643947","1550232","53693822850"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","239882","197010","562817","542376","16744842126"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","38415","24634","772581","704517","24054960718"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","8325","4944","792887","729308","26524224844"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","971","540","619821","577776","22922963652"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","77624","62439","186028","176339","5111661843"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","12159","7569","246344","224965","7218162553"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","2591","1603","251721","232150","7706206399"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","308","196","184256","173513","6196170299"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","91679","75653","214038","211701","6082950983"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","14741","9563","297080","272977","8702585701"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","3237","1929","311792","287146","9506557297"
"Bretagne","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","401","242","245397","229123","8163178536"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","66450","53484","159708","155226","4494020647"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","10689","6552","217532","199943","6384023692"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","2424","1417","231813","215966","7215360791"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","335","178","190420","180572","6704278695"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","15372","13597","32057","35767","1008061106"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1718","1288","32712","30809","997629242"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","266","183","25423","23453","830164006"
"Corse","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","15","14","13935","13536","495078441"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","145749","118231","347236","327431","9704993902"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","23553","14780","472139","431486","14151811472"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5184","3037","498484","461355","16079368368"
"Grand-Est","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","664","411","410235","386326","14189323220"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","9894","8512","26522","25617","768874912"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1581","1069","30066","27308","992153169"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","280","208","27318","25587","1102769599"
"Guadeloupe","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","37","30","23423","22134","855636030"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","3987","3288","10646","10403","321035640"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","774","466","15062","14127","536320294"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","161","124","16289","14893","636743185"
"Guyane","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","17","14","13059","12271","496594560"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","129158","103957","315695","302064","8908228326"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","22773","13996","468449","427584","13797412039"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","5660","3298","549117","505341","17189794998"
"Hauts-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","801","455","507543","471771","16988867728"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","394519","339015","892190","871157","31820897936"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","60067","38653","1205830","1094420","45696406082"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","13801","7999","1364080","1279648","59842033362"
"Ile-de-France","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","2879","1457","2073958","1963667","99947538147"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","20790","17696","47883","48332","1332313842"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","3140","2106","59667","55554","1905392541"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","583","415","58682","54415","2142468144"
"La Réunion","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","68","57","59600","55870","2055238070"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","8943","7592","24441","23982","742865513"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","1561","1085","30581","27996","1001225836"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","341","262","31924","29112","1135728524"
"Martinique","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","40","34","24859","23827","949904402"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","87370","70793","207609","200225","5737469223"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","2 - Petites entreprises","13664","8661","279249","257013","8174055944"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","3 - Moyennes entreprises","3043","1857","293582","271502","9062550846"
"Normandie","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","4 - Grandes entreprises","432","273","271285","254132","9441795454"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble des secteurs d'activité","Ensemble","1 - Micro entreprise","183911","149881","422310","417943","11911221094"
