"","EPCI","jurid2","typo1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"6860",200067478,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",12,"13","13.22","356268","12","CC Comtal Lot et Truyère"
"6861",200067478,"1-TOTAL-ESS","6-NON-CLASSES",14,"71","59.69","1331951","12","CC Comtal Lot et Truyère"
"6862",200067478,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","12","CC Comtal Lot et Truyère"
"6863",200067478,"1-TOTAL-ESS","8-SERVICES DIVERS",17,"33","33.27","835851","12","CC Comtal Lot et Truyère"
"6864",200067478,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",62,"597","490.77","12694628","12","CC Comtal Lot et Truyère"
"6865",200067478,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",11,"95","76.37","2450896","12","CC Comtal Lot et Truyère"
"6866",200067478,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",2,"s","s","s","12","CC Comtal Lot et Truyère"
"6867",200067478,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",15,"369","296.15","7365646","12","CC Comtal Lot et Truyère"
"6868",200067478,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",12,"13","13.22","356268","12","CC Comtal Lot et Truyère"
"6869",200067478,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",13,"69","58.57","1302530","12","CC Comtal Lot et Truyère"
"6870",200067478,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",9,"s","s","s","12","CC Comtal Lot et Truyère"
"6871",200067478,"3-TOTAL-HORS ESS","TOUS SECTEURS",739,"4251","3951.93","117843869","12","CC Comtal Lot et Truyère"
"6872",200067478,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",25,"73","65.72","2749390","12","CC Comtal Lot et Truyère"
"6873",200067478,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",19,"108","103.31","3696894","12","CC Comtal Lot et Truyère"
"6874",200067478,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",25,"361","331.03","9645795","12","CC Comtal Lot et Truyère"
"6875",200067478,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",3,"98","80.07","2037502","12","CC Comtal Lot et Truyère"
"6876",200067478,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",4,"10","9.61","223959","12","CC Comtal Lot et Truyère"
"6877",200067478,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",270,"1592","1518.52","46884024","12","CC Comtal Lot et Truyère"
"6878",200067478,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",393,"2009","1843.67","52606305","12","CC Comtal Lot et Truyère"
"6879",200067486,"1-TOTAL-ESS","TOUS SECTEURS",39,"364","330.82","10058061","57","CC Bouzonvillois-Trois Frontières"
"6880",200067486,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",11,"34","36.97","1606137","57","CC Bouzonvillois-Trois Frontières"
"6881",200067486,"1-TOTAL-ESS","2-ENSEIGNEMENT",5,"99","87.94","2852411","57","CC Bouzonvillois-Trois Frontières"
"6882",200067486,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6883",200067486,"1-TOTAL-ESS","4-ACTION SOCIALE",8,"192","173.73","4623049","57","CC Bouzonvillois-Trois Frontières"
"6884",200067486,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"13","11.2","268137","57","CC Bouzonvillois-Trois Frontières"
"6885",200067486,"1-TOTAL-ESS","6-NON-CLASSES",6,"12","7.54","160416","57","CC Bouzonvillois-Trois Frontières"
"6886",200067486,"1-TOTAL-ESS","8-SERVICES DIVERS",2,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6887",200067486,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",25,"210","184.67","5325546","57","CC Bouzonvillois-Trois Frontières"
"6888",200067486,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",5,"99","87.94","2852411","57","CC Bouzonvillois-Trois Frontières"
"6889",200067486,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6890",200067486,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",6,"82","74.98","1904457","57","CC Bouzonvillois-Trois Frontières"
"6891",200067486,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"13","11.2","268137","57","CC Bouzonvillois-Trois Frontières"
"6892",200067486,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",6,"12","7.54","160416","57","CC Bouzonvillois-Trois Frontières"
"6893",200067486,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",1,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6894",200067486,"3-TOTAL-HORS ESS","TOUS SECTEURS",442,"2363","2162.45","69907631","57","CC Bouzonvillois-Trois Frontières"
"6895",200067486,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",6,"11","11.83","365605","57","CC Bouzonvillois-Trois Frontières"
"6896",200067486,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",46,"217","201.77","7200499","57","CC Bouzonvillois-Trois Frontières"
"6897",200067486,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",27,"34","33.42","880893","57","CC Bouzonvillois-Trois Frontières"
"6898",200067486,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",1,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6899",200067486,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","57","CC Bouzonvillois-Trois Frontières"
"6900",200067486,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",132,"1070","1021.64","37794577","57","CC Bouzonvillois-Trois Frontières"
"6901",200067486,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",229,"1029","891.8","23618935","57","CC Bouzonvillois-Trois Frontières"
"6902",200067544,"1-TOTAL-ESS","TOUS SECTEURS",66,"507","466.62","12668435","23","CC Creuse Confluence"
"6903",200067544,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",9,"32","30.88","1311736","23","CC Creuse Confluence"
"6904",200067544,"1-TOTAL-ESS","2-ENSEIGNEMENT",1,"s","s","s","23","CC Creuse Confluence"
"6905",200067544,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","23","CC Creuse Confluence"
"6906",200067544,"1-TOTAL-ESS","4-ACTION SOCIALE",11,"327","284.66","6993925","23","CC Creuse Confluence"
"6907",200067544,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",9,"16","17.95","457652","23","CC Creuse Confluence"
"6908",200067544,"1-TOTAL-ESS","6-NON-CLASSES",6,"s","10","287406","23","CC Creuse Confluence"
"6909",200067544,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",4,"10","9.62","217068","23","CC Creuse Confluence"
"6910",200067544,"1-TOTAL-ESS","8-SERVICES DIVERS",25,"74","72.96","2119153","23","CC Creuse Confluence"
"6911",200067544,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",50,"404","368.3","9211194","23","CC Creuse Confluence"
"6912",200067544,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",1,"s","s","s","23","CC Creuse Confluence"
"6913",200067544,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","23","CC Creuse Confluence"
"6914",200067544,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",10,"302","262.57","6307177","23","CC Creuse Confluence"
"6915",200067544,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",9,"16","17.95","457652","23","CC Creuse Confluence"
"6916",200067544,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",6,"s","10","287406","23","CC Creuse Confluence"
"6917",200067544,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","23","CC Creuse Confluence"
"6918",200067544,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",22,"31","31.6","757127","23","CC Creuse Confluence"
"6919",200067544,"3-TOTAL-HORS ESS","TOUS SECTEURS",480,"2917","2745.08","76550653","23","CC Creuse Confluence"
"6920",200067544,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",18,"23","21.82","1043245","23","CC Creuse Confluence"
"6921",200067544,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",31,"154","140.64","4629580","23","CC Creuse Confluence"
"6922",200067544,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",17,"222","202.35","5929132","23","CC Creuse Confluence"
"6923",200067544,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",7,"258","241.38","6258512","23","CC Creuse Confluence"
"6924",200067544,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"35","35.75","993521","23","CC Creuse Confluence"
"6925",200067544,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",186,"1230","1173.98","33907486","23","CC Creuse Confluence"
"6926",200067544,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",215,"995","929.16","23789177","23","CC Creuse Confluence"
"6927",200067593,"1-TOTAL-ESS","TOUS SECTEURS",40,"110","113.96","3318474","23","CC Marche et Combraille en Aquitaine"
"6928",200067593,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"s","s","s","23","CC Marche et Combraille en Aquitaine"
"6929",200067593,"1-TOTAL-ESS","4-ACTION SOCIALE",3,"41","35.43","994558","23","CC Marche et Combraille en Aquitaine"
"6930",200067593,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",9,"6","6.15","135288","23","CC Marche et Combraille en Aquitaine"
"6931",200067593,"1-TOTAL-ESS","6-NON-CLASSES",6,"12","16.33","423952","23","CC Marche et Combraille en Aquitaine"
"6932",200067593,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"s","s","s","23","CC Marche et Combraille en Aquitaine"
"6933",200067593,"1-TOTAL-ESS","8-SERVICES DIVERS",14,"36","37.75","1016059","23","CC Marche et Combraille en Aquitaine"
"6934",200067593,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",28,"70","73.13","1874766","23","CC Marche et Combraille en Aquitaine"
"6935",200067593,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",3,"41","35.43","994558","23","CC Marche et Combraille en Aquitaine"
"6936",200067593,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",9,"6","6.15","135288","23","CC Marche et Combraille en Aquitaine"
"6937",200067593,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",6,"12","16.33","423952","23","CC Marche et Combraille en Aquitaine"
"6938",200067593,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",10,"11","15.22","320968","23","CC Marche et Combraille en Aquitaine"
"6939",200067593,"3-TOTAL-HORS ESS","TOUS SECTEURS",423,"1622","1437.78","39222140","23","CC Marche et Combraille en Aquitaine"
"6940",200067593,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",9,"13","14.27","488166","23","CC Marche et Combraille en Aquitaine"
"6941",200067593,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",22,"115","108.04","3676232","23","CC Marche et Combraille en Aquitaine"
"6942",200067593,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",19,"124","111.49","2879519","23","CC Marche et Combraille en Aquitaine"
"6943",200067593,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",4,"s","s","s","23","CC Marche et Combraille en Aquitaine"
"6944",200067593,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","23","CC Marche et Combraille en Aquitaine"
"6945",200067593,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",179,"578","534.65","15173694","23","CC Marche et Combraille en Aquitaine"
"6946",200067593,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",189,"631","527.75","13356342","23","CC Marche et Combraille en Aquitaine"
"6947",200067627,"1-TOTAL-ESS","TOUS SECTEURS",65,"674","591.88","16762720","63","CC Billom Communauté"
"6948",200067627,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",4,"19","20.35","1140061","63","CC Billom Communauté"
"6949",200067627,"1-TOTAL-ESS","2-ENSEIGNEMENT",3,"50","48.25","1491928","63","CC Billom Communauté"
"6950",200067627,"1-TOTAL-ESS","4-ACTION SOCIALE",14,"558","486.4","13059442","63","CC Billom Communauté"
"6951",200067627,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",25,"25","18.6","559262","63","CC Billom Communauté"
"6952",200067627,"1-TOTAL-ESS","6-NON-CLASSES",10,"7","5.04","115903","63","CC Billom Communauté"
"6953",200067627,"1-TOTAL-ESS","8-SERVICES DIVERS",9,"15","13.24","396124","63","CC Billom Communauté"
"6954",200067627,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",57,"651","566.05","15440916","63","CC Billom Communauté"
"6955",200067627,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",3,"50","48.25","1491928","63","CC Billom Communauté"
"6956",200067627,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",14,"558","486.4","13059442","63","CC Billom Communauté"
"6957",200067627,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",25,"25","18.6","559262","63","CC Billom Communauté"
"6958",200067627,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",10,"7","5.04","115903","63","CC Billom Communauté"
"6959",200067627,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",5,"11","7.76","214381","63","CC Billom Communauté"
"6960",200067627,"3-TOTAL-HORS ESS","TOUS SECTEURS",462,"2597","2392.46","66475081","63","CC Billom Communauté"
"6961",200067627,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",10,"12","12.03","352492","63","CC Billom Communauté"
"6962",200067627,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",30,"243","222.44","7571516","63","CC Billom Communauté"
"6963",200067627,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",28,"478","435.7","12345695","63","CC Billom Communauté"
"6964",200067627,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",4,"146","134.27","3106092","63","CC Billom Communauté"
"6965",200067627,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"6","6.21","133549","63","CC Billom Communauté"
"6966",200067627,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",168,"505","466.75","12287911","63","CC Billom Communauté"
"6967",200067627,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",217,"1207","1115.06","30677826","63","CC Billom Communauté"
"6968",200067643,"1-TOTAL-ESS","TOUS SECTEURS",34,"371","313.4","7450133","54","CC Meurthe Mortagne Moselle"
"6969",200067643,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",2,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6970",200067643,"1-TOTAL-ESS","2-ENSEIGNEMENT",3,"19","15.36","395424","54","CC Meurthe Mortagne Moselle"
"6971",200067643,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6972",200067643,"1-TOTAL-ESS","4-ACTION SOCIALE",8,"290","248.43","5424143","54","CC Meurthe Mortagne Moselle"
"6973",200067643,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6974",200067643,"1-TOTAL-ESS","6-NON-CLASSES",6,"11","9.44","371216","54","CC Meurthe Mortagne Moselle"
"6975",200067643,"1-TOTAL-ESS","8-SERVICES DIVERS",4,"21","19.54","651820","54","CC Meurthe Mortagne Moselle"
"6976",200067643,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",30,"351","293.94","6698470","54","CC Meurthe Mortagne Moselle"
"6977",200067643,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",3,"19","15.36","395424","54","CC Meurthe Mortagne Moselle"
"6978",200067643,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6979",200067643,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",8,"290","248.43","5424143","54","CC Meurthe Mortagne Moselle"
"6980",200067643,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",10,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6981",200067643,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",6,"11","9.44","371216","54","CC Meurthe Mortagne Moselle"
"6982",200067643,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",2,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6983",200067643,"3-TOTAL-HORS ESS","TOUS SECTEURS",338,"1657","1555.2","47500280","54","CC Meurthe Mortagne Moselle"
"6984",200067643,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6985",200067643,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",24,"223","210.36","7468404","54","CC Meurthe Mortagne Moselle"
"6986",200067643,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",15,"17","14.23","361794","54","CC Meurthe Mortagne Moselle"
"6987",200067643,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",6,"135","113.95","2824754","54","CC Meurthe Mortagne Moselle"
"6988",200067643,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",5,"s","s","s","54","CC Meurthe Mortagne Moselle"
"6989",200067643,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",119,"457","452.69","14230867","54","CC Meurthe Mortagne Moselle"
"6990",200067643,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",164,"819","749.09","22130222","54","CC Meurthe Mortagne Moselle"
"6991",200067650,"1-TOTAL-ESS","TOUS SECTEURS",33,"385","337.6","8178252","57","CC Houve-Pays Boulageois"
"6992",200067650,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"22","19.2","792224","57","CC Houve-Pays Boulageois"
"6993",200067650,"1-TOTAL-ESS","2-ENSEIGNEMENT",6,"54","39.72","1285981","57","CC Houve-Pays Boulageois"
"6994",200067650,"1-TOTAL-ESS","3-SANTÉ HUMAINE",1,"s","s","s","57","CC Houve-Pays Boulageois"
"6995",200067650,"1-TOTAL-ESS","4-ACTION SOCIALE",11,"269","248.4","5350508","57","CC Houve-Pays Boulageois"
"6996",200067650,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","57","CC Houve-Pays Boulageois"
"6997",200067650,"1-TOTAL-ESS","6-NON-CLASSES",6,"s","s","s","57","CC Houve-Pays Boulageois"
"6998",200067650,"1-TOTAL-ESS","8-SERVICES DIVERS",3,"10","6.48","141759","57","CC Houve-Pays Boulageois"
"6999",200067650,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",27,"362","318.19","7381767","57","CC Houve-Pays Boulageois"
"7000",200067650,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",6,"54","39.72","1285981","57","CC Houve-Pays Boulageois"
"7001",200067650,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","57","CC Houve-Pays Boulageois"
"7002",200067650,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",11,"269","248.4","5350508","57","CC Houve-Pays Boulageois"
"7003",200067650,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",1,"s","s","s","57","CC Houve-Pays Boulageois"
"7004",200067650,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",6,"s","s","s","57","CC Houve-Pays Boulageois"
"7005",200067650,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",2,"s","s","s","57","CC Houve-Pays Boulageois"
"7006",200067650,"3-TOTAL-HORS ESS","TOUS SECTEURS",405,"2178","1931.09","57119320","57","CC Houve-Pays Boulageois"
"7007",200067650,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",9,"s","s","s","57","CC Houve-Pays Boulageois"
"7008",200067650,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",31,"215","204","7444695","57","CC Houve-Pays Boulageois"
"7009",200067650,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",24,"258","237.76","7412051","57","CC Houve-Pays Boulageois"
"7010",200067650,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",1,"s","s","s","57","CC Houve-Pays Boulageois"
"7011",200067650,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",142,"756","686.13","21440577","57","CC Houve-Pays Boulageois"
"7012",200067650,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",198,"858","720.7","18467346","57","CC Houve-Pays Boulageois"
"7013",200067668,"1-TOTAL-ESS","TOUS SECTEURS",48,"155","136.08","3975552","45","CC de la Cléry, du Betz et de l'Ouanne"
"7014",200067668,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",5,"22","20.96","844630","45","CC de la Cléry, du Betz et de l'Ouanne"
"7015",200067668,"1-TOTAL-ESS","2-ENSEIGNEMENT",2,"s","s","s","45","CC de la Cléry, du Betz et de l'Ouanne"
"7016",200067668,"1-TOTAL-ESS","4-ACTION SOCIALE",3,"73","57.6","1296827","45","CC de la Cléry, du Betz et de l'Ouanne"
"7017",200067668,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",15,"6","3.37","116536","45","CC de la Cléry, du Betz et de l'Ouanne"
"7018",200067668,"1-TOTAL-ESS","6-NON-CLASSES",7,"s","s","s","45","CC de la Cléry, du Betz et de l'Ouanne"
"7019",200067668,"1-TOTAL-ESS","8-SERVICES DIVERS",16,"49","50.58","1631123","45","CC de la Cléry, du Betz et de l'Ouanne"
"7020",200067668,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",36,"100","81.21","1916731","45","CC de la Cléry, du Betz et de l'Ouanne"
"7021",200067668,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",2,"s","s","s","45","CC de la Cléry, du Betz et de l'Ouanne"
"7022",200067668,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",3,"73","57.6","1296827","45","CC de la Cléry, du Betz et de l'Ouanne"
"7023",200067668,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",15,"6","3.37","116536","45","CC de la Cléry, du Betz et de l'Ouanne"
"7024",200067668,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",7,"s","s","s","45","CC de la Cléry, du Betz et de l'Ouanne"
"7025",200067668,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",9,"16","16.67","416932","45","CC de la Cléry, du Betz et de l'Ouanne"
"7026",200067668,"3-TOTAL-HORS ESS","TOUS SECTEURS",512,"3241","3036.39","95399348","45","CC de la Cléry, du Betz et de l'Ouanne"
"7027",200067668,"3-TOTAL-HORS ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",15,"31","27.45","1593486","45","CC de la Cléry, du Betz et de l'Ouanne"
"7028",200067668,"3-TOTAL-HORS ESS","2-ENSEIGNEMENT",24,"184","173.14","5974433","45","CC de la Cléry, du Betz et de l'Ouanne"
"7029",200067668,"3-TOTAL-HORS ESS","3-SANTÉ HUMAINE",18,"43","39.25","1035379","45","CC de la Cléry, du Betz et de l'Ouanne"
"7030",200067668,"3-TOTAL-HORS ESS","4-ACTION SOCIALE",9,"147","129.68","3513497","45","CC de la Cléry, du Betz et de l'Ouanne"
"7031",200067668,"3-TOTAL-HORS ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",6,"10","7.6","166103","45","CC de la Cléry, du Betz et de l'Ouanne"
"7032",200067668,"3-TOTAL-HORS ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",189,"1630","1573.67","52750310","45","CC de la Cléry, du Betz et de l'Ouanne"
"7033",200067668,"3-TOTAL-HORS ESS","8-SERVICES DIVERS",251,"1196","1085.6","30366140","45","CC de la Cléry, du Betz et de l'Ouanne"
"7034",200067676,"1-TOTAL-ESS","TOUS SECTEURS",69,"569","477.78","13157060","45","CC Canaux et Forêts en Gâtinais"
"7035",200067676,"1-TOTAL-ESS","1-ACTIVITES FINANCIERES ET D ASSURANCE",8,"38","35.79","1519257","45","CC Canaux et Forêts en Gâtinais"
"7036",200067676,"1-TOTAL-ESS","2-ENSEIGNEMENT",4,"15","14.11","414272","45","CC Canaux et Forêts en Gâtinais"
"7037",200067676,"1-TOTAL-ESS","3-SANTÉ HUMAINE",2,"s","s","s","45","CC Canaux et Forêts en Gâtinais"
"7038",200067676,"1-TOTAL-ESS","4-ACTION SOCIALE",9,"361","305.98","7823616","45","CC Canaux et Forêts en Gâtinais"
"7039",200067676,"1-TOTAL-ESS","5-ARTS SPECTACLES SPORT ET LOISIRS",12,"7","3.92","102619","45","CC Canaux et Forêts en Gâtinais"
"7040",200067676,"1-TOTAL-ESS","6-NON-CLASSES",13,"12","7.41","168182","45","CC Canaux et Forêts en Gâtinais"
"7041",200067676,"1-TOTAL-ESS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"s","s","s","45","CC Canaux et Forêts en Gâtinais"
"7042",200067676,"1-TOTAL-ESS","8-SERVICES DIVERS",18,"103","78.63","2184010","45","CC Canaux et Forêts en Gâtinais"
"7043",200067676,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",50,"484","394.89","10100440","45","CC Canaux et Forêts en Gâtinais"
"7044",200067676,"2-TOTAL-ASSOCIATIONS","2-ENSEIGNEMENT",4,"15","14.11","414272","45","CC Canaux et Forêts en Gâtinais"
"7045",200067676,"2-TOTAL-ASSOCIATIONS","3-SANTÉ HUMAINE",1,"s","s","s","45","CC Canaux et Forêts en Gâtinais"
"7046",200067676,"2-TOTAL-ASSOCIATIONS","4-ACTION SOCIALE",9,"361","305.98","7823616","45","CC Canaux et Forêts en Gâtinais"
"7047",200067676,"2-TOTAL-ASSOCIATIONS","5-ARTS SPECTACLES SPORT ET LOISIRS",12,"7","3.92","102619","45","CC Canaux et Forêts en Gâtinais"
"7048",200067676,"2-TOTAL-ASSOCIATIONS","6-NON-CLASSES",13,"12","7.41","168182","45","CC Canaux et Forêts en Gâtinais"
"7049",200067676,"2-TOTAL-ASSOCIATIONS","7-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","45","CC Canaux et Forêts en Gâtinais"
"7050",200067676,"2-TOTAL-ASSOCIATIONS","8-SERVICES DIVERS",10,"81","55.89","1369986","45","CC Canaux et Forêts en Gâtinais"
"7051",200067676,"3-TOTAL-HORS ESS","TOUS SECTEURS",622,"3881","3628.82","110548105","45","CC Canaux et Forêts en Gâtinais"
