"DEP","typo_Asso","typo_Asso_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"42","Ensemble","Action sociale NCA","140","1456","1176","31501558"
"42","Ensemble","Aide a domicile","80","2836","2034","44759856"
"42","Ensemble","Aide par le travail","34","2149","1848","31027217"
"42","Ensemble","Autres enseignements","61","472","363","10933863"
"42","Ensemble","Enseignement culturel","34","s","s","s"
"42","Ensemble","Enseignement primaire/secondaire/supérieur","183","4077","3596","117274713"
"42","Ensemble","Formation continue d adultes","34","232","216","6679724"
"42","Ensemble","Hebergement medico-social de personnes agees","23","1422","1182","32310852"
"42","Ensemble","Hebergement medico-social de personnes en difficulte","48","1242","1027","30619196"
"42","Ensemble","Hebergement medico-social de personnes handicapees","48","1760","1444","40354865"
"42","Ensemble","Loisirs","78","265","218","5016122"
"42","Ensemble","Sports","441","787","577","13905106"
"43","Ensemble","Accueil d adultes handicapes ou pers. agees","3","17","13","355355"
"43","Ensemble","Accueil d enfants et d adolescents","4","19","15","462817"
"43","Ensemble","Accueil d enfants handicapes","6","90","65","2277468"
"43","Ensemble","Accueil des jeunes enfants","22","206","173","4130367"
"43","Ensemble","Action sociale NCA","49","616","472","11553565"
"43","Ensemble","Aide a domicile","65","1088","742","15806126"
"43","Ensemble","Aide par le travail","12","680","628","9882315"
"43","Ensemble","Autres enseignements","9","27","16","453470"
"43","Ensemble","Enseignement culturel","8","63","39","1027017"
"43","Ensemble","Enseignement primaire/secondaire/supérieur","93","1752","1500","48871325"
"43","Ensemble","Formation continue d adultes","3","6","6","144997"
"43","Ensemble","Hebergement medico-social de personnes agees","21","1048","844","22917182"
"43","Ensemble","Hebergement medico-social de personnes en difficulte","21","390","343","9599662"
"43","Ensemble","Hebergement medico-social de personnes handicapees","29","1064","913","25963327"
"43","Ensemble","Loisirs","29","104","87","1954696"
"43","Ensemble","Sports","188","222","189","4700030"
"44","Ensemble","Accueil d adultes handicapes ou pers. agees","12","s","170","5182492"
"44","Ensemble","Accueil d enfants et d adolescents","7","s","161","4547211"
"44","Ensemble","Accueil d enfants handicapes","16","259","216","7073512"
"44","Ensemble","Accueil des jeunes enfants","94","1068","914","22449458"
"44","Ensemble","Action sociale NCA","128","2485","1969","53055951"
"44","Ensemble","Aide a domicile","68","2952","2126","48541835"
"44","Ensemble","Aide par le travail","33","2928","2400","38868554"
"44","Ensemble","Autres enseignements","79","148","119","3423713"
"44","Ensemble","Enseignement culturel","71","294","141","3811478"
"44","Ensemble","Enseignement primaire/secondaire/supérieur","604","10701","9573","327020550"
"44","Ensemble","Formation continue d adultes","90","861","788","25897227"
"44","Ensemble","Hebergement medico-social de personnes agees","105","5642","4670","125028618"
"44","Ensemble","Hebergement medico-social de personnes en difficulte","78","2103","1793","51254640"
"44","Ensemble","Hebergement medico-social de personnes handicapees","128","3634","3087","88768789"
"44","Ensemble","Loisirs","46","1130","879","23699598"
"44","Ensemble","Sports","889","1534","1164","29816559"
"45","Ensemble","Accueil d adultes handicapes ou pers. agees","6","43","34","872501"
"45","Ensemble","Accueil d enfants et d adolescents","3","58","53","1638529"
"45","Ensemble","Accueil d enfants handicapes","11","195","150","4867310"
"45","Ensemble","Accueil des jeunes enfants","14","47","34","784749"
"45","Ensemble","Action sociale NCA","101","1675","1295","33145604"
"45","Ensemble","Aide a domicile","32","1078","830","19322547"
"45","Ensemble","Aide par le travail","21","1397","1254","20269105"
"45","Ensemble","Autres enseignements","39","172","142","4442167"
"45","Ensemble","Enseignement culturel","29","s","s","s"
"45","Ensemble","Enseignement primaire/secondaire/supérieur","66","1897","1624","56728169"
"45","Ensemble","Formation continue d adultes","23","168","151","4858832"
"45","Ensemble","Hebergement medico-social de personnes agees","16","566","490","13050175"
"45","Ensemble","Hebergement medico-social de personnes en difficulte","19","300","240","6960796"
"45","Ensemble","Hebergement medico-social de personnes handicapees","52","2279","2011","57115580"
"45","Ensemble","Loisirs","31","s","s","s"
"45","Ensemble","Sports","436","s","s","s"
"46","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"46","Ensemble","Accueil d enfants handicapes","5","s","s","s"
"46","Ensemble","Accueil des jeunes enfants","16","231","190","4251530"
"46","Ensemble","Action sociale NCA","29","357","290","7606353"
"46","Ensemble","Aide a domicile","17","546","379","8745026"
"46","Ensemble","Aide par le travail","7","371","319","4853214"
"46","Ensemble","Autres enseignements","12","80","60","1601827"
"46","Ensemble","Enseignement culturel","7","22","13","356435"
"46","Ensemble","Enseignement primaire/secondaire/supérieur","18","331","289","8964961"
"46","Ensemble","Formation continue d adultes","7","14","12","461015"
"46","Ensemble","Hebergement medico-social de personnes agees","10","305","271","7168730"
"46","Ensemble","Hebergement medico-social de personnes en difficulte","12","119","97","2975211"
"46","Ensemble","Hebergement medico-social de personnes handicapees","22","1023","889","25774799"
"46","Ensemble","Loisirs","13","26","26","670406"
"46","Ensemble","Sports","72","80","67","1704678"
"47","Ensemble","Accueil d adultes handicapes ou pers. agees","4","s","s","s"
"47","Ensemble","Accueil d enfants et d adolescents","5","s","s","s"
"47","Ensemble","Accueil d enfants handicapes","14","196","147","5247714"
"47","Ensemble","Accueil des jeunes enfants","17","194","165","3774264"
"47","Ensemble","Action sociale NCA","70","603","512","13138397"
"47","Ensemble","Aide a domicile","71","1893","1396","29683411"
"47","Ensemble","Aide par le travail","16","710","620","10421212"
"47","Ensemble","Autres enseignements","30","61","53","1394567"
"47","Ensemble","Enseignement culturel","14","s","s","s"
"47","Ensemble","Enseignement primaire/secondaire/supérieur","38","877","786","24345520"
"47","Ensemble","Formation continue d adultes","13","164","141","4212336"
"47","Ensemble","Hebergement medico-social de personnes agees","4","107","93","2577787"
"47","Ensemble","Hebergement medico-social de personnes en difficulte","24","921","820","24656089"
"47","Ensemble","Hebergement medico-social de personnes handicapees","29","1108","962","26781173"
"47","Ensemble","Loisirs","25","171","145","3402397"
"47","Ensemble","Sports","215","256","222","4957455"
"48","Ensemble","Accueil d adultes handicapes ou pers. agees","1","s","s","s"
"48","Ensemble","Accueil des jeunes enfants","7","s","s","s"
"48","Ensemble","Action sociale NCA","18","162","180","4272072"
"48","Ensemble","Aide a domicile","14","271","180","3801743"
"48","Ensemble","Aide par le travail","6","231","215","4366087"
"48","Ensemble","Autres enseignements","21","146","129","4109573"
"48","Ensemble","Enseignement culturel","2","s","s","s"
"48","Ensemble","Enseignement primaire/secondaire/supérieur","29","575","545","18207999"
"48","Ensemble","Formation continue d adultes","5","s","s","s"
"48","Ensemble","Hebergement medico-social de personnes agees","10","468","407","11311005"
"48","Ensemble","Hebergement medico-social de personnes en difficulte","11","341","318","7166134"
"48","Ensemble","Hebergement medico-social de personnes handicapees","33","1951","1751","51265924"
"48","Ensemble","Loisirs","4","s","s","s"
"48","Ensemble","Sports","64","s","s","s"
"49","Ensemble","Accueil d adultes handicapes ou pers. agees","11","s","s","s"
"49","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"49","Ensemble","Accueil d enfants handicapes","18","299","234","7270235"
"49","Ensemble","Accueil des jeunes enfants","81","438","351","8400290"
"49","Ensemble","Action sociale NCA","121","2090","1739","42674258"
"49","Ensemble","Aide a domicile","74","2075","1571","36950344"
"49","Ensemble","Aide par le travail","36","2198","1905","31511920"
"49","Ensemble","Autres enseignements","48","214","172","5465194"
"49","Ensemble","Enseignement culturel","26","s","s","s"
"49","Ensemble","Enseignement primaire/secondaire/supérieur","366","7852","6914","234985598"
"49","Ensemble","Formation continue d adultes","37","370","348","11087346"
"49","Ensemble","Hebergement medico-social de personnes agees","53","2903","2437","64763587"
"49","Ensemble","Hebergement medico-social de personnes en difficulte","37","1196","1032","29412703"
"49","Ensemble","Hebergement medico-social de personnes handicapees","66","2392","2114","59944957"
"49","Ensemble","Loisirs","50","251","203","5004424"
"49","Ensemble","Sports","667","875","644","16286524"
"50","Ensemble","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"50","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"50","Ensemble","Accueil d enfants handicapes","12","144","124","4309312"
"50","Ensemble","Accueil des jeunes enfants","17","134","123","2792450"
"50","Ensemble","Action sociale NCA","50","575","408","10625109"
"50","Ensemble","Aide a domicile","46","2253","1416","31776967"
"50","Ensemble","Aide par le travail","17","1478","1278","21718670"
"50","Ensemble","Autres enseignements","25","44","29","708794"
"50","Ensemble","Enseignement culturel","19","s","s","s"
"50","Ensemble","Enseignement primaire/secondaire/supérieur","89","1882","1741","56084368"
"50","Ensemble","Formation continue d adultes","14","83","78","2683734"
"50","Ensemble","Hebergement medico-social de personnes agees","9","406","338","9067844"
"50","Ensemble","Hebergement medico-social de personnes en difficulte","20","465","426","11195697"
"50","Ensemble","Hebergement medico-social de personnes handicapees","26","1943","1646","43061574"
"50","Ensemble","Loisirs","25","43","39","849337"
"50","Ensemble","Sports","282","607","525","12641913"
"51","Ensemble","Accueil d adultes handicapes ou pers. agees","3","26","23","665236"
"51","Ensemble","Accueil d enfants et d adolescents","4","34","28","748101"
"51","Ensemble","Accueil d enfants handicapes","11","186","131","4102740"
"51","Ensemble","Accueil des jeunes enfants","32","462","409","9603071"
"51","Ensemble","Action sociale NCA","146","1511","1292","30614237"
"51","Ensemble","Aide a domicile","54","1712","1202","27787966"
"51","Ensemble","Aide par le travail","18","1608","1403","23386541"
"51","Ensemble","Autres enseignements","13","174","154","4530013"
"51","Ensemble","Enseignement culturel","11","21","9","234932"
"51","Ensemble","Enseignement primaire/secondaire/supérieur","63","2549","2336","81495405"
"51","Ensemble","Formation continue d adultes","28","302","257","8308416"
"51","Ensemble","Hebergement medico-social de personnes agees","19","574","479","13295703"
"51","Ensemble","Hebergement medico-social de personnes en difficulte","26","731","649","19324828"
"51","Ensemble","Hebergement medico-social de personnes handicapees","43","1564","1357","37515466"
"51","Ensemble","Loisirs","17","11","17","373280"
"51","Ensemble","Sports","247","337","268","6860190"
"52","Ensemble","Accueil d enfants handicapes","6","560","505","11433040"
"52","Ensemble","Accueil des jeunes enfants","8","50","47","947267"
"52","Ensemble","Action sociale NCA","27","219","187","4964212"
"52","Ensemble","Aide a domicile","23","789","532","12054016"
"52","Ensemble","Aide par le travail","4","309","285","4007585"
"52","Ensemble","Autres enseignements","3","s","s","s"
"52","Ensemble","Enseignement culturel","3","6","s","s"
"52","Ensemble","Enseignement primaire/secondaire/supérieur","15","397","362","11670585"
"52","Ensemble","Formation continue d adultes","2","s","s","s"
"52","Ensemble","Hebergement medico-social de personnes agees","7","311","263","6899030"
"52","Ensemble","Hebergement medico-social de personnes en difficulte","10","203","166","4383529"
"52","Ensemble","Hebergement medico-social de personnes handicapees","12","325","283","8037898"
"52","Ensemble","Loisirs","11","32","24","513282"
"52","Ensemble","Sports","91","105","89","2268632"
"53","Ensemble","Accueil d adultes handicapes ou pers. agees","11","90","77","2279759"
"53","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"53","Ensemble","Accueil d enfants handicapes","16","260","224","6763900"
"53","Ensemble","Accueil des jeunes enfants","8","s","s","s"
"53","Ensemble","Action sociale NCA","42","459","383","10011559"
"53","Ensemble","Aide a domicile","54","1174","836","18830941"
"53","Ensemble","Aide par le travail","14","1208","1018","17583242"
"53","Ensemble","Autres enseignements","14","52","44","1300856"
"53","Ensemble","Enseignement culturel","3","s","s","s"
"53","Ensemble","Enseignement primaire/secondaire/supérieur","144","2276","2116","70319098"
"53","Ensemble","Formation continue d adultes","7","s","42","1291961"
"53","Ensemble","Hebergement medico-social de personnes agees","10","558","477","13026772"
"53","Ensemble","Hebergement medico-social de personnes en difficulte","21","350","296","8513412"
"53","Ensemble","Hebergement medico-social de personnes handicapees","24","630","552","15490514"
"53","Ensemble","Loisirs","14","14","12","272754"
"53","Ensemble","Sports","181","215","176","5842115"
"54","Ensemble","Accueil d adultes handicapes ou pers. agees","9","58","46","1356292"
"54","Ensemble","Accueil d enfants et d adolescents","5","135","119","2905740"
"54","Ensemble","Accueil d enfants handicapes","5","171","142","4676226"
"54","Ensemble","Accueil des jeunes enfants","39","285","255","5727615"
"54","Ensemble","Action sociale NCA","126","2048","1609","41957019"
"54","Ensemble","Aide a domicile","56","2313","1734","38491739"
"54","Ensemble","Aide par le travail","18","1772","1526","24648945"
"54","Ensemble","Autres enseignements","34","230","215","6933883"
"54","Ensemble","Enseignement culturel","20","71","33","855198"
"54","Ensemble","Enseignement primaire/secondaire/supérieur","68","1890","1732","61798216"
"54","Ensemble","Formation continue d adultes","40","331","311","9858593"
"54","Ensemble","Hebergement medico-social de personnes agees","28","1479","1244","33892579"
"54","Ensemble","Hebergement medico-social de personnes en difficulte","39","908","780","23017849"
"54","Ensemble","Hebergement medico-social de personnes handicapees","41","2214","1937","57084060"
"54","Ensemble","Loisirs","37","241","200","4724062"
"54","Ensemble","Sports","311","685","562","14782405"
"55","Ensemble","Accueil d enfants et d adolescents","5","43","35","1082712"
"55","Ensemble","Accueil d enfants handicapes","8","75","53","1936050"
"55","Ensemble","Accueil des jeunes enfants","15","128","106","2219673"
"55","Ensemble","Action sociale NCA","40","554","429","10230017"
"55","Ensemble","Aide a domicile","36","849","547","12056029"
"55","Ensemble","Aide par le travail","7","504","464","6388894"
"55","Ensemble","Autres enseignements","12","116","95","2894573"
"55","Ensemble","Enseignement culturel","3","5","5","126040"
"55","Ensemble","Enseignement primaire/secondaire/supérieur","23","433","400","12890195"
"55","Ensemble","Formation continue d adultes","5","18","17","495017"
"55","Ensemble","Hebergement medico-social de personnes agees","6","80","64","1644068"
"55","Ensemble","Hebergement medico-social de personnes en difficulte","14","233","202","6226539"
"55","Ensemble","Hebergement medico-social de personnes handicapees","11","460","398","10803616"
"55","Ensemble","Loisirs","10","30","34","773303"
"55","Ensemble","Sports","69","84","67","1605524"
"56","Ensemble","Accueil d adultes handicapes ou pers. agees","3","s","s","s"
"56","Ensemble","Accueil d enfants handicapes","17","414","329","10302450"
"56","Ensemble","Accueil des jeunes enfants","20","s","s","s"
"56","Ensemble","Action sociale NCA","67","949","748","19988234"
"56","Ensemble","Aide a domicile","64","1346","986","21170709"
"56","Ensemble","Aide par le travail","19","1582","1421","22212013"
"56","Ensemble","Autres enseignements","67","156","124","3639293"
"56","Ensemble","Enseignement culturel","46","s","s","s"
"56","Ensemble","Enseignement primaire/secondaire/supérieur","342","6367","5781","190984107"
"56","Ensemble","Formation continue d adultes","33","347","301","9619384"
"56","Ensemble","Hebergement medico-social de personnes agees","31","1276","1076","28418197"
"56","Ensemble","Hebergement medico-social de personnes en difficulte","26","956","839","25343756"
"56","Ensemble","Hebergement medico-social de personnes handicapees","31","1514","1272","35072202"
"56","Ensemble","Loisirs","33","72","63","1519263"
"56","Ensemble","Sports","425","643","507","12726590"
"57","Ensemble","Accueil d adultes handicapes ou pers. agees","5","s","s","s"
"57","Ensemble","Accueil d enfants et d adolescents","12","s","s","s"
"57","Ensemble","Accueil d enfants handicapes","26","476","382","12292133"
"57","Ensemble","Accueil des jeunes enfants","102","1089","924","22150544"
"57","Ensemble","Action sociale NCA","126","2173","1691","42618714"
"57","Ensemble","Aide a domicile","25","2610","1954","42521800"
"57","Ensemble","Aide par le travail","35","3093","2778","43810981"
"57","Ensemble","Autres enseignements","153","273","240","6727611"
"57","Ensemble","Enseignement culturel","34","187","s","s"
"57","Ensemble","Enseignement primaire/secondaire/supérieur","63","2094","1916","68166586"
"57","Ensemble","Formation continue d adultes","29","s","142","5085561"
"57","Ensemble","Hebergement medico-social de personnes agees","99","4064","3440","92983359"
"57","Ensemble","Hebergement medico-social de personnes en difficulte","47","1253","1110","32402971"
"57","Ensemble","Hebergement medico-social de personnes handicapees","62","2293","2047","58728979"
"57","Ensemble","Loisirs","48","317","234","5574159"
"57","Ensemble","Sports","192","401","320","7973608"
"58","Ensemble","Accueil d adultes handicapes ou pers. agees","6","36","29","838638"
"58","Ensemble","Accueil d enfants et d adolescents","4","87","75","2135328"
"58","Ensemble","Accueil d enfants handicapes","3","98","86","2986443"
"58","Ensemble","Accueil des jeunes enfants","4","110","102","2379139"
"58","Ensemble","Action sociale NCA","39","696","550","13605088"
"58","Ensemble","Aide a domicile","26","650","476","10836427"
"58","Ensemble","Aide par le travail","5","393","347","5250903"
"58","Ensemble","Autres enseignements","6","53","48","1008040"
"58","Ensemble","Enseignement culturel","3","s","s","s"
"58","Ensemble","Enseignement primaire/secondaire/supérieur","19","496","452","15130843"
"58","Ensemble","Formation continue d adultes","11","s","s","s"
"58","Ensemble","Hebergement medico-social de personnes agees","17","678","587","15578088"
"58","Ensemble","Hebergement medico-social de personnes en difficulte","10","270","229","6667240"
"58","Ensemble","Hebergement medico-social de personnes handicapees","19","761","656","18763947"
"58","Ensemble","Loisirs","8","s","s","s"
"58","Ensemble","Sports","87","s","s","s"
"59","Ensemble","Accueil d adultes handicapes ou pers. agees","35","367","305","8555721"
"59","Ensemble","Accueil d enfants et d adolescents","49","1085","987","30207683"
"59","Ensemble","Accueil d enfants handicapes","36","1151","971","28961506"
"59","Ensemble","Accueil des jeunes enfants","83","1082","920","22398713"
"59","Ensemble","Action sociale NCA","451","8506","7107","185457193"
"59","Ensemble","Aide a domicile","103","7589","5335","120866249"
"59","Ensemble","Aide par le travail","65","7845","6621","105247179"
"59","Ensemble","Autres enseignements","109","861","662","20540944"
"59","Ensemble","Enseignement culturel","64","199","137","3757530"
"59","Ensemble","Enseignement primaire/secondaire/supérieur","448","17015","15462","541816526"
"59","Ensemble","Formation continue d adultes","113","1514","1333","40462426"
"59","Ensemble","Hebergement medico-social de personnes agees","90","3314","2725","74168486"
"59","Ensemble","Hebergement medico-social de personnes en difficulte","156","3870","3352","99598422"
"59","Ensemble","Hebergement medico-social de personnes handicapees","193","8197","7111","192955491"
"59","Ensemble","Loisirs","54","375","312","7469368"
"59","Ensemble","Sports","1061","1652","1349","34072279"
"60","Ensemble","Accueil d adultes handicapes ou pers. agees","3","14","11","260785"
"60","Ensemble","Accueil d enfants et d adolescents","12","117","108","3496216"
"60","Ensemble","Accueil d enfants handicapes","16","482","388","13348758"
"60","Ensemble","Accueil des jeunes enfants","22","480","375","9329907"
"60","Ensemble","Action sociale NCA","79","1255","981","26005080"
"60","Ensemble","Aide a domicile","35","1230","949","21416368"
"60","Ensemble","Aide par le travail","20","1990","1790","33630078"
"60","Ensemble","Autres enseignements","44","394","294","9725327"
"60","Ensemble","Enseignement culturel","32","86","33","923590"
"60","Ensemble","Enseignement primaire/secondaire/supérieur","54","2037","1842","64303110"
"60","Ensemble","Formation continue d adultes","33","566","429","14536489"
"60","Ensemble","Hebergement medico-social de personnes agees","38","793","737","19629364"
"60","Ensemble","Hebergement medico-social de personnes en difficulte","30","766","717","21255851"
"60","Ensemble","Hebergement medico-social de personnes handicapees","47","2621","2337","68054585"
"60","Ensemble","Loisirs","42","211","175","4072062"
"60","Ensemble","Sports","441","636","519","15930121"
"61","Ensemble","Accueil d adultes handicapes ou pers. agees","4","s","s","s"
"61","Ensemble","Accueil d enfants et d adolescents","7","213","193","5436339"
"61","Ensemble","Accueil d enfants handicapes","2","s","s","s"
"61","Ensemble","Accueil des jeunes enfants","7","40","36","866286"
"61","Ensemble","Action sociale NCA","57","1450","1258","28734593"
"61","Ensemble","Aide a domicile","34","1433","1059","24848427"
"61","Ensemble","Aide par le travail","14","1270","1152","20826114"
"61","Ensemble","Autres enseignements","19","147","131","3987872"
"61","Ensemble","Enseignement culturel","9","s","s","s"
"61","Ensemble","Enseignement primaire/secondaire/supérieur","56","1212","1106","35414757"
"61","Ensemble","Formation continue d adultes","26","375","353","10970540"
"61","Ensemble","Hebergement medico-social de personnes agees","22","1190","1029","28116151"
"61","Ensemble","Hebergement medico-social de personnes en difficulte","24","581","532","14787719"
"61","Ensemble","Hebergement medico-social de personnes handicapees","32","1054","919","26961500"
"61","Ensemble","Loisirs","14","47","40","934976"
"61","Ensemble","Sports","154","126","102","2230032"
"62","Ensemble","Accueil d adultes handicapes ou pers. agees","22","s","s","s"
"62","Ensemble","Accueil d enfants et d adolescents","7","s","s","s"
"62","Ensemble","Accueil d enfants handicapes","25","462","362","10997769"
"62","Ensemble","Accueil des jeunes enfants","30","306","271","6081987"
"62","Ensemble","Action sociale NCA","180","3929","3148","76169731"
"62","Ensemble","Aide a domicile","90","5683","3812","88490121"
"62","Ensemble","Aide par le travail","45","4250","3689","57560112"
"62","Ensemble","Autres enseignements","40","334","327","10960922"
"62","Ensemble","Enseignement culturel","16","s","s","s"
"62","Ensemble","Enseignement primaire/secondaire/supérieur","165","4390","3991","129662021"
"62","Ensemble","Formation continue d adultes","53","507","437","14520922"
"62","Ensemble","Hebergement medico-social de personnes agees","60","2899","2443","66207014"
"62","Ensemble","Hebergement medico-social de personnes en difficulte","68","2180","1883","53221672"
"62","Ensemble","Hebergement medico-social de personnes handicapees","111","4350","3745","100376395"
"62","Ensemble","Loisirs","53","178","171","3725761"
"62","Ensemble","Sports","517","672","573","14038906"
"63","Ensemble","Accueil d adultes handicapes ou pers. agees","22","s","s","s"
"63","Ensemble","Accueil d enfants et d adolescents","1","s","s","s"
"63","Ensemble","Accueil d enfants handicapes","11","191","145","4449635"
"63","Ensemble","Accueil des jeunes enfants","21","221","193","4437787"
"63","Ensemble","Action sociale NCA","87","1362","1115","28992285"
"63","Ensemble","Aide a domicile","37","1369","911","20805394"
"63","Ensemble","Aide par le travail","29","1597","1382","22780495"
"63","Ensemble","Autres enseignements","34","150","123","3328975"
"63","Ensemble","Enseignement culturel","26","56","33","840974"
"63","Ensemble","Enseignement primaire/secondaire/supérieur","85","2327","2045","70096551"
"63","Ensemble","Formation continue d adultes","36","180","159","5734069"
"63","Ensemble","Hebergement medico-social de personnes agees","14","709","617","16634762"
"63","Ensemble","Hebergement medico-social de personnes en difficulte","33","658","576","16557584"
"63","Ensemble","Hebergement medico-social de personnes handicapees","51","1797","1557","45329859"
"63","Ensemble","Loisirs","50","124","97","2393419"
"63","Ensemble","Sports","343","642","481","12005631"
"64","Ensemble","Accueil d adultes handicapes ou pers. agees","6","s","s","s"
"64","Ensemble","Accueil d enfants et d adolescents","11","s","s","s"
"64","Ensemble","Accueil d enfants handicapes","24","574","457","14387487"
"64","Ensemble","Accueil des jeunes enfants","54","665","590","14086201"
"64","Ensemble","Action sociale NCA","140","1811","1447","37438294"
"64","Ensemble","Aide a domicile","40","1243","944","23328118"
"64","Ensemble","Aide par le travail","26","2197","1877","31319584"
"64","Ensemble","Autres enseignements","99","390","324","9682315"
"64","Ensemble","Enseignement culturel","54","s","s","s"
"64","Ensemble","Enseignement primaire/secondaire/supérieur","191","3424","3079","99852663"
"64","Ensemble","Formation continue d adultes","45","251","231","6621865"
"64","Ensemble","Hebergement medico-social de personnes agees","65","2888","2437","66932007"
"64","Ensemble","Hebergement medico-social de personnes en difficulte","34","990","852","24612566"
"64","Ensemble","Hebergement medico-social de personnes handicapees","43","2050","1793","50900713"
"64","Ensemble","Loisirs","65","285","243","5595012"
"64","Ensemble","Sports","436","812","629","16023023"
"65","Ensemble","Accueil d enfants et d adolescents","2","s","s","s"
"65","Ensemble","Accueil d enfants handicapes","1","s","s","s"
"65","Ensemble","Accueil des jeunes enfants","19","125","110","2659510"
"65","Ensemble","Action sociale NCA","37","404","320","7870798"
"65","Ensemble","Aide a domicile","35","1578","1157","24735312"
"65","Ensemble","Aide par le travail","4","535","476","6967807"
"65","Ensemble","Autres enseignements","22","28","24","576653"
"65","Ensemble","Enseignement culturel","17","21","17","423700"
"65","Ensemble","Enseignement primaire/secondaire/supérieur","34","655","569","18101902"
"65","Ensemble","Formation continue d adultes","8","44","40","1263912"
"65","Ensemble","Hebergement medico-social de personnes agees","14","629","554","15283531"
"65","Ensemble","Hebergement medico-social de personnes en difficulte","15","261","242","7273434"
"65","Ensemble","Hebergement medico-social de personnes handicapees","23","1475","1254","36047927"
"65","Ensemble","Loisirs","18","34","27","571446"
"65","Ensemble","Sports","124","215","198","4842759"
"66","Ensemble","Accueil d adultes handicapes ou pers. agees","10","129","106","2697070"
"66","Ensemble","Accueil d enfants et d adolescents","5","34","29","868607"
"66","Ensemble","Accueil d enfants handicapes","10","236","195","6301697"
"66","Ensemble","Accueil des jeunes enfants","10","159","139","3009398"
"66","Ensemble","Action sociale NCA","74","924","712","19179091"
"66","Ensemble","Aide a domicile","46","1517","1065","25427917"
"66","Ensemble","Aide par le travail","16","785","692","12416630"
"66","Ensemble","Autres enseignements","35","212","187","6560061"
"66","Ensemble","Enseignement culturel","19","37","18","423175"
"66","Ensemble","Enseignement primaire/secondaire/supérieur","22","727","670","22413218"
"66","Ensemble","Formation continue d adultes","14","170","146","4606928"
"66","Ensemble","Hebergement medico-social de personnes agees","26","1037","918","25499060"
"66","Ensemble","Hebergement medico-social de personnes en difficulte","13","326","288","8143248"
"66","Ensemble","Hebergement medico-social de personnes handicapees","22","819","762","21230570"
"66","Ensemble","Loisirs","17","180","187","3820412"
"66","Ensemble","Sports","291","316","286","6524735"
"67","Ensemble","Accueil d adultes handicapes ou pers. agees","7","187","168","4293701"
"67","Ensemble","Accueil d enfants et d adolescents","23","345","270","7676395"
"67","Ensemble","Accueil d enfants handicapes","6","133","108","3192937"
"67","Ensemble","Accueil des jeunes enfants","149","1593","1342","31887769"
"67","Ensemble","Action sociale NCA","142","2328","1828","50793816"
"67","Ensemble","Aide a domicile","25","2242","1793","40526863"
"67","Ensemble","Aide par le travail","29","2225","1936","30480238"
"67","Ensemble","Autres enseignements","310","651","519","13640062"
"67","Ensemble","Enseignement culturel","28","240","111","2618680"
"67","Ensemble","Enseignement primaire/secondaire/supérieur","48","1409","1246","43590513"
"67","Ensemble","Formation continue d adultes","51","320","304","9929272"
"67","Ensemble","Hebergement medico-social de personnes agees","55","2563","2285","61793119"
"67","Ensemble","Hebergement medico-social de personnes en difficulte","51","1540","1290","37391065"
"67","Ensemble","Hebergement medico-social de personnes handicapees","61","2475","2105","57419595"
"67","Ensemble","Loisirs","30","171","131","3114013"
"67","Ensemble","Sports","164","849","682","16373763"
"68","Ensemble","Accueil d adultes handicapes ou pers. agees","9","s","s","s"
"68","Ensemble","Accueil d enfants et d adolescents","3","s","s","s"
"68","Ensemble","Accueil d enfants handicapes","6","165","129","4194235"
"68","Ensemble","Accueil des jeunes enfants","86","1292","1052","26565569"
"68","Ensemble","Action sociale NCA","96","1916","1599","41040049"
"68","Ensemble","Aide a domicile","23","2113","1617","35359608"
"68","Ensemble","Aide par le travail","20","2101","1835","35040097"
"68","Ensemble","Autres enseignements","226","517","383","10015490"
"68","Ensemble","Enseignement culturel","35","139","s","s"
"68","Ensemble","Enseignement primaire/secondaire/supérieur","32","925","791","25880616"
"68","Ensemble","Formation continue d adultes","28","s","130","4356920"
"68","Ensemble","Hebergement medico-social de personnes agees","25","1134","1013","27685914"
"68","Ensemble","Hebergement medico-social de personnes en difficulte","38","1332","1138","30625887"
"68","Ensemble","Hebergement medico-social de personnes handicapees","58","2547","2238","62130354"
"68","Ensemble","Loisirs","31","365","266","6860902"
"68","Ensemble","Sports","101","188","162","4654950"
"69","Ensemble","Accueil d adultes handicapes ou pers. agees","24","245","211","6078899"
"69","Ensemble","Accueil d enfants et d adolescents","17","398","285","8949010"
"69","Ensemble","Accueil d enfants handicapes","25","472","356","11269873"
"69","Ensemble","Accueil des jeunes enfants","240","2959","2544","63852646"
"69","Ensemble","Action sociale NCA","225","4250","3506","103291653"
"69","Ensemble","Aide a domicile","105","3251","2415","55179799"
"69","Ensemble","Aide par le travail","46","3747","3285","57274740"
"69","Ensemble","Autres enseignements","158","1544","1246","41476857"
"69","Ensemble","Enseignement culturel","94","408","228","5904803"
"69","Ensemble","Enseignement primaire/secondaire/supérieur","277","10596","9306","328964860"
"69","Ensemble","Formation continue d adultes","123","1389","1265","44587273"
