"DEP","ESS","famille","sexe","type_emploi","nb_poste"
"56","ESS","Ensemble","Ensemble","Apprentis","122"
"56","ESS","Ensemble","Ensemble","Ordinaires","27219"
"56","ESS","Ensemble","Ensemble","Stagiaires","42"
"56","Hors ESS","Ensemble","Ensemble","Aides","2987"
"56","Hors ESS","Ensemble","Ensemble","Apprentis","3908"
"56","Hors ESS","Ensemble","Ensemble","Ordinaires","184182"
"56","Hors ESS","Ensemble","Ensemble","Stagiaires","110"
"57","ESS","Ensemble","Ensemble","Aides","3944"
"57","ESS","Ensemble","Ensemble","Apprentis","232"
"57","ESS","Ensemble","Ensemble","Ordinaires","30902"
"57","ESS","Ensemble","Ensemble","Stagiaires","99"
"57","Hors ESS","Ensemble","Ensemble","Aides","4763"
"57","Hors ESS","Ensemble","Ensemble","Apprentis","5352"
"57","Hors ESS","Ensemble","Ensemble","Ordinaires","246877"
"57","Hors ESS","Ensemble","Ensemble","Stagiaires","202"
"58","ESS","Ensemble","Ensemble","Aides","473"
"58","ESS","Ensemble","Ensemble","Apprentis","66"
"58","ESS","Ensemble","Ensemble","Ordinaires","6838"
"58","ESS","Ensemble","Ensemble","Stagiaires","6"
"58","Hors ESS","Ensemble","Ensemble","Aides","1133"
"58","Hors ESS","Ensemble","Ensemble","Apprentis","1194"
"58","Hors ESS","Ensemble","Ensemble","Ordinaires","48693"
"58","Hors ESS","Ensemble","Ensemble","Stagiaires","17"
"59","ESS","Ensemble","Ensemble","Aides","10633"
"59","ESS","Ensemble","Ensemble","Apprentis","393"
"59","ESS","Ensemble","Ensemble","Ordinaires","81368"
"59","ESS","Ensemble","Ensemble","Stagiaires","133"
"59","Hors ESS","Ensemble","Ensemble","Aides","20603"
"59","Hors ESS","Ensemble","Ensemble","Apprentis","14317"
"59","Hors ESS","Ensemble","Ensemble","Ordinaires","763519"
"59","Hors ESS","Ensemble","Ensemble","Stagiaires","1249"
"60","ESS","Ensemble","Ensemble","Aides","1437"
"60","ESS","Ensemble","Ensemble","Apprentis","137"
"60","ESS","Ensemble","Ensemble","Ordinaires","20970"
"60","ESS","Ensemble","Ensemble","Stagiaires","48"
"60","Hors ESS","Ensemble","Ensemble","Aides","4070"
"60","Hors ESS","Ensemble","Ensemble","Apprentis","4545"
"60","Hors ESS","Ensemble","Ensemble","Ordinaires","194902"
"60","Hors ESS","Ensemble","Ensemble","Stagiaires","202"
"61","ESS","Ensemble","Ensemble","Aides","1731"
"61","ESS","Ensemble","Ensemble","Apprentis","s"
"61","ESS","Ensemble","Ensemble","Ordinaires","10928"
"61","ESS","Ensemble","Ensemble","Stagiaires","s"
"61","Hors ESS","Ensemble","Ensemble","Aides","1357"
"61","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"61","Hors ESS","Ensemble","Ensemble","Ordinaires","68246"
"61","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"62","ESS","Ensemble","Ensemble","Aides","6257"
"62","ESS","Ensemble","Ensemble","Apprentis","252"
"62","ESS","Ensemble","Ensemble","Ordinaires","42401"
"62","ESS","Ensemble","Ensemble","Stagiaires","126"
"62","Hors ESS","Ensemble","Ensemble","Aides","10044"
"62","Hors ESS","Ensemble","Ensemble","Apprentis","7381"
"62","Hors ESS","Ensemble","Ensemble","Ordinaires","342918"
"62","Hors ESS","Ensemble","Ensemble","Stagiaires","180"
"63","ESS","Ensemble","Ensemble","Aides","1150"
"63","ESS","Ensemble","Ensemble","Apprentis","228"
"63","ESS","Ensemble","Ensemble","Ordinaires","21421"
"63","ESS","Ensemble","Ensemble","Stagiaires","65"
"63","Hors ESS","Ensemble","Ensemble","Aides","4064"
"63","Hors ESS","Ensemble","Ensemble","Apprentis","3497"
"63","Hors ESS","Ensemble","Ensemble","Ordinaires","193588"
"63","Hors ESS","Ensemble","Ensemble","Stagiaires","127"
"64","ESS","Ensemble","Ensemble","Aides","2041"
"64","ESS","Ensemble","Ensemble","Apprentis","139"
"64","ESS","Ensemble","Ensemble","Ordinaires","25458"
"64","ESS","Ensemble","Ensemble","Stagiaires","42"
"64","Hors ESS","Ensemble","Ensemble","Aides","2982"
"64","Hors ESS","Ensemble","Ensemble","Apprentis","3446"
"64","Hors ESS","Ensemble","Ensemble","Ordinaires","184770"
"64","Hors ESS","Ensemble","Ensemble","Stagiaires","161"
"65","ESS","Ensemble","Ensemble","Aides","1026"
"65","ESS","Ensemble","Ensemble","Apprentis","s"
"65","ESS","Ensemble","Ensemble","Ordinaires","8331"
"65","ESS","Ensemble","Ensemble","Stagiaires","s"
"65","Hors ESS","Ensemble","Ensemble","Aides","1199"
"65","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"65","Hors ESS","Ensemble","Ensemble","Ordinaires","54149"
"65","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"66","ESS","Ensemble","Ensemble","Aides","1031"
"66","ESS","Ensemble","Ensemble","Apprentis","87"
"66","ESS","Ensemble","Ensemble","Ordinaires","14461"
"66","ESS","Ensemble","Ensemble","Stagiaires","13"
"66","Hors ESS","Ensemble","Ensemble","Aides","2824"
"66","Hors ESS","Ensemble","Ensemble","Apprentis","2347"
"66","Hors ESS","Ensemble","Ensemble","Ordinaires","103971"
"66","Hors ESS","Ensemble","Ensemble","Stagiaires","41"
"67","ESS","Ensemble","Ensemble","Aides","3408"
"67","ESS","Ensemble","Ensemble","Apprentis","425"
"67","ESS","Ensemble","Ensemble","Ordinaires","36589"
"67","ESS","Ensemble","Ensemble","Stagiaires","147"
"67","Hors ESS","Ensemble","Ensemble","Aides","5298"
"67","Hors ESS","Ensemble","Ensemble","Apprentis","8941"
"67","Hors ESS","Ensemble","Ensemble","Ordinaires","359800"
"67","Hors ESS","Ensemble","Ensemble","Stagiaires","470"
"68","ESS","Ensemble","Ensemble","Aides","2966"
"68","ESS","Ensemble","Ensemble","Apprentis","205"
"68","ESS","Ensemble","Ensemble","Ordinaires","25710"
"68","ESS","Ensemble","Ensemble","Stagiaires","77"
"68","Hors ESS","Ensemble","Ensemble","Aides","3312"
"68","Hors ESS","Ensemble","Ensemble","Apprentis","5585"
"68","Hors ESS","Ensemble","Ensemble","Ordinaires","199928"
"68","Hors ESS","Ensemble","Ensemble","Stagiaires","154"
"69","ESS","Ensemble","Ensemble","Aides","4436"
"69","ESS","Ensemble","Ensemble","Apprentis","435"
"69","ESS","Ensemble","Ensemble","Ordinaires","73443"
"69","ESS","Ensemble","Ensemble","Stagiaires","355"
"69","Hors ESS","Ensemble","Ensemble","Aides","13565"
"69","Hors ESS","Ensemble","Ensemble","Apprentis","11354"
"69","Hors ESS","Ensemble","Ensemble","Ordinaires","709458"
"69","Hors ESS","Ensemble","Ensemble","Stagiaires","1710"
"70","ESS","Ensemble","Ensemble","Aides","409"
"70","ESS","Ensemble","Ensemble","Apprentis","33"
"70","ESS","Ensemble","Ensemble","Ordinaires","8806"
"70","ESS","Ensemble","Ensemble","Stagiaires","26"
"70","Hors ESS","Ensemble","Ensemble","Aides","1109"
"70","Hors ESS","Ensemble","Ensemble","Apprentis","1472"
"70","Hors ESS","Ensemble","Ensemble","Ordinaires","47232"
"70","Hors ESS","Ensemble","Ensemble","Stagiaires","26"
"71","ESS","Ensemble","Ensemble","Aides","1474"
"71","ESS","Ensemble","Ensemble","Apprentis","110"
"71","ESS","Ensemble","Ensemble","Ordinaires","15383"
"71","ESS","Ensemble","Ensemble","Stagiaires","29"
"71","Hors ESS","Ensemble","Ensemble","Aides","2817"
"71","Hors ESS","Ensemble","Ensemble","Apprentis","3189"
"71","Hors ESS","Ensemble","Ensemble","Ordinaires","143789"
"71","Hors ESS","Ensemble","Ensemble","Stagiaires","71"
"72","ESS","Ensemble","Ensemble","Aides","1397"
"72","ESS","Ensemble","Ensemble","Apprentis","119"
"72","ESS","Ensemble","Ensemble","Ordinaires","17839"
"72","ESS","Ensemble","Ensemble","Stagiaires","19"
"72","Hors ESS","Ensemble","Ensemble","Aides","3065"
"72","Hors ESS","Ensemble","Ensemble","Apprentis","4155"
"72","Hors ESS","Ensemble","Ensemble","Ordinaires","149542"
"72","Hors ESS","Ensemble","Ensemble","Stagiaires","149"
"73","ESS","Ensemble","Ensemble","Aides","s"
"73","ESS","Ensemble","Ensemble","Apprentis","71"
"73","ESS","Ensemble","Ensemble","Ordinaires","13652"
"73","ESS","Ensemble","Ensemble","Stagiaires","s"
"73","Hors ESS","Ensemble","Ensemble","Aides","s"
"73","Hors ESS","Ensemble","Ensemble","Apprentis","2473"
"73","Hors ESS","Ensemble","Ensemble","Ordinaires","139228"
"73","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"74","ESS","Ensemble","Ensemble","Aides","1241"
"74","ESS","Ensemble","Ensemble","Apprentis","223"
"74","ESS","Ensemble","Ensemble","Ordinaires","22548"
"74","ESS","Ensemble","Ensemble","Stagiaires","55"
"74","Hors ESS","Ensemble","Ensemble","Aides","3664"
"74","Hors ESS","Ensemble","Ensemble","Apprentis","4769"
"74","Hors ESS","Ensemble","Ensemble","Ordinaires","214859"
"74","Hors ESS","Ensemble","Ensemble","Stagiaires","363"
"75","ESS","Ensemble","Ensemble","Aides","4719"
"75","ESS","Ensemble","Ensemble","Apprentis","1188"
"75","ESS","Ensemble","Ensemble","Ordinaires","151461"
"75","ESS","Ensemble","Ensemble","Stagiaires","1767"
"75","Hors ESS","Ensemble","Ensemble","Aides","23265"
"75","Hors ESS","Ensemble","Ensemble","Apprentis","18504"
"75","Hors ESS","Ensemble","Ensemble","Ordinaires","1472787"
"75","Hors ESS","Ensemble","Ensemble","Stagiaires","12515"
"76","ESS","Ensemble","Ensemble","Aides","3368"
"76","ESS","Ensemble","Ensemble","Apprentis","130"
"76","ESS","Ensemble","Ensemble","Ordinaires","37797"
"76","ESS","Ensemble","Ensemble","Stagiaires","45"
"76","Hors ESS","Ensemble","Ensemble","Aides","7163"
"76","Hors ESS","Ensemble","Ensemble","Apprentis","8347"
"76","Hors ESS","Ensemble","Ensemble","Ordinaires","372978"
"76","Hors ESS","Ensemble","Ensemble","Stagiaires","274"
"77","ESS","Ensemble","Ensemble","Aides","1572"
"77","ESS","Ensemble","Ensemble","Apprentis","217"
"77","ESS","Ensemble","Ensemble","Ordinaires","27160"
"77","ESS","Ensemble","Ensemble","Stagiaires","107"
"77","Hors ESS","Ensemble","Ensemble","Aides","6072"
"77","Hors ESS","Ensemble","Ensemble","Apprentis","7942"
"77","Hors ESS","Ensemble","Ensemble","Ordinaires","390409"
"77","Hors ESS","Ensemble","Ensemble","Stagiaires","302"
"78","ESS","Ensemble","Ensemble","Aides","2395"
"78","ESS","Ensemble","Ensemble","Apprentis","221"
"78","ESS","Ensemble","Ensemble","Ordinaires","29692"
"78","ESS","Ensemble","Ensemble","Stagiaires","195"
"78","Hors ESS","Ensemble","Ensemble","Aides","6518"
"78","Hors ESS","Ensemble","Ensemble","Apprentis","10677"
"78","Hors ESS","Ensemble","Ensemble","Ordinaires","436620"
"78","Hors ESS","Ensemble","Ensemble","Stagiaires","937"
"79","ESS","Ensemble","Ensemble","Aides","1093"
"79","ESS","Ensemble","Ensemble","Apprentis","246"
"79","ESS","Ensemble","Ensemble","Ordinaires","21113"
"79","ESS","Ensemble","Ensemble","Stagiaires","69"
"79","Hors ESS","Ensemble","Ensemble","Aides","1835"
"79","Hors ESS","Ensemble","Ensemble","Apprentis","2599"
"79","Hors ESS","Ensemble","Ensemble","Ordinaires","98235"
"79","Hors ESS","Ensemble","Ensemble","Stagiaires","31"
"80","ESS","Ensemble","Ensemble","Aides","1841"
"80","ESS","Ensemble","Ensemble","Apprentis","129"
"80","ESS","Ensemble","Ensemble","Ordinaires","17180"
"80","ESS","Ensemble","Ensemble","Stagiaires","72"
"80","Hors ESS","Ensemble","Ensemble","Aides","3500"
"80","Hors ESS","Ensemble","Ensemble","Apprentis","3358"
"80","Hors ESS","Ensemble","Ensemble","Ordinaires","150839"
"80","Hors ESS","Ensemble","Ensemble","Stagiaires","103"
"81","ESS","Ensemble","Ensemble","Aides","1187"
"81","ESS","Ensemble","Ensemble","Apprentis","85"
"81","ESS","Ensemble","Ensemble","Ordinaires","16090"
"81","ESS","Ensemble","Ensemble","Stagiaires","17"
"81","Hors ESS","Ensemble","Ensemble","Aides","1820"
"81","Hors ESS","Ensemble","Ensemble","Apprentis","1830"
"81","Hors ESS","Ensemble","Ensemble","Ordinaires","82886"
"81","Hors ESS","Ensemble","Ensemble","Stagiaires","40"
"82","ESS","Ensemble","Ensemble","Aides","1024"
"82","ESS","Ensemble","Ensemble","Apprentis","55"
"82","ESS","Ensemble","Ensemble","Ordinaires","8077"
"82","ESS","Ensemble","Ensemble","Stagiaires","8"
"82","Hors ESS","Ensemble","Ensemble","Aides","1425"
"82","Hors ESS","Ensemble","Ensemble","Apprentis","1213"
"82","Hors ESS","Ensemble","Ensemble","Ordinaires","53443"
"82","Hors ESS","Ensemble","Ensemble","Stagiaires","9"
"83","ESS","Ensemble","Ensemble","Aides","2651"
"83","ESS","Ensemble","Ensemble","Apprentis","181"
"83","ESS","Ensemble","Ensemble","Ordinaires","24046"
"83","ESS","Ensemble","Ensemble","Stagiaires","42"
"83","Hors ESS","Ensemble","Ensemble","Aides","4186"
"83","Hors ESS","Ensemble","Ensemble","Apprentis","4837"
"83","Hors ESS","Ensemble","Ensemble","Ordinaires","234462"
"83","Hors ESS","Ensemble","Ensemble","Stagiaires","126"
"84","ESS","Ensemble","Ensemble","Aides","1285"
"84","ESS","Ensemble","Ensemble","Apprentis","97"
"84","ESS","Ensemble","Ensemble","Ordinaires","16899"
"84","ESS","Ensemble","Ensemble","Stagiaires","26"
"84","Hors ESS","Ensemble","Ensemble","Aides","3091"
"84","Hors ESS","Ensemble","Ensemble","Apprentis","3205"
"84","Hors ESS","Ensemble","Ensemble","Ordinaires","152241"
"84","Hors ESS","Ensemble","Ensemble","Stagiaires","86"
"85","ESS","Ensemble","Ensemble","Aides","1427"
"85","ESS","Ensemble","Ensemble","Apprentis","182"
"85","ESS","Ensemble","Ensemble","Ordinaires","25469"
"85","ESS","Ensemble","Ensemble","Stagiaires","10"
"85","Hors ESS","Ensemble","Ensemble","Aides","2833"
"85","Hors ESS","Ensemble","Ensemble","Apprentis","5401"
"85","Hors ESS","Ensemble","Ensemble","Ordinaires","180650"
"85","Hors ESS","Ensemble","Ensemble","Stagiaires","99"
"86","ESS","Ensemble","Ensemble","Aides","1734"
"86","ESS","Ensemble","Ensemble","Apprentis","131"
"86","ESS","Ensemble","Ensemble","Ordinaires","15121"
"86","ESS","Ensemble","Ensemble","Stagiaires","93"
"86","Hors ESS","Ensemble","Ensemble","Aides","1950"
"86","Hors ESS","Ensemble","Ensemble","Apprentis","3026"
"86","Hors ESS","Ensemble","Ensemble","Ordinaires","119676"
"86","Hors ESS","Ensemble","Ensemble","Stagiaires","64"
"87","ESS","Ensemble","Ensemble","Aides","1228"
"87","ESS","Ensemble","Ensemble","Apprentis","90"
"87","ESS","Ensemble","Ensemble","Ordinaires","11781"
"87","ESS","Ensemble","Ensemble","Stagiaires","20"
"87","Hors ESS","Ensemble","Ensemble","Aides","2021"
"87","Hors ESS","Ensemble","Ensemble","Apprentis","1762"
"87","Hors ESS","Ensemble","Ensemble","Ordinaires","123248"
"87","Hors ESS","Ensemble","Ensemble","Stagiaires","51"
"88","ESS","Ensemble","Ensemble","Aides","997"
"88","ESS","Ensemble","Ensemble","Apprentis","s"
"88","ESS","Ensemble","Ensemble","Ordinaires","10577"
"88","ESS","Ensemble","Ensemble","Stagiaires","s"
"88","Hors ESS","Ensemble","Ensemble","Aides","2040"
"88","Hors ESS","Ensemble","Ensemble","Apprentis","s"
"88","Hors ESS","Ensemble","Ensemble","Ordinaires","92002"
"88","Hors ESS","Ensemble","Ensemble","Stagiaires","s"
"89","ESS","Ensemble","Ensemble","Aides","753"
"89","ESS","Ensemble","Ensemble","Apprentis","74"
"89","ESS","Ensemble","Ensemble","Ordinaires","9377"
"89","ESS","Ensemble","Ensemble","Stagiaires","15"
"89","Hors ESS","Ensemble","Ensemble","Aides","1617"
"89","Hors ESS","Ensemble","Ensemble","Apprentis","1905"
"89","Hors ESS","Ensemble","Ensemble","Ordinaires","83787"
"89","Hors ESS","Ensemble","Ensemble","Stagiaires","36"
"90","ESS","Ensemble","Ensemble","Aides","701"
"90","ESS","Ensemble","Ensemble","Apprentis","18"
"90","ESS","Ensemble","Ensemble","Ordinaires","4090"
"90","ESS","Ensemble","Ensemble","Stagiaires","10"
"90","Hors ESS","Ensemble","Ensemble","Aides","656"
"90","Hors ESS","Ensemble","Ensemble","Apprentis","1000"
"90","Hors ESS","Ensemble","Ensemble","Ordinaires","37966"
"90","Hors ESS","Ensemble","Ensemble","Stagiaires","45"
"91","ESS","Ensemble","Ensemble","Aides","1677"
"91","ESS","Ensemble","Ensemble","Apprentis","224"
"91","ESS","Ensemble","Ensemble","Ordinaires","28361"
"91","ESS","Ensemble","Ensemble","Stagiaires","178"
"91","Hors ESS","Ensemble","Ensemble","Aides","5409"
"91","Hors ESS","Ensemble","Ensemble","Apprentis","7124"
"91","Hors ESS","Ensemble","Ensemble","Ordinaires","387632"
"91","Hors ESS","Ensemble","Ensemble","Stagiaires","590"
"92","ESS","Ensemble","Ensemble","Aides","2074"
"92","ESS","Ensemble","Ensemble","Apprentis","334"
"92","ESS","Ensemble","Ensemble","Ordinaires","46711"
"92","ESS","Ensemble","Ensemble","Stagiaires","568"
"92","Hors ESS","Ensemble","Ensemble","Aides","16961"
"92","Hors ESS","Ensemble","Ensemble","Apprentis","14471"
"92","Hors ESS","Ensemble","Ensemble","Ordinaires","939346"
"92","Hors ESS","Ensemble","Ensemble","Stagiaires","7308"
"93","ESS","Ensemble","Ensemble","Aides","3703"
"93","ESS","Ensemble","Ensemble","Apprentis","261"
"93","ESS","Ensemble","Ensemble","Ordinaires","28964"
"93","ESS","Ensemble","Ensemble","Stagiaires","135"
"93","Hors ESS","Ensemble","Ensemble","Aides","8676"
"93","Hors ESS","Ensemble","Ensemble","Apprentis","7724"
"93","Hors ESS","Ensemble","Ensemble","Ordinaires","538913"
"93","Hors ESS","Ensemble","Ensemble","Stagiaires","1250"
"94","ESS","Ensemble","Ensemble","Aides","1902"
"94","ESS","Ensemble","Ensemble","Apprentis","243"
"94","ESS","Ensemble","Ensemble","Ordinaires","33304"
"94","ESS","Ensemble","Ensemble","Stagiaires","265"
"94","Hors ESS","Ensemble","Ensemble","Aides","6560"
"94","Hors ESS","Ensemble","Ensemble","Apprentis","6832"
"94","Hors ESS","Ensemble","Ensemble","Ordinaires","455148"
"94","Hors ESS","Ensemble","Ensemble","Stagiaires","888"
"95","ESS","Ensemble","Ensemble","Aides","1149"
"95","ESS","Ensemble","Ensemble","Apprentis","106"
"95","ESS","Ensemble","Ensemble","Ordinaires","22762"
"95","ESS","Ensemble","Ensemble","Stagiaires","110"
"95","Hors ESS","Ensemble","Ensemble","Aides","4936"
"95","Hors ESS","Ensemble","Ensemble","Apprentis","5724"
"95","Hors ESS","Ensemble","Ensemble","Ordinaires","319873"
"95","Hors ESS","Ensemble","Ensemble","Stagiaires","434"
"971","ESS","Ensemble","Ensemble","Aides","1142"
"971","ESS","Ensemble","Ensemble","Apprentis","75"
"971","ESS","Ensemble","Ensemble","Ordinaires","9307"
"971","ESS","Ensemble","Ensemble","Stagiaires","51"
"971","Hors ESS","Ensemble","Ensemble","Aides","2815"
"971","Hors ESS","Ensemble","Ensemble","Apprentis","911"
"971","Hors ESS","Ensemble","Ensemble","Ordinaires","93204"
"971","Hors ESS","Ensemble","Ensemble","Stagiaires","36"
"972","ESS","Ensemble","Ensemble","Aides","1520"
"972","ESS","Ensemble","Ensemble","Apprentis","13"
"972","ESS","Ensemble","Ensemble","Ordinaires","9790"
"972","ESS","Ensemble","Ensemble","Stagiaires","7"
"972","Hors ESS","Ensemble","Ensemble","Aides","3603"
"972","Hors ESS","Ensemble","Ensemble","Apprentis","929"
"972","Hors ESS","Ensemble","Ensemble","Ordinaires","97918"
"972","Hors ESS","Ensemble","Ensemble","Stagiaires","39"
"973","ESS","Ensemble","Ensemble","Aides","719"
"973","ESS","Ensemble","Ensemble","Apprentis","28"
"973","ESS","Ensemble","Ensemble","Ordinaires","3576"
"973","ESS","Ensemble","Ensemble","Stagiaires","13"
"973","Hors ESS","Ensemble","Ensemble","Aides","2111"
"973","Hors ESS","Ensemble","Ensemble","Apprentis","368"
"973","Hors ESS","Ensemble","Ensemble","Ordinaires","46531"
"973","Hors ESS","Ensemble","Ensemble","Stagiaires","20"
"974","ESS","Ensemble","Ensemble","Aides","5193"
"974","ESS","Ensemble","Ensemble","Apprentis","52"
"974","ESS","Ensemble","Ensemble","Ordinaires","18102"
"974","ESS","Ensemble","Ensemble","Stagiaires","30"
"974","Hors ESS","Ensemble","Ensemble","Aides","16098"
"974","Hors ESS","Ensemble","Ensemble","Apprentis","3786"
"974","Hors ESS","Ensemble","Ensemble","Ordinaires","187274"
"974","Hors ESS","Ensemble","Ensemble","Stagiaires","82"
"1","ESS","Ensemble","Femmes","Ensemble","14080"
"1","ESS","Ensemble","Hommes","Ensemble","5602"
"1","Hors ESS","Ensemble","Femmes","Ensemble","70521"
"1","Hors ESS","Ensemble","Hommes","Ensemble","85267"
"2","ESS","Ensemble","Femmes","Ensemble","9488"
"2","ESS","Ensemble","Hommes","Ensemble","5953"
"2","Hors ESS","Ensemble","Femmes","Ensemble","59375"
"2","Hors ESS","Ensemble","Hommes","Ensemble","64415"
"3","ESS","Ensemble","Femmes","Ensemble","7592"
"3","ESS","Ensemble","Hommes","Ensemble","3627"
"3","Hors ESS","Ensemble","Femmes","Ensemble","41780"
"3","Hors ESS","Ensemble","Hommes","Ensemble","43205"
"4","ESS","Ensemble","Femmes","Ensemble","3787"
"4","ESS","Ensemble","Hommes","Ensemble","1815"
"4","Hors ESS","Ensemble","Femmes","Ensemble","19357"
"4","Hors ESS","Ensemble","Hommes","Ensemble","18889"
"5","ESS","Ensemble","Femmes","Ensemble","4093"
"5","ESS","Ensemble","Hommes","Ensemble","2003"
"5","Hors ESS","Ensemble","Femmes","Ensemble","18318"
"5","Hors ESS","Ensemble","Hommes","Ensemble","18695"
"6","ESS","Ensemble","Femmes","Ensemble","19619"
"6","ESS","Ensemble","Hommes","Ensemble","9292"
"6","Hors ESS","Ensemble","Femmes","Ensemble","168098"
"6","Hors ESS","Ensemble","Hommes","Ensemble","174755"
"7","ESS","Ensemble","Femmes","Ensemble","9124"
"7","ESS","Ensemble","Hommes","Ensemble","3666"
"7","Hors ESS","Ensemble","Femmes","Ensemble","33452"
"7","Hors ESS","Ensemble","Hommes","Ensemble","36076"
"8","ESS","Ensemble","Femmes","Ensemble","5678"
"8","ESS","Ensemble","Hommes","Ensemble","2576"
"8","Hors ESS","Ensemble","Femmes","Ensemble","29128"
"8","Hors ESS","Ensemble","Hommes","Ensemble","35600"
"9","ESS","Ensemble","Femmes","Ensemble","3368"
"9","ESS","Ensemble","Hommes","Ensemble","1700"
"9","Hors ESS","Ensemble","Femmes","Ensemble","17038"
"9","Hors ESS","Ensemble","Hommes","Ensemble","17468"
"10","ESS","Ensemble","Femmes","Ensemble","6521"
"10","ESS","Ensemble","Hommes","Ensemble","3955"
"10","Hors ESS","Ensemble","Femmes","Ensemble","38531"
"10","Hors ESS","Ensemble","Hommes","Ensemble","41017"
"11","ESS","Ensemble","Femmes","Ensemble","7204"
"11","ESS","Ensemble","Hommes","Ensemble","4716"
"11","Hors ESS","Ensemble","Femmes","Ensemble","40445"
"11","Hors ESS","Ensemble","Hommes","Ensemble","40227"
"12","ESS","Ensemble","Femmes","Ensemble","10365"
"12","ESS","Ensemble","Hommes","Ensemble","4052"
"12","Hors ESS","Ensemble","Femmes","Ensemble","31693"
"12","Hors ESS","Ensemble","Hommes","Ensemble","37239"
"13","ESS","Ensemble","Femmes","Ensemble","47956"
"13","ESS","Ensemble","Hommes","Ensemble","22266"
"13","Hors ESS","Ensemble","Femmes","Ensemble","305916"
"13","Hors ESS","Ensemble","Hommes","Ensemble","355919"
"14","ESS","Ensemble","Femmes","Ensemble","17670"
"14","ESS","Ensemble","Hommes","Ensemble","9943"
"14","Hors ESS","Ensemble","Femmes","Ensemble","99772"
"14","Hors ESS","Ensemble","Hommes","Ensemble","105655"
"15","ESS","Ensemble","Femmes","Ensemble","4765"
"15","ESS","Ensemble","Hommes","Ensemble","2186"
"15","Hors ESS","Ensemble","Femmes","Ensemble","17296"
"15","Hors ESS","Ensemble","Hommes","Ensemble","18304"
"16","ESS","Ensemble","Femmes","Ensemble","8839"
"16","ESS","Ensemble","Hommes","Ensemble","4171"
"16","Hors ESS","Ensemble","Femmes","Ensemble","45032"
"16","Hors ESS","Ensemble","Hommes","Ensemble","50431"
"17","ESS","Ensemble","Femmes","Ensemble","13323"
"17","ESS","Ensemble","Hommes","Ensemble","7725"
"17","Hors ESS","Ensemble","Femmes","Ensemble","78109"
"17","Hors ESS","Ensemble","Hommes","Ensemble","78335"
"18","ESS","Ensemble","Femmes","Ensemble","6286"
"18","ESS","Ensemble","Hommes","Ensemble","3015"
"18","Hors ESS","Ensemble","Femmes","Ensemble","37275"
"18","Hors ESS","Ensemble","Hommes","Ensemble","40401"
"19","ESS","Ensemble","Femmes","Ensemble","5799"
"19","ESS","Ensemble","Hommes","Ensemble","3274"
"19","Hors ESS","Ensemble","Femmes","Ensemble","31615"
"19","Hors ESS","Ensemble","Hommes","Ensemble","32976"
"21","ESS","Ensemble","Femmes","Ensemble","14131"
"21","ESS","Ensemble","Hommes","Ensemble","6960"
"21","Hors ESS","Ensemble","Femmes","Ensemble","84409"
"21","Hors ESS","Ensemble","Hommes","Ensemble","88843"
"22","ESS","Ensemble","Femmes","Ensemble","17362"
"22","ESS","Ensemble","Hommes","Ensemble","10862"
"22","Hors ESS","Ensemble","Femmes","Ensemble","69238"
"22","Hors ESS","Ensemble","Hommes","Ensemble","73739"
"23","ESS","Ensemble","Femmes","Ensemble","3332"
"23","ESS","Ensemble","Hommes","Ensemble","1650"
"23","Hors ESS","Ensemble","Femmes","Ensemble","12495"
"23","Hors ESS","Ensemble","Hommes","Ensemble","12389"
"24","ESS","Ensemble","Femmes","Ensemble","8204"
"24","ESS","Ensemble","Hommes","Ensemble","4571"
"24","Hors ESS","Ensemble","Femmes","Ensemble","48618"
"24","Hors ESS","Ensemble","Hommes","Ensemble","49544"
"25","ESS","Ensemble","Femmes","Ensemble","14596"
"25","ESS","Ensemble","Hommes","Ensemble","7403"
"25","Hors ESS","Ensemble","Femmes","Ensemble","73094"
"25","Hors ESS","Ensemble","Hommes","Ensemble","81835"
"26","ESS","Ensemble","Femmes","Ensemble","14678"
"26","ESS","Ensemble","Hommes","Ensemble","6736"
"26","Hors ESS","Ensemble","Femmes","Ensemble","68983"
"26","Hors ESS","Ensemble","Hommes","Ensemble","83760"
"27","ESS","Ensemble","Femmes","Ensemble","9402"
"27","ESS","Ensemble","Hommes","Ensemble","4802"
"27","Hors ESS","Ensemble","Femmes","Ensemble","68991"
"27","Hors ESS","Ensemble","Hommes","Ensemble","73445"
"28","ESS","Ensemble","Femmes","Ensemble","8577"
"28","ESS","Ensemble","Hommes","Ensemble","4569"
"28","Hors ESS","Ensemble","Femmes","Ensemble","53050"
"28","Hors ESS","Ensemble","Hommes","Ensemble","56974"
"29","ESS","Ensemble","Femmes","Ensemble","28096"
"29","ESS","Ensemble","Hommes","Ensemble","14152"
"29","Hors ESS","Ensemble","Femmes","Ensemble","112406"
"29","Hors ESS","Ensemble","Hommes","Ensemble","121607"
"2A","ESS","Ensemble","Femmes","Ensemble","2513"
"2A","ESS","Ensemble","Hommes","Ensemble","1143"
"2A","Hors ESS","Ensemble","Femmes","Ensemble","22760"
